datetimeAK,site.ID,fDOM,SPC,Turb,NO3,ABS_254,Q,day
2018-06-01T02:30:00Z,FRCH,NA,63.3166666666667,25.3616666666667,NA,NA,739.449398759782,2018-05-31
2018-06-01T02:45:00Z,FRCH,NA,63.3333333333333,23.0266666666667,NA,NA,NA,NA
2018-06-01T03:00:00Z,FRCH,NA,63.35,27.3933333333333,NA,NA,740.418826108158,2018-05-31
2018-06-01T03:15:00Z,FRCH,NA,63.35,19.665,NA,NA,NA,NA
2018-06-01T03:30:00Z,FRCH,NA,63.35,23.265,NA,NA,739.449398759782,2018-05-31
2018-06-01T03:45:00Z,FRCH,NA,63.35,22.1566666666667,NA,NA,NA,NA
2018-06-01T04:00:00Z,FRCH,NA,63.35,38.255,NA,NA,737.510544063058,2018-05-31
2018-06-01T04:15:00Z,FRCH,NA,63.35,26.275,NA,NA,NA,NA
2018-06-01T04:30:00Z,FRCH,NA,63.35,38.8433333333333,NA,NA,737.510544063058,2018-05-31
2018-06-01T04:45:00Z,FRCH,NA,63.35,26.5616666666667,NA,NA,NA,NA
2018-06-01T05:00:00Z,FRCH,NA,63.35,43.1516666666667,NA,NA,738.479971411405,2018-05-31
2018-06-01T05:15:00Z,FRCH,NA,63.35,29.5866666666667,NA,NA,NA,NA
2018-06-01T05:30:00Z,FRCH,NA,63.35,31.8416666666667,NA,NA,737.510544063058,2018-05-31
2018-06-01T05:45:00Z,FRCH,NA,63.3666666666667,27.2116666666667,NA,NA,NA,NA
2018-06-01T06:00:00Z,FRCH,NA,63.3833333333333,38.4066666666667,NA,NA,737.510544063058,2018-05-31
2018-06-01T06:15:00Z,FRCH,NA,63.3666666666667,30.3316666666667,NA,NA,NA,NA
2018-06-01T06:30:00Z,FRCH,NA,63.3666666666667,26.15,NA,NA,737.510544063058,2018-05-31
2018-06-01T06:45:00Z,FRCH,NA,63.3833333333333,22.6166666666667,NA,NA,NA,NA
2018-06-01T07:00:00Z,FRCH,NA,63.4,22.2366666666667,NA,NA,735.571689366305,2018-05-31
2018-06-01T07:15:00Z,FRCH,NA,63.4,25.315,NA,NA,NA,NA
2018-06-01T07:30:00Z,FRCH,NA,63.4,26.0433333333333,NA,NA,731.693979972799,2018-05-31
2018-06-01T07:45:00Z,FRCH,NA,63.3666666666667,29.6866666666667,NA,NA,NA,NA
2018-06-01T08:00:00Z,FRCH,NA,63.3666666666667,32.2033333333333,NA,NA,728.785697927669,2018-06-01
2018-06-01T08:15:00Z,FRCH,NA,63.35,23.12,NA,NA,NA,NA
2018-06-01T08:30:00Z,FRCH,NA,63.3666666666667,22.7283333333333,NA,NA,730.724552624422,2018-06-01
2018-06-01T08:45:00Z,FRCH,NA,63.3666666666667,29.1533333333333,NA,NA,NA,NA
2018-06-01T09:00:00Z,FRCH,NA,63.35,34.285,NA,NA,731.693979972799,2018-06-01
2018-06-01T09:15:00Z,FRCH,NA,63.35,28.8783333333333,NA,NA,NA,NA
2018-06-01T09:30:00Z,FRCH,NA,63.3666666666667,22.8983333333333,NA,NA,729.755125276046,2018-06-01
2018-06-01T09:45:00Z,FRCH,NA,63.35,24.4566666666667,NA,NA,NA,NA
2018-06-01T10:00:00Z,FRCH,NA,63.3666666666667,25.6083333333333,NA,NA,726.846843230887,2018-06-01
2018-06-01T10:15:00Z,FRCH,NA,63.3833333333333,35.6233333333333,NA,NA,NA,NA
2018-06-01T10:30:00Z,FRCH,NA,63.4,24.6733333333333,NA,NA,725.87741588254,2018-06-01
2018-06-01T10:45:00Z,FRCH,NA,63.4,24.96,NA,NA,NA,NA
2018-06-01T11:00:00Z,FRCH,NA,63.4166666666667,26.4283333333333,NA,NA,724.907988534163,2018-06-01
2018-06-01T11:15:00Z,FRCH,NA,63.4,27.69,NA,NA,NA,NA
2018-06-01T11:30:00Z,FRCH,NA,63.4,20.3416666666667,NA,NA,721.999706489034,2018-06-01
2018-06-01T11:45:00Z,FRCH,NA,63.4,22.0266666666667,NA,NA,NA,NA
2018-06-01T12:00:00Z,FRCH,NA,63.4,24.5166666666667,NA,NA,723.938561185787,2018-06-01
2018-06-01T12:15:00Z,FRCH,NA,63.4,24.3566666666667,NA,NA,NA,NA
2018-06-01T12:30:00Z,FRCH,NA,63.4,25.6483333333333,NA,NA,722.96913383741,2018-06-01
2018-06-01T12:45:00Z,FRCH,NA,63.4,26.4616666666667,NA,NA,NA,NA
2018-06-01T13:00:00Z,FRCH,NA,63.4,22.5966666666667,NA,NA,721.030279140658,2018-06-01
2018-06-01T13:15:00Z,FRCH,NA,63.3833333333333,27.8016666666667,NA,NA,NA,NA
2018-06-01T13:30:00Z,FRCH,NA,63.3666666666667,26.0166666666667,NA,NA,720.060851792281,2018-06-01
2018-06-01T13:45:00Z,FRCH,NA,63.3666666666667,26.3116666666667,NA,NA,NA,NA
2018-06-01T14:00:00Z,FRCH,NA,63.35,27.5033333333333,NA,NA,719.091424443905,2018-06-01
2018-06-01T14:15:00Z,FRCH,NA,63.3666666666667,24.77,NA,NA,NA,NA
2018-06-01T14:30:00Z,FRCH,NA,63.3833333333333,24.435,NA,NA,722.96913383741,2018-06-01
2018-06-01T14:45:00Z,FRCH,NA,63.4166666666667,24.85,NA,NA,NA,NA
2018-06-01T15:00:00Z,FRCH,NA,63.4166666666667,26.2066666666667,NA,NA,719.091424443905,2018-06-01
2018-06-01T15:15:00Z,FRCH,NA,63.4333333333333,28.39,NA,NA,NA,NA
2018-06-01T15:30:00Z,FRCH,NA,63.45,24.8033333333333,NA,NA,719.091424443905,2018-06-01
2018-06-01T15:45:00Z,FRCH,NA,63.4333333333333,22.6183333333333,NA,NA,NA,NA
2018-06-01T16:00:00Z,FRCH,NA,63.45,24.24,NA,NA,719.091424443905,2018-06-01
2018-06-01T16:15:00Z,FRCH,NA,63.4833333333333,31.0883333333333,NA,NA,NA,NA
2018-06-01T16:30:00Z,FRCH,NA,63.5,24.835,NA,NA,718.121997095528,2018-06-01
2018-06-01T16:45:00Z,FRCH,NA,63.5,26.4466666666667,NA,NA,NA,NA
2018-06-01T17:00:00Z,FRCH,NA,63.5166666666667,38.1766666666667,NA,NA,720.060851792281,2018-06-01
2018-06-01T17:15:00Z,FRCH,NA,63.5,24.7316666666667,NA,NA,NA,NA
2018-06-01T17:30:00Z,FRCH,NA,63.5166666666667,25.2566666666667,NA,NA,721.999706489034,2018-06-01
2018-06-01T17:45:00Z,FRCH,NA,63.5333333333333,21.0016666666667,NA,NA,NA,NA
2018-06-01T18:00:00Z,FRCH,NA,63.5666666666667,23.4683333333333,NA,NA,718.121997095528,2018-06-01
2018-06-01T18:15:00Z,FRCH,NA,63.5666666666667,26.8216666666667,NA,NA,NA,NA
2018-06-01T18:30:00Z,FRCH,NA,63.6,21.965,NA,NA,715.213715050399,2018-06-01
2018-06-01T18:45:00Z,FRCH,NA,63.6,22.775,NA,NA,NA,NA
2018-06-01T19:00:00Z,FRCH,NA,63.6333333333333,30.08,NA,NA,715.213715050399,2018-06-01
2018-06-01T19:15:00Z,FRCH,NA,63.65,24.4333333333333,NA,NA,NA,NA
2018-06-01T19:30:00Z,FRCH,NA,63.6666666666667,24.165,NA,NA,720.060851792281,2018-06-01
2018-06-01T19:45:00Z,FRCH,NA,63.6833333333333,22.45,NA,NA,NA,NA
2018-06-01T20:00:00Z,FRCH,NA,63.7,23.515,NA,NA,717.152569747152,2018-06-01
2018-06-01T20:15:00Z,FRCH,NA,63.7166666666667,30.4466666666667,NA,NA,NA,NA
2018-06-01T20:30:00Z,FRCH,NA,63.7166666666667,27.4533333333333,NA,NA,715.213715050399,2018-06-01
2018-06-01T20:45:00Z,FRCH,NA,63.7333333333333,26.41,NA,NA,NA,NA
2018-06-01T21:00:00Z,FRCH,NA,63.75,28.0233333333333,NA,NA,714.244287702051,2018-06-01
2018-06-01T21:15:00Z,FRCH,NA,63.7,23.9783333333333,NA,NA,NA,NA
2018-06-01T21:30:00Z,FRCH,NA,63.75,24.08,NA,NA,716.183142398775,2018-06-01
2018-06-01T21:45:00Z,FRCH,NA,63.7833333333333,26.86,NA,NA,NA,NA
2018-06-01T22:00:00Z,FRCH,NA,63.8,28.11,NA,NA,718.121997095528,2018-06-01
2018-06-01T22:15:00Z,FRCH,NA,63.8166666666667,29.7266666666667,NA,NA,NA,NA
2018-06-01T22:30:00Z,FRCH,NA,63.85,36.92,NA,NA,718.121997095528,2018-06-01
2018-06-01T22:45:00Z,FRCH,NA,63.9,48.0116666666667,NA,NA,NA,NA
2018-06-01T23:00:00Z,FRCH,NA,64,43.2783333333333,NA,NA,718.121997095528,2018-06-01
2018-06-01T23:15:00Z,FRCH,NA,64.0333333333333,53.3116666666667,NA,NA,NA,NA
2018-06-01T23:30:00Z,FRCH,NA,64.05,NA,NA,NA,717.152569747152,2018-06-01
2018-06-01T23:45:00Z,FRCH,NA,64.05,25.04,NA,NA,NA,NA
2018-06-02T00:00:00Z,FRCH,NA,64.3166666666667,28.2633333333333,NA,NA,715.213715050399,2018-06-01
2018-06-02T00:15:00Z,FRCH,NA,64.1,22.84,NA,NA,NA,NA
2018-06-02T00:30:00Z,FRCH,NA,64.15,18.1883333333333,NA,NA,714.244287702051,2018-06-01
2018-06-02T00:45:00Z,FRCH,NA,64.1833333333333,19.8616666666667,NA,NA,NA,NA
2018-06-02T01:00:00Z,FRCH,NA,64.2166666666667,21.465,NA,NA,715.213715050399,2018-06-01
2018-06-02T01:15:00Z,FRCH,NA,64.25,26.71,NA,NA,NA,NA
2018-06-02T01:30:00Z,FRCH,NA,64.25,20.055,NA,NA,712.305433005269,2018-06-01
2018-06-02T01:45:00Z,FRCH,NA,64.2666666666667,21.8116666666667,NA,NA,NA,NA
2018-06-02T02:00:00Z,FRCH,NA,64.3333333333333,19.1,NA,NA,713.274860353675,2018-06-01
2018-06-02T02:15:00Z,FRCH,NA,64.35,19.9566666666667,NA,NA,NA,NA
2018-06-02T02:30:00Z,FRCH,NA,64.4,21.165,NA,NA,710.366578308516,2018-06-01
2018-06-02T02:45:00Z,FRCH,NA,64.4333333333333,24.015,NA,NA,NA,NA
2018-06-02T03:00:00Z,FRCH,NA,64.4666666666667,25.0316666666667,NA,NA,708.427723611792,2018-06-01
2018-06-02T03:15:00Z,FRCH,NA,64.4666666666667,20.4833333333333,NA,NA,NA,NA
2018-06-02T03:30:00Z,FRCH,NA,64.5,23.7383333333333,NA,NA,708.427723611792,2018-06-01
2018-06-02T03:45:00Z,FRCH,NA,64.5,23.1783333333333,NA,NA,NA,NA
2018-06-02T04:00:00Z,FRCH,NA,64.5,21.1966666666667,NA,NA,708.427723611792,2018-06-01
2018-06-02T04:15:00Z,FRCH,NA,64.5,20.8166666666667,NA,NA,NA,NA
2018-06-02T04:30:00Z,FRCH,NA,64.5,23.8416666666667,NA,NA,709.39715096014,2018-06-01
2018-06-02T04:45:00Z,FRCH,NA,64.5,18.7383333333333,NA,NA,NA,NA
2018-06-02T05:00:00Z,FRCH,NA,64.5,29.1916666666667,NA,NA,708.427723611792,2018-06-01
2018-06-02T05:15:00Z,FRCH,NA,64.4833333333333,19.8816666666667,NA,NA,NA,NA
2018-06-02T05:30:00Z,FRCH,NA,64.4666666666667,25.2483333333333,NA,NA,707.458296263416,2018-06-01
2018-06-02T05:45:00Z,FRCH,NA,64.4666666666667,20.03,NA,NA,NA,NA
2018-06-02T06:00:00Z,FRCH,NA,64.45,25.7183333333333,NA,NA,709.39715096014,2018-06-01
2018-06-02T06:15:00Z,FRCH,NA,64.4333333333333,24.245,NA,NA,NA,NA
2018-06-02T06:30:00Z,FRCH,NA,64.4333333333333,19.3483333333333,NA,NA,710.366578308516,2018-06-01
2018-06-02T06:45:00Z,FRCH,NA,64.4333333333333,29.4,NA,NA,NA,NA
2018-06-02T07:00:00Z,FRCH,NA,64.45,21.315,NA,NA,708.427723611792,2018-06-01
2018-06-02T07:15:00Z,FRCH,NA,64.45,19.885,NA,NA,NA,NA
2018-06-02T07:30:00Z,FRCH,NA,64.4333333333333,23.295,NA,NA,708.427723611792,2018-06-01
2018-06-02T07:45:00Z,FRCH,NA,64.45,22.825,NA,NA,NA,NA
2018-06-02T08:00:00Z,FRCH,NA,64.45,20.3816666666667,NA,NA,704.550014218257,2018-06-02
2018-06-02T08:15:00Z,FRCH,NA,64.4666666666667,28.365,NA,NA,NA,NA
2018-06-02T08:30:00Z,FRCH,NA,64.45,23.0966666666667,NA,NA,701.641732173157,2018-06-02
2018-06-02T08:45:00Z,FRCH,NA,64.4833333333333,22.945,NA,NA,NA,NA
2018-06-02T09:00:00Z,FRCH,NA,64.5,21.8766666666667,NA,NA,700.67230482478,2018-06-02
2018-06-02T09:15:00Z,FRCH,NA,64.5,20.7066666666667,NA,NA,NA,NA
2018-06-02T09:30:00Z,FRCH,NA,64.5,20.8766666666667,NA,NA,694.855740734522,2018-06-02
2018-06-02T09:45:00Z,FRCH,NA,64.5,21.1633333333333,NA,NA,NA,NA
2018-06-02T10:00:00Z,FRCH,NA,64.5166666666667,32.52,NA,NA,693.886313386145,2018-06-02
2018-06-02T10:15:00Z,FRCH,NA,64.5333333333333,22.7883333333333,NA,NA,NA,NA
2018-06-02T10:30:00Z,FRCH,NA,64.55,20.7233333333333,NA,NA,693.886313386145,2018-06-02
2018-06-02T10:45:00Z,FRCH,NA,64.5833333333333,24.39,NA,NA,NA,NA
2018-06-02T11:00:00Z,FRCH,NA,64.6,18.5233333333333,NA,NA,694.855740734522,2018-06-02
2018-06-02T11:15:00Z,FRCH,NA,64.6,24.3283333333333,NA,NA,NA,NA
2018-06-02T11:30:00Z,FRCH,NA,64.6,22.4783333333333,NA,NA,690.978031341016,2018-06-02
2018-06-02T11:45:00Z,FRCH,NA,64.5666666666667,22.5566666666667,NA,NA,NA,NA
2018-06-02T12:00:00Z,FRCH,NA,64.55,22.3016666666667,NA,NA,690.978031341016,2018-06-02
2018-06-02T12:15:00Z,FRCH,NA,64.55,20.3066666666667,NA,NA,NA,NA
2018-06-02T12:30:00Z,FRCH,NA,64.55,26.25,NA,NA,687.10032194751,2018-06-02
2018-06-02T12:45:00Z,FRCH,NA,64.55,30.3866666666667,NA,NA,NA,NA
2018-06-02T13:00:00Z,FRCH,NA,64.55,20.115,NA,NA,690.008603992639,2018-06-02
2018-06-02T13:15:00Z,FRCH,NA,64.5333333333333,26.67,NA,NA,NA,NA
2018-06-02T13:30:00Z,FRCH,NA,64.5333333333333,33.4433333333333,NA,NA,688.069749295886,2018-06-02
2018-06-02T13:45:00Z,FRCH,NA,64.55,19.8933333333333,NA,NA,NA,NA
2018-06-02T14:00:00Z,FRCH,NA,64.5166666666667,20.8016666666667,NA,NA,689.039176644263,2018-06-02
2018-06-02T14:15:00Z,FRCH,NA,64.5666666666667,20.5966666666667,NA,NA,NA,NA
2018-06-02T14:30:00Z,FRCH,NA,64.6,19.6883333333333,NA,NA,688.069749295886,2018-06-02
2018-06-02T14:45:00Z,FRCH,NA,64.6166666666667,22.7983333333333,NA,NA,NA,NA
2018-06-02T15:00:00Z,FRCH,NA,64.6333333333333,22.3666666666667,NA,NA,688.069749295886,2018-06-02
2018-06-02T15:15:00Z,FRCH,NA,64.65,27.575,NA,NA,NA,NA
2018-06-02T15:30:00Z,FRCH,NA,64.6833333333333,18.7633333333333,NA,NA,688.069749295886,2018-06-02
2018-06-02T15:45:00Z,FRCH,NA,64.7,21.2733333333333,NA,NA,NA,NA
2018-06-02T16:00:00Z,FRCH,NA,64.7166666666667,19.7083333333333,NA,NA,688.069749295886,2018-06-02
2018-06-02T16:15:00Z,FRCH,NA,64.7333333333333,19.8716666666667,NA,NA,NA,NA
2018-06-02T16:30:00Z,FRCH,NA,64.75,22.155,NA,NA,690.978031341016,2018-06-02
2018-06-02T16:45:00Z,FRCH,NA,64.75,20.7866666666667,NA,NA,NA,NA
2018-06-02T17:00:00Z,FRCH,NA,64.7666666666667,18.735,NA,NA,686.130894599133,2018-06-02
2018-06-02T17:15:00Z,FRCH,NA,64.7666666666667,18.8266666666667,NA,NA,NA,NA
2018-06-02T17:30:00Z,FRCH,NA,64.7833333333333,23.4,NA,NA,694.855740734522,2018-06-02
2018-06-02T17:45:00Z,FRCH,NA,64.8,18.555,NA,NA,NA,NA
2018-06-02T18:00:00Z,FRCH,NA,64.8,16.5766666666667,NA,NA,690.978031341016,2018-06-02
