"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf"
"32","POKE","2019","storm5d","SPC",0.461246200607933,4.064,11.3588116666667,30.734,143.765,196.343,12.3306453373016,24.5,0.165877551020408,221.4375,"burned","medium"
"33","POKE","2019","storm6b","SPC",0.604734111543452,11.684,11.1810028735632,31.369,166.117,213.996,12.7909990079365,57.5,0.2032,224.479166666667,"burned","medium"
"34","POKE","2019","storm7","SPC",0.633109448939095,17.272,8.30730155367231,40.513,172.721,225.934,12.2041592261905,58.5,0.295247863247863,226.9375,"burned","medium"
"35","POKE","2019","storm8","SPC",0.707112970711321,7.239,5.39386979166667,4.445,15.494,227.458,2.21766319444444,23.5,0.308042553191489,271.729166666667,"burned","medium"
"36","POKE","2019","storm9","SPC",0.6336389280677,7.366,-1.75114386792453,19.05,31.115,234.062,2.27810069444444,52.5,0.140304761904762,276.520833333333,"burned","medium"
"37","POKE","2019","storm1","turb",-0.313937638439257,5.207,14.6022275641026,6.223,25.146,37.465,17.2129915674603,25.5,0.204196078431373,180.395833333333,"burned","medium"
"38","POKE","2019","storm2","turb",0.17086804622413,7.493,13.8809963768116,2.413,25.273,45.085,19.4915724852071,22.5,0.333022222222222,192.479166666667,"burned","medium"
"39","POKE","2019","storm3","turb",-0.0338044209763421,19.813,12.2658761261261,0.127,25.527,58.42,16.6416937003968,36.5,0.542821917808219,206.229166666667,"burned","medium"
"40","POKE","2019","storm4","turb",0.139579101782893,6.604,10.5900272988506,28.576,44.324,86.996,13.0808025793651,28.5,0.231719298245614,212.020833333333,"burned","medium"
"41","POKE","2019","storm5a","turb",-0.38986108889905,42.545,12.4356893939394,28.194,50.928,93.6,12.3291641865079,21.5,1.97883720930233,213.3125,"burned","medium"
"42","POKE","2019","storm5b","turb",0.177347226901028,38.354,12.0352458333333,59.055,93.473,136.145,12.5228561507937,59.5,0.644605042016807,214.229166666667,"burned","medium"
"43","POKE","2019","storm5c","turb",0.340286054827175,13.462,13.2003571428571,91.059,131.827,174.499,12.2775223214286,27.5,0.489527272727273,216.729166666667,"burned","medium"
"44","POKE","2019","storm5d","turb",-0.532942667089009,4.064,11.3588116666667,30.734,143.765,196.343,12.3306453373016,24.5,0.165877551020408,221.4375,"burned","medium"
"45","POKE","2019","storm6b","turb",0.172458992566018,11.684,11.1810028735632,31.369,166.117,213.996,12.7909990079365,57.5,0.2032,224.479166666667,"burned","medium"
"46","POKE","2019","storm7","turb",0.285799305727065,17.272,8.30730155367231,40.513,172.721,225.934,12.2041592261905,58.5,0.295247863247863,226.9375,"burned","medium"
"47","POKE","2019","storm8","turb",0.0553775743707094,7.239,5.39386979166667,4.445,15.494,227.458,2.21766319444444,23.5,0.308042553191489,271.729166666667,"burned","medium"
"48","POKE","2019","storm9","turb",0.378145973154362,7.366,-1.75114386792453,19.05,31.115,234.062,2.27810069444444,52.5,0.140304761904762,276.520833333333,"burned","medium"
"49","POKE","2019","storm1","abs",-0.33306802752938,5.207,14.6022275641026,6.223,25.146,37.465,NA,25.5,0.204196078431373,180.395833333333,"burned","medium"
"50","POKE","2019","storm2","abs",0.103968253968258,7.493,13.8809963768116,2.413,25.273,45.085,NA,22.5,0.333022222222222,192.479166666667,"burned","medium"
"51","POKE","2019","storm3","abs",-0.109617137648131,19.813,12.2658761261261,0.127,25.527,58.42,NA,36.5,0.542821917808219,206.229166666667,"burned","medium"
"52","POKE","2019","storm4","abs",-0.00843373493975908,6.604,10.5900272988506,28.576,44.324,86.996,NA,28.5,0.231719298245614,212.020833333333,"burned","medium"
"53","POKE","2019","storm5a","abs",0.0364095169430425,42.545,12.4356893939394,28.194,50.928,93.6,NA,21.5,1.97883720930233,213.3125,"burned","medium"
"54","POKE","2019","storm5b","abs",0.0839486744946132,38.354,12.0352458333333,59.055,93.473,136.145,NA,59.5,0.644605042016807,214.229166666667,"burned","medium"
"55","POKE","2019","storm5c","abs",-0.291259168704156,13.462,13.2003571428571,91.059,131.827,174.499,NA,27.5,0.489527272727273,216.729166666667,"burned","medium"
"56","POKE","2019","storm5d","abs",-0.704258675078864,4.064,11.3588116666667,30.734,143.765,196.343,NA,24.5,0.165877551020408,221.4375,"burned","medium"
"57","POKE","2019","storm6b","abs",-0.0385777598710717,11.684,11.1810028735632,31.369,166.117,213.996,NA,57.5,0.2032,224.479166666667,"burned","medium"
"58","POKE","2019","storm7","abs",-0.155621096460791,17.272,8.30730155367231,40.513,172.721,225.934,NA,58.5,0.295247863247863,226.9375,"burned","medium"
"59","POKE","2019","storm8","abs",-0.4299249530957,7.239,5.39386979166667,4.445,15.494,227.458,NA,23.5,0.308042553191489,271.729166666667,"burned","medium"
"60","POKE","2019","storm9","abs",-0.304974561899378,7.366,-1.75114386792453,19.05,31.115,234.062,NA,52.5,0.140304761904762,276.520833333333,"burned","medium"
