"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"1","MOOS","2019","storm1","NO3",0.17562557924004,5.8,11.5857835714286,50.8,61,61,13.2665171130952,175.25,0.033095577746077,151.3125,"burned","medium",2019-06-01,20.3125
"2","MOOS","2019","storm3","NO3",0.334846587351288,0,16.1876209677419,11.8,69.4000000000001,138,18.9438611111111,62.25,0,193.020833333333,"burned","medium",2019-07-13,62.0208333333321
"3","MOOS","2019","storm5","NO3",0.113662293211613,16,13.0953396464646,31,48,174.2,15.2543581349206,66.25,0.241509433962264,209.645833333333,"burned","medium",2019-07-29,78.6458333333321
"4","MOOS","2019","storm9","NO3",0.259983361064906,10.8,-1.53516603535354,26,59.2000000000001,298.799999999997,2.61074479166667,132.25,0.0816635160680529,274.4375,"burned","medium",2019-10-02,143.4375
"5","MOOS","2019","storm1","fDOM",-0.216182875898973,5.8,11.5857835714286,50.8,61,61,13.2665171130952,175.25,0.033095577746077,151.3125,"burned","medium",2019-06-01,20.3125
"6","MOOS","2019","storm3","fDOM",0.0579011049565672,0,16.1876209677419,11.8,69.4000000000001,138,18.9438611111111,62.25,0,193.020833333333,"burned","medium",2019-07-13,62.0208333333321
"7","MOOS","2019","storm4","fDOM",-0.297763640850256,10.8,12.233514619883,13.8,35.6,157,16.6356793154762,56.75,0.190308370044053,206.260416666667,"burned","medium",2019-07-26,75.2604166666679
"8","MOOS","2019","storm5","fDOM",-0.717879218611245,16,13.0953396464646,31,48,174.2,15.2543581349206,66.25,0.241509433962264,209.645833333333,"burned","medium",2019-07-29,78.6458333333321
"9","MOOS","2019","storm6a","fDOM",0.169657906613029,43.8,11.7780023148148,46.8,64.0000000000001,190.199999999999,12.9458149801587,108.25,0.404618937644342,212.520833333333,"burned","medium",2019-08-01,81.5208333333321
"10","MOOS","2019","storm6d","fDOM",-0.0529374008436349,36.4,12.5722412464986,54.2000000000001,107.8,233.999999999999,12.3156455853175,119.5,0.304602510460251,217.052083333333,"burned","medium",2019-08-06,86.0520833333321
"11","MOOS","2019","storm7a","fDOM",0.208955789730746,6.4,11.2450609756098,51.8,154,290.599999999999,12.7689751984127,41.25,0.155151515151515,224.479166666667,"burned","medium",2019-08-13,93.4791666666679
"12","MOOS","2019","storm7b","fDOM",0.225824060494175,35.8,10.8285238095238,34.4,160.4,292.999999999998,12.5203953373016,20.75,1.72530120481928,226.260416666667,"burned","medium",2019-08-15,95.2604166666679
"13","MOOS","2019","storm7c","fDOM",-0.0314693235618869,14.4,7.91429556074766,69.4,196.6,329.799999999998,12.090472718254,107.25,0.134265734265734,227.229166666667,"burned","medium",2019-08-16,96.2291666666679
"14","MOOS","2019","storm8","fDOM",-0.71736021898369,0.2,0.63718023255814,26.4,30.1999999999999,274.599999999998,5.23905679563492,43.25,0.0046242774566474,263.645833333333,"burned","medium",2019-09-21,132.645833333332
"15","MOOS","2019","storm9","fDOM",-0.70277108159988,10.8,-1.53516603535354,26,59.2000000000001,298.799999999997,2.61074479166667,132.25,0.0816635160680529,274.4375,"burned","medium",2019-10-02,143.4375
"16","MOOS","2019","storm1","SPC",0.727960403436683,5.8,11.5857835714286,50.8,61,61,13.2665171130952,175.25,0.033095577746077,151.3125,"burned","medium",2019-06-01,20.3125
"17","MOOS","2019","storm3","SPC",0.596801346801349,0,16.1876209677419,11.8,69.4000000000001,138,18.9438611111111,62.25,0,193.020833333333,"burned","medium",2019-07-13,62.0208333333321
"18","MOOS","2019","storm4","SPC",-0.176084099868543,10.8,12.233514619883,13.8,35.6,157,16.6356793154762,56.75,0.190308370044053,206.260416666667,"burned","medium",2019-07-26,75.2604166666679
"19","MOOS","2019","storm5","SPC",0.789535984848503,16,13.0953396464646,31,48,174.2,15.2543581349206,66.25,0.241509433962264,209.645833333333,"burned","medium",2019-07-29,78.6458333333321
"20","MOOS","2019","storm6a","SPC",0.64878131347326,43.8,11.7780023148148,46.8,64.0000000000001,190.199999999999,12.9458149801587,108.25,0.404618937644342,212.520833333333,"burned","medium",2019-08-01,81.5208333333321
"21","MOOS","2019","storm6d","SPC",0.507932446264074,36.4,12.5722412464986,54.2000000000001,107.8,233.999999999999,12.3156455853175,119.5,0.304602510460251,217.052083333333,"burned","medium",2019-08-06,86.0520833333321
"22","MOOS","2019","storm7b","SPC",-0.514112903225795,35.8,10.8285238095238,34.4,160.4,292.999999999998,12.5203953373016,20.75,1.72530120481928,226.260416666667,"burned","medium",2019-08-15,95.2604166666679
"23","MOOS","2019","storm7c","SPC",0.632173095014114,14.4,7.91429556074766,69.4,196.6,329.799999999998,12.090472718254,107.25,0.134265734265734,227.229166666667,"burned","medium",2019-08-16,96.2291666666679
"24","MOOS","2019","storm8","SPC",0.897994129158527,0.2,0.63718023255814,26.4,30.1999999999999,274.599999999998,5.23905679563492,43.25,0.0046242774566474,263.645833333333,"burned","medium",2019-09-21,132.645833333332
"25","MOOS","2019","storm9","SPC",0.674107142857143,10.8,-1.53516603535354,26,59.2000000000001,298.799999999997,2.61074479166667,132.25,0.0816635160680529,274.4375,"burned","medium",2019-10-02,143.4375
"26","MOOS","2019","storm1","turb",0.062541148528498,5.8,11.5857835714286,50.8,61,61,13.2665171130952,175.25,0.033095577746077,151.3125,"burned","medium",2019-06-01,20.3125
"27","MOOS","2019","storm3","turb",-0.114995178399229,0,16.1876209677419,11.8,69.4000000000001,138,18.9438611111111,62.25,0,193.020833333333,"burned","medium",2019-07-13,62.0208333333321
"28","MOOS","2019","storm4","turb",-0.0479860765788148,10.8,12.233514619883,13.8,35.6,157,16.6356793154762,56.75,0.190308370044053,206.260416666667,"burned","medium",2019-07-26,75.2604166666679
"29","MOOS","2019","storm5","turb",-0.082690408591532,16,13.0953396464646,31,48,174.2,15.2543581349206,66.25,0.241509433962264,209.645833333333,"burned","medium",2019-07-29,78.6458333333321
"30","MOOS","2019","storm6a","turb",-0.0710173550520949,43.8,11.7780023148148,46.8,64.0000000000001,190.199999999999,12.9458149801587,108.25,0.404618937644342,212.520833333333,"burned","medium",2019-08-01,81.5208333333321
"31","MOOS","2019","storm6d","turb",0.0839433072050221,36.4,12.5722412464986,54.2000000000001,107.8,233.999999999999,12.3156455853175,119.5,0.304602510460251,217.052083333333,"burned","medium",2019-08-06,86.0520833333321
"32","MOOS","2019","storm7a","turb",0.0658867067878977,6.4,11.2450609756098,51.8,154,290.599999999999,12.7689751984127,41.25,0.155151515151515,224.479166666667,"burned","medium",2019-08-13,93.4791666666679
"33","MOOS","2019","storm7b","turb",-0.277005574860628,35.8,10.8285238095238,34.4,160.4,292.999999999998,12.5203953373016,20.75,1.72530120481928,226.260416666667,"burned","medium",2019-08-15,95.2604166666679
"34","MOOS","2019","storm7c","turb",0.265134362090519,14.4,7.91429556074766,69.4,196.6,329.799999999998,12.090472718254,107.25,0.134265734265734,227.229166666667,"burned","medium",2019-08-16,96.2291666666679
"35","MOOS","2019","storm8","turb",0.070930280698849,0.2,0.63718023255814,26.4,30.1999999999999,274.599999999998,5.23905679563492,43.25,0.0046242774566474,263.645833333333,"burned","medium",2019-09-21,132.645833333332
"36","MOOS","2019","storm9","turb",0.0464063483185346,10.8,-1.53516603535354,26,59.2000000000001,298.799999999997,2.61074479166667,132.25,0.0816635160680529,274.4375,"burned","medium",2019-10-02,143.4375
"37","MOOS","2019","storm1","abs",-0.487856487463251,5.8,11.5857835714286,50.8,61,61,NA,175.25,0.033095577746077,151.3125,"burned","medium",2019-06-01,20.3125
"38","MOOS","2019","storm3","abs",-0.115434121226306,0,16.1876209677419,11.8,69.4000000000001,138,NA,62.25,0,193.020833333333,"burned","medium",2019-07-13,62.0208333333321
"39","MOOS","2019","storm5","abs",-0.753148299690852,16,13.0953396464646,31,48,174.2,NA,66.25,0.241509433962264,209.645833333333,"burned","medium",2019-07-29,78.6458333333321
"40","MOOS","2019","storm8","abs",-0.515830657276347,0.2,0.63718023255814,26.4,30.1999999999999,274.599999999998,NA,43.25,0.0046242774566474,263.645833333333,"burned","medium",2019-09-21,132.645833333332
"41","MOOS","2019","storm9","abs",-0.471252924486037,10.8,-1.53516603535354,26,59.2000000000001,298.799999999997,NA,132.25,0.0816635160680529,274.4375,"burned","medium",2019-10-02,143.4375
"42","FRCH","2019","storm1","NO3",-0.343385358602751,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium",2019-05-31,19.4895833333321
"43","FRCH","2019","storm13","NO3",0.430871994648405,13.8,2.08475300687285,15.8,19.6,263.799999999999,6.12792113095238,97.5,0.141538461538461,262.802083333333,"unburned","medium",2019-09-20,131.802083333332
"44","FRCH","2019","storm14","NO3",0.139492639271715,23.2,-1.48011889596603,17.6,50.8000000000001,290.199999999997,2.60089880952381,157.5,0.147301587301587,273.885416666667,"unburned","medium",2019-10-01,142.885416666668
"45","FRCH","2019","storm2","NO3",0.636451301832208,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium",2019-06-15,34.5729166666679
"46","FRCH","2019","storm3","NO3",0.235388567758555,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium",2019-06-18,37.4895833333321
"47","FRCH","2019","storm4","NO3",0.445013795821842,16,19.0539809027778,36.8,96.8000000000001,107.2,16.2873382936508,48,0.333333333333333,170.65625,"unburned","medium",2019-06-20,39.65625
"48","FRCH","2019","storm5","NO3",0.0856684179801392,0,14.4626262626263,42,112.6,123.2,17.3252896825397,33,0,172.697916666667,"unburned","medium",2019-06-22,41.6979166666679
"49","FRCH","2019","storm6","NO3",0.16483590995387,9.4,15.128572337963,2.4,60,130.4,19.6285689484127,72,0.130555555555555,192.072916666667,"unburned","medium",2019-07-12,61.0729166666679
"50","FRCH","2019","storm1","fDOM",-0.322953998934797,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium",2019-05-31,19.4895833333321
"51","FRCH","2019","storm10a","fDOM",-0.353789532071454,40.4,11.7692696540881,46.8,63.8,191.799999999999,13.0089623015873,106,0.381132075471698,212.322916666667,"unburned","medium",2019-08-01,81.3229166666679
"52","FRCH","2019","storm11","fDOM",-0.136942639319638,39.2,12.6562913165266,57.0000000000001,104.8,232.399999999999,12.2475322420635,119.5,0.328033472803347,216.802083333333,"unburned","medium",2019-08-05,85.8020833333321
"53","FRCH","2019","storm12a","fDOM",-0.261731894996446,18.8,11.7257185185185,50.2000000000001,143.2,279.399999999999,12.7280972222222,45.5,0.413186813186813,224.21875,"unburned","medium",2019-08-13,93.21875
"54","FRCH","2019","storm12c","fDOM",0.279441570698612,44.4,7.66501032555879,53.6,179.2,313.399999999998,12.2175843253968,343.5,0.129257641921397,226.885416666667,"unburned","medium",2019-08-15,95.8854166666679
"55","FRCH","2019","storm13","fDOM",-0.597980870681569,13.8,2.08475300687285,15.8,19.6,263.799999999999,6.12792113095238,97.5,0.141538461538461,262.802083333333,"unburned","medium",2019-09-20,131.802083333332
"56","FRCH","2019","storm14","fDOM",-0.430053370485197,23.2,-1.48011889596603,17.6,50.8000000000001,290.199999999997,2.60089880952381,157.5,0.147301587301587,273.885416666667,"unburned","medium",2019-10-01,142.885416666668
"57","FRCH","2019","storm2","fDOM",-0.407278187458094,0.2,15.4373363821138,12.6,76.0000000000001,81.2000000000001,14.2420431547619,41,0.0048780487804878,165.572916666667,"unburned","medium",2019-06-15,34.5729166666679
"58","FRCH","2019","storm3","fDOM",-0.586624327450128,20.2,17.4312691666667,16.6,80.6000000000001,87,15.420759672619,50,0.404,168.489583333333,"unburned","medium",2019-06-18,37.4895833333321
"59","FRCH","2019","storm4","fDOM",-0.493419917855104,16,19.0539809027778,36.8,96.8000000000001,107.2,16.2873382936508,48,0.333333333333333,170.65625,"unburned","medium",2019-06-20,39.65625
"60","FRCH","2019","storm5","fDOM",-0.0588278027435547,0,14.4626262626263,42,112.6,123.2,17.3252896825397,33,0,172.697916666667,"unburned","medium",2019-06-22,41.6979166666679
"61","FRCH","2019","storm6","fDOM",-0.393673554261224,9.4,15.128572337963,2.4,60,130.4,19.6285689484127,72,0.130555555555555,192.072916666667,"unburned","medium",2019-07-12,61.0729166666679
"62","FRCH","2019","storm1","SPC",0.513423539518894,52.8000000000001,11.9699279233871,7.6,18.2,18.2,13.1552666170635,248,0.212903225806452,150.489583333333,"unburned","medium",2019-05-31,19.4895833333321
"63","FRCH","2019","storm10a","SPC",0.640347102696506,40.4,11.7692696540881,46.8,63.8,191.799999999999,13.0089623015873,106,0.381132075471698,212.322916666667,"unburned","medium",2019-08-01,81.3229166666679
"64","FRCH","2019","storm11","SPC",0.248953244940684,39.2,12.6562913165266,57.0000000000001,104.8,232.399999999999,12.2475322420635,119.5,0.328033472803347,216.802083333333,"unburned","medium",2019-08-05,85.8020833333321
