"","storm.num","TOTAL.TIME","site.ID","year","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","Intensity","doy","burn","pf"
"1","storm1",92.5,"CARI","2019","NO3",-0.219298245614035,7.62,6.72150492831541,0,0,0,NA,0.0823783783783784,127.395833333333,"burned","medium"
"2","storm2",35.5,"CARI","2019","NO3",0.0666666666666664,5.207,14.9357638888889,7.62,7.62,7.62,6.72150492831541,0.146676056338028,180.3125,"burned","medium"
"3","storm3",20.5,"CARI","2019","NO3",-0.40625,8.128,13.6569246031746,16.764,16.764,16.764,9.04609583333333,0.396487804878049,192.541666666667,"burned","medium"
"4","storm4",36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.270833333333,"burned","medium"
"5","storm5",33.5,"CARI","2019","NO3",0.68421052631579,7.62,10.4016544117647,33.021,40.006,40.006,10.8041247534517,0.227462686567164,211.9375,"burned","medium"
"6","storm6a",79.5,"CARI","2019","NO3",0.0467032967032965,75.311,12.31748125,40.006,47.626,47.626,11.2039021203156,0.947308176100629,213.479166666667,"burned","medium"
"7","storm6c",113.25,"CARI","2019","NO3",0.34375,18.161,12.7043550420168,105.411,122.937,122.937,12.0599211309524,0.160362030905077,216.8125,"burned","medium"
"8","storm6d",30,"CARI","2019","NO3",0.475,4.064,12.7923346774194,25.273,141.098,141.098,12.3690363372093,0.135466666666667,221.541666666667,"burned","medium"
"9","storm7a",67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.104166666667,"burned","medium"
"10","storm8",66.5,"CARI","2019","NO3",0.33,13.589,8.53113743781094,31.369,166.625,166.625,12.1823355135659,0.204345864661654,227.145833333333,"burned","medium"
"11","storm1",92.5,"CARI","2019","fDOM",-0.142682749449357,7.62,6.72150492831541,0,0,0,NA,0.0823783783783784,127.395833333333,"burned","medium"
"12","storm2",35.5,"CARI","2019","fDOM",-0.461128844147077,5.207,14.9357638888889,7.62,7.62,7.62,6.72150492831541,0.146676056338028,180.3125,"burned","medium"
"13","storm3",20.5,"CARI","2019","fDOM",-0.43544928157838,8.128,13.6569246031746,16.764,16.764,16.764,9.04609583333333,0.396487804878049,192.541666666667,"burned","medium"
"14","storm5",33.5,"CARI","2019","fDOM",-0.459374724984596,7.62,10.4016544117647,33.021,40.006,40.006,10.8041247534517,0.227462686567164,211.9375,"burned","medium"
"15","storm6a",79.5,"CARI","2019","fDOM",-0.56851190970205,75.311,12.31748125,40.006,47.626,47.626,11.2039021203156,0.947308176100629,213.479166666667,"burned","medium"
"16","storm6c",113.25,"CARI","2019","fDOM",-0.12968574635242,18.161,12.7043550420168,105.411,122.937,122.937,12.0599211309524,0.160362030905077,216.8125,"burned","medium"
"17","storm6d",30,"CARI","2019","fDOM",-0.518285547103571,4.064,12.7923346774194,25.273,141.098,141.098,12.3690363372093,0.135466666666667,221.541666666667,"burned","medium"
"18","storm8",66.5,"CARI","2019","fDOM",-0.636483061586554,13.589,8.53113743781094,31.369,166.625,166.625,12.1823355135659,0.204345864661654,227.145833333333,"burned","medium"
"19","storm1",92.5,"CARI","2019","SPC",0.53000252122027,7.62,6.72150492831541,0,0,0,NA,0.0823783783783784,127.395833333333,"burned","medium"
"20","storm2",35.5,"CARI","2019","SPC",0.490066639943835,5.207,14.9357638888889,7.62,7.62,7.62,6.72150492831541,0.146676056338028,180.3125,"burned","medium"
"21","storm3",20.5,"CARI","2019","SPC",0.6304568136135,8.128,13.6569246031746,16.764,16.764,16.764,9.04609583333333,0.396487804878049,192.541666666667,"burned","medium"
"22","storm5",33.5,"CARI","2019","SPC",0.549385016772274,7.62,10.4016544117647,33.021,40.006,40.006,10.8041247534517,0.227462686567164,211.9375,"burned","medium"
"23","storm6a",79.5,"CARI","2019","SPC",0.589404984859092,75.311,12.31748125,40.006,47.626,47.626,11.2039021203156,0.947308176100629,213.479166666667,"burned","medium"
"24","storm6c",113.25,"CARI","2019","SPC",-0.0801538182518897,18.161,12.7043550420168,105.411,122.937,122.937,12.0599211309524,0.160362030905077,216.8125,"burned","medium"
"25","storm6d",30,"CARI","2019","SPC",0.300567260940035,4.064,12.7923346774194,25.273,141.098,141.098,12.3690363372093,0.135466666666667,221.541666666667,"burned","medium"
"26","storm8",66.5,"CARI","2019","SPC",0.733844304177937,13.589,8.53113743781094,31.369,166.625,166.625,12.1823355135659,0.204345864661654,227.145833333333,"burned","medium"
"27","storm1",92.5,"CARI","2019","turb",-0.0491992789591934,7.62,6.72150492831541,0,0,0,NA,0.0823783783783784,127.395833333333,"burned","medium"
"28","storm2",35.5,"CARI","2019","turb",0.00762527233115534,5.207,14.9357638888889,7.62,7.62,7.62,6.72150492831541,0.146676056338028,180.3125,"burned","medium"
"29","storm3",20.5,"CARI","2019","turb",0.4048446135075,8.128,13.6569246031746,16.764,16.764,16.764,9.04609583333333,0.396487804878049,192.541666666667,"burned","medium"
"30","storm5",33.5,"CARI","2019","turb",-0.203956117021276,7.62,10.4016544117647,33.021,40.006,40.006,10.8041247534517,0.227462686567164,211.9375,"burned","medium"
"31","storm6a",79.5,"CARI","2019","turb",-0.0553439157818073,75.311,12.31748125,40.006,47.626,47.626,11.2039021203156,0.947308176100629,213.479166666667,"burned","medium"
"32","storm6c",113.25,"CARI","2019","turb",0.145823650488015,18.161,12.7043550420168,105.411,122.937,122.937,12.0599211309524,0.160362030905077,216.8125,"burned","medium"
"33","storm6d",30,"CARI","2019","turb",-0.00107645897085312,4.064,12.7923346774194,25.273,141.098,141.098,12.3690363372093,0.135466666666667,221.541666666667,"burned","medium"
