"1","
 Correlation:"
"1"," "
"1","
"
"1","           "
"1"," (Intr)"
"1"," s.IDFR"
"1","
site.IDFRCH"
"1"," -0.707"
"1","       "
"1","
site.IDMOOS"
"1"," -0.699"
"1","  0.494"
"1","
"
"1","
Standardized residuals:
"
"1","       Min "
"1","        Q1 "
"1","       Med "
"1","        Q3 "
"1","       Max "
"1","
"
"1","-1.2845148 "
"1","-0.5622725 "
"1","-0.3763206 "
"1"," 0.2625215 "
"1"," 1.2252957 "
"1","
"
"1","
"
"1","Residual standard error:"
"1"," "
"1","7.620798"
"1"," "
"1","
"
"1","Degrees of freedom:"
"1"," "
"1","217"
"1"," "
"1","total;"
"1"," "
"1","214"
"1"," "
"1","residual
"
"0","intervals(no3.mod.arma.1.1)"
"1","Approximate 95% confidence intervals
"
"1","
 "
"1",""
"1","Coefficients:"
"1",""
"1","
"
"1","           "
"1","     lower"
"1","       est."
"1","    upper"
"1","
(Intercept)"
"1","  17.70426"
"1"," 28.8545853"
"1"," 40.00491"
"1","
site.IDFRCH"
"1"," -13.16766"
"1","  2.6136040"
"1"," 18.39487"
"1","
site.IDMOOS"
"1"," -15.45138"
"1","  0.4975899"
"1"," 16.44656"
"1","
"
"1","attr(,""label"")"
"1","
"
"1","[1]"
"1"," ""Coefficients:"""
"1","
"
"1","
 "
"1",""
"1","Correlation structure:"
"1",""
"1","
"
"1","      "
"1","      lower"
"1","      est."
"1","     upper"
"1","
Phi1  "
"1"," 0.79036761"
"1"," 0.9845476"
"1"," 0.9989650"
"1","
Theta1"
"1"," 0.02422259"
"1"," 0.1639427"
"1"," 0.2973809"
"1","
"
"1","attr(,""label"")"
"1","
"
"1","[1]"
"1"," ""Correlation structure:"""
"1","
"
"1","
 "
"1",""
"1","Residual standard error:"
"1",""
"1","
"
"1","    lower "
"1","     est. "
"1","    upper "
"1","
"
"1"," 2.038151 "
"1"," 7.620798 "
"1","28.494733 "
"1","
"
"0","plot(print(confint(site.ID.comp)))"
"1","
	"
"1"," "
"1","Simultaneous Confidence Intervals

"
"1","Multiple Comparisons of Means:"
"1"," "
"1","Tukey"
"1"," "
"1","Contrasts


"
"1","Fit: "
"1","gls(model = dailyNO3 ~ site.ID, data = mean_daily_2018, correlation = corARMA(form = ~julian | 
"
"1","    site.ID, p = 1, q = 1), na.action = na.omit)
"
"1","
"
"1","Quantile ="
"1"," "
"1","2.3428"
"1","
"
"1","95% family-wise confidence level
"
"1"," "
"1","

"
"1","Linear Hypotheses:
"
"1","                "
"1"," Estimate"
"1"," lwr     "
"1"," upr     "
"1","
FRCH - CARI == 0"
"1","   2.6136"
"1"," -16.1436"
"1","  21.3708"
"1","
MOOS - CARI == 0"
"1","   0.4976"
"1"," -18.4589"
"1","  19.4541"
"1","
MOOS - FRCH == 0"
"1","  -2.1160"
"1"," -21.0870"
"1","  16.8550"
"1","
"
"1","
"
