"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2020-08-03 06:00:00,"CARI",802.73,25.3,51.35,67.62,-4.22,2020-08-03
"2",2020-08-03 06:15:00,"CARI",802.55,25.2,49.83,67.64,-3.99,2020-08-03
"3",2020-08-03 06:30:00,"CARI",812.49,25.2,50.33,67.54,-3.95,2020-08-03
"4",2020-08-03 06:45:00,"CARI",810.53,25.1,51.68,67.5,-4.15,2020-08-03
"5",2020-08-03 07:00:00,"CARI",821.34,25.2,48.44,67.42,-4.08,2020-08-03
"6",2020-08-03 07:15:00,"CARI",822.42,25.2,52.18,67.32,-3.92,2020-08-03
"7",2020-08-03 07:30:00,"CARI",824.91,25.1,51.11,67.29,-4.09,2020-08-03
"8",2020-08-03 07:45:00,"CARI",831.33,25.1,50.21,67.17,-4.14,2020-08-03
"9",2020-08-03 08:00:00,"CARI",852.54,25.1,51.65,66.98,-3.89,2020-08-03
"10",2020-08-03 08:15:00,"CARI",853.43,24.9,48.26,66.77,-3.89,2020-08-03
"11",2020-08-03 08:30:00,"CARI",874.13,24.8,48.17,66.51,-3.48,2020-08-03
"12",2020-08-03 08:45:00,"CARI",874.85,24.6,47.4,66.24,-3.34,2020-08-03
"13",2020-08-03 09:00:00,"CARI",903.54,24.5,49.22,65.82,-2.89,2020-08-03
"14",2020-08-03 09:15:00,"CARI",943.1,24.2,47.97,65.39,-2.14,2020-08-03
"15",2020-08-03 09:30:00,"CARI",981.02,24,39.23,64.77,-1.24,2020-08-03
"16",2020-08-03 09:45:00,"CARI",1015.34,23.7,51.49,63.97,0.69,2020-08-03
"17",2020-08-03 10:00:00,"CARI",1063.29,23.4,57.54,63.01,2.33,2020-08-03
"18",2020-08-03 10:15:00,"CARI",1113.23,23,59.46,61.84,5.96,2020-08-03
"19",2020-08-03 10:30:00,"CARI",1193.45,22.6,115.31,60.4,11.34,2020-08-03
"20",2020-08-03 10:45:00,"CARI",1252.8,22.3,104.88,58.67,17.88,2020-08-03
"21",2020-08-03 11:00:00,"CARI",1311.01,21.9,100.09,56.95,23.66,2020-08-03
"22",2020-08-03 11:15:00,"CARI",1435,21.6,93.18,55.07,33.1,2020-08-03
"23",2020-08-03 11:30:00,"CARI",1512.22,21.3,109.43,52.94,41.7,2020-08-03
"24",2020-08-03 11:45:00,"CARI",1611.05,20.9,111.83,51.12,50.87,2020-08-03
"25",2020-08-03 12:00:00,"CARI",1726.18,20.7,112.95,49.31,61.67,2020-08-03
"26",2020-08-03 12:15:00,"CARI",1849.08,20.4,109.62,47.42,69.87,2020-08-03
"27",2020-08-03 12:30:00,"CARI",2021.31,20.1,112.04,45.41,71.28,2020-08-03
"28",2020-08-03 12:45:00,"CARI",2160.61,20,115.61,43.54,66.91,2020-08-03
"29",2020-08-03 13:00:00,"CARI",2384.91,19.8,120.49,41.73,66.05,2020-08-03
"30",2020-08-03 13:15:00,"CARI",2549.2,19.9,123.51,39.86,66.73,2020-08-03
"31",2020-08-03 13:30:00,"CARI",2863.02,19.7,129.01,38.24,62.93,2020-08-03
"32",2020-08-03 13:45:00,"CARI",3055.59,19.7,133.47,36.73,62.01,2020-08-03
"33",2020-08-03 14:00:00,"CARI",3311.49,19.8,135.8,35.39,4176.5,2020-08-03
"34",2020-08-03 14:15:00,"CARI",3661.28,19.9,137.43,34.43,212.61,2020-08-03
"35",2020-08-03 14:30:00,"CARI",3988.37,20,143.18,33.6,348.82,2020-08-03
"36",2020-08-03 14:45:00,"CARI",4369.41,20,148.37,32.87,353.36,2020-08-03
"37",2020-08-03 15:00:00,"CARI",4904.16,20.1,153.25,32.05,37.24,2020-08-03
"38",2020-08-03 15:15:00,"CARI",5146.51,20.2,156.24,31.34,36.61,2020-08-03
"39",2020-08-03 15:30:00,"CARI",5518.21,20.2,157.99,30.77,34.66,2020-08-03
"40",2020-08-03 15:45:00,"CARI",5692.01,20.2,162.15,30.33,29.21,2020-08-03
"41",2020-08-03 16:00:00,"CARI",6010.77,20.2,166.21,29.94,26.65,2020-08-03
"42",2020-08-03 16:15:00,"CARI",6280.49,20.3,168,29.67,25.07,2020-08-03
"43",2020-08-03 16:30:00,"CARI",6394.5,20.2,172.68,29.43,21.03,2020-08-03
"44",2020-08-03 16:45:00,"CARI",6540.63,20.2,175.83,29.25,17.91,2020-08-03
"45",2020-08-03 17:00:00,"CARI",6740.62,20.1,176.53,29.04,17.31,2020-08-03
