"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2020-06-20 15:00:00,"CARI",656.2,25,144.32,56.95,-1.65,2020-06-20
"2",2020-06-20 15:15:00,"CARI",652.39,25.1,144.27,57,-1.45,2020-06-20
"3",2020-06-20 15:30:00,"CARI",672.26,24.9,143.39,56.88,-1.42,2020-06-20
"4",2020-06-20 15:45:00,"CARI",673.61,24.8,142.94,56.8,-1.71,2020-06-20
"5",2020-06-20 16:00:00,"CARI",675.82,24.8,142.94,56.45,-1.04,2020-06-20
"6",2020-06-20 16:15:00,"CARI",708.58,24.8,142.86,56.63,-0.82,2020-06-20
"7",2020-06-20 16:30:00,"CARI",721.81,24.7,142.84,56.32,-0.66,2020-06-20
"8",2020-06-20 16:45:00,"CARI",728.62,24.6,144.02,56.37,-0.91,2020-06-20
"9",2020-06-20 17:00:00,"CARI",743.03,24.5,145.03,56.14,-0.72,2020-06-20
"10",2020-06-20 17:15:00,"CARI",774.84,24.2,145.26,55.52,0.29,2020-06-20
"11",2020-06-20 17:30:00,"CARI",809.66,24.1,146.75,54.79,0.65,2020-06-20
"12",2020-06-20 17:45:00,"CARI",826.66,23.9,148.72,54.38,1.29,2020-06-20
"13",2020-06-20 18:00:00,"CARI",854.85,23.8,149.98,53.89,2.42,2020-06-20
"14",2020-06-20 18:15:00,"CARI",883.58,23.6,152.11,53.32,3.9,2020-06-20
"15",2020-06-20 18:30:00,"CARI",918.17,23.5,154.21,52.44,6.81,2020-06-20
"16",2020-06-20 18:45:00,"CARI",966.1,23.3,156.47,51.58,7.51,2020-06-20
"17",2020-06-20 19:00:00,"CARI",996.05,23.1,159.23,50.47,11.21,2020-06-20
"18",2020-06-20 19:15:00,"CARI",1035.91,22.9,161.18,49.44,12.57,2020-06-20
"19",2020-06-20 19:30:00,"CARI",1085.32,22.8,163.51,48.49,14.9,2020-06-20
"20",2020-06-20 19:45:00,"CARI",1126.4,22.6,120.86,47.57,12.64,2020-06-20
"21",2020-06-20 20:00:00,"CARI",1174,22.7,164.68,46.7,17.63,2020-06-20
"22",2020-06-20 20:15:00,"CARI",1195.44,22.7,151.53,45.83,21.84,2020-06-20
"23",2020-06-20 20:30:00,"CARI",1237.08,22.6,142.57,45.12,21.39,2020-06-20
"24",2020-06-20 20:45:00,"CARI",1271.87,22.5,152.43,44.4,18.85,2020-06-20
"25",2020-06-20 21:00:00,"CARI",1316.34,22.5,155.24,43.57,23.4,2020-06-20
"26",2020-06-20 21:15:00,"CARI",1334.31,22.5,148.92,42.81,27.41,2020-06-20
"27",2020-06-20 21:30:00,"CARI",1370.26,22.4,151.74,42.46,25.85,2020-06-20
"28",2020-06-20 21:45:00,"CARI",1382.46,22.4,154.23,42.23,25.03,2020-06-20
"29",2020-06-20 22:00:00,"CARI",1418.03,22.5,157.03,42.02,22.77,2020-06-20
"30",2020-06-20 22:15:00,"CARI",1419.39,22.4,158.65,41.81,20.39,2020-06-20
"31",2020-06-20 22:30:00,"CARI",1435.97,22.5,160.45,41.62,19.46,2020-06-20
"32",2020-06-20 22:45:00,"CARI",1433.27,22.4,162.65,41.44,22.23,2020-06-20
"33",2020-06-20 23:00:00,"CARI",1437.29,22.4,164.67,41.37,17.5,2020-06-20
"34",2020-06-20 23:15:00,"CARI",1463.22,22.5,166.16,41.22,15.57,2020-06-20
"35",2020-06-20 23:30:00,"CARI",1451.57,22.5,167.88,41.23,12.64,2020-06-20
"36",2020-06-20 23:45:00,"CARI",1448.32,22.5,168.32,41.23,11.2,2020-06-20
"37",2020-06-21 00:00:00,"CARI",1461.2,22.5,169.3,41.22,13.09,2020-06-21
"38",2020-06-21 00:15:00,"CARI",1453.12,22.5,170.22,41.25,12.32,2020-06-21
"39",2020-06-21 00:30:00,"CARI",1473.11,22.6,170.43,41.3,11.81,2020-06-21
"40",2020-06-21 00:45:00,"CARI",1458.39,22.6,171.32,41.33,11.15,2020-06-21
"41",2020-06-21 01:00:00,"CARI",1447.28,22.6,170.8,41.4,10.79,2020-06-21
"42",2020-06-21 01:15:00,"CARI",1428.08,22.6,166.21,41.42,10.36,2020-06-21
"43",2020-06-21 01:30:00,"CARI",1419.1,22.6,NA,41.62,9.91,2020-06-21
"44",2020-06-21 01:45:00,"CARI",1406.76,22.7,NA,41.69,9.63,2020-06-21
"45",2020-06-21 02:00:00,"CARI",1383.17,22.7,NA,41.81,9.08,2020-06-21
"46",2020-06-21 02:15:00,"CARI",1394.96,22.7,NA,41.91,8.73,2020-06-21
"47",2020-06-21 02:30:00,"CARI",1363.71,22.8,NA,42.01,9.51,2020-06-21
"48",2020-06-21 02:45:00,"CARI",1359.35,22.7,NA,42.15,8.4,2020-06-21
"49",2020-06-21 03:00:00,"CARI",1350.9,22.8,NA,42.31,7.7,2020-06-21
"50",2020-06-21 03:15:00,"CARI",1343.12,22.8,NA,42.43,7.61,2020-06-21
"51",2020-06-21 03:30:00,"CARI",1337.51,22.9,NA,42.55,7.16,2020-06-21
"52",2020-06-21 03:45:00,"CARI",1320.24,22.9,NA,42.7,7.12,2020-06-21
"53",2020-06-21 04:00:00,"CARI",1297.99,22.9,NA,42.86,6.99,2020-06-21
"54",2020-06-21 04:15:00,"CARI",1272.66,23,NA,42.99,6.28,2020-06-21
"55",2020-06-21 04:30:00,"CARI",1279.46,23,NA,43.12,6.59,2020-06-21
"56",2020-06-21 04:45:00,"CARI",1275.13,23,NA,43.24,5.63,2020-06-21
"57",2020-06-21 05:00:00,"CARI",1281.25,23,NA,43.34,5.59,2020-06-21
"58",2020-06-21 05:15:00,"CARI",1260.06,23.1,NA,43.51,5.53,2020-06-21
"59",2020-06-21 05:30:00,"CARI",1254.25,23.1,NA,43.59,5.51,2020-06-21
"60",2020-06-21 05:45:00,"CARI",1262.24,23.1,NA,43.75,5.27,2020-06-21
"61",2020-06-21 06:00:00,"CARI",1241.77,23.2,NA,43.87,5.46,2020-06-21
"62",2020-06-21 06:15:00,"CARI",1229.62,23.2,NA,43.99,5.12,2020-06-21
"63",2020-06-21 06:30:00,"CARI",1212.04,23.3,NA,44.04,5.05,2020-06-21
"64",2020-06-21 06:45:00,"CARI",1211.4,23.3,NA,44.17,5.08,2020-06-21
"65",2020-06-21 07:00:00,"CARI",1204.39,23.3,NA,44.31,4.59,2020-06-21
"66",2020-06-21 07:15:00,"CARI",1195.91,23.4,NA,44.46,4.36,2020-06-21
"67",2020-06-21 07:30:00,"CARI",1179.86,23.4,NA,44.6,4.12,2020-06-21
"68",2020-06-21 07:45:00,"CARI",1170.46,23.4,NA,44.65,3.92,2020-06-21
