DateTime,Site,Discharge,NO3,fDOM,SpCond,Turb
2020-06-18T00:00:00Z,CARI,430.5,26.7,92.25,68.66,-3.33
2020-06-18T00:15:00Z,CARI,431.11,26.8,87.28,68.72,-3.3
2020-06-18T00:30:00Z,CARI,431.11,26.7,97.14,68.8,-3.4
2020-06-18T00:45:00Z,CARI,428.14,26.7,96.81,68.84,-3.38
2020-06-18T01:00:00Z,CARI,419.47,26.7,96.85,68.89,-3.42
2020-06-18T01:15:00Z,CARI,417.07,26.7,96.76,68.97,-3.4
2020-06-18T01:30:00Z,CARI,413.8,26.7,96.37,69.07,-3.37
2020-06-18T01:45:00Z,CARI,422.13,26.7,96.27,69.17,-3.32
2020-06-18T02:00:00Z,CARI,420.9,26.8,96.14,69.27,-3.4
2020-06-18T02:15:00Z,CARI,418.18,26.8,95.76,69.36,-3.35
2020-06-18T02:30:00Z,CARI,412.4,26.7,95.11,69.47,-3.45
2020-06-18T02:45:00Z,CARI,410.39,26.8,95.1,69.56,-3.45
2020-06-18T03:00:00Z,CARI,411.24,26.8,94.8,69.6,-3.33
2020-06-18T03:15:00Z,CARI,416.35,26.8,94.99,69.67,-3.23
2020-06-18T03:30:00Z,CARI,411.92,26.9,94.78,69.77,-3.13
2020-06-18T03:45:00Z,CARI,408.67,26.9,94.58,69.82,-3.04
2020-06-18T04:00:00Z,CARI,402.75,26.9,64.59,69.91,-2.45
2020-06-18T04:15:00Z,CARI,403.97,27,93.84,69.98,-2.61
2020-06-18T04:30:00Z,CARI,401.07,27,94.2,70.04,-2.9
2020-06-18T04:45:00Z,CARI,410.21,27,93.08,70.13,-2.68
2020-06-18T05:00:00Z,CARI,409.77,27.1,93.44,70.26,-2.82
2020-06-18T05:15:00Z,CARI,400.12,27.1,93,70.37,-2.98
2020-06-18T05:30:00Z,CARI,398.32,27.1,93.01,70.45,-3.08
2020-06-18T05:45:00Z,CARI,399.22,27.2,92.73,70.6,-3.21
2020-06-18T06:00:00Z,CARI,395.84,27.2,92.51,70.69,-3.34
2020-06-18T06:15:00Z,CARI,397.11,27.2,92.53,70.8,-3.32
2020-06-18T06:30:00Z,CARI,401.21,27.2,92.09,70.92,-3.33
2020-06-18T06:45:00Z,CARI,398.9,27.3,91.75,71.09,-2.67
2020-06-18T07:00:00Z,CARI,399.16,27.3,90.93,71.28,-2.32
2020-06-18T07:15:00Z,CARI,399.23,27.4,90.79,71.34,-3.19
2020-06-18T07:30:00Z,CARI,389.37,27.4,90.98,71.44,-3.22
2020-06-18T07:45:00Z,CARI,390.36,27.5,90.38,71.57,-3.3
2020-06-18T08:00:00Z,CARI,393.64,27.5,90.38,71.66,-3.3
2020-06-18T08:15:00Z,CARI,390.51,27.6,90.17,71.68,-3.45
2020-06-18T08:30:00Z,CARI,389.09,27.6,90.22,71.84,-3.18
2020-06-18T08:45:00Z,CARI,392.25,27.7,87.7,71.97,-3.11
2020-06-18T09:00:00Z,CARI,390.38,27.7,89.07,72.07,-3.35
2020-06-18T09:15:00Z,CARI,390.58,27.8,89.4,72.16,-3.44
2020-06-18T09:30:00Z,CARI,391.2,27.9,88.73,72.25,-3.34
2020-06-18T09:45:00Z,CARI,392.54,27.9,88.38,72.36,-3.41
2020-06-18T10:00:00Z,CARI,387.74,27.9,87,72.46,-3.22
2020-06-18T10:15:00Z,CARI,387.74,28,87.89,72.55,-3.28
2020-06-18T10:30:00Z,CARI,387.19,28,87.57,72.62,-3.39
2020-06-18T10:45:00Z,CARI,384.9,28.1,87.11,72.71,-3.46
2020-06-18T11:00:00Z,CARI,383.58,28.1,87.11,72.75,-3.49
2020-06-18T11:15:00Z,CARI,383.04,28.1,86.16,72.84,-3.42
2020-06-18T11:30:00Z,CARI,387.08,28.2,86.64,72.9,-3.58
2020-06-18T11:45:00Z,CARI,380.13,28.2,86.36,72.93,-3.47
2020-06-18T12:00:00Z,CARI,387.81,28.3,86.28,73.02,-3.11
2020-06-18T12:15:00Z,CARI,381.05,28.3,85.89,73.05,-3.38
2020-06-18T12:30:00Z,CARI,381.05,28.3,86.05,73.11,-2.79
2020-06-18T12:45:00Z,CARI,378.74,28.4,84.84,73.19,-2.85
2020-06-18T13:00:00Z,CARI,376.17,28.5,85.37,73.23,-3.31
2020-06-18T13:15:00Z,CARI,382.15,28.4,81.04,73.29,-3.39
2020-06-18T13:30:00Z,CARI,380.16,28.5,84.74,73.34,-3.22
2020-06-18T13:45:00Z,CARI,379.06,28.5,85.02,73.41,-2.75
2020-06-18T14:00:00Z,CARI,376.36,28.5,84.87,73.43,-3.44
2020-06-18T14:15:00Z,CARI,381.5,28.5,85.15,73.5,-3.39
2020-06-18T14:30:00Z,CARI,376.81,28.6,84.5,73.53,-3.24
2020-06-18T14:45:00Z,CARI,374.35,28.6,83.67,73.56,-3.39
2020-06-18T15:00:00Z,CARI,377.76,28.6,84.66,73.57,-3.49
2020-06-18T15:15:00Z,CARI,379.84,28.6,84.52,73.63,-3.61
2020-06-18T15:30:00Z,CARI,374.38,28.6,84.42,73.64,-3.59
2020-06-18T15:45:00Z,CARI,383.41,28.6,84.38,73.68,-3.64
2020-06-18T16:00:00Z,CARI,382.84,28.6,84.26,73.71,-3.48
2020-06-18T16:15:00Z,CARI,379.43,28.7,84.07,73.73,-3.64
2020-06-18T16:30:00Z,CARI,379.43,28.6,84.08,73.74,-3.62
2020-06-18T16:45:00Z,CARI,377.81,28.6,83.73,73.72,-3.63
2020-06-18T17:00:00Z,CARI,379.79,28.6,83.39,73.73,-3.55
2020-06-18T17:15:00Z,CARI,376.57,28.6,83.37,73.75,-3.62
2020-06-18T17:30:00Z,CARI,381.04,28.6,83.33,73.71,-3.67
2020-06-18T17:45:00Z,CARI,378.92,28.7,83.1,73.74,-3.65
2020-06-18T18:00:00Z,CARI,379.93,28.6,82.67,73.73,-3.71
2020-06-18T18:15:00Z,CARI,376.28,28.7,82.8,73.7,-3.62
2020-06-18T18:30:00Z,CARI,377.86,28.6,82.62,73.66,-3.62
2020-06-18T18:45:00Z,CARI,385.03,28.6,82.14,73.68,-3.76
2020-06-18T19:00:00Z,CARI,376.22,28.6,82.08,73.69,-3.72
2020-06-18T19:15:00Z,CARI,383.04,28.6,81.77,73.7,-3.65
