site.ID.x,DateTimeAK,Discharge,site.ID.y,NO3,fDOM,SPC,Turb
CARI,2020-05-01T08:15:00Z,139.22,NA,NA,NA,NA,NA
CARI,2020-05-01T08:30:00Z,138.844,NA,NA,NA,NA,NA
CARI,2020-05-01T08:45:00Z,138.85266666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T09:00:00Z,139.27266666666668,NA,NA,NA,NA,NA
CARI,2020-05-01T09:15:00Z,139.478,NA,NA,NA,NA,NA
CARI,2020-05-01T09:30:00Z,138.72333333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T09:45:00Z,139.44,NA,NA,NA,NA,NA
CARI,2020-05-01T10:00:00Z,138.43133333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T10:15:00Z,138.31133333333332,NA,NA,NA,NA,NA
CARI,2020-05-01T10:30:00Z,138.74533333333335,NA,NA,NA,NA,NA
CARI,2020-05-01T10:45:00Z,137.92733333333334,NA,NA,NA,NA,NA
CARI,2020-05-01T11:00:00Z,137.97866666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T11:15:00Z,137.16733333333335,NA,NA,NA,NA,NA
CARI,2020-05-01T11:30:00Z,136.69066666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T11:45:00Z,136.292,NA,NA,NA,NA,NA
CARI,2020-05-01T12:00:00Z,136.19933333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T12:15:00Z,135.52066666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T12:30:00Z,135.692,NA,NA,NA,NA,NA
CARI,2020-05-01T12:45:00Z,134.32933333333332,NA,NA,NA,NA,NA
CARI,2020-05-01T13:00:00Z,134.708,NA,NA,NA,NA,NA
CARI,2020-05-01T13:15:00Z,134.85533333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T13:30:00Z,134.82266666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T13:45:00Z,134.908,NA,NA,NA,NA,NA
CARI,2020-05-01T14:00:00Z,135.41066666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T14:15:00Z,135.678,NA,NA,NA,NA,NA
CARI,2020-05-01T14:30:00Z,136.79133333333334,NA,NA,NA,NA,NA
CARI,2020-05-01T14:45:00Z,138.13,NA,NA,NA,NA,NA
CARI,2020-05-01T15:00:00Z,139.76066666666668,NA,NA,NA,NA,NA
CARI,2020-05-01T15:15:00Z,141.24666666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T15:30:00Z,142.30133333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T15:45:00Z,142.15266666666668,NA,NA,NA,NA,NA
CARI,2020-05-01T16:00:00Z,142.13400000000001,NA,NA,NA,NA,NA
CARI,2020-05-01T16:15:00Z,141.784,NA,NA,NA,NA,NA
CARI,2020-05-01T16:30:00Z,140.63133333333334,NA,NA,NA,NA,NA
CARI,2020-05-01T16:45:00Z,138.816,NA,NA,NA,NA,NA
CARI,2020-05-01T17:00:00Z,135.81666666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T17:15:00Z,134.23933333333332,NA,NA,NA,NA,NA
CARI,2020-05-01T17:30:00Z,132.87266666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T17:45:00Z,132.614,NA,NA,NA,NA,NA
CARI,2020-05-01T18:00:00Z,132.726,NA,NA,NA,NA,NA
CARI,2020-05-01T18:15:00Z,133.29,NA,NA,NA,NA,NA
CARI,2020-05-01T18:30:00Z,133.08133333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T18:45:00Z,133.36599999999999,NA,NA,NA,NA,NA
CARI,2020-05-01T19:00:00Z,133.626,NA,NA,NA,NA,NA
CARI,2020-05-01T19:15:00Z,133.96533333333332,NA,NA,NA,NA,NA
CARI,2020-05-01T19:30:00Z,134.25466666666668,NA,NA,NA,NA,NA
CARI,2020-05-01T19:45:00Z,134.68133333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T20:00:00Z,134.506,NA,NA,NA,NA,NA
CARI,2020-05-01T20:15:00Z,133.98733333333334,NA,NA,NA,NA,NA
CARI,2020-05-01T20:30:00Z,135.188,NA,NA,NA,NA,NA
CARI,2020-05-01T20:45:00Z,137.556,NA,NA,NA,NA,NA
CARI,2020-05-01T21:00:00Z,138.25333333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T21:15:00Z,139.344,NA,NA,NA,NA,NA
CARI,2020-05-01T21:30:00Z,141.02666666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T21:45:00Z,140.49066666666667,NA,NA,NA,NA,NA
CARI,2020-05-01T22:00:00Z,143.36266666666666,NA,NA,NA,NA,NA
CARI,2020-05-01T22:15:00Z,144.32333333333332,NA,NA,NA,NA,NA
CARI,2020-05-01T22:30:00Z,146.26533333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T22:45:00Z,147.31333333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T23:00:00Z,147.49733333333333,NA,NA,NA,NA,NA
CARI,2020-05-01T23:15:00Z,148.642,NA,NA,NA,NA,NA
CARI,2020-05-01T23:30:00Z,149.334,NA,NA,NA,NA,NA
CARI,2020-05-01T23:45:00Z,153.954,NA,NA,NA,NA,NA
CARI,2020-05-02T00:00:00Z,153.97533333333334,NA,NA,NA,NA,NA
CARI,2020-05-02T00:15:00Z,154.85866666666666,NA,NA,NA,NA,NA
CARI,2020-05-02T00:30:00Z,156.25733333333332,NA,NA,NA,NA,NA
CARI,2020-05-02T00:45:00Z,161.612,NA,NA,NA,NA,NA
CARI,2020-05-02T01:00:00Z,159.28666666666666,NA,NA,NA,NA,NA
CARI,2020-05-02T01:15:00Z,161.88266666666667,NA,NA,NA,NA,NA
CARI,2020-05-02T01:30:00Z,160.87733333333333,NA,NA,NA,NA,NA
CARI,2020-05-02T01:45:00Z,162.93066666666667,NA,NA,NA,NA,NA
CARI,2020-05-02T02:00:00Z,165.374,NA,NA,NA,NA,NA
CARI,2020-05-02T02:15:00Z,163.88933333333333,NA,NA,NA,NA,NA
CARI,2020-05-02T02:30:00Z,165.644,NA,NA,NA,NA,NA
CARI,2020-05-02T02:45:00Z,174.71733333333333,NA,NA,NA,NA,NA
CARI,2020-05-02T03:00:00Z,169.984,NA,NA,NA,NA,NA
CARI,2020-05-02T03:15:00Z,167.54133333333334,NA,NA,NA,NA,NA
CARI,2020-05-02T03:30:00Z,167.17533333333333,NA,NA,NA,NA,NA
CARI,2020-05-02T03:45:00Z,166.66066666666666,NA,NA,NA,NA,NA
CARI,2020-05-02T04:00:00Z,166.98533333333333,NA,NA,NA,NA,NA
CARI,2020-05-02T04:15:00Z,166.28266666666667,NA,NA,NA,NA,NA
CARI,2020-05-02T04:30:00Z,166.05466666666666,NA,NA,NA,NA,NA
CARI,2020-05-02T04:45:00Z,166.09133333333332,NA,NA,NA,NA,NA
CARI,2020-05-02T05:00:00Z,165.812,NA,NA,NA,NA,NA
CARI,2020-05-02T05:15:00Z,165.464,NA,NA,NA,NA,NA
CARI,2020-05-02T05:30:00Z,164.628,NA,NA,NA,NA,NA
CARI,2020-05-02T05:45:00Z,163.62133333333333,NA,NA,NA,NA,NA
