"X","min","site.ID","fDOM.QSU.mn","fDOM.QSU.SD","ODO.Psat.mn","ODO.Psat.SD","ODO.Ploc.mn","ODO.Ploc.SD","ODO.mgL.mn","ODO.mgL.SD","SpCond.uScm.mn","SpCond.uScm.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","Temp.C.mn","Temp.C.SD","Battery.V.mn","Battery.V.SD","CablePwr.V.mn","CablePwr.V.SD","datetimeAK","SpCond.uScm.mn.adj","Turbidity.FNU.mn.adj","fDOM.QSU.mn.adj","ODO.Psat.mn.adj","ODO.Ploc.mn.adj","ODO.mgL.mn.adj"
12045,"2020-06-10 14:30:00","MOOS",106.708,0.0373571352696577,93.32,0.042163702135582,95.46,0.0516397779494293,11.214,0.00516397779494311,0.21,NA,16.264,2.19992020057294,7.4104,0.000516397779494036,6.26,0,12.8,0,2020-06-10 14:30:00,NA,16.264,106.708,93.32,95.46,11.214
12046,"2020-06-10 14:45:00","MOOS",106.582727272727,0.0675412331973461,93.8,0,95.9909090909091,0.0301511344577746,11.24,0,0.263636363636364,NA,15.7281818181818,1.47845742706253,7.53209090909091,0.000301511344577864,6.26,0,12.8,0,2020-06-10 14:45:00,NA,15.7281818181818,106.582727272727,93.8,95.9909090909091,11.24
12047,"2020-06-10 15:00:00","MOOS",106.222727272727,0.104124051889168,94,0,96.1636363636364,0.0504524979109556,11.2418181818182,0.00404519917477937,0.272727272727273,NA,15.9709090909091,2.18869575110592,7.60572727272727,0.000467099366496655,6.27,0,12.9,0,2020-06-10 15:00:00,NA,15.9709090909091,106.222727272727,94,96.1636363636364,11.2418181818182
12048,"2020-06-10 15:15:00","MOOS",105.999090909091,0.0785435605832223,94.1,0,96.2363636363636,0.0504524979109484,11.2236363636364,0.00504524979109502,0.3,NA,15.1063636363636,0.077494867865263,7.70909090909091,0.000700649049745328,6.27,0,13,0,2020-06-10 15:15:00,NA,15.1063636363636,105.999090909091,94.1,96.2363636363636,11.2236363636364
12049,"2020-06-10 15:30:00","MOOS",105.534545454545,0.0418003914727225,94.1818181818182,0.040451991747798,96.3,0,11.21,0,0.327272727272727,NA,14.9154545454545,2.18375073502616,7.79545454545455,0.000522232967867268,6.27,0,12.9,0,2020-06-10 15:30:00,NA,14.9154545454545,105.534545454545,94.1818181818182,96.3,11.21
12050,"2020-06-10 15:45:00","MOOS",105.445454545455,0.0860655141579507,94.0909090909091,0.0301511344577746,96.2,0,11.1809090909091,0.00301511344577757,0.336363636363636,NA,17.0681818181818,3.80872634402058,7.85154545454545,0.000522232967867268,6.27,0,12.8,0,2020-06-10 15:45:00,NA,17.0681818181818,105.445454545455,94.0909090909091,96.2,11.1809090909091
12051,"2020-06-10 16:00:00","MOOS",105.401818181818,0.0612891804184366,93.8,0,95.9454545454546,0.0522232967867064,11.15,0,0.345454545454545,NA,15.79,3.4208273852973,7.85363636363636,0.000504524979109681,6.27818181818182,0.00404519917477973,12.7,0,2020-06-10 16:00:00,NA,15.79,105.401818181818,93.8,95.9454545454546,11.15
12052,"2020-06-10 16:15:00","MOOS",105.373636363636,0.0174772579501061,93.5,0,95.6727272727273,0.0467099366496954,11.12,0,0.345454545454545,NA,15.4354545454545,0.203094245923592,7.833,0,6.27,0,12.7,0,2020-06-10 16:15:00,NA,15.4354545454545,105.373636363636,93.5,95.6727272727273,11.12
12053,"2020-06-10 16:30:00","MOOS",105.259090909091,0.0762173924317204,93.3,0,95.4,0,11.09,0,0.354545454545455,NA,15.6081818181818,1.92378178690733,7.85809090909091,0.000301511344577864,6.27,0,12.6,0,2020-06-10 16:30:00,NA,15.6081818181818,105.259090909091,93.3,95.4,11.09
12054,"2020-06-10 16:45:00","MOOS",104.958181818182,0.0887488796344132,93.2,0,95.3,0,11.0590909090909,0.00301511344577757,0.354545454545455,NA,15.5563636363636,1.26679337484274,7.92581818181818,0.000603022689155555,6.27545454545455,0.00522232967867129,12.6,0,2020-06-10 16:45:00,NA,15.5563636363636,104.958181818182,93.2,95.3,11.0590909090909
12055,"2020-06-10 17:00:00","MOOS",105.032727272727,0.060512958792459,93,0,95.1090909090909,0.0301511344577789,11.03,0,0.363636363636364,NA,15.4645454545455,3.57285142046619,7.95109090909091,0.000301511344577864,6.28,0,12.6,0,2020-06-10 17:00:00,NA,15.4645454545455,105.032727272727,93,95.1090909090909,11.03
12056,"2020-06-10 17:15:00","MOOS",104.807272727273,0.0438385467575987,92.8,0,94.9,0,11.0018181818182,0.00404519917477937,0.363636363636364,NA,16.2490909090909,0.438165597587363,7.952,0,6.28,0,12.6,0,2020-06-10 17:15:00,NA,16.2490909090909,104.807272727273,92.8,94.9,11.0018181818182
12057,"2020-06-10 17:30:00","MOOS",104.948181818182,0.0886361305358237,92.6,0,94.7272727272727,0.0467099366496887,10.98,0,0.363636363636364,NA,16.8390909090909,2.6306974533209,7.967,0,6.28,0,12.7,0,2020-06-10 17:30:00,NA,16.8390909090909,104.948181818182,92.6,94.7272727272727,10.98
12058,"2020-06-10 17:45:00","MOOS",104.540909090909,0.0752933656379573,92.5090909090909,0.0301511344577747,94.6272727272727,0.0467099366496954,10.95,0,0.363636363636364,NA,15.7727272727273,0.954589869096576,8.03209090909091,0.000301511344577597,6.28,0,12.6,0,2020-06-10 17:45:00,NA,15.7727272727273,104.540909090909,92.5090909090909,94.6272727272727,10.95
12059,"2020-06-10 18:00:00","MOOS",104.316363636364,0.0698960266785903,92.4,0,94.5,0,10.9136363636364,0.00504524979109502,0.363636363636364,NA,15.8736363636364,0.946786910843963,8.10581818181818,0.000404519917477721,6.27090909090909,0.00301511344577784,12.6,0,2020-06-10 18:00:00,NA,15.8736363636364,104.316363636364,92.4,94.5,10.9136363636364
