"X","min","site.ID","fDOM.QSU.mn","fDOM.QSU.SD","ODO.Psat.mn","ODO.Psat.SD","ODO.Ploc.mn","ODO.Ploc.SD","ODO.mgL.mn","ODO.mgL.SD","SpCond.uScm.mn","SpCond.uScm.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","Temp.C.mn","Temp.C.SD","Battery.V.mn","Battery.V.SD","CablePwr.V.mn","CablePwr.V.SD","datetimeAK","SpCond.uScm.mn.adj","Turbidity.FNU.mn.adj","fDOM.QSU.mn.adj","ODO.Psat.mn.adj","ODO.Ploc.mn.adj","ODO.mgL.mn.adj"
48202,"2020-06-05 16:00:00","VAUL",203.24,0.112782977438972,90.4454545454546,0.0522232967867064,92.3090909090909,0.0301511344577789,10.8854545454545,0.00522232967867082,227.272727272727,0.046709936649702,12.8654545454545,0.148011056098093,7.32,0,3.12,0,11.7,0,2020-06-05 16:00:00,227.272727272727,12.8654545454545,203.24,91.7054545454546,93.5817909090909,10.8727245454545
48203,"2020-06-05 16:15:00","VAUL",202.073636363636,0.129481483407684,90.4454545454546,0.0522232967867064,92.3,0,10.87,0,227.172727272727,0.0467099366496887,13.2054545454545,0.233082115846053,7.38,0,3.13,0,11.7818181818182,0.0404519917477951,2020-06-05 16:15:00,227.172727272727,13.2054545454545,202.073636363636,91.7054545454546,93.5727,10.85727
48204,"2020-06-05 16:30:00","VAUL",201.146363636364,0.121677666584526,90.5,0,92.3272727272727,0.0467099366496954,10.86,0,227.172727272727,0.0467099366496887,13.9354545454545,0.93180860305498,7.427,0,3.13,0,11.8,0,2020-06-05 16:30:00,227.172727272727,13.9354545454545,201.146363636364,91.76,93.5999727272727,10.84727
48205,"2020-06-05 16:45:00","VAUL",200.923636363636,0.100127191838455,90.5,0,92.4,0,10.84,0,227.154545454545,0.0522232967867064,14.1409090909091,0.203688710804234,7.50463636363636,0.000504524979109681,3.13,0,11.9,0,2020-06-05 16:45:00,227.154545454545,14.1409090909091,200.923636363636,91.76,93.6727,10.82727
48206,"2020-06-05 17:00:00","VAUL",201.410909090909,0.123162863352115,90.5909090909091,0.0301511344577746,92.4,0,10.8309090909091,0.00301511344577757,227.227272727273,0.046709936649702,13.9318181818182,0.25027257867446,7.563,0,3.13,0,11.8,0,2020-06-05 17:00:00,227.227272727273,13.9318181818182,201.410909090909,91.8509090909091,93.6727,10.8181790909091
48207,"2020-06-05 17:15:00","VAUL",202.111818181818,0.111338958304642,90.5,0,92.4,0,10.8190909090909,0.00301511344577757,227.381818181818,0.0404519917477922,13.1081818181818,0.0952699513821835,7.61436363636364,0.000504524979109681,3.13,0,11.9,0,2020-06-05 17:15:00,227.381818181818,13.1081818181818,202.111818181818,91.76,93.6727,10.8063609090909
48208,"2020-06-05 17:30:00","VAUL",202.609090909091,0.108393223538611,90.4363636363636,0.0504524979109484,92.3,0,10.7990909090909,0.00301511344577811,227.627272727273,0.0467099366496887,12.5245454545455,0.139381751772866,7.646,0,3.13,0,11.8,0,2020-06-05 17:30:00,227.627272727273,12.5245454545455,202.609090909091,91.6963636363636,93.5727,10.7863609090909
48209,"2020-06-05 17:45:00","VAUL",202.936363636364,0.124841717969014,90.4,0,92.2454545454545,0.0522232967867064,10.7881818181818,0.00404519917477937,227.872727272727,0.0467099366496887,12.8172727272727,0.16137477554382,7.661,0,3.13,0,11.9,0,2020-06-05 17:45:00,227.872727272727,12.8172727272727,202.936363636364,91.66,93.5181545454545,10.7754518181818
48210,"2020-06-05 18:00:00","VAUL",203.006363636364,0.112540901655593,90.3,0,92.2,0,10.7763636363636,0.00504524979109502,228.081818181818,0.0404519917477922,13.0963636363636,0.223171356910905,7.679,0,3.13,0,11.8,0,2020-06-05 18:00:00,228.081818181818,13.0963636363636,203.006363636364,91.56,93.4727,10.7636336363636
48211,"2020-06-05 18:15:00","VAUL",202.876363636364,0.0773657194463725,90.3454545454545,0.0522232967867138,92.2,0,10.7718181818182,0.00404519917477937,228.136363636364,0.0504524979109484,13.3963636363636,0.210298489165887,7.70081818181818,0.000404519917477721,3.13,0,11.8,0,2020-06-05 18:15:00,228.136363636364,13.3963636363636,202.876363636364,91.6054545454545,93.4727,10.7590881818182
48212,"2020-06-05 18:30:00","VAUL",202.911818181818,0.113650180978136,90.3363636363636,0.0504524979109556,92.1909090909091,0.0301511344577789,10.7627272727273,0.00467099366496904,228.363636363636,0.0504524979109484,12.7763636363636,0.109751786069542,7.732,0,3.13,0,11.8,0,2020-06-05 18:30:00,228.363636363636,12.7763636363636,202.911818181818,91.5963636363636,93.4636090909091,10.7499972727273
48213,"2020-06-05 18:45:00","VAUL",203.378181818182,0.114875426599266,90.2,0,92.0545454545454,0.0522232967867064,10.7481818181818,0.00404519917477937,228.472727272727,0.0467099366496887,12.7227272727273,0.0658924743944116,7.722,0,3.13,0,11.7,0,2020-06-05 18:45:00,228.472727272727,12.7227272727273,203.378181818182,91.46,93.3272454545454,10.7354518181818
48214,"2020-06-05 19:00:00","VAUL",203.931818181818,0.109162097984435,90.0636363636364,0.0504524979109484,91.9,0,10.7354545454545,0.00522232967867082,228.654545454545,0.0522232967867064,12.7481818181818,0.1039055515185,7.707,0,3.13,0,11.7,0,2020-06-05 19:00:00,228.654545454545,12.7481818181818,203.931818181818,91.3236363636364,93.1727,10.7227245454545
48215,"2020-06-05 19:15:00","VAUL",204.451818181818,0.112855498919478,89.9818181818182,0.0404519917477922,91.8,0,10.73,0,228.8,0,11.9772727272727,0.0687154872049828,7.68672727272727,0.00046709936649707,3.13,0,11.7,0,2020-06-05 19:15:00,228.8,11.9772727272727,204.451818181818,91.2418181818182,93.0727,10.71727
48216,"2020-06-05 19:30:00","VAUL",204.736363636364,0.10920372954004,89.8636363636364,0.0504524979109556,91.7,0,10.7190909090909,0.00301511344577757,228.990909090909,0.0301511344577747,12.3845454545455,0.115009880998428,7.686,0,3.13,0,11.7636363636364,0.050452497910952,2020-06-05 19:30:00,228.990909090909,12.3845454545455,204.736363636364,91.1236363636364,92.9727,10.7063609090909
48217,"2020-06-05 19:45:00","VAUL",204.9,0.112427754580442,89.7818181818182,0.0404519917477922,91.6,0,10.7027272727273,0.00467099366496987,229.254545454545,0.0522232967867212,12.7772727272727,0.160005681717301,7.702,0,3.13,0,11.7272727272727,0.046709936649692,2020-06-05 19:45:00,229.254545454545,12.7772727272727,204.9,91.0418181818182,92.8727,10.6899972727273
48218,"2020-06-05 20:00:00","VAUL",205.154545454545,0.116735910187362,89.6090909090909,0.0301511344577789,91.4727272727273,0.0467099366496887,10.68,0,229.536363636364,0.0504524979109484,11.8090909090909,0.286930463543157,7.72181818181818,0.00040451991747808,3.13,0,11.7,0,2020-06-05 20:00:00,229.536363636364,11.8090909090909,205.154545454545,90.8690909090909,92.7454272727273,10.66727
48219,"2020-06-05 20:15:00","VAUL",205.246363636364,0.107635749383997,89.5545454545454,0.0522232967867064,91.4,0,10.6645454545455,0.00522232967867082,229.763636363636,0.0504524979109628,11.7836363636364,0.120272418057735,7.751,0,3.13,0,11.7,0,2020-06-05 20:15:00,229.763636363636,11.7836363636364,205.246363636364,90.8145454545454,92.6727,10.6518154545455
48220,"2020-06-05 20:30:00","VAUL",205.516363636364,0.109751786069542,89.4454545454546,0.0522232967867064,91.3,0,10.6427272727273,0.00467099366496904,230.1,0,11.4390909090909,0.148354612025009,7.78345454545455,0.000522232967866804,3.13,0,11.7090909090909,0.0301511344577768,2020-06-05 20:30:00,230.1,11.4390909090909,205.516363636364,90.7054545454546,92.5727,10.6299972727273
48221,"2020-06-05 20:45:00","VAUL",205.814545454545,0.118267800889641,89.2454545454545,0.0522232967867064,91.0727272727273,0.0467099366496887,10.6118181818182,0.00603022689155514,230.345454545455,0.0522232967867064,11.32,0.138275088139549,7.81190909090909,0.000301511344577864,3.13,0,11.7,0,2020-06-05 20:45:00,230.345454545455,11.32,205.814545454545,90.5054545454545,92.3454272727273,10.5990881818182
48222,"2020-06-05 21:00:00","VAUL",206.025454545455,0.110305361280733,89.1545454545455,0.0522232967867138,90.9909090909091,0.0301511344577746,10.5918181818182,0.00404519917477937,230.6,0,11.3109090909091,0.17259516479059,7.842,0,3.13,0,11.7,0,2020-06-05 21:00:00,230.6,11.3109090909091,206.025454545455,90.4145454545455,92.2636090909091,10.5790881818182
48223,"2020-06-05 21:15:00","VAUL",206.430909090909,0.113794072381173,88.9909090909091,0.0301511344577746,90.8272727272727,0.0467099366496954,10.5672727272727,0.00467099366496904,230.872727272727,0.0467099366496887,10.79,0.0964365076099296,7.866,0,3.13,0,11.6,0,2020-06-05 21:15:00,230.872727272727,10.79,206.430909090909,90.2509090909091,92.0999727272727,10.5545427272727
48224,"2020-06-05 21:30:00","VAUL",206.698181818182,0.096313880808342,88.8363636363636,0.0504524979109556,90.6545454545455,0.0522232967867138,10.5436363636364,0.00504524979109592,231.154545454545,0.0522232967867064,10.9945454545455,0.112815214963553,7.885,0,3.13,0,11.6,0,2020-06-05 21:30:00,231.154545454545,10.9945454545455,206.698181818182,90.0963636363636,91.9272454545455,10.5309063636364
48225,"2020-06-05 21:45:00","VAUL",207.005454545455,0.125567801315754,88.7,0,90.5181818181818,0.0404519917477922,10.5236363636364,0.00504524979109502,231.472727272727,0.0467099366496887,10.4827272727273,0.0914429777611064,7.89463636363636,0.000504524979109233,3.13,0,11.6,0,2020-06-05 21:45:00,231.472727272727,10.4827272727273,207.005454545455,89.96,91.7908818181818,10.5109063636364
48226,"2020-06-05 22:00:00","VAUL",207.274545454545,0.100036357027198,88.5545454545454,0.0522232967867064,90.3636363636364,0.0504524979109556,10.5054545454545,0.00522232967867082,231.763636363636,0.0504524979109628,10.6027272727273,0.0918793675523412,7.9,0,3.13,0,11.6,0,2020-06-05 22:00:00,231.763636363636,10.6027272727273,207.274545454545,89.8145454545454,91.6363363636364,10.4927245454545
48227,"2020-06-05 22:15:00","VAUL",207.403636363636,0.108468680020799,88.4181818181818,0.0404519917477922,90.2272727272727,0.0467099366496887,10.4854545454545,0.00522232967867082,232,0,10.4463636363636,0.162189563614477,7.908,0,3.13,0,11.6,0,2020-06-05 22:15:00,232,10.4463636363636,207.403636363636,89.6781818181818,91.4999727272727,10.4727245454545
