"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf"
"1","FRCH","2020","storm1","NO3",0.454189954109604,18,15.1629788251366,0.2,0.2,0.2,13.7757117117117,121.5,0.148148148148148,164.114583333333,"unburned","medium"
"2","FRCH","2020","storm10a","NO3",0.532834229585607,26.4,10.4648196614583,14.6,112,290.599999999999,12.5780052083333,63.5,0.415748031496063,221.739583333333,"unburned","medium"
"3","FRCH","2020","storm10b","NO3",0.284912522731526,3.2,10.4111655701754,28.4,134,317.599999999998,11.8447638888889,37.5,0.0853333333333333,224.697916666667,"unburned","medium"
"4","FRCH","2020","storm11","NO3",0.729666531110167,3,13.3012518115942,6,74.8000000000001,325.599999999998,13.3390716765873,22.5,0.133333333333333,232.739583333333,"unburned","medium"
"5","FRCH","2020","storm2","NO3",0.686632578524467,8.2,11.0747956989247,18.6,18.8,18.8,15.0523107638889,30.5,0.268852459016394,169.947916666667,"unburned","medium"
"6","FRCH","2020","storm3a","NO3",-0.532781919833565,93.6000000000003,11.162418715847,26.6,26.8,26.8,14.5348725198413,365.5,0.25608755129959,171.239583333333,"unburned","medium"
"7","FRCH","2020","storm4a","NO3",0.498264906843444,47.8,13.3373546099291,7.2,124.2,124.2,13.8756421130952,46.5,1.02795698924731,188.822916666667,"unburned","medium"
"8","FRCH","2020","storm4b","NO3",-0.131021632430482,8,11.9906781045752,53.4,170.6,170.6,15.0014505988024,50.5,0.158415841584158,190.822916666667,"unburned","medium"
"9","FRCH","2020","storm5","NO3",0.0257945259633682,3.6,13.9790277777778,17.6,168.6,186.8,12.6785596307385,14.5,0.248275862068966,197.239583333333,"unburned","medium"
"10","FRCH","2020","storm6","NO3",0.657460252751723,5.4,12.8149503205128,28.6,180.4,207.2,13.0971704091816,25.5,0.211764705882353,199.78125,"unburned","medium"
"11","FRCH","2020","storm7","NO3",0.458983250977346,38.2,10.9348916666667,33,135,212.6,13.4529106786427,84.5,0.45207100591716,201.739583333333,"unburned","medium"
"12","FRCH","2020","storm8","NO3",0.343235107731298,7.2,11.6578025173611,42,149.8,254.6,11.8998153692615,95.5,0.0753926701570681,207.65625,"unburned","medium"
"13","FRCH","2020","storm9a","NO3",0.82478108581436,11.2,13.4902142857143,13.8,149,266.199999999999,13.6994407242064,34.5,0.32463768115942,213.822916666667,"unburned","medium"
"14","FRCH","2020","storm9b","NO3",0.239271597967258,13,12.7073813657407,20.6,159,276.199999999999,13.9661284722222,71.25,0.182456140350877,215.291666666667,"unburned","medium"
"15","FRCH","2020","storm1","fDOM",-0.437122794871111,18,15.1629788251366,0.2,0.2,0.2,13.7757117117117,121.5,0.148148148148148,164.114583333333,"unburned","medium"
"16","FRCH","2020","storm10a","fDOM",-0.676345830624717,26.4,10.4648196614583,14.6,112,290.599999999999,12.5780052083333,63.5,0.415748031496063,221.739583333333,"unburned","medium"
"17","FRCH","2020","storm10b","fDOM",-0.400627865898048,3.2,10.4111655701754,28.4,134,317.599999999998,11.8447638888889,37.5,0.0853333333333333,224.697916666667,"unburned","medium"
"18","FRCH","2020","storm11","fDOM",-0.649146772301263,3,13.3012518115942,6,74.8000000000001,325.599999999998,13.3390716765873,22.5,0.133333333333333,232.739583333333,"unburned","medium"
"19","FRCH","2020","storm2","fDOM",-0.320331018793867,8.2,11.0747956989247,18.6,18.8,18.8,15.0523107638889,30.5,0.268852459016394,169.947916666667,"unburned","medium"
"20","FRCH","2020","storm3a","fDOM",0.174719376313617,93.6000000000003,11.162418715847,26.6,26.8,26.8,14.5348725198413,365.5,0.25608755129959,171.239583333333,"unburned","medium"
"21","FRCH","2020","storm4a","fDOM",-0.493476435769953,47.8,13.3373546099291,7.2,124.2,124.2,13.8756421130952,46.5,1.02795698924731,188.822916666667,"unburned","medium"
"22","FRCH","2020","storm4b","fDOM",0.0179982376378525,8,11.9906781045752,53.4,170.6,170.6,15.0014505988024,50.5,0.158415841584158,190.822916666667,"unburned","medium"
"23","FRCH","2020","storm5","fDOM",-0.176955585209729,3.6,13.9790277777778,17.6,168.6,186.8,12.6785596307385,14.5,0.248275862068966,197.239583333333,"unburned","medium"
"24","FRCH","2020","storm6","fDOM",-0.69673715911193,5.4,12.8149503205128,28.6,180.4,207.2,13.0971704091816,25.5,0.211764705882353,199.78125,"unburned","medium"
"25","FRCH","2020","storm7","fDOM",-0.43272065647787,38.2,10.9348916666667,33,135,212.6,13.4529106786427,84.5,0.45207100591716,201.739583333333,"unburned","medium"
"26","FRCH","2020","storm8","fDOM",-0.379047191690426,7.2,11.6578025173611,42,149.8,254.6,11.8998153692615,95.5,0.0753926701570681,207.65625,"unburned","medium"
"27","FRCH","2020","storm9a","fDOM",-0.604504777228898,11.2,13.4902142857143,13.8,149,266.199999999999,13.6994407242064,34.5,0.32463768115942,213.822916666667,"unburned","medium"
"28","FRCH","2020","storm9b","fDOM",-0.5577191597436,13,12.7073813657407,20.6,159,276.199999999999,13.9661284722222,71.25,0.182456140350877,215.291666666667,"unburned","medium"
"29","FRCH","2020","storm1","SPC",-0.333423326133909,18,15.1629788251366,0.2,0.2,0.2,13.7757117117117,121.5,0.148148148148148,164.114583333333,"unburned","medium"
"30","FRCH","2020","storm10a","SPC",0.664074960127594,26.4,10.4648196614583,14.6,112,290.599999999999,12.5780052083333,63.5,0.415748031496063,221.739583333333,"unburned","medium"
"31","FRCH","2020","storm10b","SPC",0.541254125412538,3.2,10.4111655701754,28.4,134,317.599999999998,11.8447638888889,37.5,0.0853333333333333,224.697916666667,"unburned","medium"
"32","FRCH","2020","storm11","SPC",0.793388429752069,3,13.3012518115942,6,74.8000000000001,325.599999999998,13.3390716765873,22.5,0.133333333333333,232.739583333333,"unburned","medium"
"33","FRCH","2020","storm2","SPC",0.601328903654492,8.2,11.0747956989247,18.6,18.8,18.8,15.0523107638889,30.5,0.268852459016394,169.947916666667,"unburned","medium"
"34","FRCH","2020","storm3a","SPC",0.354196608220751,93.6000000000003,11.162418715847,26.6,26.8,26.8,14.5348725198413,365.5,0.25608755129959,171.239583333333,"unburned","medium"
"35","FRCH","2020","storm4a","SPC",0.585285132382891,47.8,13.3373546099291,7.2,124.2,124.2,13.8756421130952,46.5,1.02795698924731,188.822916666667,"unburned","medium"
"36","FRCH","2020","storm4b","SPC",-0.438995215311005,8,11.9906781045752,53.4,170.6,170.6,15.0014505988024,50.5,0.158415841584158,190.822916666667,"unburned","medium"
"37","FRCH","2020","storm5","SPC",0.120138888888883,3.6,13.9790277777778,17.6,168.6,186.8,12.6785596307385,14.5,0.248275862068966,197.239583333333,"unburned","medium"
"38","FRCH","2020","storm6","SPC",0.261764705882332,5.4,12.8149503205128,28.6,180.4,207.2,13.0971704091816,25.5,0.211764705882353,199.78125,"unburned","medium"
"39","FRCH","2020","storm7","SPC",0.288919777601274,38.2,10.9348916666667,33,135,212.6,13.4529106786427,84.5,0.45207100591716,201.739583333333,"unburned","medium"
"40","FRCH","2020","storm8","SPC",0.38020833333334,7.2,11.6578025173611,42,149.8,254.6,11.8998153692615,95.5,0.0753926701570681,207.65625,"unburned","medium"
"41","FRCH","2020","storm9a","SPC",0.73205128205127,11.2,13.4902142857143,13.8,149,266.199999999999,13.6994407242064,34.5,0.32463768115942,213.822916666667,"unburned","medium"
"42","FRCH","2020","storm9b","SPC",0.335538752362947,13,12.7073813657407,20.6,159,276.199999999999,13.9661284722222,71.25,0.182456140350877,215.291666666667,"unburned","medium"
"43","FRCH","2020","storm1","turb",-0.0045752453262658,18,15.1629788251366,0.2,0.2,0.2,13.7757117117117,121.5,0.148148148148148,164.114583333333,"unburned","medium"
"44","FRCH","2020","storm10a","turb",-0.036940437470516,26.4,10.4648196614583,14.6,112,290.599999999999,12.5780052083333,63.5,0.415748031496063,221.739583333333,"unburned","medium"
"45","FRCH","2020","storm10b","turb",-0.0916635206558073,3.2,10.4111655701754,28.4,134,317.599999999998,11.8447638888889,37.5,0.0853333333333333,224.697916666667,"unburned","medium"
"46","FRCH","2020","storm11","turb",-0.047193678966214,3,13.3012518115942,6,74.8000000000001,325.599999999998,13.3390716765873,22.5,0.133333333333333,232.739583333333,"unburned","medium"
"47","FRCH","2020","storm2","turb",-0.118971583220568,8.2,11.0747956989247,18.6,18.8,18.8,15.0523107638889,30.5,0.268852459016394,169.947916666667,"unburned","medium"
"48","FRCH","2020","storm3a","turb",0.10445488094355,93.6000000000003,11.162418715847,26.6,26.8,26.8,14.5348725198413,365.5,0.25608755129959,171.239583333333,"unburned","medium"
"49","FRCH","2020","storm4a","turb",0.232428533962759,47.8,13.3373546099291,7.2,124.2,124.2,13.8756421130952,46.5,1.02795698924731,188.822916666667,"unburned","medium"
"50","FRCH","2020","storm4b","turb",-0.0359383631915404,8,11.9906781045752,53.4,170.6,170.6,15.0014505988024,50.5,0.158415841584158,190.822916666667,"unburned","medium"
"51","FRCH","2020","storm5","turb",0.152691426701569,3.6,13.9790277777778,17.6,168.6,186.8,12.6785596307385,14.5,0.248275862068966,197.239583333333,"unburned","medium"
