"valuedatetime";"datavalue"
2018-09-22 20:30:00;692,905221266032
2018-09-22 21:00:00;682,859945616685
2018-09-22 21:30:00;678,841835356958
2018-09-22 22:00:00;684,869000746578
2018-09-22 22:30:00;680,85089048685
2018-09-22 23:00:00;679,846362921904
2018-09-22 23:30:00;674,823725097231
2018-09-23 00:00:00;683,864473181631
2018-09-23 00:30:00;682,859945616685
2018-09-23 01:00:00;686,878055876441
2018-09-23 01:30:00;681,855418051739
2018-09-23 02:00:00;690,896166136168
2018-09-23 02:30:00;685,873528311495
2018-09-23 03:00:00;681,855418051739
2018-09-23 03:30:00;692,905221266032
2018-09-23 04:00:00;682,859945616685
2018-09-23 04:30:00;684,869000746578
2018-09-23 05:00:00;680,85089048685
2018-09-23 05:30:00;684,869000746578
2018-09-23 06:00:00;684,869000746578
2018-09-23 06:30:00;684,869000746578
2018-09-23 07:00:00;681,855418051739
2018-09-23 07:30:00;684,869000746578
2018-09-23 08:00:00;689,891638571222
2018-09-23 08:30:00;696,923331525759
2018-09-23 09:00:00;695,918803960842
2018-09-23 09:30:00;690,896166136168
2018-09-23 10:00:00;703,955024480325
2018-09-23 10:30:00;699,936914220569
2018-09-23 11:00:00;705,964079610159
2018-09-23 11:30:00;702,950496915379
2018-09-23 12:00:00;709,982189869916
2018-09-23 12:30:00;707,973134740023
2018-09-23 13:00:00;718,01841038937
2018-09-23 13:30:00;722,036520649126
2018-09-23 14:00:00;722,036520649126
2018-09-23 14:30:00;737,104434123117
2018-09-23 15:00:00;746,145182207518
2018-09-23 15:30:00;741,122544382844
2018-09-23 16:00:00;757,194985421782
2018-09-23 16:30:00;763,222150811402
2018-09-23 17:00:00;765,231205941236
2018-09-23 17:30:00;775,276481590612
2018-09-23 18:00:00;785,32175723993
2018-09-23 18:30:00;793,357977759413
2018-09-23 19:00:00;801,394198278867
2018-09-23 19:30:00;799,385143149004
2018-09-23 20:00:00;812,444001493161
2018-09-23 20:30:00;809,430418798351
2018-09-23 21:00:00;812,444001493161
2018-09-23 21:30:00;831,530025226879
2018-09-23 22:00:00;826,507387402205
2018-09-23 22:30:00;833,539080356742
2018-09-23 23:00:00;839,566245746362
2018-09-23 23:30:00;834,543607921689
2018-09-24 00:00:00;842,579828441143
2018-09-24 00:30:00;837,55719061647
2018-09-24 01:00:00;834,543607921689
2018-09-24 01:30:00;835,548135486635
2018-09-24 02:00:00;832,534552791825
2018-09-24 02:30:00;840,570773311279
2018-09-24 03:00:00;833,539080356742
2018-09-24 03:30:00;835,548135486635
2018-09-24 04:00:00;829,520970097015
2018-09-24 04:30:00;826,507387402205
2018-09-24 05:00:00;825,502859837259
2018-09-24 05:30:00;821,484749577561
2018-09-24 06:00:00;827,511914967152
2018-09-24 06:30:00;814,453056622995
2018-09-24 07:00:00;820,480222012615
2018-09-24 07:30:00;817,466639317834
2018-09-24 08:00:00;811,439473928214
2018-09-24 08:30:00;807,421363668458
2018-09-24 09:00:00;813,448529058078
2018-09-24 09:30:00;816,462111752888
2018-09-24 10:00:00;807,421363668458
2018-09-24 10:30:00;804,407780973677
2018-09-24 11:00:00;808,425891233404
2018-09-24 11:30:00;793,357977759413
2018-09-22 20:15:00;NA
2018-09-22 20:45:00;NA
2018-09-22 21:15:00;NA
2018-09-22 21:45:00;NA
2018-09-22 22:15:00;NA
2018-09-22 22:45:00;NA
2018-09-22 23:15:00;NA
2018-09-22 23:45:00;NA
2018-09-23 00:15:00;NA
2018-09-23 00:45:00;NA
2018-09-23 01:15:00;NA
2018-09-23 01:45:00;NA
2018-09-23 02:15:00;NA
2018-09-23 02:45:00;NA
2018-09-23 03:15:00;NA
2018-09-23 03:45:00;NA
2018-09-23 04:15:00;NA
2018-09-23 04:45:00;NA
2018-09-23 05:15:00;NA
2018-09-23 05:45:00;NA
2018-09-23 06:15:00;NA
2018-09-23 06:45:00;NA
2018-09-23 07:15:00;NA
2018-09-23 07:45:00;NA
2018-09-23 08:15:00;NA
2018-09-23 08:45:00;NA
2018-09-23 09:15:00;NA
2018-09-23 09:45:00;NA
2018-09-23 10:15:00;NA
2018-09-23 10:45:00;NA
2018-09-23 11:15:00;NA
2018-09-23 11:45:00;NA
2018-09-23 12:15:00;NA
2018-09-23 12:45:00;NA
2018-09-23 13:15:00;NA
2018-09-23 13:45:00;NA
2018-09-23 14:15:00;NA
2018-09-23 14:45:00;NA
2018-09-23 15:15:00;NA
2018-09-23 15:45:00;NA
2018-09-23 16:15:00;NA
2018-09-23 16:45:00;NA
2018-09-23 17:45:00;NA
2018-09-23 18:15:00;NA
2018-09-23 18:45:00;NA
2018-09-23 19:15:00;NA
2018-09-23 19:45:00;NA
2018-09-23 20:15:00;NA
2018-09-23 20:45:00;NA
2018-09-23 21:15:00;NA
2018-09-23 21:45:00;NA
2018-09-23 22:15:00;NA
2018-09-23 22:45:00;NA
2018-09-23 23:15:00;NA
2018-09-23 23:45:00;NA
2018-09-24 00:15:00;NA
2018-09-24 01:15:00;NA
2018-09-24 01:45:00;NA
2018-09-24 02:15:00;NA
2018-09-24 02:45:00;NA
2018-09-24 03:15:00;NA
2018-09-24 03:45:00;NA
2018-09-24 04:15:00;NA
2018-09-24 04:45:00;NA
2018-09-24 05:15:00;NA
2018-09-24 05:45:00;NA
2018-09-24 06:15:00;NA
2018-09-24 06:45:00;NA
2018-09-24 07:15:00;NA
2018-09-24 07:45:00;NA
2018-09-24 08:15:00;NA
2018-09-24 08:45:00;NA
2018-09-24 09:15:00;NA
2018-09-24 09:45:00;NA
2018-09-24 10:45:00;NA
2018-09-24 11:15:00;NA
