"valuedatetime";"datavalue"
2018-07-17 07:30:00;82,7333333333333
2018-07-17 08:00:00;82,8
2018-07-17 08:30:00;82,8
2018-07-17 09:00:00;82,75
2018-07-17 09:30:00;82,7
2018-07-17 10:00:00;82,6333333333333
2018-07-17 10:30:00;82,4666666666667
2018-07-17 11:00:00;82,4333333333333
2018-07-17 11:30:00;82,4
2018-07-17 12:00:00;82,3833333333333
2018-07-17 12:30:00;82,2666666666667
2018-07-17 13:00:00;82,2333333333333
2018-07-17 13:30:00;82,2
2018-07-17 14:00:00;82,1666666666667
2018-07-17 14:30:00;82,2
2018-07-17 15:00:00;82,2333333333333
2018-07-17 15:30:00;82,1
2018-07-17 16:00:00;82
2018-07-17 16:30:00;81,9666666666667
2018-07-17 17:00:00;81,9666666666667
2018-07-17 17:30:00;81,9
2018-07-17 18:00:00;81,8666666666667
2018-07-17 18:30:00;81,85
2018-07-17 19:00:00;81,8
2018-07-17 19:30:00;81,7
2018-07-17 20:00:00;81,55
2018-07-17 20:30:00;81,5
2018-07-17 21:00:00;81,55
2018-07-17 21:30:00;81,5
2018-07-17 22:00:00;81,4
2018-07-17 22:30:00;81,3333333333333
2018-07-17 23:00:00;81,25
2018-07-17 23:30:00;81,3
2018-07-18 00:00:00;81,2833333333333
2018-07-18 00:30:00;81,2
2018-07-18 01:00:00;81,2
2018-07-18 01:30:00;81,2
2018-07-18 02:00:00;81,2333333333333
2018-07-18 02:30:00;81,3
2018-07-18 03:00:00;81,3166666666667
2018-07-18 03:30:00;81,2666666666667
2018-07-18 04:00:00;81,25
2018-07-18 04:30:00;81,2666666666667
2018-07-18 05:00:00;81,3
2018-07-18 05:30:00;81,3
2018-07-18 06:00:00;81,2833333333333
2018-07-18 06:30:00;81,25
2018-07-18 07:00:00;81,3
2018-07-18 07:30:00;81,25
2018-07-18 08:00:00;81,2333333333333
2018-07-18 08:30:00;81,2
2018-07-18 09:00:00;81,15
2018-07-18 09:30:00;81,2
2018-07-18 10:00:00;81,25
2018-07-18 10:30:00;81,2
2018-07-18 11:00:00;81,2
2018-07-18 11:30:00;81,2
2018-07-18 12:00:00;81,2
2018-07-18 12:30:00;81,2
2018-07-18 13:00:00;81,2166666666667
2018-07-18 13:30:00;81,2
2018-07-18 14:00:00;NA
2018-07-18 14:30:00;NA
2018-07-18 15:00:00;80
2018-07-18 15:30:00;79,8666666666667
2018-07-18 16:00:00;79,9666666666667
2018-07-18 16:30:00;80,05
2018-07-18 17:00:00;80,1166666666667
2018-07-18 17:30:00;80,2166666666667
2018-07-18 18:00:00;80,3166666666667
2018-07-18 18:30:00;80,45
2018-07-18 19:00:00;80,5
2018-07-18 19:30:00;80,65
2018-07-18 20:00:00;80,8
2018-07-18 20:30:00;80,9
2018-07-18 21:00:00;81,05
2018-07-18 21:30:00;81,2
2018-07-18 22:00:00;81,3
2018-07-18 22:30:00;81,4
2018-07-18 23:00:00;81,5333333333333
2018-07-18 23:30:00;81,65
2018-07-19 00:00:00;81,7666666666667
2018-07-19 00:30:00;81,8666666666667
2018-07-19 01:00:00;82
2018-07-19 01:30:00;82,1
2018-07-19 02:00:00;82,25
2018-07-19 02:30:00;82,4
2018-07-19 03:00:00;82,4833333333333
2018-07-19 03:30:00;82,6
2018-07-19 04:00:00;82,7
2018-07-19 04:30:00;82,8
2018-07-19 05:00:00;82,9333333333333
2018-07-19 05:30:00;83,0166666666667
2018-07-19 06:00:00;83,0666666666667
2018-07-19 06:30:00;83,1
2018-07-19 07:00:00;83,15
2018-07-19 07:30:00;83,2
2018-07-19 08:00:00;83,2333333333333
2018-07-19 08:30:00;83,2833333333333
2018-07-19 09:00:00;83,3
2018-07-19 09:30:00;83,3333333333333
2018-07-19 10:00:00;83,35
2018-07-19 10:30:00;83,4
2018-07-19 11:00:00;83,4
2018-07-19 11:30:00;83,4
2018-07-19 12:00:00;83,3
2018-07-19 12:30:00;83,3166666666667
2018-07-19 13:00:00;83,35
2018-07-19 13:30:00;83,3166666666667
2018-07-19 14:00:00;83,3666666666667
2018-07-19 14:30:00;83,4
2018-07-19 15:00:00;83,4833333333333
2018-07-19 15:30:00;83,5
2018-07-19 16:00:00;83,5666666666667
2018-07-19 16:30:00;83,6666666666667
2018-07-19 17:00:00;83,7
2018-07-19 17:30:00;83,8
2018-07-19 18:00:00;83,8166666666667
2018-07-19 18:30:00;83,8666666666667
2018-07-19 19:00:00;83,9333333333333
2018-07-19 19:30:00;84
2018-07-19 20:00:00;84,0666666666667
2018-07-19 20:30:00;84,15
2018-07-19 21:00:00;84,25
2018-07-19 21:30:00;84,3666666666667
2018-07-19 22:00:00;84,4166666666667
2018-07-19 22:30:00;84,5
2018-07-19 23:00:00;84,5666666666667
2018-07-19 23:30:00;84,65
2018-07-20 00:00:00;84,75
2018-07-20 00:30:00;84,8166666666667
2018-07-20 01:00:00;84,9
2018-07-20 01:30:00;84,9
2018-07-20 02:00:00;85
2018-07-20 02:30:00;85,15
2018-07-20 03:00:00;85,3
2018-07-20 03:30:00;85,4
2018-07-20 04:00:00;85,5333333333333
2018-07-20 04:30:00;85,6333333333333
2018-07-20 05:00:00;85,7
2018-07-20 05:30:00;85,8
2018-07-20 06:00:00;85,85
2018-07-20 06:30:00;85,9
2018-07-20 07:00:00;85,9
2018-07-20 07:30:00;85,9
2018-07-20 08:00:00;85,9
2018-07-20 08:30:00;85,85
2018-07-20 09:00:00;85,8
2018-07-20 09:30:00;85,7166666666667
2018-07-20 10:00:00;85,7
2018-07-20 10:30:00;85,6
2018-07-20 11:00:00;85,55
2018-07-20 11:30:00;85,4
2018-07-20 12:00:00;85,2833333333333
2018-07-20 12:30:00;85,2166666666667
2018-07-20 13:00:00;85,1166666666667
2018-07-20 13:30:00;85
2018-07-20 14:00:00;84,95
2018-07-20 14:30:00;84,9166666666667
2018-07-20 15:00:00;84,85
2018-07-20 15:30:00;84,9166666666667
2018-07-20 16:00:00;84,7166666666667
2018-07-20 16:30:00;84,7
2018-07-20 17:00:00;84,75
2018-07-20 17:30:00;84,8
2018-07-20 18:00:00;84,8666666666667
2018-07-20 18:30:00;84,9333333333333
2018-07-20 19:00:00;85
2018-07-20 19:30:00;85,1
2018-07-20 20:00:00;85,2
2018-07-20 20:30:00;85,2833333333333
2018-07-20 21:00:00;85,3166666666667
2018-07-20 21:30:00;85,4
2018-07-20 22:00:00;85,45
2018-07-20 22:30:00;85,55
2018-07-20 23:00:00;85,6
2018-07-20 23:30:00;85,6333333333333
2018-07-21 00:00:00;85,6666666666667
2018-07-21 00:30:00;85,75
2018-07-21 01:00:00;85,85
2018-07-21 01:30:00;85,9166666666667
2018-07-21 02:00:00;86,05
2018-07-21 02:30:00;86
