"valuedatetime";"datavalue"
2018-07-15 11:00:00;70,8033333333333
2018-07-15 11:30:00;70,54
2018-07-15 12:00:00;70,3316666666667
2018-07-15 12:30:00;70,1033333333333
2018-07-15 13:00:00;69,9483333333333
2018-07-15 13:30:00;69,61
2018-07-15 14:00:00;69,055
2018-07-15 14:30:00;68,1766666666667
2018-07-15 15:00:00;67,8333333333333
2018-07-15 15:30:00;68,29
2018-07-15 16:00:00;68
2018-07-15 16:30:00;67,5083333333333
2018-07-15 17:00:00;67,7683333333333
2018-07-15 17:30:00;67,7433333333333
2018-07-15 18:00:00;67,5816666666667
2018-07-15 18:30:00;67,3266666666667
2018-07-15 19:00:00;67,2966666666667
2018-07-15 19:30:00;67,7883333333333
2018-07-15 20:00:00;68,4383333333333
2018-07-15 20:30:00;68,8266666666667
2018-07-15 21:00:00;69,18
2018-07-15 21:30:00;69,24
2018-07-15 22:00:00;69,495
2018-07-15 22:30:00;69,7483333333333
2018-07-15 23:00:00;70,1866666666667
2018-07-15 23:30:00;70,7716666666667
2018-07-16 00:00:00;71,1033333333333
2018-07-16 00:30:00;71,145
2018-07-16 01:00:00;70,9266666666667
2018-07-16 01:30:00;69,8733333333333
2018-07-16 02:00:00;69,615
2018-07-16 02:30:00;69,43
2018-07-16 03:00:00;68,795
2018-07-16 03:30:00;67,87
2018-07-16 04:00:00;67,6983333333333
2018-07-16 04:30:00;68,2183333333333
2018-07-16 05:00:00;68,2316666666667
2018-07-16 05:30:00;68,6683333333333
2018-07-16 06:00:00;68,465
2018-07-16 06:30:00;68,5083333333333
2018-07-16 07:00:00;68,7566666666667
2018-07-16 07:30:00;69,0833333333333
2018-07-16 08:00:00;69,6316666666667
2018-07-16 08:30:00;70,1533333333333
2018-07-16 09:00:00;71,145
2018-07-16 09:30:00;71,6383333333333
2018-07-16 10:00:00;74,1616666666667
2018-07-16 10:30:00;75,1083333333333
2018-07-16 11:00:00;76,6433333333333
2018-07-16 11:30:00;79,2783333333333
2018-07-16 12:00:00;80,9783333333333
2018-07-16 12:30:00;82,9316666666667
2018-07-16 13:00:00;85,0383333333333
2018-07-16 13:30:00;86,3516666666667
2018-07-16 14:00:00;88,2366666666667
2018-07-16 14:30:00;88,85
2018-07-16 15:00:00;89,955
2018-07-16 15:30:00;90,3716666666667
2018-07-16 16:00:00;85,7666666666667
2018-07-16 16:30:00;92,7783333333333
2018-07-16 17:00:00;93,4583333333333
2018-07-16 17:30:00;93,9633333333333
2018-07-16 18:00:00;93,9533333333333
2018-07-16 18:30:00;94,2466666666667
2018-07-16 19:00:00;93,9083333333333
2018-07-16 19:30:00;94,0266666666667
2018-07-16 20:00:00;93,8166666666667
2018-07-16 20:30:00;93,6616666666667
2018-07-16 21:00:00;92,4183333333333
2018-07-16 21:30:00;93,4916666666667
2018-07-16 22:00:00;93,1816666666667
2018-07-16 22:30:00;93,0183333333333
2018-07-16 23:00:00;92,775
2018-07-16 23:30:00;92,2083333333333
2018-07-17 00:00:00;91,6
2018-07-17 00:30:00;92,075
2018-07-17 01:00:00;91,9266666666667
2018-07-17 01:30:00;91,8033333333333
