"valuedatetime";"datavalue"
2018-07-05 08:00:00;39,8283333333333
2018-07-05 08:30:00;31,1666666666667
2018-07-05 09:00:00;390,58
2018-07-05 09:30:00;55,4683333333333
2018-07-05 10:00:00;258,035
2018-07-05 10:30:00;212,665
2018-07-05 11:00:00;35,7033333333333
2018-07-05 11:30:00;135,451666666667
2018-07-05 12:00:00;305,135
2018-07-05 12:30:00;105,301666666667
2018-07-05 13:00:00;26,2566666666667
2018-07-05 13:30:00;405,326666666667
2018-07-05 14:00:00;NA
2018-07-05 14:30:00;482,46
2018-07-05 15:00:00;227,835
2018-07-05 15:30:00;151,843333333333
2018-07-05 16:00:00;111,886666666667
2018-07-05 16:30:00;295,773333333333
2018-07-05 17:00:00;20,14
2018-07-05 17:30:00;58,72
2018-07-05 18:00:00;74,49
2018-07-05 18:30:00;35,525
2018-07-05 19:00:00;80,9483333333333
2018-07-05 19:30:00;52,1
2018-07-05 20:00:00;20,5716666666667
2018-07-05 20:30:00;50,6483333333333
2018-07-05 21:00:00;27,7633333333333
2018-07-05 21:30:00;44,8383333333333
2018-07-05 22:00:00;39,53
2018-07-05 22:30:00;32,215
2018-07-05 23:00:00;20,04
2018-07-05 23:30:00;37,665
2018-07-06 00:00:00;35,8766666666667
2018-07-06 00:30:00;24,3016666666667
2018-07-06 01:00:00;25,7616666666667
2018-07-06 01:30:00;30,0916666666667
2018-07-06 02:00:00;19,9916666666667
2018-07-06 02:30:00;31,3633333333333
2018-07-06 03:00:00;37,5916666666667
2018-07-06 03:30:00;30,8233333333333
2018-07-06 04:00:00;28,4816666666667
2018-07-06 04:30:00;18,0633333333333
2018-07-06 05:00:00;19,6266666666667
2018-07-06 05:30:00;19,875
2018-07-06 06:00:00;21,5616666666667
2018-07-06 06:30:00;28,5516666666667
2018-07-06 07:00:00;26,4716666666667
2018-07-06 07:30:00;32,45
2018-07-06 08:00:00;22,4283333333333
2018-07-06 08:30:00;29,2783333333333
2018-07-06 09:00:00;39,2983333333333
2018-07-06 09:30:00;38,4166666666667
2018-07-06 10:00:00;20,0366666666667
2018-07-06 10:30:00;52,0716666666667
2018-07-06 11:00:00;30,82
2018-07-06 11:30:00;20,9083333333333
2018-07-06 12:00:00;23,505
2018-07-06 12:30:00;18,2766666666667
