"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2019",214.3,14.9926853412718,418.5,8.54
"2","2020",227.467272727273,15.260111218724,252.454545454545,18.4418181818182
"3","2021",227.012727272727,23.4068114039467,380.536445454545,19.52
"4","2022",297.422147610939,16.602574281093,725.236363636364,29.9222727272727
