"","day","site.ID","year","dailyfDOM","dailyNO3","dailySPC","dailyTurb","dailyABS","julian"
"1",2015-06-27,"FRCH","2015",40.5171828027515,6.46300092661826,109.998507462687,1.7565671641791,0.0710410447761194,177
"2",2015-06-27,"MOOS","2015",108.582331304652,7.74198544476569,137.198507462687,0.420746268656716,0.220487313432836,177
"3",2015-06-28,"FRCH","2015",43.8090841285096,7.72532635187969,110.192708333333,1.965,0.0844083333333333,178
"4",2015-06-28,"MOOS","2015",107.228612490453,10.6446403244648,137.727083333333,0.397083333333333,0.2223015625,178
"5",2015-06-29,"FRCH","2015",45.4027756019952,7.72689212318778,107.794791666667,2.13479166666667,0.100811594202899,179
"6",2015-06-29,"MOOS","2015",103.958963998446,11.1804588051806,135.209375,0.4575,0.225111290322581,179
"7",2015-06-30,"FRCH","2015",45.8383373648126,7.07552431854383,107.8375,1.85020833333333,0.0977172131147541,180
"8",2015-06-30,"MOOS","2015",103.996254776373,11.0578699170473,134.004166666667,0.268333333333333,0.2280484375,180
"9",2015-07-01,"FRCH","2015",49.684996777228,8.1911433160385,108.229166666667,2.2484375,0.149054166666667,181
"10",2015-07-01,"MOOS","2015",106.24809686551,10.9296684028688,134.889583333333,0.3146875,0.2413015625,181
"11",2015-07-02,"FRCH","2015",117.35338794652,12.4331399218515,94.0739583333333,11.1934375,0.504230508474576,182
"12",2015-07-02,"MOOS","2015",112.919119875327,16.8926432411311,133.814583333333,1.92354166666667,0.367254166666667,182
"13",2015-07-03,"FRCH","2015",177.93027126703,NA,55.8041666666667,75.3098958333333,NA,183
"14",2015-07-03,"MOOS","2015",148.535991926775,20.5650798871282,93.8645833333333,40.3152083333333,0.872618292682927,183
"15",2015-07-04,"FRCH","2015",200.861611349859,17.7165204720198,58.9114583333333,20.7513541666667,0.929755555555556,184
"16",2015-07-04,"MOOS","2015",204.908411299093,16.9817374360461,75.728125,22.575625,0.851693333333333,184
"17",2015-07-05,"FRCH","2015",184.746370453301,12.9130075476626,71.059375,8.14895833333333,0.762211392405063,185
"18",2015-07-05,"MOOS","2015",220.369032272181,16.2747053740284,84.9239583333333,6.6134375,0.733238505747126,185
"19",2015-07-06,"FRCH","2015",161.843460354494,13.1675494385171,81.1833333333333,5.54625,0.579679333333333,186
"20",2015-07-06,"MOOS","2015",212.543808060532,16.6211593391293,95.3291666666667,2.79604166666667,0.638768617021277,186
"21",2015-07-07,"FRCH","2015",137.590169177288,13.4403291621523,88.7229166666667,4.92979166666667,0.45214,187
"22",2015-07-07,"MOOS","2015",199.085471739929,17.3111699959999,104.614583333333,1.73458333333333,0.569585416666667,187
"23",2015-07-08,"FRCH","2015",120.66727666015,13.5022990118618,94.1020618556701,5.1679381443299,0.378579032258064,188
"24",2015-07-08,"MOOS","2015",191.513632567022,17.5702270240376,110.418556701031,1.50577319587629,0.545636170212766,188
"25",2015-07-09,"FRCH","2015",107.623483748296,13.4267744131953,98.16875,4.5303125,0.31058984375,189
"26",2015-07-09,"MOOS","2015",185.455330856016,17.6230913598574,115.883333333333,1.11625,0.519659895833333,189
"27",2015-07-10,"FRCH","2015",93.1855230096316,13.1909852254552,100.769791666667,4.5884375,0.266959558823529,190
"28",2015-07-10,"MOOS","2015",173.821979086008,17.6678116337742,119.988541666667,0.974166666666667,0.481825520833333,190
"29",2015-07-11,"FRCH","2015",81.0373177604147,13.218238173143,103.011458333333,4.81010416666667,0.23657743902439,191
"30",2015-07-11,"MOOS","2015",162.455726836362,17.9605817185966,123.819791666667,0.834791666666667,0.448372916666667,191
"31",2015-07-12,"FRCH","2015",71.0557702288614,13.2006422494351,104.559375,4.91854166666667,0.211458695652174,192
"32",2015-07-12,"MOOS","2015",152.11524218616,18.1069756876295,126.978350515464,0.884226804123711,0.418244845360825,192
"33",2015-07-13,"FRCH","2015",64.757929725982,12.8711360640557,106.104166666667,4.963125,0.197083108108108,193
"34",2015-07-13,"MOOS","2015",143.002362506757,17.2503685864108,126.622680412371,1.08340206185567,0.408006382978723,193
"35",2015-07-14,"FRCH","2015",61.5090254232245,12.8307055423917,106.401052631579,5.242,0.190450520833333,194
"36",2015-07-14,"MOOS","2015",145.622652488862,17.0715752710513,126.5875,0.80234375,0.4042625,194
"37",2015-07-15,"FRCH","2015",70.5515955887367,12.8736625089447,105.9875,6.5828125,0.258815425531915,195
"38",2015-07-15,"MOOS","2015",144.28721408984,17.6992890019754,127.394791666667,0.79125,0.398328645833333,195
"39",2015-07-16,"FRCH","2015",85.4617587612984,12.8488359576634,100.614583333333,6.89385416666667,0.283,196
"40",2015-07-16,"MOOS","2015",139.400769487857,17.1155824654296,127.404166666667,0.942291666666667,0.4003078125,196
"41",2015-07-17,"FRCH","2015",75.9184357592552,12.5941533105927,102.646875,5.85104166666667,0.245614814814815,197
"42",2015-07-17,"MOOS","2015",138.066912319566,17.6237025708904,128.29375,0.830833333333333,0.404545833333333,197
"43",2015-07-18,"FRCH","2015",68.3380976300954,12.4525968302563,104.788541666667,6.23458333333333,0.22859802631579,198
"44",2015-07-18,"MOOS","2015",136.441230066137,17.9068970161953,131.395833333333,0.8671875,0.396899479166667,198
"45",2015-07-19,"FRCH","2015",67.9791708265398,12.2880960008082,106.164583333333,6.8353125,0.2225,199
"46",2015-07-19,"MOOS","2015",135.843061554191,17.8906489895672,132.770833333333,0.920208333333333,0.404311979166667,199
"47",2015-07-20,"FRCH","2015",93.2919410881197,NA,86.8489583333333,50.8227083333333,NA,200
"48",2015-07-20,"MOOS","2015",141.351479116362,15.255782699903,114.5625,13.9855208333333,0.622748734177215,200
"49",2015-07-21,"FRCH","2015",153.36964828496,NA,55.5041666666667,89.6807291666667,NA,201
"50",2015-07-21,"MOOS","2015",157.294872627337,NA,76.2510416666667,58.7184375,NA,201
"51",2015-07-22,"FRCH","2015",163.95442525305,16.0079234288806,67.36875,22.2630208333333,0.68655,202
"52",2015-07-22,"MOOS","2015",195.64590345655,NA,83.2583333333333,16.7655208333333,NA,202
"53",2015-07-23,"FRCH","2015",139.874170704556,16.6146667512438,77.3510416666667,12.8192708333333,0.531728888888889,203
"54",2015-07-23,"MOOS","2015",190.307518572856,NA,93.7552083333333,7.36458333333333,NA,203
"55",2015-07-24,"FRCH","2015",116.998033444421,16.8301628678245,84.3865979381443,10.8146391752577,0.409502985074627,204
"56",2015-07-24,"MOOS","2015",176.793565330306,20.6116790138222,101.334375,4.3771875,0.534456666666667,204
"57",2015-07-25,"FRCH","2015",99.1582057737441,16.6298979042864,88.780612244898,9.96663265306123,0.351250806451613,205
"58",2015-07-25,"MOOS","2015",163.341445383187,NA,106.897959183673,3.155,NA,205
"59",2015-07-26,"FRCH","2015",94.1719706284205,15.970500384141,91.8742372598162,11.0706551378446,0.357346014492754,206
"60",2015-07-26,"MOOS","2015",155.685630657043,20.8708706383321,109.325806451613,3.3996875,0.465086170212766,206
"61",2015-07-27,"FRCH","2015",111.250015033094,14.8223236153419,87.6520833333333,25.2451041666667,0.475879761904762,207
"62",2015-07-27,"MOOS","2015",156.345325054158,20.5238989226283,NA,NA,0.452212765957447,207
"63",2015-07-28,"FRCH","2015",164.323700972241,NA,44.0114583333333,120.577291666667,NA,208
"64",2015-07-28,"MOOS","2015",156.698899885215,17.9167273269766,NA,NA,0.782683333333333,208
"65",2015-07-29,"FRCH","2015",196.609276029928,NA,45.778125,48.6953125,NA,209
"66",2015-07-29,"MOOS","2015",157.050661685238,18.553051627366,NA,NA,0.956036842105263,209
"67",2015-07-30,"FRCH","2015",186.380764427923,21.5521168794079,55.6770833333333,31.55625,0.81539247311828,210
"68",2015-07-30,"MOOS","2015",157.400627050621,19.3816308705682,NA,NA,0.839025352112676,210
"69",2015-07-31,"FRCH","2015",163.798774132087,22.5971065017235,64.5489583333333,20.36,0.653890588235294,211
"70",2015-07-31,"MOOS","2015",157.748812377107,21.1341198161756,NA,NA,0.721041208791209,211
"71",2015-08-01,"FRCH","2015",142.491565601777,22.9779655116349,70.5052083333333,15.196875,0.523951736111111,212
"72",2015-08-01,"MOOS","2015",158.095233862805,22.0749654081039,NA,NA,0.639522105263158,212
"73",2015-08-02,"FRCH","2015",125.206399253006,22.8369429365206,74.5333333333333,13.3976041666667,0.446891228070175,213
"74",2015-08-02,"MOOS","2015",158.439907511169,22.6182135273131,NA,NA,0.582527083333333,213
"75",2015-08-03,"FRCH","2015",112.985988110892,22.2171257616652,77.4322916666667,12.4433333333333,0.396567021276596,214
"76",2015-08-03,"MOOS","2015",158.782849133906,22.459655198494,NA,NA,0.554485638297872,214
"77",2015-08-04,"FRCH","2015",101.950415602239,21.7437546065983,80.6229166666667,12.1984375,0.3577375,215
"78",2015-08-04,"MOOS","2015",157.570921450604,22.881441745539,97.7708333333333,4.87222222222222,0.530416145833333,215
"79",2015-08-05,"FRCH","2015",91.949457176187,21.3451831074409,82.596875,12.3652083333333,0.324123859649123,216
"80",2015-08-05,"MOOS","2015",151.798782753574,23.1514951536338,99.890625,4.07708333333333,0.50460625,216
"81",2015-08-06,"FRCH","2015",86.5136986547077,20.7463443088098,83.9145833333333,12.7529166666667,0.314543071161049,217
"82",2015-08-06,"MOOS","2015",146.120849121562,22.9048715018053,102.436458333333,4.18729166666667,0.497840625,217
"83",2015-08-07,"FRCH","2015",86.7812074477947,19.9295432389421,83.93125,12.641875,0.310961594202899,218
"84",2015-08-07,"MOOS","2015",150.531188821389,18.856167542878,97.584375,14.9733333333333,0.639223369565217,218
"85",2015-08-08,"FRCH","2015",80.8957329675587,19.8807199499451,85.1864583333333,11.7658333333333,0.2997,219
"86",2015-08-08,"MOOS","2015",174.282353258754,20.149671823331,94.9157894736842,8.6803125,0.607017741935484,219
"87",2015-08-09,"FRCH","2015",75.102289967007,NA,86.0322916666667,11.6934375,NA,220
"88",2015-08-09,"MOOS","2015",166.577251436082,21.7500901233964,100.169791666667,4.8946875,0.548938020833333,220
"89",2015-08-10,"FRCH","2015",73.6517353393646,18.7793941680173,86.8479166666667,12.0355208333333,0.300444444444445,221
"90",2015-08-10,"MOOS","2015",159.777698072489,21.6493714315542,103.639583333333,3.96770833333333,0.524346276595745,221
"91",2015-08-11,"FRCH","2015",81.4857011353303,18.4648009144452,85.8758241758242,14.4472527472527,0.329744444444444,222
"92",2015-08-11,"MOOS","2015",160.887630595123,21.0773505130389,104.276842105263,4.64578947368421,0.545290104166667,222
"93",2015-08-12,"FRCH","2015",86.2577518489658,17.9790971740387,85.553125,11.4439583333333,0.323309722222222,223
"94",2015-08-12,"MOOS","2015",169.546227727709,21.0056350851631,102.153125,4.4484375,0.560114583333333,223
"95",2015-08-13,"FRCH","2015",84.8785248590429,18.1940622130543,86.2614583333333,11.2007291666667,0.343408333333333,224
"96",2015-08-13,"MOOS","2015",165.421943994915,21.6597327590131,103.802083333333,3.3221875,0.5277234375,224
"97",2015-08-14,"FRCH","2015",97.8681868768334,16.4214508494437,80.190625,23.8394791666667,0.439601388888889,225
"98",2015-08-14,"MOOS","2015",162.629077802682,19.8431117003359,102.289583333333,7.86489583333333,0.586895833333333,225
"99",2015-08-15,"FRCH","2015",109.505263334853,16.9986208050347,80.3625,13.9721875,0.417894444444444,226
"100",2015-08-15,"MOOS","2015",177.149856550763,20.2832292168715,99.7364583333333,6.22635416666667,0.591838421052632,226
"101",2015-08-16,"FRCH","2015",100.21922782105,17.6530058657957,82.903125,11.2990625,0.375339236111111,227
"102",2015-08-16,"MOOS","2015",171.212170705751,21.4605288964974,103.663541666667,3.64489583333333,0.538951041666667,227
"103",2015-08-17,"FRCH","2015",96.9624739819877,17.1567805104093,83.5536082474227,12.4403092783505,0.395304912280702,228
"104",2015-08-17,"MOOS","2015",162.471834789475,21.0955899046456,106.1375,3.75677083333333,0.531527419354839,228
"105",2015-08-18,"FRCH","2015",102.686097203243,16.9824911396091,83.3263157894737,11.2475789473684,0.397021052631579,229
"106",2015-08-18,"MOOS","2015",184.212235472336,19.7670325473743,102.327368421053,5.93197916666667,0.623497894736842,229
"107",2015-08-19,"FRCH","2015",103.973477055181,16.3687583104872,81.3412371134021,23.6250515463918,0.573989605734767,230
"108",2015-08-19,"MOOS","2015",185.480105441683,19.8756031232055,100.14375,11.5730208333333,0.675736363636364,230
"109",2015-08-20,"FRCH","2015",136.043811244198,15.0821579396719,69.13125,39.1347916666667,0.720473846153846,231
"110",2015-08-20,"MOOS","2015",179.386472256421,27.3137185911122,79.9760416666667,59.4803125,1.04629285714286,231
"111",2015-08-21,"FRCH","2015",147.733584139092,16.4062499165047,69.6666666666667,23.721875,0.694681782945736,232
