"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2019",51.1668181818182,12.4531264476896,131.963636363636,6.38045454545454
"2","2020",68.9677272727272,28.1619853680564,114.7,9.96590909090909
"3","2021",55.9236363636364,24.9227077099556,139.245454545455,6.99136363636364
"4","2022",51.4006299932533,18.1236515154366,140.027227272727,2.64318181818181
