"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2018",126.195,25.6572222222222,110.6,6.62
"2","2019",108.420909090909,18.0910455907341,116.8,6.795
"3","2020",122.105909090909,22.2442189336361,103.263636363636,20.0827272727273
"4","2021",104.652727272727,19.9285714285714,127.177272727273,7.74181818181818
"5","2022",135.592749760155,18.417329985504,129.254545454545,5.09363636363636
