"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2019",33.5690909090909,29.4881635137518,119.027272727273,3.75909090909091
"2","2020",42.3795454545455,29.5828780477728,94.023636363636,9.45090909090909
"3","2021",21.77,26.2385591151841,126.004545454546,5.86718181818182
"4","2022",40.9732339932918,25.7270722594109,130.872727272727,3.36136363636363
