"","site.ID","DateTimeAK","Discharge","NO3","fDOM","SPC","Turb","day"
"9547","CARI",2022-08-18 22:45:00,199.598,23.2,43.294,84.8356666666667,1.69533333333333,2022-08-18
"9548","CARI",2022-08-18 23:00:00,199.224,23.3,43.3486666666667,84.8643333333333,1.63966666666667,2022-08-18
"9549","CARI",2022-08-18 23:15:00,198.464666666667,23.2,43.4466666666667,84.8846666666667,1.78733333333333,2022-08-18
"9550","CARI",2022-08-18 23:30:00,198.492666666667,23.3,43.9546666666667,84.907,1.80633333333333,2022-08-18
"9551","CARI",2022-08-18 23:45:00,199.212666666667,23.3,43.948,84.912,1.71033333333333,2022-08-18
"9552","CARI",2022-08-19 00:00:00,198.490666666667,23.4,44.2326666666667,84.924,1.70966666666667,2022-08-19
"9553","CARI",2022-08-19 00:15:00,199.066666666667,23.5,43.8953333333333,84.939,1.605,2022-08-19
"9554","CARI",2022-08-19 00:30:00,200.044,23.5,43.6306666666667,84.9573333333333,1.751,2022-08-19
"9555","CARI",2022-08-19 00:45:00,202.907333333333,23.5,43.844,84.8916666666667,1.878,2022-08-19
"9556","CARI",2022-08-19 01:00:00,207.254666666667,23.6,43.8346666666667,84.8653333333333,1.89866666666667,2022-08-19
"9557","CARI",2022-08-19 01:15:00,207.494,23.6,43.8786666666667,84.8843333333333,1.93566666666667,2022-08-19
"9558","CARI",2022-08-19 01:30:00,211.172,23.6,44.082,84.9253333333333,1.99266666666667,2022-08-19
"9559","CARI",2022-08-19 01:45:00,211.366666666667,23.6,44.0693333333333,84.9976666666667,2.11666666666667,2022-08-19
"9560","CARI",2022-08-19 02:00:00,213.198666666667,23.6,43.9886666666667,85.0893333333333,2.21366666666667,2022-08-19
"9561","CARI",2022-08-19 02:15:00,215.593333333333,23.7,43.8626666666667,85.1223333333333,2.119,2022-08-19
"9562","CARI",2022-08-19 02:30:00,218.656666666667,23.6,43.8426666666667,85.1136666666667,2.122,2022-08-19
"9563","CARI",2022-08-19 02:45:00,220.69,23.6,43.9893333333333,85.1853333333333,2.16433333333333,2022-08-19
"9564","CARI",2022-08-19 03:00:00,222.338,23.7,44.188,85.2716666666667,2.21466666666667,2022-08-19
"9565","CARI",2022-08-19 03:15:00,221.669333333333,23.7,44.1606666666667,85.3166666666667,2.21233333333333,2022-08-19
"9566","CARI",2022-08-19 03:30:00,224.04,23.6,44.2273333333333,85.3306666666667,2.126,2022-08-19
"9567","CARI",2022-08-19 03:45:00,223.685333333333,23.7,44.2753333333333,85.3456666666667,2.01233333333333,2022-08-19
"9568","CARI",2022-08-19 04:00:00,223.574666666667,23.6,44.3813333333333,85.3643333333333,2.04166666666667,2022-08-19
"9569","CARI",2022-08-19 04:15:00,223.441333333333,23.7,44.2593333333333,85.4006666666667,2.027,2022-08-19
"9570","CARI",2022-08-19 04:30:00,227.030666666667,23.8,44.368,85.4566666666667,2.14,2022-08-19
"9571","CARI",2022-08-19 04:45:00,225.495333333333,23.8,44.0593333333333,85.4543333333333,2.53333333333333,2022-08-19
