"","site.ID","datetimeAK","fDOM","SPC","Turb","NO3","Q","MeanDischarge","DateTime","nitrateuM","fDOM.QSU","SpCond.uScm","Turbidity.FNU"
"8785","VAUL",2021-08-24 14:15:00,241.384545454545,185.109090909091,36.9036363636364,NA,495.366134841082,495.366134841082,2021-08-24 14:15:00,NA,241.384545454545,185.109090909091,36.9036363636364
"8786","VAUL",2021-08-24 14:30:00,241.997272727273,184.8,34.9990909090909,NA,496.422822188673,496.422822188673,2021-08-24 14:30:00,NA,241.997272727273,184.8,34.9990909090909
"8787","VAUL",2021-08-24 14:45:00,241.82,184.536363636364,35.7054545454545,NA,496.422822188673,496.422822188673,2021-08-24 14:45:00,NA,241.82,184.536363636364,35.7054545454545
"8788","VAUL",2021-08-24 15:00:00,242.511818181818,184.263636363636,36.1236363636364,NA,499.592884231417,499.592884231417,2021-08-24 15:00:00,NA,242.511818181818,184.263636363636,36.1236363636364
"8789","VAUL",2021-08-24 15:15:00,242.735454545455,183.963636363636,35.9481818181818,NA,498.536196883826,498.536196883826,2021-08-24 15:15:00,NA,242.735454545455,183.963636363636,35.9481818181818
"8790","VAUL",2021-08-24 15:30:00,242.049090909091,183.736363636364,36.4927272727273,NA,500.649571579008,500.649571579008,2021-08-24 15:30:00,NA,242.049090909091,183.736363636364,36.4927272727273
"8791","VAUL",2021-08-24 15:45:00,242.465454545455,183.454545454545,33.4409090909091,NA,500.649571579008,500.649571579008,2021-08-24 15:45:00,NA,242.465454545455,183.454545454545,33.4409090909091
"8792","VAUL",2021-08-24 16:00:00,243.126363636364,183.263636363636,36.3127272727273,NA,499.592884231417,499.592884231417,2021-08-24 16:00:00,NA,243.126363636364,183.263636363636,36.3127272727273
"8793","VAUL",2021-08-24 16:15:00,243.61,182.972727272727,35.2272727272727,21.0896925764025,501.706258926628,501.706258926628,2021-08-24 16:15:00,21.0896925764025,243.61,182.972727272727,35.2272727272727
"8794","VAUL",2021-08-24 16:30:00,244.351818181818,182.8,33.4709090909091,NA,501.706258926628,501.706258926628,2021-08-24 16:30:00,NA,244.351818181818,182.8,33.4709090909091
"8795","VAUL",2021-08-24 16:45:00,244.798181818182,182.5,35.1909090909091,21.0023446835663,501.706258926628,501.706258926628,2021-08-24 16:45:00,21.0023446835663,244.798181818182,182.5,35.1909090909091
"8796","VAUL",2021-08-24 17:00:00,244.694545454545,182.263636363636,31.4672727272727,NA,503.819633621781,503.819633621781,2021-08-24 17:00:00,NA,244.694545454545,182.263636363636,31.4672727272727
"8797","VAUL",2021-08-24 17:15:00,243.873636363636,182.1,32.5990909090909,NA,502.762946274219,502.762946274219,2021-08-24 17:15:00,NA,243.873636363636,182.1,32.5990909090909
"8798","VAUL",2021-08-24 17:30:00,244.211818181818,181.827272727273,35.5790909090909,NA,503.819633621781,503.819633621781,2021-08-24 17:30:00,NA,244.211818181818,181.827272727273,35.5790909090909
"8799","VAUL",2021-08-24 17:45:00,244.669090909091,181.627272727273,34.7790909090909,NA,503.819633621781,503.819633621781,2021-08-24 17:45:00,NA,244.669090909091,181.627272727273,34.7790909090909
"8800","VAUL",2021-08-24 18:00:00,244.056363636364,181.390909090909,32.6590909090909,NA,505.933008316963,505.933008316963,2021-08-24 18:00:00,NA,244.056363636364,181.390909090909,32.6590909090909
"8801","VAUL",2021-08-24 18:15:00,244.991818181818,181.227272727273,34.1509090909091,NA,504.876320969372,504.876320969372,2021-08-24 18:15:00,NA,244.991818181818,181.227272727273,34.1509090909091
"8802","VAUL",2021-08-24 18:30:00,244.880909090909,181,32.8845454545455,NA,508.046383012144,508.046383012144,2021-08-24 18:30:00,NA,244.880909090909,181,32.8845454545455
"8803","VAUL",2021-08-24 18:45:00,244.414545454545,180.836363636364,31.8427272727273,NA,509.103070359764,509.103070359764,2021-08-24 18:45:00,NA,244.414545454545,180.836363636364,31.8427272727273
"8804","VAUL",2021-08-24 19:00:00,244.123636363636,180.6,33.6390909090909,NA,510.159757707326,510.159757707326,2021-08-24 19:00:00,NA,244.123636363636,180.6,33.6390909090909
"8805","VAUL",2021-08-24 19:15:00,243.629090909091,180.436363636364,31.7981818181818,NA,508.046383012144,508.046383012144,2021-08-24 19:15:00,NA,243.629090909091,180.436363636364,31.7981818181818
"8806","VAUL",2021-08-24 19:30:00,243.288181818182,180.281818181818,35.3390909090909,12.0571428571429,512.273132402508,512.273132402508,2021-08-24 19:30:00,12.0571428571429,243.288181818182,180.281818181818,35.3390909090909
"8807","VAUL",2021-08-24 19:45:00,243.152727272727,180.154545454545,33.9127272727273,12.0571428571429,512.273132402508,512.273132402508,2021-08-24 19:45:00,12.0571428571429,243.152727272727,180.154545454545,33.9127272727273
"8808","VAUL",2021-08-24 20:00:00,242.086363636364,179.990909090909,34.6290909090909,12.0571428571429,514.38650709769,514.38650709769,2021-08-24 20:00:00,12.0571428571429,242.086363636364,179.990909090909,34.6290909090909
"8809","VAUL",2021-08-24 20:15:00,241.793636363636,179.836363636364,38.58,12.0571428571429,515.443194445281,515.443194445281,2021-08-24 20:15:00,12.0571428571429,241.793636363636,179.836363636364,38.58
"8810","VAUL",2021-08-24 20:30:00,241.59,179.681818181818,37.4472727272727,NA,516.499881792872,516.499881792872,2021-08-24 20:30:00,NA,241.59,179.681818181818,37.4472727272727
"8811","VAUL",2021-08-24 20:45:00,241.337272727273,179.509090909091,34.3763636363636,NA,515.443194445281,515.443194445281,2021-08-24 20:45:00,NA,241.337272727273,179.509090909091,34.3763636363636
"8812","VAUL",2021-08-24 21:00:00,241.234545454545,179.4,34.2409090909091,NA,519.669943835645,519.669943835645,2021-08-24 21:00:00,NA,241.234545454545,179.4,34.2409090909091
"8813","VAUL",2021-08-24 21:15:00,241.672727272727,179.209090909091,36.7281818181818,NA,519.669943835645,519.669943835645,2021-08-24 21:15:00,NA,241.672727272727,179.209090909091,36.7281818181818
"8814","VAUL",2021-08-24 21:30:00,241.193636363636,179.045454545455,37.0418181818182,NA,518.613256488054,518.613256488054,2021-08-24 21:30:00,NA,241.193636363636,179.045454545455,37.0418181818182
"8815","VAUL",2021-08-24 21:45:00,240.865454545455,178.918181818182,38.4190909090909,NA,524.953380573599,524.953380573599,2021-08-24 21:45:00,NA,240.865454545455,178.918181818182,38.4190909090909
"8816","VAUL",2021-08-24 22:00:00,240.769090909091,178.845454545455,38.6236363636364,NA,523.896693226008,523.896693226008,2021-08-24 22:00:00,NA,240.769090909091,178.845454545455,38.6236363636364
"8817","VAUL",2021-08-24 22:15:00,239.799090909091,178.736363636364,35.7836363636364,NA,526.01006792119,526.01006792119,2021-08-24 22:15:00,NA,239.799090909091,178.736363636364,35.7836363636364
"8818","VAUL",2021-08-24 22:30:00,238.05,178.654545454545,39.9327272727273,NA,528.123442616343,528.123442616343,2021-08-24 22:30:00,NA,238.05,178.654545454545,39.9327272727273
"8819","VAUL",2021-08-24 22:45:00,235.189090909091,178.518181818182,43.45,NA,529.180129963934,529.180129963934,2021-08-24 22:45:00,NA,235.189090909091,178.518181818182,43.45
"8820","VAUL",2021-08-24 23:00:00,231.796363636364,178.409090909091,47.12,NA,527.066755268781,527.066755268781,2021-08-24 23:00:00,NA,231.796363636364,178.409090909091,47.12
"8821","VAUL",2021-08-24 23:15:00,230.31,178.290909090909,43.39,NA,529.180129963934,529.180129963934,2021-08-24 23:15:00,NA,230.31,178.290909090909,43.39
"8822","VAUL",2021-08-24 23:30:00,229.662727272727,178.3,51.44,NA,531.293504659145,531.293504659145,2021-08-24 23:30:00,NA,229.662727272727,178.3,51.44
"8823","VAUL",2021-08-24 23:45:00,229.13,178.245454545455,41.7345454545455,NA,531.293504659145,531.293504659145,2021-08-24 23:45:00,NA,229.13,178.245454545455,41.7345454545455
"8824","VAUL",2021-08-25 00:00:00,228.606363636364,178.190909090909,48.3981818181818,NA,535.520254049479,535.520254049479,2021-08-25 00:00:00,NA,228.606363636364,178.190909090909,48.3981818181818
"8825","VAUL",2021-08-25 00:15:00,227.822727272727,178.218181818182,45.5636363636364,NA,536.57694139707,536.57694139707,2021-08-25 00:15:00,NA,227.822727272727,178.218181818182,45.5636363636364
"8826","VAUL",2021-08-25 00:30:00,227.695454545455,178.236363636364,52.8518181818182,NA,538.690316092281,538.690316092281,2021-08-25 00:30:00,NA,227.695454545455,178.236363636364,52.8518181818182
"8827","VAUL",2021-08-25 00:45:00,227.798181818182,178.272727272727,50.2454545454545,NA,538.690316092281,538.690316092281,2021-08-25 00:45:00,NA,227.798181818182,178.272727272727,50.2454545454545
"8828","VAUL",2021-08-25 01:00:00,227.577272727273,178.236363636364,46.69,NA,540.803690787434,540.803690787434,2021-08-25 01:00:00,NA,227.577272727273,178.236363636364,46.69
"8829","VAUL",2021-08-25 01:15:00,227.298181818182,178.227272727273,51.57,NA,541.860378135025,541.860378135025,2021-08-25 01:15:00,NA,227.298181818182,178.227272727273,51.57
"8830","VAUL",2021-08-25 01:30:00,224.233636363636,178.145454545455,52.8518181818182,NA,545.030440177827,545.030440177827,2021-08-25 01:30:00,NA,224.233636363636,178.145454545455,52.8518181818182
"8831","VAUL",2021-08-25 01:45:00,223.537272727273,178.018181818182,58.7136363636364,NA,545.030440177827,545.030440177827,2021-08-25 01:45:00,NA,223.537272727273,178.018181818182,58.7136363636364
"8832","VAUL",2021-08-25 02:00:00,223.917272727273,178.027272727273,52.5309090909091,21.0148229539715,545.030440177827,545.030440177827,2021-08-25 02:00:00,21.0148229539715,223.917272727273,178.027272727273,52.5309090909091
"8833","VAUL",2021-08-25 02:15:00,223.399090909091,177.981818181818,58.4836363636364,20.677909653032,548.20050222057,548.20050222057,2021-08-25 02:15:00,20.677909653032,223.399090909091,177.981818181818,58.4836363636364
"8834","VAUL",2021-08-25 02:30:00,222.437272727273,177.972727272727,54.8718181818182,NA,549.257189568161,549.257189568161,2021-08-25 02:30:00,NA,222.437272727273,177.972727272727,54.8718181818182
"8835","VAUL",2021-08-25 02:45:00,221.684545454545,177.927272727273,60.7963636363636,NA,550.313876915752,550.313876915752,2021-08-25 02:45:00,NA,221.684545454545,177.927272727273,60.7963636363636
"8836","VAUL",2021-08-25 03:00:00,221.11,177.836363636364,60.4527272727273,NA,552.427251610963,552.427251610963,2021-08-25 03:00:00,NA,221.11,177.836363636364,60.4527272727273
"8837","VAUL",2021-08-25 03:15:00,220.368181818182,177.754545454545,53.7590909090909,NA,553.483938958525,553.483938958525,2021-08-25 03:15:00,NA,220.368181818182,177.754545454545,53.7590909090909
"8838","VAUL",2021-08-25 03:30:00,219.849090909091,177.672727272727,66.5545454545455,NA,552.427251610963,552.427251610963,2021-08-25 03:30:00,NA,219.849090909091,177.672727272727,66.5545454545455
"8839","VAUL",2021-08-25 03:45:00,218.043636363636,177.563636363636,70.8390909090909,NA,554.540626306116,554.540626306116,2021-08-25 03:45:00,NA,218.043636363636,177.563636363636,70.8390909090909
"8840","VAUL",2021-08-25 04:00:00,216.220909090909,177.372727272727,58.6581818181818,NA,554.540626306116,554.540626306116,2021-08-25 04:00:00,NA,216.220909090909,177.372727272727,58.6581818181818
"8841","VAUL",2021-08-25 04:15:00,214.580909090909,177.090909090909,69.3872727272727,NA,560.880750391661,560.880750391661,2021-08-25 04:15:00,NA,214.580909090909,177.090909090909,69.3872727272727
"8842","VAUL",2021-08-25 04:30:00,213.88,176.845454545455,69.11,NA,558.76737569648,558.76737569648,2021-08-25 04:30:00,NA,213.88,176.845454545455,69.11
"8843","VAUL",2021-08-25 04:45:00,212.506363636364,176.654545454545,69.5936363636364,NA,559.82406304407,559.82406304407,2021-08-25 04:45:00,NA,212.506363636364,176.654545454545,69.5936363636364
"8844","VAUL",2021-08-25 05:00:00,211.055454545455,176.5,75.0745454545455,NA,561.937437739252,561.937437739252,2021-08-25 05:00:00,NA,211.055454545455,176.5,75.0745454545455
"8845","VAUL",2021-08-25 05:15:00,211.248181818182,176.336363636364,74.26,NA,564.050812434434,564.050812434434,2021-08-25 05:15:00,NA,211.248181818182,176.336363636364,74.26
"8846","VAUL",2021-08-25 05:30:00,211.31,176.209090909091,76.79,NA,567.220874477207,567.220874477207,2021-08-25 05:30:00,NA,211.31,176.209090909091,76.79
"8847","VAUL",2021-08-25 05:45:00,209.67,175.990909090909,82.0709090909091,NA,567.220874477207,567.220874477207,2021-08-25 05:45:00,NA,209.67,175.990909090909,82.0709090909091
"8848","VAUL",2021-08-25 06:00:00,208.303636363636,175.8,78.4218181818182,NA,567.220874477207,567.220874477207,2021-08-25 06:00:00,NA,208.303636363636,175.8,78.4218181818182
"8849","VAUL",2021-08-25 06:15:00,205.868181818182,175.636363636364,83.2545454545455,NA,569.334249172389,569.334249172389,2021-08-25 06:15:00,NA,205.868181818182,175.636363636364,83.2545454545455
"8850","VAUL",2021-08-25 06:30:00,203.387272727273,175.436363636364,80.9063636363636,NA,572.504311215132,572.504311215132,2021-08-25 06:30:00,NA,203.387272727273,175.436363636364,80.9063636363636
"8851","VAUL",2021-08-25 06:45:00,202.516363636364,175.236363636364,91.58,NA,571.447623867571,571.447623867571,2021-08-25 06:45:00,NA,202.516363636364,175.236363636364,91.58
"8852","VAUL",2021-08-25 07:00:00,200.704545454545,175.009090909091,94.0245454545455,NA,575.674373257934,575.674373257934,2021-08-25 07:00:00,NA,200.704545454545,175.009090909091,94.0245454545455
"8853","VAUL",2021-08-25 07:15:00,197.773636363636,174.718181818182,92.8045454545454,NA,573.560998562723,573.560998562723,2021-08-25 07:15:00,NA,197.773636363636,174.718181818182,92.8045454545454
"8854","VAUL",2021-08-25 07:30:00,196.532727272727,174.436363636364,90.9372727272727,NA,573.560998562723,573.560998562723,2021-08-25 07:30:00,NA,196.532727272727,174.436363636364,90.9372727272727
"8855","VAUL",2021-08-25 07:45:00,194.442727272727,174.236363636364,98.1490909090909,NA,575.674373257934,575.674373257934,2021-08-25 07:45:00,NA,194.442727272727,174.236363636364,98.1490909090909
"8856","VAUL",2021-08-25 08:00:00,192.257272727273,173.963636363636,93.8572727272727,NA,576.731060605525,576.731060605525,2021-08-25 08:00:00,NA,192.257272727273,173.963636363636,93.8572727272727
"8857","VAUL",2021-08-25 08:15:00,189.923636363636,173.636363636364,99.1863636363636,NA,578.844435300678,578.844435300678,2021-08-25 08:15:00,NA,189.923636363636,173.636363636364,99.1863636363636
"8858","VAUL",2021-08-25 08:30:00,189.108181818182,173.336363636364,102.215454545455,NA,579.901122648269,579.901122648269,2021-08-25 08:30:00,NA,189.108181818182,173.336363636364,102.215454545455
"8859","VAUL",2021-08-25 08:45:00,188.743636363636,173.027272727273,107.559090909091,NA,582.01449734348,582.01449734348,2021-08-25 08:45:00,NA,188.743636363636,173.027272727273,107.559090909091
