"","DateTime","Site","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge"
"2982",2018-07-02 02:00:00,"MOOS",NA,NA,NA,NA,NA,2273.20787593594
"2983",2018-07-02 02:30:00,"MOOS",NA,NA,NA,NA,NA,2253.35039789707
"2984",2018-07-02 03:00:00,"MOOS",NA,NA,NA,NA,NA,2240.11207920441
"2985",2018-07-02 03:30:00,"MOOS",NA,NA,NA,NA,NA,2266.58871658973
"2986",2018-07-02 04:00:00,"MOOS",NA,NA,NA,NA,NA,2322.85157103348
"2987",2018-07-02 04:30:00,"MOOS",NA,NA,NA,NA,NA,2385.73358482344
"2988",2018-07-02 05:00:00,"MOOS",NA,NA,NA,NA,NA,2448.6155986134
"2989",2018-07-02 05:30:00,"MOOS",NA,NA,NA,NA,NA,2521.42635142303
"2990",2018-07-02 06:00:00,"MOOS",NA,NA,NA,NA,NA,2610.78500259831
"2991",2018-07-02 06:30:00,"MOOS",NA,NA,NA,NA,NA,2729.92987083201
"2992",2018-07-02 07:00:00,"MOOS",NA,NA,NA,NA,NA,2766.33524723677
"2993",2018-07-02 07:30:00,"MOOS",NA,NA,NA,NA,NA,2799.43104396842
"2994",2018-07-02 08:00:00,"MOOS",NA,NA,NA,NA,NA,2766.33524723677
"2995",2018-07-02 08:30:00,"MOOS",NA,NA,NA,NA,NA,2921.88549187523
"2996",2018-07-02 09:00:00,"MOOS",NA,NA,NA,NA,NA,2925.19507154846
"2997",2018-07-02 09:30:00,"MOOS",NA,NA,NA,NA,NA,2855.69389841205
"2998",2018-07-02 10:00:00,"MOOS",NA,NA,NA,NA,NA,2859.00347808527
"2999",2018-07-02 10:30:00,"MOOS",NA,NA,NA,NA,NA,2859.00347808527
"3000",2018-07-02 11:00:00,"MOOS",NA,NA,NA,NA,NA,2885.48011547048
"3001",2018-07-02 11:30:00,"MOOS",NA,NA,NA,NA,NA,2872.24179677793
"3002",2018-07-02 12:00:00,"MOOS",NA,NA,NA,NA,NA,2892.09927481681
"3003",2018-07-02 12:30:00,"MOOS",NA,NA,NA,NA,NA,2908.64717318257
"3004",2018-07-02 13:00:00,"MOOS",NA,NA,NA,NA,NA,2951.67170893366
"3005",2018-07-02 13:30:00,"MOOS",NA,NA,NA,NA,NA,2948.36212926055
"3006",2018-07-02 14:00:00,"MOOS",NA,NA,NA,NA,NA,2696.83407410048
"3007",2018-07-02 14:30:00,"MOOS",NA,NA,NA,NA,NA,2799.43104396842
"3008",2018-07-02 15:00:00,"MOOS",NA,NA,NA,NA,NA,2653.80953834939
"3009",2018-07-02 15:30:00,"MOOS",NA,NA,NA,NA,NA,2812.66936266096
"3010",2018-07-02 16:00:00,"MOOS",NA,NA,NA,NA,NA,2610.78500259831
"3011",2018-07-02 16:30:00,"MOOS",NA,NA,NA,NA,NA,2647.19037900295
"3012",2018-07-02 17:00:00,"MOOS",NA,NA,NA,NA,NA,2597.54668390565
"3013",2018-07-02 17:30:00,"MOOS",NA,NA,NA,NA,NA,2514.8071920767
"3014",2018-07-02 18:00:00,"MOOS",NA,NA,NA,NA,NA,2551.21256848134
"3015",2018-07-02 18:30:00,"MOOS",NA,NA,NA,NA,NA,2604.16584325198
"3016",2018-07-02 19:00:00,"MOOS",NA,NA,NA,NA,NA,2475.09223599872
"3017",2018-07-02 19:30:00,"MOOS",NA,NA,NA,NA,NA,2435.37727992085
"3018",2018-07-02 20:00:00,"MOOS",NA,NA,NA,NA,NA,2362.56652711134
"3019",2018-07-02 20:30:00,"MOOS",NA,NA,NA,NA,NA,2415.51980188186
"3020",2018-07-02 21:00:00,"MOOS",NA,NA,NA,NA,NA,2349.3282084188
"3021",2018-07-02 21:30:00,"MOOS",NA,NA,NA,NA,NA,2332.78031005291
"3022",2018-07-02 22:00:00,"MOOS",NA,NA,NA,NA,NA,2332.78031005291
"3023",2018-07-02 22:30:00,"MOOS",NA,NA,NA,NA,NA,2236.8024995313
"3024",2018-07-02 23:00:00,"MOOS",NA,NA,NA,NA,NA,2250.04081822396
