"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"4294",2018-08-27 00:00:00,"MOOS",1246.55781246437,"2018-08-26T08:00:00Z",217.24,103.4,12.9,23.6411111111111
"4295",2018-08-27 00:30:00,"MOOS",1255.48750220478,"2018-08-26T08:00:00Z",216,103.4,13.01,23.6744444444444
"4296",2018-08-27 01:00:00,"MOOS",1252.51093895797,"2018-08-26T08:00:00Z",216.05,103.3,12.91,23.6444444444444
"4297",2018-08-27 01:30:00,"MOOS",1240.6046859707,"2018-08-26T08:00:00Z",216.05,103.4,12.63,23.75
"4298",2018-08-27 02:00:00,"MOOS",1252.51093895797,"2018-08-26T08:00:00Z",215.58,103.4,12.67,23.6844444444444
"4299",2018-08-27 02:30:00,"MOOS",1252.51093895797,"2018-08-26T08:00:00Z",215.46,103.4,12.59,23.8211111111111
"4300",2018-08-27 03:00:00,"MOOS",1249.53437571117,"2018-08-26T08:00:00Z",214.86,103.6,13.6,23.8344444444444
"4301",2018-08-27 03:30:00,"MOOS",1249.53437571117,"2018-08-26T08:00:00Z",214.72,103.6,13.18,23.8377777777778
"4302",2018-08-27 04:00:00,"MOOS",1261.44062869833,"2018-08-26T08:00:00Z",214.3,103.6,13.12,23.8744444444444
"4303",2018-08-27 04:30:00,"MOOS",1264.41719194513,"2018-08-26T08:00:00Z",213.84,103.6,13.36,24.0466666666667
"4304",2018-08-27 05:00:00,"MOOS",1255.48750220478,"2018-08-26T08:00:00Z",213.49,103.4,13.49,23.9444444444444
"4305",2018-08-27 05:30:00,"MOOS",1273.34688168555,"2018-08-26T08:00:00Z",213.74,103.4,12.97,23.8222222222222
"4306",2018-08-27 06:00:00,"MOOS",1279.3000081791,"2018-08-26T08:00:00Z",212.92,103.4,13.44,23.8588888888889
"4307",2018-08-27 06:30:00,"MOOS",1285.2531346727,"2018-08-26T08:00:00Z",213.16,103.5,12.99,23.9
"4308",2018-08-27 07:00:00,"MOOS",1291.20626116631,"2018-08-26T08:00:00Z",213.19,103.5,12.93,23.9633333333333
"4309",2018-08-27 07:30:00,"MOOS",1306.08907740028,"2018-08-26T08:00:00Z",212.76,103.4,13.46,23.8611111111111
"4310",2018-08-27 08:00:00,"MOOS",1312.04220389383,"2018-08-27T08:00:00Z",211.39,103.4,16.46,23.8633333333333
"4311",2018-08-27 08:30:00,"MOOS",1312.04220389383,"2018-08-27T08:00:00Z",211.5,103.3,13.63,23.9088888888889
"4312",2018-08-27 09:00:00,"MOOS",1326.92502012791,"2018-08-27T08:00:00Z",211.77,103.3,12.12,23.9966666666667
"4313",2018-08-27 09:30:00,"MOOS",1332.8781466214,"2018-08-27T08:00:00Z",211.61,103.3,16.36,23.9244444444444
"4314",2018-08-27 10:00:00,"MOOS",1341.80783636187,"2018-08-27T08:00:00Z",212.45,103.3,11.17,23.8577777777778
"4315",2018-08-27 10:30:00,"MOOS",1356.69065259583,"2018-08-27T08:00:00Z",212.61,103.3,13.34,NA
"4316",2018-08-27 11:00:00,"MOOS",1371.5734688298,"2018-08-27T08:00:00Z",213.19,103.3,21.13,23.7444444444444
"4317",2018-08-27 11:30:00,"MOOS",1371.5734688298,"2018-08-27T08:00:00Z",213.18,103.2,13.91,23.9077777777778
"4318",2018-08-27 12:00:00,"MOOS",1377.5265953234,"2018-08-27T08:00:00Z",213.65,103.2,12.67,23.7988888888889
"4319",2018-08-27 12:30:00,"MOOS",1386.45628506376,"2018-08-27T08:00:00Z",213.44,103.2,13.92,23.8333333333333
"4320",2018-08-27 13:00:00,"MOOS",1401.33910129772,"2018-08-27T08:00:00Z",213.22,103.2,13.35,23.7811111111111
"4321",2018-08-27 13:30:00,"MOOS",1410.26879103819,"2018-08-27T08:00:00Z",212.93,103.2,13.85,23.8466666666667
"4322",2018-08-27 14:00:00,"MOOS",1422.17504402535,"2018-08-27T08:00:00Z",212.67,103.2,13.24,23.7533333333333
"4323",2018-08-27 14:30:00,"MOOS",1431.10473376577,"2018-08-27T08:00:00Z",212.7,103.2,16.7,23.86
"4324",2018-08-27 15:00:00,"MOOS",1434.08129701257,"2018-08-27T08:00:00Z",213.06,103.2,14.65,23.8522222222222
