"","DateTime","Site","MeanDischarge","day","fDOM.QSU","SpCond.uScm","Turbidity.FNU","nitrateuM"
"1133",2018-06-22 05:00:00,"MOOS",856.628027133993,"2018-06-21T08:00:00Z",80.15,114.25,5.30666666666667,28.1077777777778
"1134",2018-06-22 05:30:00,"MOOS",856.628027133993,"2018-06-21T08:00:00Z",80.55,114.25,5.525,28.0888888888889
"1135",2018-06-22 06:00:00,"MOOS",859.604590380797,"2018-06-21T08:00:00Z",80.86,114.233333333333,5.59666666666667,28.0366666666667
"1136",2018-06-22 06:30:00,"MOOS",865.557716874406,"2018-06-21T08:00:00Z",81.08,114.2,5.37666666666667,28.0066666666667
"1137",2018-06-22 07:00:00,"MOOS",853.651463887189,"2018-06-21T08:00:00Z",81.5733333333333,114.133333333333,5.23666666666667,27.9744444444444
"1138",2018-06-22 07:30:00,"MOOS",859.604590380797,"2018-06-21T08:00:00Z",81.8683333333333,114.116666666667,5.35,27.98
"1139",2018-06-22 08:00:00,"MOOS",853.651463887189,"2018-06-22T08:00:00Z",82.12,114.066666666667,5.20333333333333,27.9433333333333
"1140",2018-06-22 08:30:00,"MOOS",856.628027133993,"2018-06-22T08:00:00Z",82.4366666666667,114.016666666667,5.33166666666667,27.9566666666667
"1141",2018-06-22 09:00:00,"MOOS",853.651463887189,"2018-06-22T08:00:00Z",82.53,114,4.71,27.9888888888889
"1142",2018-06-22 09:30:00,"MOOS",850.674900640384,"2018-06-22T08:00:00Z",82.5766666666667,114,4.88333333333333,27.9311111111111
"1143",2018-06-22 10:00:00,"MOOS",844.721774146834,"2018-06-22T08:00:00Z",82.65,114.016666666667,4.695,27.8677777777778
"1144",2018-06-22 10:30:00,"MOOS",847.698337393638,"2018-06-22T08:00:00Z",82.915,114.016666666667,4.47333333333333,27.9222222222222
"1145",2018-06-22 11:00:00,"MOOS",853.651463887189,"2018-06-22T08:00:00Z",83.41,114.05,4.52666666666667,28.0188888888889
"1146",2018-06-22 11:30:00,"MOOS",847.698337393638,"2018-06-22T08:00:00Z",82.985,114.05,4.365,27.8944444444444
"1147",2018-06-22 12:00:00,"MOOS",856.628027133993,"2018-06-22T08:00:00Z",82.81,114.1,4.47833333333333,27.9755555555556
"1148",2018-06-22 12:30:00,"MOOS",847.698337393638,"2018-06-22T08:00:00Z",82.1433333333333,114.133333333333,4.33666666666667,27.9466666666667
"1149",2018-06-22 13:00:00,"MOOS",856.628027133993,"2018-06-22T08:00:00Z",81.5333333333333,114.2,4.71833333333333,27.9677777777778
"1150",2018-06-22 13:30:00,"MOOS",844.721774146834,"2018-06-22T08:00:00Z",81.5116666666667,114.25,4.74833333333333,27.9688888888889
"1151",2018-06-22 14:00:00,"MOOS",862.581153627601,"2018-06-22T08:00:00Z",80.81,114.35,4.465,28.01
"1152",2018-06-22 14:30:00,"MOOS",865.557716874406,"2018-06-22T08:00:00Z",80.2616666666667,114.433333333333,4.76833333333333,28.0033333333333
"1153",2018-06-22 15:00:00,"MOOS",862.581153627601,"2018-06-22T08:00:00Z",79.9383333333333,114.5,4.68,27.9966666666667
"1154",2018-06-22 15:30:00,"MOOS",865.557716874406,"2018-06-22T08:00:00Z",79.4433333333333,114.55,4.66,27.9866666666667
"1155",2018-06-22 16:00:00,"MOOS",868.534280121152,"2018-06-22T08:00:00Z",79.125,114.65,4.44666666666667,27.9544444444444
"1156",2018-06-22 16:30:00,"MOOS",862.581153627601,"2018-06-22T08:00:00Z",78.94,114.8,4.36,27.9877777777778
"1157",2018-06-22 17:00:00,"MOOS",868.534280121152,"2018-06-22T08:00:00Z",78.755,114.916666666667,4.44833333333333,27.9733333333333
