"","DateTimeAK","Q","Site"
"170",2015-05-25 23:00:00,139.55649355296,"French"
"171",2015-05-26 00:00:00,139.573475489417,"French"
"172",2015-05-26 01:00:00,139.584097697446,"French"
"173",2015-05-26 02:00:00,139.493207731848,"French"
"174",2015-05-26 03:00:00,139.527095491339,"French"
"175",2015-05-26 04:00:00,139.506640916361,"French"
"176",2015-05-26 05:00:00,139.503746644687,"French"
"177",2015-05-26 06:00:00,139.550794588994,"French"
"178",2015-05-26 07:00:00,139.583795996436,"French"
"179",2015-05-26 08:00:00,139.591142326104,"French"
"180",2015-05-26 09:00:00,139.621902494871,"French"
"181",2015-05-26 10:00:00,139.589445772854,"French"
"182",2015-05-26 11:00:00,139.646753135535,"French"
"183",2015-05-26 12:00:00,139.610593009421,"French"
"184",2015-05-26 13:00:00,139.713944450039,"French"
"185",2015-05-26 14:00:00,139.682079155098,"French"
"186",2015-05-26 15:00:00,139.65839347626,"French"
"187",2015-05-26 16:00:00,139.786342519294,"French"
"188",2015-05-26 17:00:00,139.717273082195,"French"
"189",2015-05-26 18:00:00,139.639983147436,"French"
"190",2015-05-26 19:00:00,139.6099392266,"French"
"191",2015-05-26 20:00:00,139.55719217836,"French"
"192",2015-05-26 21:00:00,139.643615657052,"French"
"193",2015-05-26 23:00:00,139.584550693961,"French"
"194",2015-05-27 00:00:00,139.551206167544,"French"
"195",2015-05-27 01:00:00,139.503975567976,"French"
"196",2015-05-27 02:00:00,139.571272707715,"French"
"197",2015-05-27 03:00:00,139.498185664331,"French"
"198",2015-05-27 04:00:00,139.583343889986,"French"
"199",2015-05-27 05:00:00,139.560311531589,"French"
"200",2015-05-27 06:00:00,139.66450610146,"French"
"201",2015-05-27 07:00:00,139.711419872559,"French"
"202",2015-05-27 08:00:00,139.697348296279,"French"
"203",2015-05-27 09:00:00,139.734818102571,"French"
"204",2015-05-27 10:00:00,139.849190993973,"French"
"205",2015-05-27 11:00:00,139.857338923386,"French"
"206",2015-05-27 12:00:00,139.86013069555,"French"
"207",2015-05-27 13:00:00,139.888852500218,"French"
"208",2015-05-27 14:00:00,139.891985177665,"French"
"209",2015-05-27 15:00:00,139.948707670546,"French"
"210",2015-05-27 16:00:00,139.886684375872,"French"
"211",2015-05-27 17:00:00,139.937080974279,"French"
"212",2015-05-27 18:00:00,140.08746031157,"French"
"213",2015-05-27 19:00:00,140.012007382713,"French"
"214",2015-05-27 20:00:00,139.977225069666,"French"
"215",2015-05-27 21:00:00,139.986878736114,"French"
"216",2015-05-27 22:00:00,139.817777026822,"French"
"217",2015-05-27 23:00:00,139.812202488242,"French"
"218",2015-05-28 00:00:00,139.747836690717,"French"
"219",2015-05-28 01:00:00,139.641206017675,"French"
"220",2015-05-28 02:00:00,139.670674720848,"French"
"221",2015-05-28 03:00:00,139.697537962634,"French"
"222",2015-05-28 04:00:00,139.666314774098,"French"
"223",2015-05-28 05:00:00,139.651320024847,"French"
"224",2015-05-28 06:00:00,139.645020260151,"French"
"225",2015-05-28 07:00:00,139.61044257918,"French"
"226",2015-05-28 08:00:00,139.667768276223,"French"
"227",2015-05-28 09:00:00,139.763822305064,"French"
"228",2015-05-28 10:00:00,139.727000307693,"French"
"229",2015-05-28 11:00:00,139.862243066622,"French"
"230",2015-05-28 12:00:00,139.812659274577,"French"
"231",2015-05-28 13:00:00,139.893202168089,"French"
"232",2015-05-28 14:00:00,139.913454484918,"French"
"233",2015-05-28 15:00:00,139.856166383166,"French"
"234",2015-05-28 16:00:00,139.910503275017,"French"
"235",2015-05-28 17:00:00,139.796354447119,"French"
"236",2015-05-28 18:00:00,139.817569031732,"French"
"237",2015-05-28 19:00:00,139.775658671925,"French"
"238",2015-05-28 20:00:00,139.785941534006,"French"
"239",2015-05-28 21:00:00,139.861077407006,"French"
"240",2015-05-28 22:00:00,139.852679957723,"French"
"241",2015-05-28 23:00:00,139.732815268106,"French"
"242",2015-05-29 00:00:00,139.822058637405,"French"
"243",2015-05-29 01:00:00,139.730207064966,"French"
"244",2015-05-29 02:00:00,139.790053632142,"French"
"245",2015-05-29 03:00:00,139.784656032904,"French"
"246",2015-05-29 04:00:00,139.787243041076,"French"
"247",2015-05-29 05:00:00,139.882630541652,"French"
"248",2015-05-29 06:00:00,139.782077155632,"French"
"249",2015-05-29 07:00:00,139.885505990289,"French"
"250",2015-05-29 08:00:00,139.774389363803,"French"
"251",2015-05-29 09:00:00,139.803154350439,"French"
"252",2015-05-29 10:00:00,139.880475293597,"French"
"253",2015-05-29 11:00:00,139.895383707065,"French"
"254",2015-05-29 12:00:00,139.907559950272,"French"
"255",2015-05-29 13:00:00,139.856398246884,"French"
"256",2015-05-29 14:00:00,139.956358714974,"French"
"257",2015-05-29 15:00:00,139.848730747524,"French"
"258",2015-05-29 16:00:00,139.972563089932,"French"
"259",2015-05-29 17:00:00,140.096788186024,"French"
"260",2015-05-29 18:00:00,139.924826969345,"French"
"261",2015-05-29 19:00:00,140.063711889113,"French"
"262",2015-05-29 20:00:00,139.858487488803,"French"
"263",2015-05-29 21:00:00,139.881172559707,"French"
"264",2015-05-29 22:00:00,139.872605966188,"French"
"265",2015-05-29 23:00:00,139.8445685679,"French"
"266",2015-05-30 02:00:00,139.721037042686,"French"
"267",2015-05-30 03:00:00,139.681906271126,"French"
"268",2015-05-30 04:00:00,139.735420056876,"French"
"269",2015-05-30 05:00:00,139.688449833711,"French"
"270",2015-05-30 06:00:00,139.759842745327,"French"
"271",2015-05-30 07:00:00,139.709085452743,"French"
"272",2015-05-30 08:00:00,139.895127141314,"French"
"273",2015-05-30 09:00:00,139.861062222557,"French"
"274",2015-05-30 10:00:00,139.924826969345,"French"
"275",2015-05-30 11:00:00,140.034357721513,"French"
"276",2015-05-30 12:00:00,139.992919112486,"French"
"277",2015-05-30 13:00:00,139.937831473573,"French"
"278",2015-05-30 17:00:00,139.979554150864,"French"
"279",2015-05-30 18:00:00,139.964537011336,"French"
"280",2015-05-30 19:00:00,139.996064066403,"French"
"281",2015-05-30 20:00:00,139.996064066403,"French"
"282",2015-05-30 21:00:00,139.976691240259,"French"
"283",2015-05-30 22:00:00,139.970213503434,"French"
"284",2015-05-30 23:00:00,139.843866683843,"French"
"285",2015-05-31 00:00:00,139.914909069661,"French"
"286",2015-05-31 01:00:00,139.953786400816,"French"
"287",2015-05-31 02:00:00,139.891009463203,"French"
"288",2015-05-31 03:00:00,139.8024695644,"French"
"289",2015-05-31 04:00:00,139.865280190583,"French"
"290",2015-05-31 05:00:00,139.8794947894,"French"
"291",2015-05-31 06:00:00,139.94742903312,"French"
"292",2015-05-31 07:00:00,139.885474883855,"French"
"293",2015-05-31 08:00:00,139.997393841155,"French"
"294",2015-05-31 09:00:00,140.007200625638,"French"
"295",2015-05-31 10:00:00,140.039786174462,"French"
"296",2015-05-31 11:00:00,139.973319279548,"French"
"297",2015-05-31 12:00:00,140.037601664977,"French"
"298",2015-05-31 13:00:00,140.051270931276,"French"
"299",2015-05-31 14:00:00,140.003202575508,"French"
"300",2015-05-31 15:00:00,140.05236450633,"French"
"301",2015-05-31 16:00:00,140.017063387938,"French"
"302",2015-05-31 17:00:00,140.121027473689,"French"
"303",2015-05-31 18:00:00,140.06422738282,"French"
"304",2015-05-31 19:00:00,139.987105327721,"French"
"305",2015-05-31 20:00:00,139.901445975482,"French"
"306",2015-05-31 21:00:00,139.933991265684,"French"
"307",2015-05-31 22:00:00,139.867018807999,"French"
"308",2015-05-31 23:00:00,139.898525726411,"French"
"309",2015-06-01 00:00:00,139.930984571921,"French"
"310",2015-06-01 01:00:00,139.846143506892,"French"
"311",2015-06-01 02:00:00,139.84868576708,"French"
"312",2015-06-01 03:00:00,139.729358595126,"French"
"313",2015-06-01 04:00:00,139.809730318542,"French"
"314",2015-06-01 05:00:00,139.806634336839,"French"
"315",2015-06-01 06:00:00,139.80354934296,"French"
"316",2015-06-01 07:00:00,139.769684013233,"French"
"317",2015-06-01 09:00:00,139.722796174833,"French"
"318",2015-06-01 10:00:00,139.831964570306,"French"
"319",2015-06-01 11:00:00,139.698854840127,"French"
"320",2015-06-01 12:00:00,139.683004690257,"French"
"321",2015-06-01 13:00:00,139.572733366993,"French"
"322",2015-06-01 14:00:00,139.53455293744,"French"
"323",2015-06-01 15:00:00,139.500996624928,"French"
"324",2015-06-01 16:00:00,139.509448758028,"French"
"325",2015-06-01 17:00:00,139.469934504762,"French"
"326",2015-06-01 18:00:00,139.528741681666,"French"
"327",2015-06-01 19:00:00,139.477028323306,"French"
"328",2015-06-01 20:00:00,139.496059075591,"French"
"329",2015-06-01 21:00:00,139.435891646525,"French"
"330",2015-06-01 22:00:00,139.448349778784,"French"
"331",2015-06-01 23:00:00,139.452221889677,"French"
"332",2015-06-02 00:00:00,139.410242317983,"French"
"333",2015-06-02 01:00:00,139.400724666259,"French"
"334",2015-06-02 02:00:00,139.401682003951,"French"
"335",2015-06-02 03:00:00,139.40402520898,"French"
"336",2015-06-02 04:00:00,139.400431530832,"French"
"337",2015-06-02 05:00:00,139.402439769818,"French"
"338",2015-06-02 06:00:00,139.401732085731,"French"
"339",2015-06-02 07:00:00,139.406282376153,"French"
"340",2015-06-02 08:00:00,139.405516006971,"French"
"341",2015-06-02 09:00:00,139.410434123747,"French"
"342",2015-06-02 10:00:00,139.401814733103,"French"
"343",2015-06-02 11:00:00,139.40745301097,"French"
"344",2015-06-02 12:00:00,139.405024737608,"French"
"345",2015-06-02 13:00:00,139.40068196476,"French"
"346",2015-06-02 14:00:00,139.411003597289,"French"
"347",2015-06-02 15:00:00,139.40326689026,"French"
"348",2015-06-02 16:00:00,139.401513780005,"French"
"349",2015-06-02 17:00:00,139.403699259733,"French"
"350",2015-06-02 18:00:00,139.418696002416,"French"
"351",2015-06-02 19:00:00,139.419256706096,"French"
"352",2015-06-02 20:00:00,139.41565182207,"French"
"353",2015-06-02 21:00:00,139.402884591809,"French"
"354",2015-06-02 22:00:00,139.413994256601,"French"
"355",2015-06-02 23:00:00,139.41565182207,"French"
"356",2015-06-03 00:00:00,139.416826345556,"French"
"357",2015-06-03 01:00:00,139.405308508179,"French"
"358",2015-06-03 05:00:00,139.413095533859,"French"
"359",2015-06-03 06:00:00,139.406666723273,"French"
"360",2015-06-03 07:00:00,139.400431284702,"French"
"361",2015-06-03 08:00:00,139.407424000592,"French"
"362",2015-06-03 09:00:00,139.401066273241,"French"
"363",2015-06-03 10:00:00,139.403130393464,"French"
"364",2015-06-03 11:00:00,139.400552292038,"French"
"365",2015-06-03 12:00:00,139.402667964505,"French"
"366",2015-06-03 13:00:00,139.401038187103,"French"
"367",2015-06-03 14:00:00,139.400914651694,"French"
"368",2015-06-03 15:00:00,139.417750017201,"French"
"369",2015-06-03 16:00:00,139.402378538074,"French"
"370",2015-06-03 17:00:00,139.418411627279,"French"
"371",2015-06-03 18:00:00,139.401360105941,"French"
"372",2015-06-03 19:00:00,139.407117444135,"French"
"373",2015-06-03 20:00:00,139.400655123439,"French"
"374",2015-06-03 21:00:00,139.409875682926,"French"
"375",2015-06-03 22:00:00,139.400489227869,"French"
"376",2015-06-03 23:00:00,139.401238354718,"French"
"377",2015-06-04 00:00:00,139.402378538074,"French"
"378",2015-06-04 01:00:00,139.403209254409,"French"
"379",2015-06-04 02:00:00,139.401502345794,"French"
"380",2015-06-04 03:00:00,139.409037139102,"French"
"381",2015-06-04 04:00:00,139.406348945952,"French"
"382",2015-06-04 05:00:00,139.401615732115,"French"
"383",2015-06-04 06:00:00,139.400435055763,"French"
"384",2015-06-04 07:00:00,139.404371716849,"French"
"385",2015-06-04 08:00:00,139.402033767808,"French"
"386",2015-06-04 09:00:00,139.405442174018,"French"
"387",2015-06-04 10:00:00,139.403940733519,"French"
"388",2015-06-04 11:00:00,139.401591062117,"French"
"389",2015-06-04 12:00:00,139.400835479062,"French"
"390",2015-06-04 13:00:00,139.400696945123,"French"
"391",2015-06-04 14:00:00,139.431615101872,"French"
"392",2015-06-04 15:00:00,139.418958206285,"French"
"393",2015-06-04 16:00:00,139.411833225172,"French"
"394",2015-06-04 17:00:00,139.42073114132,"French"
"395",2015-06-04 18:00:00,139.404257770494,"French"
"396",2015-06-04 19:00:00,139.421376250235,"French"
"397",2015-06-04 20:00:00,139.42469706684,"French"
"398",2015-06-04 21:00:00,139.407121395501,"French"
"399",2015-06-04 22:00:00,139.42469706684,"French"
"400",2015-06-04 23:00:00,139.415338423833,"French"
"401",2015-06-05 00:00:00,139.401669248404,"French"
"402",2015-06-05 01:00:00,139.41003717822,"French"
"403",2015-06-05 02:00:00,139.40432684214,"French"
"404",2015-06-05 03:00:00,139.4310202557,"French"
"405",2015-06-05 04:00:00,139.41683255236,"French"
"406",2015-06-05 05:00:00,139.417509300287,"French"
"407",2015-06-05 06:00:00,139.405105336853,"French"
"408",2015-06-05 07:00:00,139.401372265222,"French"
"409",2015-06-05 08:00:00,139.400428437766,"French"
"410",2015-06-05 09:00:00,139.40074110429,"French"
"411",2015-06-05 10:00:00,139.400406473073,"French"
"412",2015-06-05 11:00:00,139.411814897444,"French"
"413",2015-06-05 12:00:00,139.400435055763,"French"
"414",2015-06-05 13:00:00,139.413180400889,"French"
"415",2015-06-05 14:00:00,139.401869757807,"French"
"416",2015-06-05 15:00:00,139.404290558527,"French"
"417",2015-06-05 16:00:00,139.430559127418,"French"
"418",2015-06-05 17:00:00,139.42754851107,"French"
"419",2015-06-05 18:00:00,139.431130107483,"French"
"420",2015-06-05 19:00:00,139.431834193018,"French"
"421",2015-06-05 20:00:00,139.47800786634,"French"
"422",2015-06-05 21:00:00,139.429935374796,"French"
"423",2015-06-05 22:00:00,139.436913084884,"French"
"424",2015-06-05 23:00:00,139.500298231672,"French"
"425",2015-06-06 00:00:00,139.459165952694,"French"
"426",2015-06-06 01:00:00,139.469827872632,"French"
"427",2015-06-06 02:00:00,139.482584010352,"French"
"428",2015-06-06 03:00:00,139.475140547424,"French"
"429",2015-06-06 04:00:00,139.472703764974,"French"
"430",2015-06-06 05:00:00,139.559860616597,"French"
"431",2015-06-06 06:00:00,139.60879483342,"French"
"432",2015-06-06 07:00:00,139.577012612321,"French"
"433",2015-06-06 08:00:00,139.577012612321,"French"
"434",2015-06-06 09:00:00,139.598919214754,"French"
"435",2015-06-06 10:00:00,139.585903005452,"French"
"436",2015-06-06 11:00:00,139.591429704735,"French"
"437",2015-06-06 12:00:00,139.618243632253,"French"
"438",2015-06-06 13:00:00,139.638421594535,"French"
"439",2015-06-06 14:00:00,139.688226396831,"French"
"440",2015-06-06 15:00:00,139.720802008238,"French"
"441",2015-06-06 16:00:00,139.699984008253,"French"
"442",2015-06-06 17:00:00,139.623037482953,"French"
"443",2015-06-06 18:00:00,139.6669999493,"French"
"444",2015-06-06 19:00:00,139.468320967091,"French"
"445",2015-06-06 20:00:00,139.501894525279,"French"
"446",2015-06-06 21:00:00,139.492536143388,"French"
"447",2015-06-06 22:00:00,139.459432724038,"French"
"448",2015-06-06 23:00:00,139.426842548892,"French"
"449",2015-06-07 00:00:00,139.420789165202,"French"
"450",2015-06-07 01:00:00,139.448265976282,"French"
"451",2015-06-07 02:00:00,139.450101888432,"French"
"452",2015-06-07 03:00:00,139.462359595073,"French"
"453",2015-06-07 04:00:00,139.46344050643,"French"
"454",2015-06-07 05:00:00,139.48570324769,"French"
"455",2015-06-07 06:00:00,139.481970927525,"French"
"456",2015-06-07 07:00:00,139.462270414977,"French"
"457",2015-06-07 08:00:00,139.541408405767,"French"
"458",2015-06-07 09:00:00,139.50697387692,"French"
"459",2015-06-07 10:00:00,139.513970168574,"French"
"460",2015-06-07 11:00:00,139.431842533525,"French"
"461",2015-06-07 12:00:00,139.463620566226,"French"
"462",2015-06-07 13:00:00,139.446541103708,"French"
"463",2015-06-07 14:00:00,139.470495681449,"French"
"464",2015-06-07 15:00:00,139.454290928425,"French"
"465",2015-06-07 16:00:00,139.420272051166,"French"
"466",2015-06-07 17:00:00,139.432878855801,"French"
"467",2015-06-07 18:00:00,139.417310205774,"French"
"468",2015-06-07 19:00:00,139.419610583978,"French"
"469",2015-06-07 20:00:00,139.405060478206,"French"
"470",2015-06-07 21:00:00,139.423304796157,"French"
"471",2015-06-07 22:00:00,139.434267050637,"French"
"472",2015-06-07 23:00:00,139.402713251413,"French"
"473",2015-06-08 00:00:00,139.420582874302,"French"
"474",2015-06-08 01:00:00,139.430759799622,"French"
"475",2015-06-08 02:00:00,139.438673100257,"French"
"476",2015-06-08 03:00:00,139.424817709563,"French"
"477",2015-06-08 04:00:00,139.435144043145,"French"
"478",2015-06-08 05:00:00,139.441928169367,"French"
"479",2015-06-08 06:00:00,139.439314616359,"French"
"480",2015-06-08 07:00:00,139.447404746391,"French"
"481",2015-06-08 08:00:00,139.46254396558,"French"
"482",2015-06-08 09:00:00,139.503046483717,"French"
"483",2015-06-08 10:00:00,139.46254396558,"French"
"484",2015-06-08 11:00:00,139.495644543154,"French"
"485",2015-06-08 12:00:00,139.54707941191,"French"
"486",2015-06-08 13:00:00,139.50920641111,"French"
"487",2015-06-08 14:00:00,139.452795728977,"French"
"488",2015-06-08 15:00:00,139.42358296354,"French"
"489",2015-06-08 16:00:00,139.415829046348,"French"
"490",2015-06-08 17:00:00,139.406566928285,"French"
"491",2015-06-08 18:00:00,139.449060718519,"French"
"492",2015-06-08 19:00:00,139.401802376103,"French"
"493",2015-06-08 20:00:00,139.41665357032,"French"
"494",2015-06-08 21:00:00,139.442887172706,"French"
"495",2015-06-08 22:00:00,139.420840899597,"French"
"496",2015-06-08 23:00:00,139.435139663089,"French"
"497",2015-06-09 00:00:00,139.442738935376,"French"
"498",2015-06-09 01:00:00,139.440897955855,"French"
"499",2015-06-09 02:00:00,139.4644398429,"French"
"500",2015-06-09 03:00:00,139.502583461852,"French"
"501",2015-06-09 04:00:00,139.488130799253,"French"
"502",2015-06-09 05:00:00,139.474750054045,"French"
"503",2015-06-09 06:00:00,139.484553648327,"French"
"504",2015-06-09 07:00:00,139.493628399658,"French"
"505",2015-06-09 08:00:00,139.496493151489,"French"
"506",2015-06-09 09:00:00,139.481353453294,"French"
"507",2015-06-09 10:00:00,139.449856655264,"French"
"508",2015-06-09 11:00:00,139.471065253651,"French"
"509",2015-06-09 12:00:00,139.479621792564,"French"
"510",2015-06-09 13:00:00,139.44385690245,"French"
"511",2015-06-09 14:00:00,139.455548052452,"French"
"512",2015-06-09 15:00:00,139.427133340992,"French"
"513",2015-06-09 16:00:00,139.462080639804,"French"
"514",2015-06-09 17:00:00,139.468782137338,"French"
"515",2015-06-09 18:00:00,139.444458987463,"French"
"516",2015-06-09 19:00:00,139.423297659892,"French"
"517",2015-06-09 20:00:00,139.430433864136,"French"
