site.ID,Area_poly,lat_new,long_new,type,orgsoil_extent,DOC_uM,NO3_uM,SLOPE_MIN,SLOPE_MAX,SLOPE_MEAN,SLOPE_STD,cburntot,fireyear_rct,pctburn_rct,areaburn_rct,fireyear_lg,pctburn_lg,areaburn_lg,PADR_p25,PADR_p50,PADR_p75,TPI_p25,TPI_p50,TPI_p75,Pf_Prob_1m_mean_x,"NDVI_p50__linear_trend__attr_""slope""","NDVI_p50__linear_trend__attr_""stderr""",NDVI_p50__sum_values,NDVI_p50__mean_abs_change,NDVI_p50__mean_change,NDVI_p50__mean_second_derivative_central,NDVI_p50__median,NDVI_p50__mean,NDVI_p50__standard_deviation,NDVI_p50__variation_coefficient,NDVI_p50__variance,NDVI_p50__root_mean_square,NDVI_p50__absolute_sum_of_changes,NDVI_p50__maximum,NDVI_p50__minimum,Year,NDVI_p25,NDVI_p50,NDVI_p75,ObservedFraction
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2003,0.155265887,0.190427295,0.211903468,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2004,0.209976778,0.243168855,0.327143051,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2005,0.19238083,0.221677266,0.260742483,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2006,0.163069809,0.192404574,0.21386705,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2007,0.20018352,0.227544531,0.272469027,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2008,0.186542107,0.225607724,0.274431005,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2009,0.221700765,0.247066907,0.307592778,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2010,0.153316894,0.176775306,0.200191694,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2011,0.182626155,0.208024926,0.229470203,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2012,0.19825966,0.233389228,0.268557804,0.999010478
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2013,0.237303189,0.26855038,0.348641453,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2014,0.190450634,0.211907114,0.237280704,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2015,0.198254683,0.219707959,0.25488711,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2016,0.178702438,0.209959297,0.23537356,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2017,0.247069381,0.270501462,0.348614097,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2018,0.157258143,0.192390502,0.21581107,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2019,0.221678922,0.247047948,0.295888501,1
CARI,42.63648444,65.15267163,-147.491,ppt_gw,0.06,156.58,21.56,0.027177233,29.57135773,11.29107044,4.469846157,0,1940,0,0,1940,0,0,-0.938986781,-0.756136631,-0.681278386,-35.51738634,3.520281668,37.49660853,38.91,-0.001176698,0.000719076,6.573251986,0.033338134,-0.002790023,-0.001555003,0.221701121,0.226663862,0.03277477,0.144596363,0.001074186,0.22902116,0.933467759,0.299808039,0.174796252,2020,0.170911684,0.192382581,0.213831372,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1984,0.149431004,0.174808842,0.206064781,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1985,0.213879637,0.245128881,0.282219824,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1986,0.180663483,0.208025072,0.227533514,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1987,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1988,0.274408443,0.311495386,0.393668482,0.337266861
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1989,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1990,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1991,0.247077239,0.272422637,0.334998479,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1992,0.114745254,0.12452122,0.137192143,0.600208309
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1993,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1994,0.190465768,0.208034189,0.239252261,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1995,0.157227479,0.180664749,0.202143535,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1996,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1997,,,,0
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1998,0.133800754,0.151368079,0.166974321,0.974863365
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,1999,0.208024656,0.241215848,0.288096437,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,2000,0.182595156,0.208029961,0.233348389,1
VAUL,35.21501723,0,0,ppt_gw,0.09,2000.51,17.14,0.03353354,32.16846466,9.408608243,4.798148946,0,1940,0,0,1940,0,0,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,2001,0.202157923,0.223619703,0.252900724,1
