site,project,ecoregion,Area_poly,lat_new,long_new,type,orgsoil_extent,DOC_uM,NO3_uM,SLOPE_MIN,SLOPE_MAX,SLOPE_MEAN,SLOPE_STD,cburntot,fireyear_rct,pctburn_rct,areaburn_rct,fireyear_lg,pctburn_lg,areaburn_lg,PADR_p25,PADR_p50,PADR_p75,TPI_p25,TPI_p50,TPI_p75,Pf_Prob_1m_mean_x,"NDVI_p50__linear_trend__attr_""slope""","NDVI_p50__linear_trend__attr_""stderr""",NDVI_p50__sum_values,NDVI_p50__mean_abs_change,NDVI_p50__mean_change,NDVI_p50__mean_second_derivative_central,NDVI_p50__median,NDVI_p50__mean,NDVI_p50__standard_deviation,NDVI_p50__variation_coefficient,NDVI_p50__variance,NDVI_p50__root_mean_square,NDVI_p50__absolute_sum_of_changes,NDVI_p50__maximum,NDVI_p50__minimum,Year,NDVI_p25,NDVI_p50,NDVI_p75,ObservedFraction
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1994,0.174824274,0.198231729,0.217773896,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1995,0.150431239,0.193357366,0.220681638,0.985559928
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1996,,,,0
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1997,,,,0
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1998,0.176767197,0.200198402,0.221676274,0.979495987
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,1999,0.208017225,0.237305281,0.270505434,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2000,0.200214522,0.229497428,0.260735969,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2001,0.17480145,0.202146709,0.227532003,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2002,0.19433581,0.217760865,0.241205806,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2003,0.170908022,0.190419341,0.206033946,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2004,0.209971728,0.237291199,0.268548657,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2005,0.186532811,0.209976549,0.233389993,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2006,0.168953169,0.196304833,0.21776291,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2007,0.196276323,0.221698627,0.245104143,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2008,0.188485774,0.215810174,0.237280622,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2009,0.206056264,0.233411798,0.264649883,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2010,0.155300533,0.190449375,0.21191367,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2011,0.169927445,0.224619611,0.263627875,0.993508082
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2012,0.165045926,0.194326362,0.21775203,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2013,0.225584197,0.247069551,0.27635686,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2014,0.176756083,0.204108539,0.223635269,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2015,0.206057144,0.225581507,0.249016776,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2016,0.192410258,0.223628648,0.249014859,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2017,0.215832094,0.233401964,0.2529065,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2018,0.186524502,0.208003418,0.227535457,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2019,0.192379815,0.215819198,0.237304464,1
Globe,Burn_Streams,Interior,67.38490172,65.28415731,-148.136,ppt_gw,0.04,245.88,20.88,0.019524027,39.37327194,11.15947707,5.660981045,2.93,1957,2.93,1.976901881,1957,2.93,1.976901881,-1.011824509,-0.793217371,-0.708036409,-33.02766868,-4.985763793,29.02311939,43.86,-0.00039916,0.000484765,6.095739073,0.026549792,-0.002242533,0.000676443,0.215814686,0.217704967,0.020225442,0.092902986,0.000409068,0.21864245,0.716844388,0.266604231,0.190419341,2020,0.180688525,0.202153461,0.223629793,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1984,0.215828136,0.252931921,0.348613233,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1985,0.237325459,0.293939344,0.389663858,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1986,0.165071443,0.192381372,0.217747274,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1987,0.225593348,0.292008449,0.377953563,0.505842058
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1988,,,,0
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1989,,,,0
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1990,,,,0
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1991,0.233373762,0.288104822,0.381879503,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1992,,,,0
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1993,,,,0
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1994,0.168936835,0.208040012,0.292025215,1
Left_Fork_Cache_Creek,Burn_Streams,Interior,31.22699944,64.859253,-148.379064,ppt_gw,0.03,,25.12,0.294033587,35.24135208,13.10651432,6.160997657,73.8,1958,73.8,23.04665956,1958,73.8,23.04665956,-0.933574334,-0.768681503,-0.691113817,-41.01419655,-5.006544365,41.03342105,31.65,-0.000371467,0.000760461,6.44035743,0.038648319,-0.00139604,-0.000723962,0.215786814,0.222081291,0.033206152,0.149522509,0.001102649,0.224550102,1.08215292,0.293939344,0.163051207,1995,0.139664608,0.172826727,0.20798789,1
