"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","DateTime","MeanDischarge","SpCond.uScm"
"1","STRT",2020-06-19 07:45:00,996.782819906308,2020-06-18 08:00:00,55.3063636363636,76.1636363636364,9.01272727272727,26.973063763273,2020-06-19 07:45:00,996.782819906308,76.1636363636364
"2","STRT",2020-06-19 08:00:00,1010.81489106279,2020-06-19 08:00:00,55.47,76.1636363636364,9.50818181818182,26.943586368113,2020-06-19 08:00:00,1010.81489106279,76.1636363636364
"3","STRT",2020-06-19 08:15:00,1013.3059592084,2020-06-19 08:00:00,55.5772727272727,76.2,9.18636363636364,26.9360280616618,2020-06-19 08:15:00,1013.3059592084,76.2
"4","STRT",2020-06-19 08:30:00,1004.48881929478,2020-06-19 08:00:00,55.6481818181818,76.1727272727273,9.18272727272727,26.9035273439214,2020-06-19 08:30:00,1004.48881929478,76.1727272727273
"5","STRT",2020-06-19 08:45:00,1020.74317150156,2020-06-19 08:00:00,55.7254545454545,76.2,9.44,26.8853874084383,2020-06-19 08:45:00,1020.74317150156,76.2
"6","STRT",2020-06-19 09:00:00,1013.57474630378,2020-06-19 08:00:00,55.7363636363636,76.2,9.33,26.8725382874712,2020-06-19 09:00:00,1013.57474630378,76.2
"7","STRT",2020-06-19 09:15:00,1010.81489106279,2020-06-19 08:00:00,55.7436363636364,76.1818181818182,9.73454545454545,26.8521308600528,2020-06-19 09:15:00,1010.81489106279,76.1818181818182
"8","STRT",2020-06-19 09:30:00,1008.89738925156,2020-06-19 08:00:00,55.8927272727273,76.2,9.47272727272727,26.8566658439236,2020-06-19 09:30:00,1008.89738925156,76.2
"9","STRT",2020-06-19 09:45:00,1017.7145291653,2020-06-19 08:00:00,55.9518181818182,76.1727272727273,9.19636363636364,26.799222714894,2020-06-19 09:45:00,1017.7145291653,76.1727272727273
"10","STRT",2020-06-19 10:00:00,1017.98331626068,2020-06-19 08:00:00,55.9845454545455,76.1,9.71,26.757652029412,2020-06-19 10:00:00,1017.98331626068,76.1
"11","STRT",2020-06-19 10:15:00,1004.48881929478,2020-06-19 08:00:00,55.8509090909091,76.0818181818182,9.39545454545454,26.7402679245741,2020-06-19 10:15:00,1004.48881929478,76.0818181818182
"12","STRT",2020-06-19 10:30:00,1013.57474630378,2020-06-19 08:00:00,56.0018181818182,76.0727272727273,9.39818181818182,26.7266629729618,2020-06-19 10:30:00,1013.57474630378,76.0727272727273
"13","STRT",2020-06-19 10:45:00,1027.60681746039,2020-06-19 08:00:00,56.0336363636364,76.0636363636364,9.26909090909091,26.7357329407034,2020-06-19 10:45:00,1027.60681746039,76.0636363636364
"14","STRT",2020-06-19 11:00:00,1025.95810274454,2020-06-19 08:00:00,55.9690909090909,76.0636363636364,9.66454545454545,26.7470704003802,2020-06-19 11:00:00,1025.95810274454,76.0636363636364
"15","STRT",2020-06-19 11:15:00,1039.99017390108,2020-06-19 08:00:00,55.9781818181818,76,10.0863636363636,26.7402679245741,2020-06-19 11:15:00,1039.99017390108,76
"16","STRT",2020-06-19 11:30:00,1053.7534579623,2020-06-19 08:00:00,56.0081818181818,75.9363636363636,10.0163636363636,26.6964297471568,2020-06-19 11:30:00,1053.7534579623,75.9363636363636
"17","STRT",2020-06-19 11:45:00,1058.96838920529,2020-06-19 08:00:00,55.84,75.7,9.72454545454545,26.571717690711,2020-06-19 11:45:00,1058.96838920529,75.7
"18","STRT",2020-06-19 12:00:00,1075.49152850744,2020-06-19 08:00:00,55.7872727272727,75.6636363636364,10.1645454545455,26.5558452471634,2020-06-19 12:00:00,1075.49152850744,75.6636363636364
"19","STRT",2020-06-19 12:15:00,1070.81417145516,2020-06-19 08:00:00,55.8936363636364,75.6090909090909,10.4309090909091,26.5891017955488,2020-06-19 12:15:00,1070.81417145516,75.6090909090909
"20","STRT",2020-06-19 12:30:00,1085.38381680247,2020-06-19 08:00:00,55.98,75.6181818181818,10.3609090909091,26.643521601998,2020-06-19 12:30:00,1085.38381680247,75.6181818181818
"21","STRT",2020-06-19 12:45:00,1075.76031560276,2020-06-19 08:00:00,56.1072727272727,75.5909090909091,10.47,26.6790456423189,2020-06-19 12:45:00,1075.76031560276,75.5909090909091
"22","STRT",2020-06-19 13:00:00,1076.29788979347,2020-06-19 08:00:00,56.1109090909091,75.5727272727273,10.0109090909091,26.6903831019958,2020-06-19 13:00:00,1076.29788979347,75.5727272727273
"23","STRT",2020-06-19 13:15:00,1090.32996095001,2020-06-19 08:00:00,56.3554545454545,75.4818181818182,10.5781818181818,26.6873597794153,2020-06-19 13:15:00,1090.32996095001,75.4818181818182
"24","STRT",2020-06-19 13:30:00,1111.79924439982,2020-06-19 08:00:00,56.4963636363636,75.4545454545455,10.5618181818182,26.6782898116737,2020-06-19 13:30:00,1111.79924439982,75.4545454545455
"25","STRT",2020-06-19 13:45:00,1109.03938915877,2020-06-19 08:00:00,56.5954545454545,75.3727272727273,9.87363636363636,26.6601498761907,2020-06-19 13:45:00,1109.03938915877,75.3727272727273
"26","STRT",2020-06-19 14:00:00,1134.91724256548,2020-06-19 08:00:00,56.5654545454545,75.2818181818182,11.0045454545455,26.6578823842553,2020-06-19 14:00:00,1134.91724256548,75.2818181818182
"27","STRT",2020-06-19 14:15:00,1144.54074376507,2020-06-19 08:00:00,56.8145454545455,75.2363636363636,11.1536363636364,26.6722431665128,2020-06-19 14:15:00,1144.54074376507,75.2363636363636
"28","STRT",2020-06-19 14:30:00,1166.01002721477,2020-06-19 08:00:00,56.9445454545455,75.2,11.3281818181818,26.7123021907044,2020-06-19 14:30:00,1166.01002721477,75.2
"29","STRT",2020-06-19 14:45:00,1166.01002721477,2020-06-19 08:00:00,57.2336363636364,75.1909090909091,11.4045454545455,26.7107905294142,2020-06-19 14:45:00,1166.01002721477,75.1909090909091
"30","STRT",2020-06-19 15:00:00,1161.33267016266,2020-06-19 08:00:00,57.6990909090909,75.1727272727273,12.08,26.71608134393,2020-06-19 15:00:00,1161.33267016266,75.1727272727273
"31","STRT",2020-06-19 15:15:00,1178.12459656026,2020-06-19 08:00:00,57.9045454545455,75.1,12.1163636363636,26.7062555455434,2020-06-19 15:15:00,1178.12459656026,75.1
"32","STRT",2020-06-19 15:30:00,1175.36474131921,2020-06-19 08:00:00,58.0263636363636,75,12.7218181818182,26.6601498761907,2020-06-19 15:30:00,1175.36474131921,75
"33","STRT",2020-06-19 15:45:00,1198.75152658019,2020-06-19 08:00:00,58.6181818181818,74.9636363636364,11.71,26.65561489232,2020-06-19 15:45:00,1198.75152658019,74.9636363636364
"34","STRT",2020-06-19 16:00:00,1212.78359773668,2020-06-19 08:00:00,59.1509090909091,74.9,13.0590909090909,26.6344516342565,2020-06-19 16:00:00,1212.78359773668,74.9
"35","STRT",2020-06-19 16:15:00,1229.57552413427,2020-06-19 08:00:00,59.4845454545455,74.8,13.3863636363636,26.6329399729662,2020-06-19 16:15:00,1229.57552413427,74.8
"36","STRT",2020-06-19 16:30:00,1238.66145114327,2020-06-19 08:00:00,59.8336363636364,74.7454545454545,13.5763636363636,26.6034625778063,2020-06-19 16:30:00,1238.66145114327,74.7454545454545
"37","STRT",2020-06-19 16:45:00,1226.81566889322,2020-06-19 08:00:00,59.9618181818182,74.6181818181818,13.75,26.5550894165182,2020-06-19 16:45:00,1226.81566889322,74.6181818181818
"38","STRT",2020-06-19 17:00:00,1235.90159590234,2020-06-19 08:00:00,60.1081818181818,74.4818181818182,14.1827272727273,26.542240295551,2020-06-19 17:00:00,1235.90159590234,74.4818181818182
"39","STRT",2020-06-19 17:15:00,1248.55373943836,2020-06-19 08:00:00,61.0336363636364,74.3727272727273,14.8727272727273,26.4485172955554,2020-06-19 17:15:00,1248.55373943836,74.3727272727273
"40","STRT",2020-06-19 17:30:00,1264.50331240613,2020-06-19 08:00:00,61.7572727272727,74.2727272727273,13.4536363636364,26.3963649810417,2020-06-19 17:30:00,1264.50331240613,74.2727272727273
"41","STRT",2020-06-19 17:45:00,1266.99438055191,2020-06-19 08:00:00,62.2754545454545,74.1727272727273,14.3109090909091,26.338166021367,2020-06-19 17:45:00,1266.99438055191,74.1727272727273
"42","STRT",2020-06-19 18:00:00,1277.99780937203,2020-06-19 08:00:00,62.7854545454545,74.0727272727273,14.5681818181818,26.2678737713703,2020-06-19 18:00:00,1277.99780937203,74.0727272727273
"43","STRT",2020-06-19 18:15:00,1282.67516642425,2020-06-19 08:00:00,63.3418181818182,73.9727272727273,15.2872727272727,26.1968256907284,2020-06-19 18:15:00,1282.67516642425,73.9727272727273
