"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.128289473684208,2,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 4% discharge...2","1",0.175822368421034,4,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 6% discharge...3","1",-0.140953947368435,6,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 8% discharge...4","1",-0.140953947368435,8,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 10% discharge...5","1",-0.147697368421059,10,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 12% discharge...6","1",-0.158388157894735,12,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 14% discharge...7","1",-0.138486842105277,14,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 16% discharge...8","1",-0.138486842105277,16,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 18% discharge...9","1",-0.216447368421066,18,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 20% discharge...10","1",-0.237993421052636,20,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 22% discharge...11","1",-0.263486842105283,22,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 24% discharge...12","1",-0.285032894736854,24,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 26% discharge...13","1",-0.256414473684224,26,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 28% discharge...14","1",-0.0641447368421285,28,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 30% discharge...15","1",-0.29276315789474,30,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 32% discharge...16","1",-0.29276315789474,32,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 34% discharge...17","1",-0.0300986842105496,34,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 36% discharge...18","1",0.0152960526315553,36,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 38% discharge...19","1",-0.288980263157906,38,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 40% discharge...20","1",-0.288980263157906,40,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 42% discharge...21","1",-0.371875000000009,42,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 44% discharge...22","1",-0.29276315789474,44,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 46% discharge...23","1",-0.474177631578963,46,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 48% discharge...24","1",-0.474177631578963,48,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 50% discharge...25","1",-0.474177631578963,50,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
