"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"1","POKE",2020-08-03 07:15:00,753.338696611929,2020-08-02 08:00:00,50.0054545454545,92.0909090909091,14.2018181818182,29.1043757300878,753.338696611929,2020-08-03 07:15:00,50.0054545454545,92.0909090909091
"2","POKE",2020-08-03 07:30:00,756.172051317059,2020-08-02 08:00:00,50.1145454545455,92.1454545454545,15.6045454545455,29.1322375829311,756.172051317059,2020-08-03 07:30:00,50.1145454545455,92.1454545454545
"3","POKE",2020-08-03 07:45:00,756.172051317059,2020-08-02 08:00:00,49.1836363636364,92.0818181818182,17.7790909090909,29.018178122854,756.172051317059,2020-08-03 07:45:00,49.1836363636364,92.0818181818182
"4","POKE",2020-08-03 08:00:00,781.672243663226,2020-08-03 08:00:00,48.9963636363636,92.0727272727273,21.7981818181818,29.0112126596432,781.672243663226,2020-08-03 08:00:00,48.9963636363636,92.0727272727273
"5","POKE",2020-08-03 08:15:00,784.50559836824,2020-08-03 08:00:00,48.7,92,19.4927272727273,28.8039901291214,784.50559836824,2020-08-03 08:15:00,48.7,92
"6","POKE",2020-08-03 08:30:00,798.672371893888,2020-08-03 08:00:00,48.3318181818182,91.9727272727273,24.9045454545455,28.7439130089281,798.672371893888,2020-08-03 08:30:00,48.3318181818182,91.9727272727273
"7","POKE",2020-08-03 08:45:00,812.839145419537,2020-08-03 08:00:00,47.5990909090909,91.7818181818182,31.8536363636364,28.5131820400699,812.839145419537,2020-08-03 08:45:00,47.5990909090909,91.7818181818182
"8","POKE",2020-08-03 09:00:00,835.505983060459,2020-08-03 08:00:00,46.4545454545455,91.4727272727273,33.4745454545455,28.2450117064535,835.505983060459,2020-08-03 09:00:00,46.4545454545455,91.4727272727273
"9","POKE",2020-08-03 09:15:00,849.672756586107,2020-08-03 08:00:00,47.1045454545455,91.1909090909091,34.7118181818182,27.9193763013479,849.672756586107,2020-08-03 09:15:00,47.1045454545455,91.1909090909091
"10","POKE",2020-08-03 09:30:00,880.839658342418,2020-08-03 08:00:00,45.7127272727273,90.8727272727273,44.4318181818182,27.6329216268032,880.839658342418,2020-08-03 09:30:00,45.7127272727273,90.8727272727273
"11","POKE",2020-08-03 09:45:00,914.839914803859,2020-08-03 08:00:00,42.1527272727273,90.5,146.501818181818,27.3316653429354,914.839914803859,2020-08-03 09:45:00,42.1527272727273,90.5
"12","POKE",2020-08-03 10:00:00,943.17346185504,2020-08-03 08:00:00,42.3654545454545,90,66.8945454545455,26.8812501945298,943.17346185504,2020-08-03 10:00:00,42.3654545454545,90
"13","POKE",2020-08-03 10:15:00,991.340491842013,2020-08-03 08:00:00,42.8327272727273,89.3454545454545,89.0481818181818,26.3547591276186,991.340491842013,2020-08-03 10:15:00,42.8327272727273,89.3454545454545
"14","POKE",2020-08-03 10:30:00,1042.34087653423,2020-08-03 08:00:00,43.0663636363636,88.6,88.28,25.7760270866263,1042.34087653423,2020-08-03 10:30:00,43.0663636363636,88.6
"15","POKE",2020-08-03 10:45:00,1099.00797063659,2020-08-03 08:00:00,41.4645454545455,87.8818181818182,115.102727272727,25.1205661149523,1099.00797063659,2020-08-03 10:45:00,41.4645454545455,87.8818181818182
"16","POKE",2020-08-03 11:00:00,1150.00835532881,2020-08-03 08:00:00,42.8636363636364,87.2636363636364,136.309090909091,24.5467316652801,1150.00835532881,2020-08-03 11:00:00,42.8636363636364,87.2636363636364
"17","POKE",2020-08-03 11:15:00,1198.17538531579,2020-08-03 08:00:00,37.8790909090909,86.5272727272727,171.137272727273,24.2945057122947,1198.17538531579,2020-08-03 11:15:00,37.8790909090909,86.5272727272727
"18","POKE",2020-08-03 11:30:00,1280.34267176432,2020-08-03 08:00:00,37.6063636363636,86.2818181818182,185.914545454545,23.6153730492402,1280.34267176432,2020-08-03 11:30:00,37.6063636363636,86.2818181818182
"19","POKE",2020-08-03 11:45:00,1331.34305645642,2020-08-03 08:00:00,38.0690909090909,86.0454545454545,222.956363636364,23.2325446610521,1331.34305645642,2020-08-03 11:45:00,38.0690909090909,86.0454545454545
"20","POKE",2020-08-03 12:00:00,1410.67698819982,2020-08-03 08:00:00,39.2027272727273,84.9727272727273,205.881818181818,22.4505625802754,1410.67698819982,2020-08-03 12:00:00,39.2027272727273,84.9727272727273
"21","POKE",2020-08-03 12:15:00,1504.17769346875,2020-08-03 08:00:00,39.3036363636364,84.4363636363636,223.058181818182,22.6244270721391,1504.17769346875,2020-08-03 12:15:00,39.3036363636364,84.4363636363636
"22","POKE",2020-08-03 12:30:00,1577.84491580189,2020-08-03 08:00:00,40.2972727272727,84.0818181818182,222.103636363636,NA,1577.84491580189,2020-08-03 12:30:00,40.2972727272727,84.0818181818182
"23","POKE",2020-08-03 12:45:00,1651.51213813503,2020-08-03 08:00:00,43.5490909090909,83,227.29,21.3959479160129,1651.51213813503,2020-08-03 12:45:00,43.5490909090909,83
"24","POKE",2020-08-03 13:00:00,1739.34613399371,2020-08-03 08:00:00,45.1381818181818,82.3545454545455,206.316363636364,NA,1739.34613399371,2020-08-03 13:00:00,45.1381818181818,82.3545454545455
"25","POKE",2020-08-03 13:15:00,1841.34690337803,2020-08-03 08:00:00,47.4663636363636,81.5727272727273,208.708181818182,20.6066194482561,1841.34690337803,2020-08-03 13:15:00,47.4663636363636,81.5727272727273
"26","POKE",2020-08-03 13:30:00,1934.84760864696,2020-08-03 08:00:00,50.4227272727273,80.0636363636364,186.495454545455,20.5356043741146,1934.84760864696,2020-08-03 13:30:00,50.4227272727273,80.0636363636364
"27","POKE",2020-08-03 13:45:00,2014.18154039036,2020-08-03 08:00:00,52.5072727272727,79.3727272727273,192.217272727273,20.0605380160645,2014.18154039036,2020-08-03 13:45:00,52.5072727272727,79.3727272727273
"28","POKE",2020-08-03 14:00:00,2102.01553624903,2020-08-03 08:00:00,55.2727272727273,78.9727272727273,181.921818181818,19.6809746887564,2102.01553624903,2020-08-03 14:00:00,55.2727272727273,78.9727272727273
"29","POKE",2020-08-03 14:15:00,2195.51624151808,2020-08-03 08:00:00,55.9518181818182,78.5272727272727,167.195454545455,NA,2195.51624151808,2020-08-03 14:15:00,55.9518181818182,78.5272727272727
"30","POKE",2020-08-03 14:30:00,2280.51688267163,2020-08-03 08:00:00,59.65,78.2272727272727,167.33,19.2548842439073,2280.51688267163,2020-08-03 14:30:00,59.65,78.2272727272727
"31","POKE",2020-08-03 14:45:00,2359.85081441491,2020-08-03 08:00:00,61.3754545454545,77.6636363636364,165.502727272727,19.1903992915259,2359.85081441491,2020-08-03 14:45:00,61.3754545454545,77.6636363636364
"32","POKE",2020-08-03 15:00:00,2416.51790851739,2020-08-03 08:00:00,63.1681818181818,77.0181818181818,148.703636363636,18.9985769648219,2416.51790851739,2020-08-03 15:00:00,63.1681818181818,77.0181818181818
"33","POKE",2020-08-03 15:15:00,2484.51842144027,2020-08-03 08:00:00,66.2918181818182,76.4545454545455,145.590909090909,NA,2484.51842144027,2020-08-03 15:15:00,66.2918181818182,76.4545454545455
