"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"1598","POKE",786.718820543145,2020-06-20 15:15:00,105.362298334018,84.1909090909091,37.71,28.5403517544773,0.38665,786.718820543145,2020-06-20 15:15:00,105.362298334018,84.1909090909091
"1599","POKE",807.206314364332,2020-06-20 15:30:00,105.315978983942,84.0727272727273,38.9427272727273,28.3052673711123,0.384525,807.206314364332,2020-06-20 15:30:00,105.315978983942,84.0727272727273
"1600","POKE",814.035478971375,2020-06-20 15:45:00,105.969542839046,83.6727272727273,39.2527272727273,27.7616347345807,0.38415625,814.035478971375,2020-06-20 15:45:00,105.969542839046,83.6727272727273
"1601","POKE",816.311867173761,2020-06-20 16:00:00,94.494866147456,83.4636363636364,67.6018181818182,27.4253334639336,0.46665625,816.311867173761,2020-06-20 16:00:00,94.494866147456,83.4636363636364
"1602","POKE",820.864643578418,2020-06-20 16:15:00,98.8656701531392,83.3818181818182,60.3581818181818,27.3592159811122,0.444575,820.864643578418,2020-06-20 16:15:00,98.8656701531392,83.3818181818182
"1603","POKE",804.929926162004,2020-06-20 16:30:00,95.739779145705,83.4363636363636,82.6463636363636,27.1208665368671,0.48696875,804.929926162004,2020-06-20 16:30:00,95.739779145705,83.4363636363636
"1604","POKE",816.311867173761,2020-06-20 16:45:00,92.3878224523037,83.3545454545455,85.8945454545455,27.1559659413278,0.53615625,816.311867173761,2020-06-20 16:45:00,92.3878224523037,83.3545454545455
"1605","POKE",820.864643578418,2020-06-20 17:00:00,80.2203576479268,83.0727272727273,103.673636363636,27.1200502716471,NA,820.864643578418,2020-06-20 17:00:00,80.2203576479268,83.0727272727273
"1606","POKE",841.352137399605,2020-06-20 17:15:00,90.6099164148808,82.7,104.116363636364,26.6441676483769,0.57766875,841.352137399605,2020-06-20 17:15:00,90.6099164148808,82.7
"1607","POKE",848.181302006647,2020-06-20 17:30:00,76.9485534672887,82.2818181818182,128.879090909091,26.5845802873156,NA,848.181302006647,2020-06-20 17:30:00,76.9485534672887,82.2818181818182
"1608","POKE",866.392407625506,2020-06-20 17:45:00,77.2142405505708,81.9818181818182,155.285454545455,26.2131796122077,NA,866.392407625506,2020-06-20 17:45:00,77.2142405505708,81.9818181818182
"1609","POKE",870.945184030221,2020-06-20 18:00:00,75.1890485093732,81.6727272727273,161.344545454545,26.2850109515693,NA,870.945184030221,2020-06-20 18:00:00,75.1890485093732,81.6727272727273
"1610","POKE",900.538230660837,2020-06-20 18:15:00,64.5125104271004,80.9818181818182,216.685454545455,26.1429808032862,NA,900.538230660837,2020-06-20 18:15:00,64.5125104271004,80.9818181818182
