"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",0.0314387459410214,0.0784722767486893,-0.168733740863751,0.270076483797997,-13.924,98.498,1540.36157984112,0.6404,0,2.8044,0.0072,0.0089,0.054,815,0.0875,"VAUL_storm1a_07_23_NO3","VAUL"
"2","2",-0.318093567356951,0.196673964401067,-0.146114438271168,-0.662854462803955,23.52,34.1807692307692,433.945087449974,0.9419,0.0161,-11.3216,0,-0.3746,-0.2616,7,0,"VAUL_storm1b_07_27_NO3","VAUL"
"3","3",0.0630527891054654,0.339087399862377,-0.945377679673759,0.518481798795314,158.84,247.936666666667,433.945087449974,0.8526,0,1.3016,0.1991,-0.0343,0.1604,746,0.2972,"VAUL_storm1b_07_27_fDOM","VAUL"
"4","4",0.408582309459595,0.419536416173672,-0.566077314953551,0.813654979522524,228.58,362.06,433.945087449974,0.8039,0,6.8172,0,0.2881,0.529,1123,0,"VAUL_storm1b_07_27_SPC","VAUL"
"5","5",-0.125244594933534,0.131855244175948,0.745342362678706,-0.539280160521697,14.98,147.88,433.945087449974,0.8123,0,-6.6491,0,-0.1631,-0.0874,0,0,"VAUL_storm1b_07_27_turb","VAUL"
"6","6",-0.0256294536817028,0.245087675503855,-0.374406175771976,-0.515439429928739,37.8323076923077,40.4230769230769,78.585623747902,0.8934,3e-04,-0.732,0.4677,-0.096,0.0447,565,0.487,"VAUL_storm2_08_05_NO3","VAUL"
"7","7",0.55142959154528,0.300125232101711,-0.15632676378175,0.884932876321079,228.805,240.475,78.585623747902,0.8307,0,12.8613,0,0.4653,0.6376,1275,0,"VAUL_storm2_08_05_fDOM","VAUL"
"8","8",-0.498460178831356,0.200776441911703,0.365564566437928,-0.82621127053442,449.98,482.04,78.585623747902,0.9228,0.003,-17.3786,0,-0.5561,-0.4408,0,0,"VAUL_storm2_08_05_SPC","VAUL"
"9","9",0.408310332499103,0.17187225835772,-0.366464068644967,0.725956381837685,10.6983333333333,15.36,78.585623747902,0.9024,6e-04,16.6296,0,0.359,0.4577,1275,0,"VAUL_storm2_08_05_turb","VAUL"
"10","10",-0.0508135566770688,0.099782608380368,0.0267526323772457,0.257413602641436,-0.891052631578947,93.012,2078.20293030905,0.6429,0,-3.5647,8e-04,-0.0795,-0.0222,258,3e-04,"VAUL_storm3_08_08_NO3","VAUL"
"11","11",0.367185357378999,0.194249471137765,-0.329019436218926,0.775401692593624,-13.02,338.866,2078.20293030905,0.9598,0.0875,13.2319,0,0.3114,0.423,1274,0,"VAUL_storm3_08_08_fDOM","VAUL"
"12","12",0.755640581659242,0.0958648557191172,-0.128343279818443,0.998604690258048,78.4333333333333,475,2078.20293030905,0.8186,0,55.1765,0,0.7281,0.7832,1275,0,"VAUL_storm3_08_08_SPC","VAUL"
"13","13",-0.210116185619864,0.210411657864805,0.159108019602138,-0.798083510771784,1.192,867.22,2078.20293030905,0.8688,1e-04,-6.9902,0,-0.2705,-0.1497,15,0,"VAUL_storm3_08_08_turb","VAUL"
"14","14",0.236870222182485,0.140255894742417,-0.484849568599401,0.610004917519782,0,55.9225,1259.91573281144,0.7564,0,11.8219,0,0.1966,0.2771,1247,0,"VAUL_storm4a_08_15_NO3","VAUL"
"15","15",-0.343074098908139,0.138211433897315,0.335124374937108,-0.484664227024238,-12.968,321.598333333333,1259.91573281144,0.8269,0,-17.3757,0,-0.3828,-0.3034,7,0,"VAUL_storm4a_08_15_fDOM","VAUL"
"16","16",-0.0998200469657644,0.106994192244645,0.293041651217403,-0.286763070077864,79.4833333333333,214.333333333333,1259.91573281144,0.8921,3e-04,-6.5306,0,-0.1305,-0.0691,164,0,"VAUL_storm4a_08_15_SPC","VAUL"
"17","17",0.0116155316385945,0.135192422963519,0.791216296929972,-0.724261489967593,0.788,346.8,1259.91573281144,0.6928,0,0.6014,0.5503,-0.0272,0.0504,857,0.0345,"VAUL_storm4a_08_15_turb","VAUL"
"18","18",-0.175594839486961,0.274648352305624,-0.688777892121178,-0.593476569363218,187.098333333333,253.5,616.426974215836,0.7969,0,-4.4754,0,-0.2544,-0.0967,369,0.0097,"VAUL_storm4b_08_20_fDOM","VAUL"
"19","19",0.176527480371164,0.448639880969004,-0.394539614561028,0.676659528907923,148.38,185.74,616.426974215836,0.8555,0,2.7543,0.0082,0.0477,0.3053,926,0.0054,"VAUL_storm4b_08_20_SPC","VAUL"
"20","20",-0.0115089628314529,0.0864422448421286,0.610308687933106,-0.549599106580378,16.685,133.091666666667,616.426974215836,0.4614,0,-0.932,0.3559,-0.0363,0.0133,689,0.6225,"VAUL_storm4b_08_20_turb","VAUL"
"21","21",0.386494546492426,0.223920059136538,-0.879786344824771,0.622821145338527,171.14,252.891666666667,658.685937466915,0.8061,0,12.0823,0,0.3222,0.4508,1236,0,"VAUL_storm5a_08_23_fDOM","VAUL"
"22","22",0.429098233995588,0.162351451420349,-0.492052980132451,0.756346578366441,169.55,199.75,658.685937466915,0.9146,0.0015,18.5011,0,0.3825,0.4757,1275,0,"VAUL_storm5a_08_23_SPC","VAUL"
"23","23",-0.0827645120280425,0.132576449405869,0.859116997247557,-0.467166960836344,15.45,150.481666666667,658.685937466915,0.7698,0,-4.3699,1e-04,-0.1208,-0.0447,185,0,"VAUL_storm5a_08_23_turb","VAUL"
"24","24",-0.0477421891463659,0.286089964440396,-0.673477829897833,-0.540578194391324,78.656,249.486666666667,983.311609713652,0.7323,0,-1.1681,0.2484,-0.1299,0.0344,664,0.8018,"VAUL_storm5b_08_26_fDOM","VAUL"
