"","site.ID","DateTimeAK","Discharge","NO3","fDOM","SPC","Turb","day"
"11098","CARI",2022-09-04 05:45:00,296.490666666667,24.8,51.0326666666667,90.3633333333333,3.48666666666667,2022-09-04
"11099","CARI",2022-09-04 06:00:00,296.310666666667,24.8,50.944,90.2313333333333,3.25533333333333,2022-09-04
"11100","CARI",2022-09-04 06:15:00,298.266666666667,24.7,51.1486666666667,90.1326666666667,2.41666666666667,2022-09-04
"11101","CARI",2022-09-04 06:30:00,299.962666666667,24.7,51.4926666666667,90.107,2.40033333333333,2022-09-04
"11102","CARI",2022-09-04 06:45:00,301.933333333333,24.8,51.4626666666667,90.0346666666667,2.37866666666667,2022-09-04
"11103","CARI",2022-09-04 07:00:00,301.213333333333,24.8,51.5026666666667,89.9963333333333,2.46433333333333,2022-09-04
"11104","CARI",2022-09-04 07:15:00,303.617333333333,24.7,51.5193333333333,89.98,2.395,2022-09-04
"11105","CARI",2022-09-04 07:30:00,304.944666666667,24.8,51.6306666666667,89.962,3.39466666666667,2022-09-04
"11106","CARI",2022-09-04 07:45:00,306.380666666667,24.7,51.5693333333333,89.9326666666667,3.02933333333333,2022-09-04
"11107","CARI",2022-09-04 08:00:00,309.86,24.7,51.912,89.9156666666667,2.32633333333333,2022-09-04
"11108","CARI",2022-09-04 08:15:00,311.055333333333,24.7,52.04,89.8593333333333,2.70866666666667,2022-09-04
"11109","CARI",2022-09-04 08:30:00,312.503333333333,24.7,52.0306666666667,89.774,2.85366666666667,2022-09-04
"11110","CARI",2022-09-04 08:45:00,315.258666666667,24.7,52.2253333333333,89.7506666666667,2.92966666666667,2022-09-04
"11111","CARI",2022-09-04 09:00:00,315.022,24.7,52.2246666666667,89.7116666666667,3.70733333333333,2022-09-04
"11112","CARI",2022-09-04 09:15:00,318.454,24.6,52.0573333333333,89.634,3.855,2022-09-04
"11113","CARI",2022-09-04 09:30:00,318.072,24.7,52.2453333333333,89.558,4.23033333333333,2022-09-04
"11114","CARI",2022-09-04 09:45:00,319.998,24.6,52.236,89.4793333333333,2.984,2022-09-04
"11115","CARI",2022-09-04 10:00:00,321.026,24.6,52.964,89.443,2.36866666666667,2022-09-04
"11116","CARI",2022-09-04 10:15:00,321.749333333333,24.5,53.0506666666667,89.373,2.67133333333333,2022-09-04
"11117","CARI",2022-09-04 10:30:00,323.688666666667,24.5,53.1246666666667,89.2653333333333,2.566,2022-09-04
"11118","CARI",2022-09-04 10:45:00,325.385333333333,24.5,53.2413333333333,89.1636666666667,2.31333333333333,2022-09-04
"11119","CARI",2022-09-04 11:00:00,328.607333333333,24.3,53.434,89.064,2.013,2022-09-04
"11120","CARI",2022-09-04 11:15:00,328.532,24.3,53.562,88.9116666666667,2.017,2022-09-04
"11121","CARI",2022-09-04 11:30:00,327.699333333333,24.3,53.5773333333333,88.784,2.002,2022-09-04
"11122","CARI",2022-09-04 11:45:00,330.456,24.3,53.6473333333333,88.6386666666667,1.92666666666667,2022-09-04
"11123","CARI",2022-09-04 12:00:00,331.742666666667,24.2,53.7273333333333,88.4966666666667,2.20933333333333,2022-09-04
"11124","CARI",2022-09-04 12:15:00,332.8,24.3,53.9093333333333,88.3423333333333,2.195,2022-09-04
"11125","CARI",2022-09-04 12:30:00,332.932,24.3,53.8993333333333,88.1773333333333,1.89366666666667,2022-09-04
"11126","CARI",2022-09-04 12:45:00,331.951333333333,24.2,53.8806666666667,88.049,1.825,2022-09-04
"11127","CARI",2022-09-04 13:00:00,332.618666666667,24.2,53.942,87.924,1.78966666666667,2022-09-04
"11128","CARI",2022-09-04 13:15:00,331.202666666667,24.1,53.9073333333333,87.7483333333333,1.77633333333333,2022-09-04
"11129","CARI",2022-09-04 13:30:00,331.169333333333,24,53.7986666666667,87.59,1.809,2022-09-04
"11130","CARI",2022-09-04 13:45:00,330.371333333333,23.9,53.8286666666667,87.4513333333333,1.79366666666667,2022-09-04
"11131","CARI",2022-09-04 14:00:00,332.284,23.9,53.8366666666667,87.3226666666667,1.82533333333333,2022-09-04
"11132","CARI",2022-09-04 14:15:00,332.517333333333,23.8,53.9033333333333,87.2166666666667,1.81866666666667,2022-09-04
"11133","CARI",2022-09-04 14:30:00,331.007333333333,23.8,53.818,87.138,2.30233333333333,2022-09-04
"11134","CARI",2022-09-04 14:45:00,332.010666666667,23.7,53.7873333333333,87.0386666666667,1.70433333333333,2022-09-04
"11135","CARI",2022-09-04 15:00:00,331.29,23.6,53.798,86.9096666666667,1.682,2022-09-04
"11136","CARI",2022-09-04 15:15:00,326.226666666667,23.5,53.744,86.7983333333333,1.669,2022-09-04
"11137","CARI",2022-09-04 15:30:00,328.579333333333,23.5,53.8406666666667,86.707,1.65933333333333,2022-09-04
"11138","CARI",2022-09-04 15:45:00,329.164666666667,23.4,53.94,86.665,1.54766666666667,2022-09-04
"11139","CARI",2022-09-04 16:00:00,328.626,23.3,54.0813333333333,86.5756666666667,1.55866666666667,2022-09-04
"11140","CARI",2022-09-04 16:15:00,326.74,23.3,54.0813333333333,86.5533333333333,1.67533333333333,2022-09-04
"11141","CARI",2022-09-04 16:30:00,325.257333333333,23.2,53.98,86.5266666666667,1.875,2022-09-04
"11142","CARI",2022-09-04 16:45:00,325.106666666667,23.1,54.0053333333333,86.497,1.892,2022-09-04
"11143","CARI",2022-09-04 17:00:00,326.023333333333,23.1,54.1253333333333,86.476,1.85533333333333,2022-09-04
"11144","CARI",2022-09-04 17:15:00,325.504666666667,23,54.0413333333333,86.4606666666667,2.36833333333333,2022-09-04
"11145","CARI",2022-09-04 17:30:00,326.367333333333,22.9,54.222,86.4483333333333,1.81966666666667,2022-09-04
"11146","CARI",2022-09-04 17:45:00,323.486,22.8,54.358,86.4566666666667,2.091,2022-09-04
"11147","CARI",2022-09-04 18:00:00,323.975333333333,22.8,54.4466666666667,86.449,2.12566666666667,2022-09-04
"11148","CARI",2022-09-04 18:15:00,321.742666666667,22.7,54.616,86.421,2.23933333333333,2022-09-04
"11149","CARI",2022-09-04 18:30:00,322.370666666667,22.7,54.728,86.4623333333333,2.17066666666667,2022-09-04
"11150","CARI",2022-09-04 18:45:00,320.110666666667,22.6,54.8533333333333,86.496,2.122,2022-09-04
"11151","CARI",2022-09-04 19:00:00,320.961333333333,22.7,54.9093333333333,86.5196666666667,1.47033333333333,2022-09-04
"11152","CARI",2022-09-04 19:15:00,319.625333333333,22.6,55.1006666666667,86.5326666666667,1.391,2022-09-04
"11153","CARI",2022-09-04 19:30:00,320.088,22.5,55.1533333333333,86.597,1.40733333333333,2022-09-04
"11154","CARI",2022-09-04 19:45:00,319.699333333333,22.4,55.2813333333333,86.7083333333333,1.38833333333333,2022-09-04
"11155","CARI",2022-09-04 20:00:00,317.256666666667,22.4,55.3393333333333,86.753,1.39966666666667,2022-09-04
"11156","CARI",2022-09-04 20:15:00,318.278,22.5,55.312,86.769,1.396,2022-09-04
"11157","CARI",2022-09-04 20:30:00,317.338,22.5,55.3433333333333,86.8836666666667,1.388,2022-09-04
"11158","CARI",2022-09-04 20:45:00,317.226666666667,22.4,55.3726666666667,86.999,1.492,2022-09-04
"11159","CARI",2022-09-04 21:00:00,316.107333333333,22.5,55.2853333333333,87.0793333333333,1.78833333333333,2022-09-04
"11160","CARI",2022-09-04 21:15:00,316.068666666667,22.5,55.246,87.1153333333333,1.62833333333333,2022-09-04
"11161","CARI",2022-09-04 21:30:00,314.452,22.5,55.42,87.174,1.59633333333333,2022-09-04
"11162","CARI",2022-09-04 21:45:00,314.44,22.5,55.5246666666667,87.2446666666667,1.86166666666667,2022-09-04
"11163","CARI",2022-09-04 22:00:00,313.906666666667,22.6,55.5813333333333,87.2813333333333,1.68066666666667,2022-09-04
"11164","CARI",2022-09-04 22:15:00,314.724666666667,22.6,55.79,87.3086666666667,1.41233333333333,2022-09-04
"11165","CARI",2022-09-04 22:30:00,313.241333333333,22.6,55.9233333333333,87.3446666666667,1.42566666666667,2022-09-04
"11166","CARI",2022-09-04 22:45:00,313.076666666667,22.6,56.0766666666667,87.3773333333333,1.807,2022-09-04
"11167","CARI",2022-09-04 23:00:00,312.197333333333,22.6,56.0686666666667,87.4463333333333,1.75533333333333,2022-09-04
"11168","CARI",2022-09-04 23:15:00,313.477333333333,22.7,56.1566666666667,87.5526666666667,1.59666666666667,2022-09-04
"11169","CARI",2022-09-04 23:30:00,312.94,22.8,56.1333333333333,87.6546666666667,1.55966666666667,2022-09-04
"11170","CARI",2022-09-04 23:45:00,312.194,22.8,56.0413333333333,87.7413333333333,1.50266666666667,2022-09-04
"11171","CARI",2022-09-05 00:00:00,312.522666666667,22.9,56.1186666666667,87.784,1.56533333333333,2022-09-05
"11172","CARI",2022-09-05 00:15:00,312.161333333333,23,56.092,87.8513333333333,1.938,2022-09-05
"11173","CARI",2022-09-05 00:30:00,314.786666666667,23,55.874,87.9086666666667,2.07933333333333,2022-09-05
"11174","CARI",2022-09-05 00:45:00,314.992,23,55.77,87.962,2.51966666666667,2022-09-05
"11175","CARI",2022-09-05 01:00:00,313.216,23,55.598,87.976,2.327,2022-09-05
"11176","CARI",2022-09-05 01:15:00,312.634666666667,23.1,55.694,88.0596666666667,2.311,2022-09-05
"11177","CARI",2022-09-05 01:30:00,311.644,23.1,55.722,88.1126666666667,2.04233333333333,2022-09-05
"11178","CARI",2022-09-05 01:45:00,311.55,23.2,55.7893333333333,88.18,1.73266666666667,2022-09-05
"11179","CARI",2022-09-05 02:00:00,309.332,23.2,55.8346666666667,88.2543333333333,1.59866666666667,2022-09-05
"11180","CARI",2022-09-05 02:15:00,311.064666666667,23.2,55.832,88.281,1.636,2022-09-05
"11181","CARI",2022-09-05 02:30:00,309.566,23.3,55.962,88.3133333333333,1.67366666666667,2022-09-05
"11182","CARI",2022-09-05 02:45:00,308.819333333333,23.4,56.0293333333333,88.35,1.61266666666667,2022-09-05
"11183","CARI",2022-09-05 03:00:00,308.780666666667,23.3,55.8993333333333,88.404,2.07,2022-09-05
"11184","CARI",2022-09-05 03:15:00,310.272666666667,23.5,55.7273333333333,88.475,2.25666666666667,2022-09-05
"11185","CARI",2022-09-05 03:30:00,308.884666666667,23.5,55.6466666666667,88.5096666666667,2.76966666666667,2022-09-05
"11186","CARI",2022-09-05 03:45:00,308.002,23.5,55.4533333333333,88.541,2.83233333333333,2022-09-05
"11187","CARI",2022-09-05 04:00:00,308.442666666667,23.6,55.5526666666667,88.594,2.50633333333333,2022-09-05
"11188","CARI",2022-09-05 04:15:00,308.298,23.6,55.6333333333333,88.6633333333333,2.21933333333333,2022-09-05
"11189","CARI",2022-09-05 04:30:00,308.56,23.7,55.712,88.6803333333333,2.157,2022-09-05
"11190","CARI",2022-09-05 04:45:00,307.76,23.7,55.6313333333333,88.678,2.05933333333333,2022-09-05
"11191","CARI",2022-09-05 05:00:00,308.786666666667,23.8,55.688,88.7346666666667,2.09966666666667,2022-09-05
"11192","CARI",2022-09-05 05:15:00,306.990666666667,23.8,55.6933333333333,88.793,2.26733333333333,2022-09-05
"11193","CARI",2022-09-05 05:30:00,308.703333333333,23.8,55.46,88.8163333333333,2.44666666666667,2022-09-05
"11194","CARI",2022-09-05 05:45:00,309.662,23.9,55.1706666666667,88.864,2.85033333333333,2022-09-05
"11195","CARI",2022-09-05 06:00:00,308.554666666667,23.9,55.1826666666667,88.881,2.63933333333333,2022-09-05
"11196","CARI",2022-09-05 06:15:00,309.042666666667,23.9,55.2813333333333,88.885,2.636,2022-09-05
"11197","CARI",2022-09-05 06:30:00,309.162,24,55.3006666666667,88.907,2.77833333333333,2022-09-05
"11198","CARI",2022-09-05 06:45:00,307.146,24,55.2706666666667,88.925,2.61566666666667,2022-09-05
"11199","CARI",2022-09-05 07:00:00,307.214,24,55.3746666666667,88.938,2.11533333333333,2022-09-05
"11200","CARI",2022-09-05 07:15:00,307.415333333333,24.1,55.4593333333333,88.9486666666667,2.93633333333333,2022-09-05
