"","site.ID","DateTimeAK","Discharge","NO3","fDOM","SPC","Turb","day"
"8335","CARI",2022-08-06 07:45:00,361.802,22.1,45.9066666666667,85.5,2.42266666666667,2022-08-06
"8336","CARI",2022-08-06 08:00:00,361.942,22.1,45.934,85.48,2.36533333333333,2022-08-06
"8337","CARI",2022-08-06 08:15:00,363.780666666667,22.1,46.1153333333333,85.4466666666667,2.331,2022-08-06
"8338","CARI",2022-08-06 08:30:00,363.922666666667,22.1,46.2446666666667,85.3966666666667,2.23766666666667,2022-08-06
"8339","CARI",2022-08-06 08:45:00,364.84,22.2,46.3213333333333,85.331,2.19933333333333,2022-08-06
"8340","CARI",2022-08-06 09:00:00,367.901333333333,22.1,46.4373333333333,85.3183333333333,2.23366666666667,2022-08-06
"8341","CARI",2022-08-06 09:15:00,368.676,22.2,46.574,85.2743333333333,2.22633333333333,2022-08-06
"8342","CARI",2022-08-06 09:30:00,369.595333333333,22.1,46.6613333333333,85.2363333333333,2.255,2022-08-06
"8343","CARI",2022-08-06 09:45:00,369.428666666667,22.1,46.726,85.2103333333333,2.261,2022-08-06
"8344","CARI",2022-08-06 10:00:00,371.195333333333,22.1,46.7306666666667,85.1353333333333,2.24033333333333,2022-08-06
"8345","CARI",2022-08-06 10:15:00,372.382,22.1,46.7933333333333,85.0496666666667,2.202,2022-08-06
"8346","CARI",2022-08-06 10:30:00,372.472,22,46.832,84.99,2.17133333333333,2022-08-06
"8347","CARI",2022-08-06 10:45:00,373.75,22,46.8613333333333,84.9356666666667,2.23966666666667,2022-08-06
"8348","CARI",2022-08-06 11:00:00,373.921333333333,22,46.932,84.8976666666667,2.188,2022-08-06
"8349","CARI",2022-08-06 11:15:00,374.434666666667,22.1,47.0126666666667,84.8393333333333,2.13,2022-08-06
"8350","CARI",2022-08-06 11:30:00,376.352,22,47.018,84.7783333333333,2.14433333333333,2022-08-06
"8351","CARI",2022-08-06 11:45:00,379.046,22,47.0466666666667,84.6783333333333,2.183,2022-08-06
"8352","CARI",2022-08-06 12:00:00,378.894,22,46.938,84.545,2.24633333333333,2022-08-06
"8353","CARI",2022-08-06 12:15:00,382.481333333333,21.9,46.9926666666667,84.414,2.37166666666667,2022-08-06
"8354","CARI",2022-08-06 12:30:00,383.008,22,47.0653333333333,84.259,2.55066666666667,2022-08-06
"8355","CARI",2022-08-06 12:45:00,381.358,22,46.788,84.061,2.79033333333333,2022-08-06
"8356","CARI",2022-08-06 13:00:00,386.674666666667,21.9,46.68,83.901,2.762,2022-08-06
"8357","CARI",2022-08-06 13:15:00,388.81,22,46.8273333333333,83.769,2.74266666666667,2022-08-06
"8358","CARI",2022-08-06 13:30:00,389.276,21.9,46.884,83.556,2.766,2022-08-06
"8359","CARI",2022-08-06 13:45:00,394.355333333333,21.8,46.7986666666667,83.1733333333333,2.846,2022-08-06
"8360","CARI",2022-08-06 14:00:00,400.572,21.8,46.866,83.029,2.97066666666667,2022-08-06
"8361","CARI",2022-08-06 14:15:00,401.425333333333,21.7,46.84,82.9783333333333,3.25466666666667,2022-08-06
"8362","CARI",2022-08-06 14:30:00,407.606666666667,21.7,46.868,82.8073333333333,3.39566666666667,2022-08-06
"8363","CARI",2022-08-06 14:45:00,410.472,21.7,46.7673333333333,82.715,3.605,2022-08-06
"8364","CARI",2022-08-06 15:00:00,408.355333333333,21.7,46.69,82.5083333333333,3.909,2022-08-06
"8365","CARI",2022-08-06 15:15:00,410.28,21.6,46.6593333333333,82.2153333333333,4.04933333333333,2022-08-06
"8366","CARI",2022-08-06 15:30:00,411.385333333333,21.4,46.8573333333333,82.1543333333333,3.90433333333333,2022-08-06
"8367","CARI",2022-08-06 15:45:00,413.02,21.5,47.086,82.198,3.843,2022-08-06
"8368","CARI",2022-08-06 16:00:00,413.164666666667,21.4,47.2013333333333,82.1816666666667,3.86133333333333,2022-08-06
"8369","CARI",2022-08-06 16:15:00,414.827333333333,21.4,47.4246666666667,82.1,4.01166666666667,2022-08-06
"8370","CARI",2022-08-06 16:30:00,416.312,21.4,47.732,81.8943333333333,4.04666666666667,2022-08-06
"8371","CARI",2022-08-06 16:45:00,415.828666666667,21.3,47.8646666666667,81.752,3.96033333333333,2022-08-06
"8372","CARI",2022-08-06 17:00:00,420.633333333333,21.3,48.2666666666667,81.7056666666667,4.09166666666667,2022-08-06
"8373","CARI",2022-08-06 17:15:00,420.508666666667,21.3,48.5106666666667,81.6006666666667,4.34233333333333,2022-08-06
"8374","CARI",2022-08-06 17:30:00,421.592666666667,21.3,48.7253333333333,81.5133333333333,4.368,2022-08-06
"8375","CARI",2022-08-06 17:45:00,420.876666666667,21.3,48.9706666666667,81.4096666666667,4.41333333333333,2022-08-06
"8376","CARI",2022-08-06 18:00:00,421.971333333333,21.2,49.1573333333333,81.2546666666667,4.93166666666667,2022-08-06
"8377","CARI",2022-08-06 18:15:00,424.541333333333,21.2,49.1566666666667,81.138,6.47066666666667,2022-08-06
"8378","CARI",2022-08-06 18:30:00,426.046666666667,21.2,49.5653333333333,81.0856666666667,5.06166666666667,2022-08-06
"8379","CARI",2022-08-06 18:45:00,425.068666666667,21.1,49.8953333333333,81.02,4.48133333333333,2022-08-06
"8380","CARI",2022-08-06 19:00:00,426.464666666667,21.1,50.162,80.8993333333333,4.56066666666667,2022-08-06
"8381","CARI",2022-08-06 19:15:00,427.098,21.1,50.6833333333333,80.748,4.59,2022-08-06
"8382","CARI",2022-08-06 19:30:00,427.51,21.1,51.1753333333333,80.655,4.42566666666667,2022-08-06
"8383","CARI",2022-08-06 19:45:00,427.489333333333,21.1,51.462,80.5793333333333,4.285,2022-08-06
"8384","CARI",2022-08-06 20:00:00,430.118,21.1,51.7206666666667,80.465,4.33,2022-08-06
"8385","CARI",2022-08-06 20:15:00,430.995333333333,21.1,52.242,80.335,4.477,2022-08-06
"8386","CARI",2022-08-06 20:30:00,433.904666666667,21.1,52.4166666666667,80.2563333333333,5.20633333333333,2022-08-06
"8387","CARI",2022-08-06 20:45:00,434.665333333333,21.1,52.408,80.1636666666667,5.42933333333333,2022-08-06
"8388","CARI",2022-08-06 21:00:00,435.987333333333,21.2,52.832,80.0303333333333,5.409,2022-08-06
"8389","CARI",2022-08-06 21:15:00,437.597333333333,21.1,53.06,79.928,5.56466666666667,2022-08-06
"8390","CARI",2022-08-06 21:30:00,438.207333333333,21.2,53.3353333333333,79.8496666666667,5.663,2022-08-06
"8391","CARI",2022-08-06 21:45:00,438.771333333333,21.2,53.6953333333333,79.708,5.42333333333333,2022-08-06
"8392","CARI",2022-08-06 22:00:00,441.728666666667,21.2,54.2366666666667,79.5833333333333,5.31466666666667,2022-08-06
"8393","CARI",2022-08-06 22:15:00,441.979333333333,21.2,54.52,79.5116666666667,5.28,2022-08-06
"8394","CARI",2022-08-06 22:30:00,443.156,21.2,54.7233333333333,79.4293333333333,5.234,2022-08-06
"8395","CARI",2022-08-06 22:45:00,444.219333333333,21.3,54.8773333333333,79.356,5.285,2022-08-06
"8396","CARI",2022-08-06 23:00:00,445.002666666667,21.2,55.176,79.2903333333333,5.277,2022-08-06
"8397","CARI",2022-08-06 23:15:00,444.361333333333,21.3,55.484,79.1943333333333,5.57333333333333,2022-08-06
"8398","CARI",2022-08-06 23:30:00,445.994666666667,21.4,55.6133333333333,79.1216666666667,5.73666666666667,2022-08-06
"8399","CARI",2022-08-06 23:45:00,445.852,21.4,55.832,79.092,5.59033333333333,2022-08-06
"8400","CARI",2022-08-07 00:00:00,448.654,21.5,56.048,79.073,5.09,2022-08-07
"8401","CARI",2022-08-07 00:15:00,449.808666666667,21.5,56.3586666666667,78.9966666666667,5.14133333333333,2022-08-07
"8402","CARI",2022-08-07 00:30:00,450.470666666667,21.5,56.6993333333333,78.913,5.29233333333333,2022-08-07
"8403","CARI",2022-08-07 00:45:00,448.091333333333,21.5,56.892,78.8573333333333,5.377,2022-08-07
"8404","CARI",2022-08-07 01:00:00,451.589333333333,21.6,57.0886666666667,78.7916666666667,5.491,2022-08-07
"8405","CARI",2022-08-07 01:15:00,446.273333333333,21.6,57.3646666666667,78.7406666666667,5.22366666666667,2022-08-07
"8406","CARI",2022-08-07 01:30:00,448.951333333333,21.7,57.7133333333333,78.716,5.10233333333333,2022-08-07
"8407","CARI",2022-08-07 01:45:00,450.663333333333,21.6,57.796,78.6606666666667,5.20066666666667,2022-08-07
"8408","CARI",2022-08-07 02:00:00,450.042666666667,21.7,57.9153333333333,78.6096666666667,5.176,2022-08-07
"8409","CARI",2022-08-07 02:15:00,449.491333333333,21.7,57.8246666666667,78.577,5.33133333333333,2022-08-07
"8410","CARI",2022-08-07 02:30:00,449.454666666667,21.7,57.9093333333333,78.4893333333333,5.27833333333333,2022-08-07
"8411","CARI",2022-08-07 02:45:00,449.325333333333,21.9,58.156,78.442,5.144,2022-08-07
"8412","CARI",2022-08-07 03:00:00,449.563333333333,21.8,58.4226666666667,78.3843333333333,5.11,2022-08-07
"8413","CARI",2022-08-07 03:15:00,447.89,21.8,58.6006666666667,78.3243333333333,5.31566666666667,2022-08-07
"8414","CARI",2022-08-07 03:30:00,448.616,21.9,58.5066666666667,78.3266666666667,5.665,2022-08-07
"8415","CARI",2022-08-07 03:45:00,448.048,21.9,58.4446666666667,78.3266666666667,5.64166666666667,2022-08-07
"8416","CARI",2022-08-07 04:00:00,447.638666666667,22,58.6046666666667,78.294,6.055,2022-08-07
"8417","CARI",2022-08-07 04:15:00,449.734,21.9,59.0906666666667,78.2553333333333,5.688,2022-08-07
"8418","CARI",2022-08-07 04:30:00,445.961333333333,22,59.0013333333333,78.2453333333333,5.97,2022-08-07
"8419","CARI",2022-08-07 04:45:00,445.180666666667,22,58.994,78.2926666666667,6.40533333333333,2022-08-07
"8420","CARI",2022-08-07 05:00:00,444.456,22.1,58.7013333333333,78.282,6.75333333333333,2022-08-07
"8421","CARI",2022-08-07 05:15:00,443.38,22.1,59.0766666666667,78.2493333333333,6.617,2022-08-07
"8422","CARI",2022-08-07 05:30:00,441.539333333333,22.1,59.5253333333333,78.227,5.686,2022-08-07
"8423","CARI",2022-08-07 05:45:00,441.108,22,59.7666666666667,78.217,5.77133333333333,2022-08-07
"8424","CARI",2022-08-07 06:00:00,441.434666666667,22.1,59.816,78.2106666666667,6.103,2022-08-07
"8425","CARI",2022-08-07 06:15:00,439.423333333333,22.1,59.8406666666667,78.2363333333333,7.744,2022-08-07
