"DateTime","Site","Q"
2018-05-29 07:00:00,"FRCH",NA
2018-05-29 07:30:00,"FRCH",NA
2018-05-29 08:00:00,"FRCH",NA
2018-05-29 08:30:00,"FRCH",NA
2018-05-29 09:00:00,"FRCH",NA
2018-05-29 09:30:00,"FRCH",NA
2018-05-29 10:00:00,"FRCH",NA
2018-05-29 10:30:00,"FRCH",NA
2018-05-29 11:00:00,"FRCH",NA
2018-05-29 11:30:00,"FRCH",NA
2018-05-29 12:00:00,"FRCH",NA
2018-05-29 12:30:00,"FRCH",NA
2018-05-29 13:00:00,"FRCH",NA
2018-05-29 13:30:00,"FRCH",NA
2018-05-29 14:00:00,"FRCH",NA
2018-05-29 14:30:00,"FRCH",NA
2018-05-29 15:00:00,"FRCH",NA
2018-05-29 15:30:00,"FRCH",NA
2018-05-29 16:00:00,"FRCH",NA
2018-05-29 16:30:00,"FRCH",NA
2018-05-29 17:00:00,"FRCH",NA
2018-05-29 17:30:00,"FRCH",NA
2018-05-29 18:00:00,"FRCH",NA
2018-05-29 18:30:00,"FRCH",NA
2018-05-29 19:00:00,"FRCH",NA
2018-05-29 19:30:00,"FRCH",NA
2018-05-29 20:00:00,"FRCH",NA
2018-05-29 20:30:00,"FRCH",NA
2018-05-29 21:00:00,"FRCH",NA
2018-05-29 21:30:00,"FRCH",NA
2018-05-29 22:00:00,"FRCH",NA
2018-05-29 22:30:00,"FRCH",NA
2018-05-29 23:00:00,"FRCH",NA
2018-05-29 23:30:00,"FRCH",NA
2018-05-30 00:00:00,"FRCH",NA
2018-05-30 00:30:00,"FRCH",NA
2018-05-30 01:00:00,"FRCH",NA
2018-05-30 01:30:00,"FRCH",NA
2018-05-30 02:00:00,"FRCH",NA
2018-05-30 02:30:00,"FRCH",NA
2018-05-30 03:00:00,"FRCH",NA
2018-05-30 03:30:00,"FRCH",NA
2018-05-30 04:00:00,"FRCH",NA
2018-05-30 04:30:00,"FRCH",NA
2018-05-30 05:00:00,"FRCH",NA
2018-05-30 05:30:00,"FRCH",NA
2018-05-30 06:00:00,"FRCH",NA
2018-05-30 06:30:00,"FRCH",779.294591850339
2018-05-30 07:00:00,"FRCH",782.308174545149
2018-05-30 07:30:00,"FRCH",781.303646980203
2018-05-30 08:00:00,"FRCH",778.290064285393
2018-05-30 08:30:00,"FRCH",780.299119415256
2018-05-30 09:00:00,"FRCH",779.294591850339
2018-05-30 09:30:00,"FRCH",777.285536720447
2018-05-30 10:00:00,"FRCH",779.294591850339
2018-05-30 10:30:00,"FRCH",776.281009155529
2018-05-30 11:00:00,"FRCH",775.276481590612
2018-05-30 11:30:00,"FRCH",778.290064285393
