DateTime,Site,Discharge,NO3,fDOM,SpCond,Turb
2018-06-24T12:00:00Z,CARI,333.62,27.9,36.55,78.68,0.74
2018-06-24T12:15:00Z,CARI,330.2,27.9,36.56,78.68,0.8
2018-06-24T12:30:00Z,CARI,326.19,27.9,36.53,78.71,0.64
2018-06-24T12:45:00Z,CARI,346.17,27.9,36.5,78.72,0.51
2018-06-24T13:00:00Z,CARI,328.61,28,36.47,78.73,0.36
2018-06-24T13:15:00Z,CARI,319.64,28,36.47,78.73,0.4
2018-06-24T13:30:00Z,CARI,363.19,28,36.45,78.74,0.46
2018-06-24T13:45:00Z,CARI,352.41,28,36.44,78.73,0.43
2018-06-24T14:00:00Z,CARI,295.68,28.1,36.37,78.72,0.36
2018-06-24T14:15:00Z,CARI,332.88,28,36.37,78.71,0.48
2018-06-24T14:30:00Z,CARI,305.48,28,36.33,78.71,0.17
2018-06-24T14:45:00Z,CARI,342.47,28,36.29,78.72,0.28
2018-06-24T15:00:00Z,CARI,240.66,28,36.29,78.71,0.41
2018-06-24T15:15:00Z,CARI,332.14,28,36.24,78.71,0.26
2018-06-24T15:30:00Z,CARI,328.58,28,36.2,78.71,0.36
2018-06-24T15:45:00Z,CARI,273.35,28,36.17,78.69,0.26
2018-06-24T16:00:00Z,CARI,301.26,28,36.14,78.71,0.36
2018-06-24T16:15:00Z,CARI,328.58,27.9,36.05,78.69,0.59
2018-06-24T16:30:00Z,CARI,347.95,28,36.01,78.7,0.32
2018-06-24T16:45:00Z,CARI,329.4,27.9,35.88,78.67,0.08
2018-06-24T17:00:00Z,CARI,361.14,27.9,35.86,78.65,0.34
2018-06-24T17:15:00Z,CARI,287.72,27.9,35.77,78.66,0.12
2018-06-24T17:30:00Z,CARI,303.23,27.9,35.76,78.64,0.36
2018-06-24T17:45:00Z,CARI,272.41,27.9,35.61,78.62,0.12
2018-06-24T18:00:00Z,CARI,322.02,27.8,35.48,78.61,0.14
2018-06-24T18:15:00Z,CARI,327.92,27.8,35.34,78.57,0.2
2018-06-24T18:30:00Z,CARI,357.92,27.8,35.16,78.55,0.23
2018-06-24T18:45:00Z,CARI,320.74,27.7,35,78.5,0.21
2018-06-24T19:00:00Z,CARI,355,27.7,34.97,78.5,0.25
2018-06-24T19:15:00Z,CARI,346.88,27.7,34.84,78.46,0.16
2018-06-24T19:30:00Z,CARI,315.3,27.7,34.75,78.43,0.14
2018-06-24T19:45:00Z,CARI,280.62,27.6,34.65,78.37,0.07
2018-06-24T20:00:00Z,CARI,295.97,27.6,34.59,78.36,0.34
2018-06-24T20:15:00Z,CARI,299.03,27.6,34.45,78.31,0.16
2018-06-24T20:30:00Z,CARI,341.25,27.6,34.35,78.28,0.16
2018-06-24T20:45:00Z,CARI,278.72,27.5,34.29,78.22,0.34
2018-06-24T21:00:00Z,CARI,335,27.5,34.2,78.18,0.07
2018-06-24T21:15:00Z,CARI,345.33,27.4,34.16,78.13,0.05
2018-06-24T21:30:00Z,CARI,293.47,27.4,34.05,78.1,0.12
2018-06-24T21:45:00Z,CARI,336.59,27.4,33.86,78.06,0.05
2018-06-24T22:00:00Z,CARI,336.44,27.4,33.75,78.04,0.34
2018-06-24T22:15:00Z,CARI,279.46,27.3,33.62,77.97,0.16
2018-06-24T22:30:00Z,CARI,278.48,27.3,33.55,77.96,0.52
2018-06-24T22:45:00Z,CARI,297.24,27.3,33.51,77.93,0.35
2018-06-24T23:00:00Z,CARI,335.7,27.2,33.42,77.9,0.65
2018-06-24T23:15:00Z,CARI,302.57,27.2,33.38,77.93,0.56
2018-06-24T23:30:00Z,CARI,280.49,27.2,33.21,77.91,0.75
2018-06-24T23:45:00Z,CARI,307.55,27.2,33.03,77.9,1.06
2018-06-25T00:00:00Z,CARI,322.59,27.2,32.95,77.9,0.95
2018-06-25T00:15:00Z,CARI,328.35,27.1,32.9,77.85,0.66
2018-06-25T00:30:00Z,CARI,317.11,27.1,32.83,77.87,0.73
2018-06-25T00:45:00Z,CARI,308.34,27.1,32.92,77.86,0.47
2018-06-25T01:00:00Z,CARI,329.4,27.1,32.86,77.88,1
2018-06-25T01:15:00Z,CARI,300.77,27.1,32.79,77.89,0.46
2018-06-25T01:30:00Z,CARI,313.38,27.1,32.76,77.91,0.5
2018-06-25T01:45:00Z,CARI,317.89,27,32.78,77.9,1.26
2018-06-25T02:00:00Z,CARI,281.47,27,32.66,77.92,0.79
2018-06-25T02:15:00Z,CARI,314.81,27,32.84,77.93,1.17
2018-06-25T02:30:00Z,CARI,325.36,27,32.79,77.95,0.74
2018-06-25T02:45:00Z,CARI,282.8,27,33.01,77.99,0.76
2018-06-25T03:00:00Z,CARI,352.34,27,33.13,78.02,0.7
2018-06-25T03:15:00Z,CARI,324.39,27,33.19,78.06,0.66
2018-06-25T03:30:00Z,CARI,292.3,27,33.24,78.1,0.97
2018-06-25T03:45:00Z,CARI,282.47,27,33.28,78.16,1.59
2018-06-25T04:00:00Z,CARI,324.54,26.9,33.11,78.18,1.85
2018-06-25T04:15:00Z,CARI,268.19,26.9,33.31,78.21,2.38
2018-06-25T04:30:00Z,CARI,282.62,26.9,33.21,78.24,2.29
2018-06-25T04:45:00Z,CARI,281.75,27,33.23,78.31,2.5
2018-06-25T05:00:00Z,CARI,295.55,27,33.22,78.37,2.89
2018-06-25T05:15:00Z,CARI,328.8,27,33.3,78.39,2.18
2018-06-25T05:30:00Z,CARI,313.45,27.1,33.44,78.49,1.77
2018-06-25T05:45:00Z,CARI,301.98,27,33.48,78.53,2.31
2018-06-25T06:00:00Z,CARI,311.52,27.1,33.53,78.57,2.07
2018-06-25T06:15:00Z,CARI,292.13,27.1,33.65,78.65,1.4
2018-06-25T06:30:00Z,CARI,330.26,27.1,33.74,78.72,1.36
2018-06-25T06:45:00Z,CARI,337.91,27.1,33.78,78.77,1.46
2018-06-25T07:00:00Z,CARI,324.71,27.1,33.83,78.85,1.05
2018-06-25T07:15:00Z,CARI,324.29,27.1,33.87,78.88,1.21
2018-06-25T07:30:00Z,CARI,297.14,27.2,33.84,78.95,2.09
2018-06-25T07:45:00Z,CARI,344.33,27.2,33.83,79.05,1.27
2018-06-25T08:00:00Z,CARI,309.93,27.3,33.92,79.07,2.78
2018-06-25T08:15:00Z,CARI,298.75,27.3,33.68,79.12,2.2
2018-06-25T08:30:00Z,CARI,336.86,27.3,33.74,79.26,1.76
2018-06-25T08:45:00Z,CARI,293.95,27.4,33.54,79.29,1.55
2018-06-25T09:00:00Z,CARI,332.98,27.4,33.66,79.38,1.68
2018-06-25T09:15:00Z,CARI,264.41,27.4,33.84,79.43,1.94
2018-06-25T09:30:00Z,CARI,315.72,27.5,33.87,79.46,1.29
2018-06-25T09:45:00Z,CARI,275.91,27.5,33.95,79.51,1.01
2018-06-25T10:00:00Z,CARI,276.21,27.6,33.94,79.55,1.21
2018-06-25T10:15:00Z,CARI,312.97,27.6,33.91,79.61,1.11
2018-06-25T10:30:00Z,CARI,277.05,27.6,33.9,79.66,0.85
2018-06-25T10:45:00Z,CARI,332.76,27.7,33.95,79.69,1.86
2018-06-25T11:00:00Z,CARI,300.9,27.7,33.71,79.69,2.46
2018-06-25T11:15:00Z,CARI,324.18,27.8,33.59,79.69,1.63
2018-06-25T11:30:00Z,CARI,337.9,27.8,33.78,79.73,0.78
2018-06-25T11:45:00Z,CARI,311.71,27.8,33.99,79.75,0.68
2018-06-25T12:00:00Z,CARI,303.04,27.9,33.94,79.79,0.71
2018-06-25T12:15:00Z,CARI,293.06,27.8,33.92,79.81,0.9
2018-06-25T12:30:00Z,CARI,330.44,27.9,33.81,79.82,1.36
2018-06-25T12:45:00Z,CARI,333.49,27.9,33.69,79.85,0.9
2018-06-25T13:00:00Z,CARI,330.71,27.9,33.68,79.87,0.86
2018-06-25T13:15:00Z,CARI,317.06,28,33.68,79.87,0.69
2018-06-25T13:30:00Z,CARI,320.25,28,33.68,79.88,0.76
2018-06-25T13:45:00Z,CARI,328.4,28,33.69,79.89,0.6
2018-06-25T14:00:00Z,CARI,275.48,28,33.66,79.89,0.65
2018-06-25T14:15:00Z,CARI,329.45,28,33.62,79.9,0.52
2018-06-25T14:30:00Z,CARI,320.8,28,33.61,79.91,0.69
2018-06-25T14:45:00Z,CARI,306.66,28,33.56,79.89,0.56
2018-06-25T15:00:00Z,CARI,298.39,28,33.54,79.9,0.75
2018-06-25T15:15:00Z,CARI,295.59,28,33.53,79.89,0.43
2018-06-25T15:30:00Z,CARI,332.02,28,33.46,79.87,0.67
2018-06-25T15:45:00Z,CARI,346.75,28,33.4,79.87,0.68
2018-06-25T16:00:00Z,CARI,267.14,28.1,33.24,79.86,0.58
2018-06-25T16:15:00Z,CARI,320.38,28.1,33.2,79.85,0.48
2018-06-25T16:30:00Z,CARI,326.7,28,33.15,79.83,0.42
2018-06-25T16:45:00Z,CARI,326.24,28,33.12,79.81,0.47
2018-06-25T17:00:00Z,CARI,243.81,28,33.06,79.82,0.32
2018-06-25T17:15:00Z,CARI,300.05,28,32.96,79.79,0.37
2018-06-25T17:30:00Z,CARI,337.44,28,32.85,79.76,0.19
2018-06-25T17:45:00Z,CARI,295.29,28,32.76,79.73,0.45
2018-06-25T18:00:00Z,CARI,319.6,28,32.62,79.7,0.28
2018-06-25T18:15:00Z,CARI,310.29,27.9,32.5,79.67,0.28
