"Site","Day","Q"
"FRCH",2018-05-29,764.09237471692
"FRCH",2018-05-30,764.188011659705
"FRCH",2018-05-31,743.751232618217
"FRCH",2018-06-01,717.475712196616
"FRCH",2018-06-02,687.585035621701
"FRCH",2018-06-03,666.762544034718
"FRCH",2018-06-04,646.747908571385
"FRCH",2018-06-05,633.983781817769
"FRCH",2018-06-06,623.804794659825
"FRCH",2018-06-07,606.718637644707
"FRCH",2018-06-08,598.862236842248
"FRCH",2018-06-09,574.323607086487
"FRCH",2018-06-10,560.751624209235
"FRCH",2018-06-11,576.827961069792
"FRCH",2018-06-12,544.917644185765
"FRCH",2018-06-13,526.417738954263
"FRCH",2018-06-14,518.722909376532
"FRCH",2018-06-15,507.130174002211
"FRCH",2018-06-16,503.111089787065
"FRCH",2018-06-17,488.448501142885
"FRCH",2018-06-18,474.856321862536
"FRCH",2018-06-19,465.283226797329
"FRCH",2018-06-20,456.093863390851
"FRCH",2018-06-21,448.298051797665
"FRCH",2018-06-22,441.734220793043
"FRCH",2018-06-23,428.323809140511
"FRCH",2018-06-24,421.295460864788
"FRCH",2018-06-25,410.651956435746
"FRCH",2018-06-26,409.702725490464
"FRCH",2018-06-27,414.125737767426
"FRCH",2018-06-28,398.352346953237
"FRCH",2018-06-29,399.422756317063
"FRCH",2018-06-30,402.613788005467
"FRCH",2018-07-01,563.478138626537
"FRCH",2018-07-02,948.441777947097
"FRCH",2018-07-03,688.57465937317
"FRCH",2018-07-04,550.512047842012
"FRCH",2018-07-05,505.070140886911
"FRCH",2018-07-06,479.46110176732
"FRCH",2018-07-07,442.178541661044
"FRCH",2018-07-08,423.375690383179
"FRCH",2018-07-09,407.662888778257
"FRCH",2018-07-10,392.172247607343
"FRCH",2018-07-11,424.365314134645
"FRCH",2018-07-12,454.276187112646
"FRCH",2018-07-13,400.149826828347
"FRCH",2018-07-14,382.437581317398
"FRCH",2018-07-15,380.195780574284
"FRCH",2018-07-16,527.064023853183
"FRCH",2018-07-17,488.630268770705
