"min","Site.Name","fDOM.QSU.mn","fDOM.QSU.SD","SpCond.µS.cm.mn","SpCond.µS.cm.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","Temp..C.mn","Temp..C.SD","Battery.V.mn","Battery.V.SD","Cable.Pwr.V.mn","Cable.Pwr.V.SD","datetimeAK","SpCond.uScm.mn.adj","Turbidity.FNU.mn.adj","fDOM.QSU.mn.adj"
2018-05-30 13:00:00,"MOOS",93.79,0.0296647939483835,87.5833333333333,0.040824829046384,25.455,3.35435686831321,7.393,0,6.2,0,0,0,2018-05-30 13:00:00,87.5833333333333,25.455,93.79
2018-05-30 13:15:00,"MOOS",94.0833333333333,0.0480277697448715,87.6166666666667,0.0408248290463898,27.6266666666667,7.1991656924026,7.404,0,6.2,0,0,0,2018-05-30 13:15:00,87.6166666666667,27.6266666666667,94.0833333333333
2018-05-30 13:30:00,"MOOS",93.5166666666667,0.0516397779494322,87.7333333333333,0.0516397779494293,23.94,4.79599416179795,7.42466666666667,0.000516397779494036,6.2,0,0,0,2018-05-30 13:30:00,87.7333333333333,23.94,93.5166666666667
2018-05-30 13:45:00,"MOOS",93.475,0.0847938677028008,87.8,0,25.785,3.8392329963158,7.443,0,6.2,0,0,0,2018-05-30 13:45:00,87.8,25.785,93.475
2018-05-30 14:00:00,"MOOS",93.4216666666667,0.0256255081250434,87.8666666666667,0.0516397779494366,26.245,4.1931885242617,7.4415,0.000547722557505349,6.2,0,0,0,2018-05-30 14:00:00,87.8666666666667,26.245,93.4216666666667
2018-05-30 14:15:00,"MOOS",92.8166666666667,0.0163299316185559,87.9333333333333,0.0516397779494293,24.9283333333333,5.25957951424509,7.465,0,6.2,0,0,0,2018-05-30 14:15:00,87.9333333333333,24.9283333333333,92.8166666666667
2018-05-30 14:30:00,"MOOS",92.6766666666667,0.0265832027165044,87.9666666666667,0.0516397779494293,32.4483333333333,14.9912940290912,7.482,0,6.2,0,0,0,2018-05-30 14:30:00,87.9666666666667,32.4483333333333,92.6766666666667
2018-05-30 14:45:00,"MOOS",92.855,0.0680441033448134,88.0666666666667,0.0516397779494293,26.5416666666667,4.57506466256671,7.486,0,6.2,0,0,0,2018-05-30 14:45:00,88.0666666666667,26.5416666666667,92.855
2018-05-30 15:00:00,"MOOS",92.2916666666667,0.0552871293039023,88.1333333333333,0.0516397779494366,31.9616666666667,8.7168650710371,7.476,0,6.2,0,0,0,2018-05-30 15:00:00,88.1333333333333,31.9616666666667,92.2916666666667
2018-05-30 15:15:00,"MOOS",92.455,0.0459347363114222,88.1666666666667,0.0516397779494366,25.315,1.01484481572307,7.484,0,6.2,0,0,0,2018-05-30 15:15:00,88.1666666666667,25.315,92.455
2018-05-30 15:30:00,"MOOS",92.6433333333333,0.0403319558993475,88.25,0.0547722557505135,25.1433333333333,3.01006755184442,7.4785,0.000547722557505349,6.2,0,0,0,2018-05-30 15:30:00,88.25,25.1433333333333,92.6433333333333
2018-05-30 15:45:00,"MOOS",92.705,0.0413521462562671,88.3,0,25.2266666666667,2.24581091516331,7.475,0,6.2,0,0,0,2018-05-30 15:45:00,88.3,25.2266666666667,92.705
2018-05-30 16:00:00,"MOOS",92.325,0.0720416546173109,88.3833333333333,0.0408248290463898,29.3233333333333,6.69725217284422,7.48433333333333,0.000516397779494495,6.11666666666667,0.0408248290463865,0,0,2018-05-30 16:00:00,88.3833333333333,29.3233333333333,92.325
2018-05-30 16:15:00,"MOOS",92.5266666666667,0.0634560215162164,88.4333333333333,0.0516397779494293,24.5466666666667,2.99044255364765,7.479,0,6.11666666666667,0.0408248290463865,0,0,2018-05-30 16:15:00,88.4333333333333,24.5466666666667,92.5266666666667
2018-05-30 16:30:00,"MOOS",92.3133333333333,0.0163299316185519,88.5,0,NA,27.0863729576331,7.443,0,6.2,0,0,0,2018-05-30 16:30:00,88.5,NA,92.3133333333333
2018-05-30 16:45:00,"MOOS",92.2433333333333,0.0103279555898881,88.5333333333333,0.0516397779494293,27.37,5.31397403079842,7.435,0,6.2,0,0,0,2018-05-30 16:45:00,88.5333333333333,27.37,92.2433333333333
2018-05-30 17:00:00,"MOOS",92.3133333333333,0.0637704215656991,88.6,0,25.665,3.18912370409177,7.43816666666667,0.000408248290463999,6.11666666666667,0.0408248290463865,0,0,2018-05-30 17:00:00,88.6,25.665,92.3133333333333
2018-05-30 17:15:00,"MOOS",91.9733333333333,0.0665331997326608,88.6333333333333,0.0516397779494366,23.4616666666667,1.75746882381073,7.443,0,6.2,0,0,0,2018-05-30 17:15:00,88.6333333333333,23.4616666666667,91.9733333333333
2018-05-30 17:30:00,"MOOS",91.7366666666667,0.0776316086827182,88.7,0,27.455,2.14459087007289,7.43616666666667,0.000408248290463999,6.11666666666667,0.0408248290463865,0,0,2018-05-30 17:30:00,88.7,27.455,91.7366666666667
2018-05-30 17:45:00,"MOOS",92.1566666666667,0.0273252020425583,88.7666666666667,0.0516397779494293,24.915,2.82846778309388,7.41316666666667,0.000408248290463637,6.11666666666667,0.0408248290463865,0,0,2018-05-30 17:45:00,88.7666666666667,24.915,92.1566666666667
2018-05-30 18:00:00,"MOOS",92.1333333333333,0.0691857403419704,88.8,0,25.055,4.78234984082093,7.386,0,6.11666666666667,0.0408248290463865,0,0,2018-05-30 18:00:00,88.8,25.055,92.1333333333333
2018-05-30 18:15:00,"MOOS",92.1233333333333,0.029439202887763,88.8666666666667,0.0516397779494366,27.3216666666667,3.52739800230519,7.366,0,6.11666666666667,0.0408248290463865,0,0,2018-05-30 18:15:00,88.8666666666667,27.3216666666667,92.1233333333333
2018-05-30 18:30:00,"MOOS",92.1333333333333,0.0307679486912392,88.9333333333333,0.0516397779494293,24.745,3.54185685763838,7.332,0,6.11666666666667,0.0408248290463865,0,0,2018-05-30 18:30:00,88.9333333333333,24.745,92.1333333333333
2018-05-30 18:45:00,"MOOS",92.4516666666667,0.0828049917980005,88.95,0.0547722557505135,26.2033333333333,3.29192750021422,7.296,0,6.1,0,0,0,2018-05-30 18:45:00,88.95,26.2033333333333,92.4516666666667
2018-05-30 19:00:00,"MOOS",92.18,0.0501996015920453,89,0,27.2883333333333,6.24763448568069,7.25883333333333,0.000408248290463999,6.11666666666667,0.0408248290463865,0,0,2018-05-30 19:00:00,89,27.2883333333333,92.18
2018-05-30 19:15:00,"MOOS",92.1583333333333,0.0530722777603028,89.0333333333333,0.0516397779494293,24.2816666666667,3.30658383632816,7.22366666666667,0.000516397779494495,6.1,0,0,0,2018-05-30 19:15:00,89.0333333333333,24.2816666666667,92.1583333333333
2018-05-30 19:30:00,"MOOS",92.0116666666667,0.0495647724363459,89.0666666666667,0.0516397779494293,27.8266666666667,7.32908634596883,7.195,0,6.11666666666667,0.0408248290463865,0,0,2018-05-30 19:30:00,89.0666666666667,27.8266666666667,92.0116666666667
2018-05-30 19:45:00,"MOOS",92.095,0.0273861278752583,89.0666666666667,0.0516397779494293,21.4216666666667,2.79785215239595,7.16283333333333,0.000408248290463999,6.11666666666667,0.0408248290463865,0,0,2018-05-30 19:45:00,89.0666666666667,21.4216666666667,92.095
2018-05-30 20:00:00,"MOOS",92,0.0513809303146591,89.1333333333333,0.0516397779494366,25.75,4.02841904473703,7.135,0,6.1,0,0,0,2018-05-30 20:00:00,89.1333333333333,25.75,92
2018-05-30 20:15:00,"MOOS",91.9416666666667,0.0796031825159456,89.15,0.0547722557505213,25.8333333333333,6.82880565448064,7.12016666666667,0.000408248290463999,6.1,0,0,0,2018-05-30 20:15:00,89.15,25.8333333333333,91.9416666666667
2018-05-30 20:30:00,"MOOS",91.9183333333333,0.0594698803316965,89.2,0,25.5983333333333,2.02037042808161,7.106,0,6.1,0,0,0,2018-05-30 20:30:00,89.2,25.5983333333333,91.9183333333333
2018-05-30 20:45:00,"MOOS",91.79,0.0199999999999989,89.2333333333333,0.0516397779494293,23.5916666666667,2.73132507524584,7.091,0,6.1,0,0,0,2018-05-30 20:45:00,89.2333333333333,23.5916666666667,91.79
2018-05-30 21:00:00,"MOOS",91.7283333333333,0.0778245890876808,89.2666666666667,0.0516397779494293,25.3433333333333,3.64867464521937,7.081,0,6.1,0,0,0,2018-05-30 21:00:00,89.2666666666667,25.3433333333333,91.7283333333333
2018-05-30 21:15:00,"MOOS",91.8783333333333,0.0435507366948803,89.3333333333333,0.0516397779494366,26.4066666666667,5.2378532498216,7.08,0,6.1,0,0,0,2018-05-30 21:15:00,89.3333333333333,26.4066666666667,91.8783333333333
2018-05-30 21:30:00,"MOOS",91.86,0.0521536192416228,89.3333333333333,0.0516397779494366,27.31,2.51813422994089,7.08,0,6.1,0,0,0,2018-05-30 21:30:00,89.3333333333333,27.31,91.86
2018-05-30 21:45:00,"MOOS",91.4866666666667,0.0186189867250282,89.3666666666667,0.0516397779494366,24.0833333333333,6.1730565092721,7.074,0,6.1,0,0,0,2018-05-30 21:45:00,89.3666666666667,24.0833333333333,91.4866666666667
2018-05-30 22:00:00,"MOOS",91.26,0.04098780306384,89.4,0,26.8233333333333,7.7545771429954,7.069,0,6.1,0,0,0,2018-05-30 22:00:00,89.4,26.8233333333333,91.26
2018-05-30 22:15:00,"MOOS",91.42,0.0447213595499945,89.4166666666667,0.040824829046384,24.3866666666667,3.0348223451574,7.064,0,6.1,0,0,0,2018-05-30 22:15:00,89.4166666666667,24.3866666666667,91.42
2018-05-30 22:30:00,"MOOS",91.3683333333333,0.0331159578853892,89.4333333333333,0.0516397779494293,26.405,3.15507052219122,7.056,0,6.1,0,0,0,2018-05-30 22:30:00,89.4333333333333,26.405,91.3683333333333
2018-05-30 22:45:00,"MOOS",91.1916666666667,0.0204124145231918,89.45,0.0547722557505135,23.505,4.07417599030773,7.037,0,6.1,0,0,0,2018-05-30 22:45:00,89.45,23.505,91.1916666666667
2018-05-30 23:00:00,"MOOS",91.055,0.0528204505849771,89.4833333333333,0.040824829046384,23.45,1.93521058285655,7.011,0,6.1,0,0,0,2018-05-30 23:00:00,89.4833333333333,23.45,91.055
2018-05-30 23:15:00,"MOOS",90.95,0.0236643191323974,89.4666666666667,0.0516397779494293,23.1883333333333,4.2949617770903,6.988,0,6.1,0,0,0,2018-05-30 23:15:00,89.4666666666667,23.1883333333333,90.95
2018-05-30 23:30:00,"MOOS",91.145,0.0273861278752609,89.5333333333333,0.0516397779494293,25.91,2.68366167763375,6.96983333333333,0.000408248290463637,6.1,0,0,0,2018-05-30 23:30:00,89.5333333333333,25.91,91.145
2018-05-30 23:45:00,"MOOS",90.8483333333333,0.0479235502301998,89.55,0.0547722557505135,NA,25.1472129668478,6.949,0,6.1,0,0,0,2018-05-30 23:45:00,89.55,NA,90.8483333333333
2018-05-31 00:00:00,"MOOS",91.165,0.0151657508881062,89.5333333333333,0.0516397779494293,24.865,4.52686977943921,6.929,0,6.1,0,0,0,2018-05-31 00:00:00,89.5333333333333,24.865,91.165
2018-05-31 00:15:00,"MOOS",90.8383333333333,0.0194079021706787,89.6,0,26.6166666666667,3.99797281965081,6.91,0,6.1,0,0,0,2018-05-31 00:15:00,89.6,26.6166666666667,90.8383333333333
2018-05-31 00:30:00,"MOOS",91.0833333333333,0.175802919960585,89.55,0.0547722557505135,23.78,2.705838132631,6.894,0,6.1,0,0,0,2018-05-31 00:30:00,89.55,23.78,91.0833333333333
2018-05-31 00:45:00,"MOOS",91.1983333333333,0.0365604522218551,89.5666666666667,0.0516397779494293,27.0933333333333,6.49910968261551,6.874,0,6.1,0,0,0,2018-05-31 00:45:00,89.5666666666667,27.0933333333333,91.1983333333333
2018-05-31 01:00:00,"MOOS",90.9666666666667,0.0484424056655569,89.5833333333333,0.040824829046384,24.0233333333333,6.31601034409117,6.848,0,6.1,0,0,0,2018-05-31 01:00:00,89.5833333333333,24.0233333333333,90.9666666666667
2018-05-31 01:15:00,"MOOS",91.0516666666667,0.0407021702943062,89.6,0,25.2966666666667,6.53677188424582,6.814,0,6.1,0,0,0,2018-05-31 01:15:00,89.6,25.2966666666667,91.0516666666667
2018-05-31 01:30:00,"MOOS",90.9066666666667,0.0388158043413559,89.65,0.0547722557505213,26.08,2.86762619600254,6.778,0,6.1,0,0,0,2018-05-31 01:30:00,89.65,26.08,90.9066666666667
2018-05-31 01:45:00,"MOOS",91.0766666666667,0.0516397779494326,89.65,0.0547722557505213,27.725,6.5743372289532,6.744,0,6.1,0,0,0,2018-05-31 01:45:00,89.65,27.725,91.0766666666667
2018-05-31 02:00:00,"MOOS",90.8983333333333,0.0407021702943075,89.65,0.0547722557505213,28.83,12.5814832193983,6.717,0,6.1,0,0,0,2018-05-31 02:00:00,89.65,28.83,90.8983333333333
2018-05-31 02:15:00,"MOOS",91.0016666666667,0.0640052081214256,89.6666666666667,0.0516397779494366,33.7416666666667,14.6050681842526,6.6935,0.000547722557505349,6.1,0,0,0,2018-05-31 02:15:00,89.6666666666667,33.7416666666667,91.0016666666667
2018-05-31 02:30:00,"MOOS",91.0933333333333,0.0480277697448731,89.65,0.0547722557505213,24.28,3.53197395233883,6.67566666666667,0.000516397779494495,6.1,0,0,0,2018-05-31 02:30:00,89.65,24.28,91.0933333333333
2018-05-31 02:45:00,"MOOS",91.0566666666667,0.0163299316185507,89.65,0.0547722557505213,24.6233333333333,4.0751081785232,6.658,0,6.1,0,0,0,2018-05-31 02:45:00,89.65,24.6233333333333,91.0566666666667
2018-05-31 03:00:00,"MOOS",90.99,0.0126491106406732,89.65,0.0547722557505213,30.375,9.69710214445532,6.64,0,6.1,0,0,0,2018-05-31 03:00:00,89.65,30.375,90.99
2018-05-31 03:15:00,"MOOS",91.2683333333333,0.0263944438597719,89.6833333333333,0.0408248290463898,26.3583333333333,5.14439662804752,6.619,0,6.1,0,0,0,2018-05-31 03:15:00,89.6833333333333,26.3583333333333,91.2683333333333
2018-05-31 03:30:00,"MOOS",91.05,0.035213633723315,89.6,0,24.425,6.85838683656733,6.5935,0.000547722557505349,6.1,0,0,0,2018-05-31 03:30:00,89.6,24.425,91.05
2018-05-31 03:45:00,"MOOS",90.93,0.0613188388670271,89.7,0,28.69,13.9411792901462,6.572,0,6.1,0,0,0,2018-05-31 03:45:00,89.7,28.69,90.93
2018-05-31 04:00:00,"MOOS",91.2783333333333,0.0449073119510245,89.6833333333333,0.0408248290463898,25.31,8.71413105249169,6.554,0,6.1,0,0,0,2018-05-31 04:00:00,89.6833333333333,25.31,91.2783333333333
2018-05-31 04:15:00,"MOOS",91.3566666666667,0.0694742158406015,89.7,0,NA,104.754734435569,6.54183333333333,0.000408248290463637,6.1,0,0,0,2018-05-31 04:15:00,89.7,NA,91.3566666666667
2018-05-31 04:30:00,"MOOS",91.2833333333333,0.0650128192487185,89.7,0,30.2316666666667,16.1180984196855,6.535,0,6.1,0,0,0,2018-05-31 04:30:00,89.7,30.2316666666667,91.2833333333333
2018-05-31 04:45:00,"MOOS",91.26,0.0244948974278374,89.7,0,25.475,3.67880279438841,6.534,0,6.1,0,0,0,2018-05-31 04:45:00,89.7,25.475,91.26
2018-05-31 05:00:00,"MOOS",91.4116666666667,0.0160208197875995,89.7166666666667,0.040824829046384,21.9033333333333,3.48499450023478,6.535,0,6.1,0,0,0,2018-05-31 05:00:00,89.7166666666667,21.9033333333333,91.4116666666667
2018-05-31 05:15:00,"MOOS",91.6266666666667,0.0650128192487208,89.7166666666667,0.040824829046384,29.9533333333333,11.8561455231735,6.53983333333333,0.000408248290463999,6.1,0,0,0,2018-05-31 05:15:00,89.7166666666667,29.9533333333333,91.6266666666667
2018-05-31 05:30:00,"MOOS",91.5783333333333,0.0667582703990048,89.7,0,26.4433333333333,4.75183613634421,6.543,0,6.1,0,0,0,2018-05-31 05:30:00,89.7,26.4433333333333,91.5783333333333
2018-05-31 05:45:00,"MOOS",91.5866666666667,0.0081649658092768,89.7,0,23.7466666666667,4.65237430423076,6.547,0,6.1,0,0,0,2018-05-31 05:45:00,89.7,23.7466666666667,91.5866666666667
2018-05-31 06:00:00,"MOOS",91.7983333333333,0.0132916013582506,89.7166666666667,0.040824829046384,24.4416666666667,4.37806997050831,6.553,0,6.1,0,0,0,2018-05-31 06:00:00,89.7166666666667,24.4416666666667,91.7983333333333
2018-05-31 06:15:00,"MOOS",91.5816666666667,0.0360092580688148,89.7333333333333,0.0516397779494293,26.4433333333333,5.67569437748957,6.559,0,6.1,0,0,0,2018-05-31 06:15:00,89.7333333333333,26.4433333333333,91.5816666666667
2018-05-31 06:30:00,"MOOS",91.6583333333333,0.104195329389885,89.7166666666667,0.040824829046384,28.6416666666667,8.64154480788399,6.567,0,6.1,0,0,0,2018-05-31 06:30:00,89.7166666666667,28.6416666666667,91.6583333333333
2018-05-31 06:45:00,"MOOS",91.885,0.0137840487520921,89.7333333333333,0.0516397779494293,23.7383333333333,5.48627894539338,6.578,0,6.1,0,0,0,2018-05-31 06:45:00,89.7333333333333,23.7383333333333,91.885
2018-05-31 07:00:00,"MOOS",91.89,0.0352136337233199,89.7333333333333,0.0516397779494293,21.625,1.35311122972208,6.587,0,6.1,0,0,0,2018-05-31 07:00:00,89.7333333333333,21.625,91.89
2018-05-31 07:15:00,"MOOS",91.6433333333333,0.0258198889747179,89.75,0.0547722557505135,22.375,3.72055237834384,6.605,0,6.1,0,0,0,2018-05-31 07:15:00,89.75,22.375,91.6433333333333
2018-05-31 07:30:00,"MOOS",91.8866666666667,0.0845379599154511,89.7333333333333,0.0516397779494293,24.415,2.87660042411177,6.62,0,6.1,0,0,0,2018-05-31 07:30:00,89.7333333333333,24.415,91.8866666666667
2018-05-31 07:45:00,"MOOS",92.075,0.0333166624979153,89.75,0.0547722557505135,24.7333333333333,4.99199225426749,6.627,0,6.1,0,0,0,2018-05-31 07:45:00,89.75,24.7333333333333,92.075
2018-05-31 08:00:00,"MOOS",91.48,0.0154919333848303,89.75,0.0547722557505135,24.31,4.43443344746542,6.63316666666667,0.000408248290463999,6.1,0,0,0,2018-05-31 08:00:00,89.75,24.31,91.48
2018-05-31 08:15:00,"MOOS",92,0.059329587896765,89.75,0.0547722557505135,31.625,18.1404319132704,6.636,0,6.1,0,0,0,2018-05-31 08:15:00,89.75,31.625,92
2018-05-31 08:30:00,"MOOS",91.8833333333333,0.0186189867250251,89.7833333333333,0.040824829046384,25.3733333333333,5.98508368084078,6.648,0,6.1,0,0,0,2018-05-31 08:30:00,89.7833333333333,25.3733333333333,91.8833333333333
2018-05-31 08:45:00,"MOOS",91.0983333333333,0.0503653319920244,89.8,0,24.4933333333333,3.01340117917722,6.661,0,6.1,0,0,0,2018-05-31 08:45:00,89.8,24.4933333333333,91.0983333333333
2018-05-31 09:00:00,"MOOS",91.3366666666667,0.0121106014163899,89.8166666666667,0.0408248290463898,25.0016666666667,4.84391336283657,6.696,0,6.1,0,0,0,2018-05-31 09:00:00,89.8166666666667,25.0016666666667,91.3366666666667
2018-05-31 09:15:00,"MOOS",91.695,0.0662570750939109,89.85,0.0547722557505213,24.4516666666667,1.88265149899461,6.726,0,6.1,0,0,0,2018-05-31 09:15:00,89.85,24.4516666666667,91.695
2018-05-31 09:30:00,"MOOS",91.7166666666667,0.0294392028877585,89.8666666666667,0.0516397779494366,23.175,1.31535166400473,6.751,0,6.1,0,0,0,2018-05-31 09:30:00,89.8666666666667,23.175,91.7166666666667
2018-05-31 09:45:00,"MOOS",91.4916666666667,0.081096650156875,89.9,0,23.5483333333333,6.21919099776383,6.785,0,6.1,0,0,0,2018-05-31 09:45:00,89.9,23.5483333333333,91.4916666666667
2018-05-31 10:00:00,"MOOS",91.3316666666667,0.0479235502302031,89.9166666666667,0.040824829046384,25.0533333333333,4.06163842145835,6.82733333333333,0.000516397779494495,6.1,0,0,0,2018-05-31 10:00:00,89.9166666666667,25.0533333333333,91.3316666666667
2018-05-31 10:15:00,"MOOS",91.2033333333333,0.0242212028327779,89.95,0.0547722557505135,22.9533333333333,4.05273570155601,6.88,0,6.1,0,0,0,2018-05-31 10:15:00,89.95,22.9533333333333,91.2033333333333
2018-05-31 10:30:00,"MOOS",91.2766666666667,0.0524086506854223,90,0,21.6083333333333,3.11444644626724,6.915,0,6.1,0,0,0,2018-05-31 10:30:00,90,21.6083333333333,91.2766666666667
2018-05-31 10:45:00,"MOOS",91.3966666666667,0.0196638416050025,90.0333333333333,0.0516397779494293,23.8466666666667,2.02589897740896,6.901,0,6.1,0,0,0,2018-05-31 10:45:00,90.0333333333333,23.8466666666667,91.3966666666667
2018-05-31 11:00:00,"MOOS",91.5283333333333,0.0343025752191705,90.0666666666667,0.0516397779494293,24.0083333333333,2.99631384648983,6.867,0,6.1,0,0,0,2018-05-31 11:00:00,90.0666666666667,24.0083333333333,91.5283333333333
2018-05-31 11:15:00,"MOOS",91.8816666666667,0.0479235502302035,90.05,0.0547722557505135,28.6666666666667,11.4183968518644,6.843,0,6.1,0,0,0,2018-05-31 11:15:00,90.05,28.6666666666667,91.8816666666667
2018-05-31 11:30:00,"MOOS",91.4533333333333,0.015055453054183,90.1,0,22.4166666666667,4.29308125553974,6.81616666666667,0.000408248290463999,6.1,0,0,0,2018-05-31 11:30:00,90.1,22.4166666666667,91.4533333333333
2018-05-31 11:45:00,"MOOS",91.65,0.0275680975041832,90.15,0.0547722557505213,23.675,2.50615043443126,6.806,0,6.1,0,0,0,2018-05-31 11:45:00,90.15,23.675,91.65
2018-05-31 12:00:00,"MOOS",91.7466666666667,0.0344480284873716,90.1833333333333,0.0408248290463898,25.595,5.31815287482411,6.808,0,6.1,0,0,0,2018-05-31 12:00:00,90.1833333333333,25.595,91.7466666666667
2018-05-31 12:15:00,"MOOS",91.3233333333333,0.0422689799577255,90.2666666666667,0.0516397779494293,22.155,3.27698489468597,6.848,0,6.1,0,0,0,2018-05-31 12:15:00,90.2666666666667,22.155,91.3233333333333
2018-05-31 12:30:00,"MOOS",91.0866666666667,0.0225092573548461,90.3,0,26.1216666666667,6.73258766498192,6.912,0,6.1,0,0,0,2018-05-31 12:30:00,90.3,26.1216666666667,91.0866666666667
2018-05-31 12:45:00,"MOOS",90.9616666666667,0.0523131595936136,90.35,0.0547722557505213,22.6233333333333,1.84278774324844,6.925,0,6.1,0,0,0,2018-05-31 12:45:00,90.35,22.6233333333333,90.9616666666667
2018-05-31 13:00:00,"MOOS",91.055,0.0258843582110907,90.4,0,28.21,7.55446887610241,6.929,0,6.1,0,0,0,2018-05-31 13:00:00,90.4,28.21,91.055
2018-05-31 13:15:00,"MOOS",91.3016666666667,0.0263944438597726,90.45,0.0547722557505135,28.8333333333333,10.9996830257361,6.888,0,6.1,0,0,0,2018-05-31 13:15:00,90.45,28.8333333333333,91.3016666666667
2018-05-31 13:30:00,"MOOS",91.165,0.0500999001995029,90.4666666666667,0.0516397779494293,26.6683333333333,8.18186877593785,6.859,0,6.1,0,0,0,2018-05-31 13:30:00,90.4666666666667,26.6683333333333,91.165
2018-05-31 13:45:00,"MOOS",91.3816666666667,0.0462240918425309,90.5166666666667,0.040824829046384,28.7316666666667,9.75876102108596,6.835,0,6.1,0,0,0,2018-05-31 13:45:00,90.5166666666667,28.7316666666667,91.3816666666667
2018-05-31 14:00:00,"MOOS",91.315,0.0582237065120366,90.5333333333333,0.0516397779494293,20.515,2.80199750178333,6.81,0,6.1,0,0,0,2018-05-31 14:00:00,90.5333333333333,20.515,91.315
2018-05-31 14:15:00,"MOOS",91.3966666666667,0.070616334276615,90.6,0,19.18,3.26543105883435,6.785,0,6.1,0,0,0,2018-05-31 14:15:00,90.6,19.18,91.3966666666667
2018-05-31 14:30:00,"MOOS",91.6233333333333,0.0250333111406929,90.65,0.0547722557505213,28.065,8.11570021624752,6.761,0,6.1,0,0,0,2018-05-31 14:30:00,90.65,28.065,91.6233333333333
2018-05-31 14:45:00,"MOOS",91.6516666666667,0.0292688685580211,90.7166666666667,0.040824829046384,22.2966666666667,1.60609671771866,6.734,0,6.1,0,0,0,2018-05-31 14:45:00,90.7166666666667,22.2966666666667,91.6516666666667
2018-05-31 15:00:00,"MOOS",91.5483333333333,0.0331159578853862,90.75,0.0547722557505135,30.6283333333333,7.46644873193854,6.727,0,6.1,0,0,0,2018-05-31 15:00:00,90.75,30.6283333333333,91.5483333333333
2018-05-31 15:15:00,"MOOS",91.5466666666667,0.0527888877195422,90.8,0,23.2883333333333,2.74536275684411,6.723,0,6.1,0,0,0,2018-05-31 15:15:00,90.8,23.2883333333333,91.5466666666667
2018-05-31 15:30:00,"MOOS",91.1083333333333,0.047081489639419,90.9,0,25.7,6.12015359284389,6.709,0,6.1,0,0,0,2018-05-31 15:30:00,90.9,25.7,91.1083333333333
2018-05-31 15:45:00,"MOOS",91.0533333333333,0.0361478445646027,90.9166666666667,0.040824829046384,24.875,5.27416628482645,6.706,0,6.1,0,0,0,2018-05-31 15:45:00,90.9166666666667,24.875,91.0533333333333
2018-05-31 16:00:00,"MOOS",90.9016666666667,0.0773089041874649,91,0,21.3433333333333,4.43320501067418,6.7,0,6.1,0,0,0,2018-05-31 16:00:00,91,21.3433333333333,90.9016666666667
