"min","Site.Name","fDOM.QSU.mn","fDOM.QSU.SD","SpCond.µS.cm.mn","SpCond.µS.cm.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","Temp..C.mn","Temp..C.SD","Battery.V.mn","Battery.V.SD","Cable.Pwr.V.mn","Cable.Pwr.V.SD","datetimeAK","SpCond.uScm.mn.adj","Turbidity.FNU.mn.adj","fDOM.QSU.mn.adj"
2018-05-30 16:00:00,"FRCH",64.4616666666667,0.0719490560512579,61.6666666666667,0.051639777949433,20.7566666666667,3.38308537679241,5.447,0,6.1,0,0,0,2018-05-30 16:00:00,61.6666666666667,20.7566666666667,64.4616666666667
2018-05-30 16:15:00,"FRCH",64.1166666666667,0.0258198889747157,61.8333333333333,0.051639777949433,21.2083333333333,5.66865915950736,5.466,0,6.1,0,0,0,2018-05-30 16:15:00,61.8333333333333,21.2083333333333,64.1166666666667
2018-05-30 16:30:00,"FRCH",63.8916666666667,0.0570672118354011,61.85,0.0547722557505174,19.315,3.25551071262252,5.478,0,6.1,0,0,0,2018-05-30 16:30:00,61.85,19.315,63.8916666666667
2018-05-30 16:45:00,"FRCH",63.935,0.0187082869338709,61.9,0,27.27,16.0345327340712,5.475,0,6.1,0,0,0,2018-05-30 16:45:00,61.9,27.27,63.935
2018-05-30 17:00:00,"FRCH",63.7816666666667,0.00752772652708931,61.9666666666667,0.051639777949433,22.7733333333333,3.31283363099729,5.491,0,6.1,0,0,0,2018-05-30 17:00:00,61.9666666666667,22.7733333333333,63.7816666666667
2018-05-30 17:15:00,"FRCH",63.8816666666667,0.01471960144388,62,0,22.9416666666667,2.10705877152648,5.515,0,6.1,0,0,0,2018-05-30 17:15:00,62,22.9416666666667,63.8816666666667
2018-05-30 17:30:00,"FRCH",63.745,0.0301662062579968,62.0166666666667,0.0408248290463869,23.9883333333333,4.1486596228983,5.52466666666667,0.000516397779494495,6.1,0,0,0,2018-05-30 17:30:00,62.0166666666667,23.9883333333333,63.745
2018-05-30 17:45:00,"FRCH",63.5583333333333,0.00752772652709246,62.05,0.0547722557505174,19.5783333333333,3.18768515802089,5.522,0,6.1,0,0,0,2018-05-30 17:45:00,62.05,19.5783333333333,63.5583333333333
2018-05-30 18:00:00,"FRCH",63.5766666666667,0.0175119007154199,62.0666666666667,0.051639777949433,17.635,3.33383112949651,5.517,0,6.1,0,0,0,2018-05-30 18:00:00,62.0666666666667,17.635,63.5766666666667
2018-05-30 18:15:00,"FRCH",63.5083333333333,0.00408248290463782,62.1,0,21.7333333333333,4.60167215984219,5.517,0,6.1,0,0,0,2018-05-30 18:15:00,62.1,21.7333333333333,63.5083333333333
2018-05-30 18:30:00,"FRCH",63.715,0.0104880884816994,62.1333333333333,0.051639777949433,25.7766666666667,9.58392751781162,5.51466666666667,0.000516397779494036,6.1,0,0,0,2018-05-30 18:30:00,62.1333333333333,25.7766666666667,63.715
2018-05-30 18:45:00,"FRCH",63.4383333333333,0.0132916013582509,62.15,0.0547722557505174,19.7233333333333,3.98521099399601,5.508,0,6.1,0,0,0,2018-05-30 18:45:00,62.15,19.7233333333333,63.4383333333333
2018-05-30 19:00:00,"FRCH",63.51,0.0303315017762072,62.1833333333333,0.0408248290463869,22.5883333333333,5.67377975133567,5.506,0,6.1,0,0,0,2018-05-30 19:00:00,62.1833333333333,22.5883333333333,63.51
2018-05-30 19:15:00,"FRCH",63.3383333333333,0.0407021702943073,62.2,0,20.8833333333333,2.91244685216171,5.506,0,6.1,0,0,0,2018-05-30 19:15:00,62.2,20.8833333333333,63.3383333333333
2018-05-30 19:30:00,"FRCH",63.59,0.0178885438199979,62.2333333333333,0.0516397779494293,23.9166666666667,7.70224556000824,5.51116666666667,0.000408248290463637,6.1,0,0,0,2018-05-30 19:30:00,62.2333333333333,23.9166666666667,63.59
2018-05-30 19:45:00,"FRCH",63.6083333333333,0.019407902170678,62.25,0.0547722557505135,21.64,9.96063050213188,5.521,0,6.1,0,0,0,2018-05-30 19:45:00,62.25,21.64,63.6083333333333
2018-05-30 20:00:00,"FRCH",63.6716666666667,0.0503653319920209,62.2333333333333,0.0516397779494293,28.8283333333333,10.4444040838464,5.534,0,6.1,0,0,0,2018-05-30 20:00:00,62.2333333333333,28.8283333333333,63.6716666666667
2018-05-30 20:15:00,"FRCH",63.5366666666667,0.0542832079621923,62.2666666666667,0.0516397779494293,20.1133333333333,1.51514575756482,5.538,0,6.1,0,0,0,2018-05-30 20:15:00,62.2666666666667,20.1133333333333,63.5366666666667
2018-05-30 20:30:00,"FRCH",63.4533333333333,0.0150554530541821,62.2666666666667,0.0516397779494293,19.3516666666667,4.94284702035848,5.531,0,6.1,0,0,0,2018-05-30 20:30:00,62.2666666666667,19.3516666666667,63.4533333333333
2018-05-30 20:45:00,"FRCH",63.605,0.0234520787991176,62.3333333333333,0.051639777949433,28.14,16.1600569305928,5.531,0,6.1,0,0,0,2018-05-30 20:45:00,62.3333333333333,28.14,63.605
2018-05-30 21:00:00,"FRCH",63.635,0.0459347363114214,62.3,0,20.1866666666667,3.39504148231898,5.53333333333333,0.000516397779494036,6.1,0,0,0,2018-05-30 21:00:00,62.3,20.1866666666667,63.635
2018-05-30 21:15:00,"FRCH",63.6383333333333,0.0278687399547708,62.3,0,24.72,7.2431181130781,5.531,0,6.1,0,0,0,2018-05-30 21:15:00,62.3,24.72,63.6383333333333
2018-05-30 21:30:00,"FRCH",63.22,0.0209761769634022,62.3,0,17.325,3.95194509071166,5.527,0,6.1,0,0,0,2018-05-30 21:30:00,62.3,17.325,63.22
