"datetimeAK","nitrateuM.mn","abs254.mn","abs350.mn","abs254.adj.mn","abs350.adj.mn","specave.mn","darkvaluefit.mn","fitRMSE.mn","int_TC.mn","lamptimecum.mn","relhum.mn","mainV.mn","nitrateuM.SD","abs254.SD","abs350.SD","abs254.adj.SD","abs350.adj.SD","specave.SD","darkvaluefit.SD","fitRMSE.SD","int_TC.SD","lamptimecum.SD","relhum.SD","mainV.SD"
2018-05-29 12:30:00,NA,NA,NA,NA,NA,19636.1428571429,954,0.000949928571428571,21.0428571428571,856037.571428571,6.50714285714286,10.9357142857143,NA,NA,NA,NA,NA,145.582045143389,0,2.23450709956849e-05,0.0755928946018465,9.16275307732583,0.138476800135706,0.0497245158098845
2018-05-31 17:00:00,NA,NA,NA,NA,NA,19264.1872659176,938.857677902622,74.9076944419476,24.7644194756554,856331.801498127,4.64419475655431,11.6928838951311,NA,NA,NA,NA,NA,2556.80517475261,78.0190017282829,863.856146574326,1.04911703838074,163.038932563918,0.577388800193547,0.0257576472876206
2018-05-31 17:15:00,NA,NA,NA,NA,NA,19099.7762557078,935.771689497717,0.00120162557077626,26.8520547945205,856874.02739726,3.82374429223744,11.7045662100457,NA,NA,NA,NA,NA,1001.54935029932,4.63858195414805,4.75010041807738e-05,0.219534279182276,128.84233725682,0.0937625754346284,0.020922946223934
2018-05-31 17:30:00,NA,NA,NA,NA,NA,18766.418972332,943.98418972332,0.000324940711462451,26.3118577075099,857312.118577075,4.11818181818182,11.701185770751,NA,NA,NA,NA,NA,716.164352171456,13.564650715858,0.000343949620888024,0.697513801642681,145.853215551993,0.260618644617145,0.0140357068424176
2018-05-31 17:45:00,NA,NA,NA,NA,NA,16495.2244897959,936.040816326531,0.000660163265306122,27.3612244897959,857621.163265306,3.94489795918367,11.7020408163265,NA,NA,NA,NA,NA,1636.85609815109,0.351140028660777,0.000269626388648779,0.0570684038771748,29.6017644031958,0.0737711113563317,0.0142857142857145
2018-06-12 17:00:00,NA,NA,NA,NA,NA,19512.8333333333,966,0.000158,22.3,857677.166666667,5.63333333333333,12.0333333333333,NA,NA,NA,NA,NA,73.6326467449505,0,8.36660026534076e-06,0,3.48807492274273,0.0516397779494325,0.051639777949432
2018-06-13 13:30:00,NA,NA,NA,NA,NA,19263.6666666667,971,0.000130866666666667,22.5466666666667,857699.6,6.6,12.9933333333333,NA,NA,NA,NA,NA,126.518585120734,0,1.01409119529801e-05,0.051639777949433,9.37930853375816,0.307059789431496,0.143759057685652
2018-06-13 14:45:00,NA,NA,NA,NA,NA,19298.2666666667,969,0.000127266666666667,22.22,857729.6,6.78666666666667,13.0066666666667,NA,NA,NA,NA,NA,125.140758843031,0,8.94799791387251e-06,0.0414039335605418,9.37930853375816,0.258751581545661,0.153374735611213
2018-06-13 15:00:00,32.2346666666667,0.132993333333333,0.0460333333333333,0.132993333333333,0.0460333333333333,15068.4,970,0.000532066666666667,9.41333333333333,857759.666666667,8.06666666666667,12.98,0.0479384526043057,0.00306721527184016,0.00216388099311883,0.00306721527184016,0.00216388099311883,93.8370928790955,0,1.47428755998408e-05,0.0351865775274497,9.34777793814939,0.191485421551268,0.147357679522601
2018-06-13 15:15:00,32.3146666666667,0.13514,0.0472733333333333,0.13514,0.0472733333333333,15036.8,976,0.0006032,6.33333333333333,857789.666666667,7.5,13.02,0.0348192612268111,0.00121702212680906,0.00215687163227097,0.00121702212680906,0.00215687163227097,43.4185608763283,0,1.00867664364184e-05,0.0487950036474269,9.34777793814939,0.285356919363403,0.161245154965971
2018-06-13 15:30:00,32.3286666666667,0.1378,0.0492333333333333,0.1378,0.0492333333333333,14968.2666666667,977,0.000635533333333333,5.72666666666667,857819.666666667,7.22666666666667,13.0333333333333,0.0442180743049499,0.00122357789173508,0.00208657842503212,0.00122357789173508,0.00208657842503212,43.5848379053782,0,1.46036525111585e-05,0.0593616839704663,9.34777793814939,0.143759057685652,0.154303349962092
