"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1",2021-05-07 16:00:00,115.152,1845.23235207424,"STRT",2021-05-07,21.435,23.62,29.906
"2",2021-05-07 16:15:00,115.024,1830.66117949318,"STRT",2021-05-07,21.5507142857143,23.68,24.938
"3",2021-05-07 16:30:00,115.303333333333,1824.83271046076,"STRT",2021-05-07,21.6271428571429,23.7666666666667,22.73
"4",2021-05-07 16:45:00,115.748,1816.09000691213,"STRT",2021-05-07,21.6235714285714,23.78,28.116
"5",2021-05-07 17:00:00,115.076666666667,1810.26153787959,"STRT",2021-05-07,21.725,23.85,23.4083333333333
"6",2021-05-07 17:15:00,114.818,1795.69036529853,"STRT",2021-05-07,21.7157142857143,23.88,26.79
"7",2021-05-07 17:30:00,115.635,1795.69036529853,"STRT",2021-05-07,21.7514285714286,23.8833333333333,23.2316666666667
"8",2021-05-07 17:45:00,115.18,1786.9476617499,"STRT",2021-05-07,21.8071428571429,23.98,25.094
"9",2021-05-07 18:00:00,115.345,1778.20495820127,"STRT",2021-05-07,21.8435714285714,24,24.4966666666667
"10",2021-05-07 18:15:00,115.444,1766.54802013631,"STRT",2021-05-07,21.8878571428571,24.06,25.204
"11",2021-05-07 18:30:00,115.06,1763.63378562022,"STRT",2021-05-07,21.8814285714286,24.0833333333333,25.735
"12",2021-05-07 18:45:00,115.144,1751.97684755526,"STRT",2021-05-07,21.8885714285714,24.1,24.276
"13",2021-05-07 19:00:00,114.911666666667,1743.23414400662,"STRT",2021-05-07,21.9621428571429,24.1666666666667,23.8783333333333
"14",2021-05-07 19:15:00,115.284,1749.06261303904,"STRT",2021-05-07,22.0007142857143,24.18,23.76
"15",2021-05-07 19:30:00,114.125,1740.31990949041,"STRT",2021-05-07,22.0392857142857,24.1833333333333,30.3983333333333
"16",2021-05-07 19:45:00,113.16,1737.4056749742,"STRT",2021-05-07,22.0814285714286,24.26,28.454
"17",2021-05-07 20:00:00,113.94,1734.49144045799,"STRT",2021-05-07,22.0671428571429,24.2666666666667,28.2366666666667
"18",2021-05-07 20:15:00,114.33,1737.4056749742,"STRT",2021-05-07,22.1092857142857,24.28,25.394
"19",2021-05-07 20:30:00,114.295,1734.49144045799,"STRT",2021-05-07,22.0378571428571,24.2833333333333,27.4883333333333
