"","DateTime","Q","Site","day","MeanDischarge"
"110",2021-05-07 12:15:00,551.867228842108,"POKE",2021-05-07,551.867228842108
"111",2021-05-07 12:30:00,551.868890075217,"POKE",2021-05-07,551.868890075217
"112",2021-05-07 12:45:00,551.870551308384,"POKE",2021-05-07,551.870551308384
"113",2021-05-07 13:00:00,551.872212541522,"POKE",2021-05-07,551.872212541522
"114",2021-05-07 13:15:00,551.873873774661,"POKE",2021-05-07,551.873873774661
"115",2021-05-07 13:30:00,551.875535007828,"POKE",2021-05-07,551.875535007828
"116",2021-05-07 13:45:00,551.877196240966,"POKE",2021-05-07,551.877196240966
"117",2021-05-07 14:00:00,551.878857474105,"POKE",2021-05-07,551.878857474105
"118",2021-05-07 14:15:00,551.880518707243,"POKE",2021-05-07,551.880518707243
"119",2021-05-07 14:30:00,551.882179940381,"POKE",2021-05-07,551.882179940381
"120",2021-05-07 14:45:00,551.883841173491,"POKE",2021-05-07,551.883841173491
"121",2021-05-07 15:00:00,551.885502406658,"POKE",2021-05-07,551.885502406658
"122",2021-05-07 15:15:00,551.887163639825,"POKE",2021-05-07,551.887163639825
"123",2021-05-07 15:30:00,551.888824872964,"POKE",2021-05-07,551.888824872964
"124",2021-05-07 15:45:00,551.890486106131,"POKE",2021-05-07,551.890486106131
"125",2021-05-07 16:00:00,551.892147339269,"POKE",2021-05-07,551.892147339269
"126",2021-05-07 16:15:00,551.893808572408,"POKE",2021-05-07,551.893808572408
"127",2021-05-07 16:30:00,551.895469805546,"POKE",2021-05-07,551.895469805546
"128",2021-05-07 16:45:00,551.897131038713,"POKE",2021-05-07,551.897131038713
"129",2021-05-07 17:00:00,551.898792271852,"POKE",2021-05-07,551.898792271852
"130",2021-05-07 17:15:00,551.90045350499,"POKE",2021-05-07,551.90045350499
"131",2021-05-07 17:30:00,551.902114738157,"POKE",2021-05-07,551.902114738157
"132",2021-05-07 17:45:00,551.903775971266,"POKE",2021-05-07,551.903775971266
"133",2021-05-07 18:00:00,551.905437204434,"POKE",2021-05-07,551.905437204434
"134",2021-05-07 18:15:00,551.907098437572,"POKE",2021-05-07,551.907098437572
"135",2021-05-07 18:30:00,551.90875967071,"POKE",2021-05-07,551.90875967071
"136",2021-05-07 18:45:00,551.910420903878,"POKE",2021-05-07,551.910420903878
"137",2021-05-07 19:00:00,551.912082137016,"POKE",2021-05-07,551.912082137016
"138",2021-05-07 19:15:00,551.913743370154,"POKE",2021-05-07,551.913743370154
"139",2021-05-07 19:30:00,551.915404603293,"POKE",2021-05-07,551.915404603293
"140",2021-05-07 19:45:00,551.91706583646,"POKE",2021-05-07,551.91706583646
"141",2021-05-07 20:00:00,551.918727069598,"POKE",2021-05-07,551.918727069598
"142",2021-05-07 20:15:00,551.920388302766,"POKE",2021-05-07,551.920388302766
"143",2021-05-07 20:30:00,551.922049535933,"POKE",2021-05-07,551.922049535933
"144",2021-05-07 20:45:00,551.923710769071,"POKE",2021-05-07,551.923710769071
"145",2021-05-07 21:00:00,551.92537200221,"POKE",2021-05-07,551.92537200221
"146",2021-05-07 21:15:00,551.927033235319,"POKE",2021-05-07,551.927033235319
"147",2021-05-07 21:30:00,551.928694468486,"POKE",2021-05-07,551.928694468486
"148",2021-05-07 21:45:00,551.930355701596,"POKE",2021-05-07,551.930355701596
"149",2021-05-07 22:00:00,551.932016934763,"POKE",2021-05-07,551.932016934763
"150",2021-05-07 22:15:00,551.93367816793,"POKE",2021-05-07,551.93367816793
"151",2021-05-07 22:30:00,551.93533940104,"POKE",2021-05-07,551.93533940104
"152",2021-05-07 22:45:00,551.937000634207,"POKE",2021-05-07,551.937000634207
"153",2021-05-07 23:00:00,551.938661867345,"POKE",2021-05-07,551.938661867345
"154",2021-05-07 23:15:00,551.940323100484,"POKE",2021-05-07,551.940323100484
"155",2021-05-07 23:30:00,551.941984333622,"POKE",2021-05-07,551.941984333622
"156",2021-05-07 23:45:00,551.943645566789,"POKE",2021-05-07,551.943645566789
"157",2021-05-08 00:00:00,551.945306799927,"POKE",2021-05-08,551.945306799927
"158",2021-05-08 00:15:00,551.946968033066,"POKE",2021-05-08,551.946968033066
"159",2021-05-08 00:30:00,551.948629266233,"POKE",2021-05-08,551.948629266233
"160",2021-05-08 00:45:00,551.950290499342,"POKE",2021-05-08,551.950290499342
"161",2021-05-08 01:00:00,551.95195173251,"POKE",2021-05-08,551.95195173251
"162",2021-05-08 01:15:00,551.953612965677,"POKE",2021-05-08,551.953612965677
"163",2021-05-08 01:30:00,551.955274198815,"POKE",2021-05-08,551.955274198815
"164",2021-05-08 01:45:00,551.956935431983,"POKE",2021-05-08,551.956935431983
"165",2021-05-08 02:00:00,551.958596665121,"POKE",2021-05-08,551.958596665121
"166",2021-05-08 02:15:00,551.960257898259,"POKE",2021-05-08,551.960257898259
"167",2021-05-08 02:30:00,551.961919131398,"POKE",2021-05-08,551.961919131398
"168",2021-05-08 02:45:00,551.963580364565,"POKE",2021-05-08,551.963580364565
"169",2021-05-08 03:00:00,551.965241597674,"POKE",2021-05-08,551.965241597674
"170",2021-05-08 03:15:00,551.966902830842,"POKE",2021-05-08,551.966902830842
"171",2021-05-08 03:30:00,551.968564064009,"POKE",2021-05-08,551.968564064009
"172",2021-05-08 03:45:00,551.970225297118,"POKE",2021-05-08,551.970225297118
"173",2021-05-08 04:00:00,551.971886530257,"POKE",2021-05-08,551.971886530257
"174",2021-05-08 04:15:00,551.973547763395,"POKE",2021-05-08,551.973547763395
"175",2021-05-08 04:30:00,551.975208996533,"POKE",2021-05-08,551.975208996533
"176",2021-05-08 04:45:00,551.976870229701,"POKE",2021-05-08,551.976870229701
"177",2021-05-08 05:00:00,551.978531462839,"POKE",2021-05-08,551.978531462839
"178",2021-05-08 05:15:00,551.980192695977,"POKE",2021-05-08,551.980192695977
"179",2021-05-08 05:30:00,551.981853929115,"POKE",2021-05-08,551.981853929115
"180",2021-05-08 05:45:00,551.983515162283,"POKE",2021-05-08,551.983515162283
"181",2021-05-08 06:00:00,551.985176395421,"POKE",2021-05-08,551.985176395421
"182",2021-05-08 06:15:00,551.986837628589,"POKE",2021-05-08,551.986837628589
"183",2021-05-08 06:30:00,551.988498861727,"POKE",2021-05-08,551.988498861727
"184",2021-05-08 06:45:00,551.990160094865,"POKE",2021-05-08,551.990160094865
"185",2021-05-08 07:00:00,551.991821328033,"POKE",2021-05-08,551.991821328033
"186",2021-05-08 07:15:00,551.993482561171,"POKE",2021-05-08,551.993482561171
"187",2021-05-08 07:30:00,551.995143794309,"POKE",2021-05-08,551.995143794309
"188",2021-05-08 07:45:00,551.996805027447,"POKE",2021-05-08,551.996805027447
"189",2021-05-08 08:00:00,551.998466260615,"POKE",2021-05-08,551.998466260615
"190",2021-05-08 08:15:00,552.000127493782,"POKE",2021-05-08,552.000127493782
"191",2021-05-08 08:30:00,552.001788726891,"POKE",2021-05-08,552.001788726891
"192",2021-05-08 08:45:00,552.003449960059,"POKE",2021-05-08,552.003449960059
"193",2021-05-08 09:00:00,552.005111193197,"POKE",2021-05-08,552.005111193197
"194",2021-05-08 09:15:00,552.006772426335,"POKE",2021-05-08,552.006772426335
"195",2021-05-08 09:30:00,552.008433659474,"POKE",2021-05-08,552.008433659474
"196",2021-05-08 09:45:00,552.010094892641,"POKE",2021-05-08,552.010094892641
"197",2021-05-08 10:00:00,552.011756125779,"POKE",2021-05-08,552.011756125779
"198",2021-05-08 10:15:00,552.013417358918,"POKE",2021-05-08,552.013417358918
"199",2021-05-08 10:30:00,552.015078592085,"POKE",2021-05-08,552.015078592085
"200",2021-05-08 10:45:00,552.016739825165,"POKE",2021-05-08,552.016739825165
"201",2021-05-08 11:00:00,552.018401058362,"POKE",2021-05-08,552.018401058362
"202",2021-05-08 11:15:00,552.0200622915,"POKE",2021-05-08,552.0200622915
"203",2021-05-08 11:30:00,552.021723524638,"POKE",2021-05-08,552.021723524638
"204",2021-05-08 11:45:00,552.023384757806,"POKE",2021-05-08,552.023384757806
"205",2021-05-08 12:00:00,552.025045990944,"POKE",2021-05-08,552.025045990944
"206",2021-05-08 12:15:00,552.026707224082,"POKE",2021-05-08,552.026707224082
"207",2021-05-08 12:30:00,552.02836845722,"POKE",2021-05-08,552.02836845722
"208",2021-05-08 12:45:00,552.030029690388,"POKE",2021-05-08,552.030029690388
"209",2021-05-08 13:00:00,552.031690923497,"POKE",2021-05-08,552.031690923497
"210",2021-05-08 13:15:00,552.033352156664,"POKE",2021-05-08,552.033352156664
"211",2021-05-08 13:30:00,552.035013389832,"POKE",2021-05-08,552.035013389832
"212",2021-05-08 13:45:00,552.036674622941,"POKE",2021-05-08,552.036674622941
"213",2021-05-08 14:00:00,552.038335856108,"POKE",2021-05-08,552.038335856108
"214",2021-05-08 14:15:00,552.039997089247,"POKE",2021-05-08,552.039997089247
"215",2021-05-08 14:30:00,552.041658322385,"POKE",2021-05-08,552.041658322385
"216",2021-05-08 14:45:00,552.043319555523,"POKE",2021-05-08,552.043319555523
"217",2021-05-08 15:00:00,552.044980788691,"POKE",2021-05-08,552.044980788691
"218",2021-05-08 15:15:00,552.046642021829,"POKE",2021-05-08,552.046642021829
"219",2021-05-08 15:30:00,552.048303254967,"POKE",2021-05-08,552.048303254967
"220",2021-05-08 15:45:00,552.049964488164,"POKE",2021-05-08,552.049964488164
"221",2021-05-08 16:00:00,552.051625721273,"POKE",2021-05-08,552.051625721273
"222",2021-05-08 16:15:00,552.05328695444,"POKE",2021-05-08,552.05328695444
"223",2021-05-08 16:30:00,552.054948187579,"POKE",2021-05-08,552.054948187579
"224",2021-05-08 16:45:00,552.056609420717,"POKE",2021-05-08,552.056609420717
"225",2021-05-08 17:00:00,552.058270653884,"POKE",2021-05-08,552.058270653884
"226",2021-05-08 17:15:00,552.059931886994,"POKE",2021-05-08,552.059931886994
"227",2021-05-08 17:30:00,552.061593120132,"POKE",2021-05-08,552.061593120132
"228",2021-05-08 17:45:00,552.06325435327,"POKE",2021-05-08,552.06325435327
"229",2021-05-08 18:00:00,552.064915586438,"POKE",2021-05-08,552.064915586438
"230",2021-05-08 18:15:00,552.066576819547,"POKE",2021-05-08,552.066576819547
"231",2021-05-08 18:30:00,552.068238052714,"POKE",2021-05-08,552.068238052714
"232",2021-05-08 18:45:00,552.069899285882,"POKE",2021-05-08,552.069899285882
"233",2021-05-08 19:00:00,552.071560518991,"POKE",2021-05-08,552.071560518991
"234",2021-05-08 19:15:00,552.073221752158,"POKE",2021-05-08,552.073221752158
"235",2021-05-08 19:30:00,552.074882985296,"POKE",2021-05-08,552.074882985296
"236",2021-05-08 19:45:00,552.076544218464,"POKE",2021-05-08,552.076544218464
"237",2021-05-08 20:00:00,552.078205451602,"POKE",2021-05-08,552.078205451602
"238",2021-05-08 20:15:00,552.07986668474,"POKE",2021-05-08,552.07986668474
"239",2021-05-08 20:30:00,552.081527917908,"POKE",2021-05-08,552.081527917908
"240",2021-05-08 20:45:00,552.083189151046,"POKE",2021-05-08,552.083189151046
"241",2021-05-08 21:00:00,552.084850384213,"POKE",2021-05-08,552.084850384213
"242",2021-05-08 21:15:00,552.086511617352,"POKE",2021-05-08,552.086511617352
"243",2021-05-08 21:30:00,552.08817285049,"POKE",2021-05-08,552.08817285049
"244",2021-05-08 21:45:00,552.089834083628,"POKE",2021-05-08,552.089834083628
"245",2021-05-08 22:00:00,552.091495316796,"POKE",2021-05-08,552.091495316796
"246",2021-05-08 22:15:00,552.093156549934,"POKE",2021-05-08,552.093156549934
"247",2021-05-08 22:30:00,552.094817783072,"POKE",2021-05-08,552.094817783072
"248",2021-05-08 22:45:00,552.09647901624,"POKE",2021-05-08,552.09647901624
"249",2021-05-08 23:00:00,552.098140249349,"POKE",2021-05-08,552.098140249349
"250",2021-05-08 23:15:00,552.099801482516,"POKE",2021-05-08,552.099801482516
"251",2021-05-08 23:30:00,552.101462715684,"POKE",2021-05-08,552.101462715684
"252",2021-05-08 23:45:00,552.103123948793,"POKE",2021-05-08,552.103123948793
"253",2021-05-09 00:00:00,552.104785181931,"POKE",2021-05-09,552.104785181931
"254",2021-05-09 00:15:00,552.10644641507,"POKE",2021-05-09,552.10644641507
"255",2021-05-09 00:30:00,552.108107648208,"POKE",2021-05-09,552.108107648208
"256",2021-05-09 00:45:00,552.109768881346,"POKE",2021-05-09,552.109768881346
"257",2021-05-09 01:00:00,552.111430114513,"POKE",2021-05-09,552.111430114513
"258",2021-05-09 01:15:00,552.113091347652,"POKE",2021-05-09,552.113091347652
"259",2021-05-09 01:30:00,552.114752580819,"POKE",2021-05-09,552.114752580819
"260",2021-05-09 01:45:00,552.116413813987,"POKE",2021-05-09,552.116413813987
"261",2021-05-09 02:00:00,552.118075047096,"POKE",2021-05-09,552.118075047096
"262",2021-05-09 02:15:00,552.119736280263,"POKE",2021-05-09,552.119736280263
"263",2021-05-09 02:30:00,552.121397513401,"POKE",2021-05-09,552.121397513401
"264",2021-05-09 02:45:00,552.12305874654,"POKE",2021-05-09,552.12305874654
"265",2021-05-09 03:00:00,552.124719979707,"POKE",2021-05-09,552.124719979707
"266",2021-05-09 03:15:00,552.126381212845,"POKE",2021-05-09,552.126381212845
"267",2021-05-09 03:30:00,552.128042445984,"POKE",2021-05-09,552.128042445984
"268",2021-05-09 03:45:00,552.129703679122,"POKE",2021-05-09,552.129703679122
"269",2021-05-09 04:00:00,552.131364912289,"POKE",2021-05-09,552.131364912289
"270",2021-05-09 04:15:00,552.133026145399,"POKE",2021-05-09,552.133026145399
"271",2021-05-09 04:30:00,552.134687378566,"POKE",2021-05-09,552.134687378566
"272",2021-05-09 04:45:00,552.136348611733,"POKE",2021-05-09,552.136348611733
"273",2021-05-09 05:00:00,552.138009844843,"POKE",2021-05-09,552.138009844843
"274",2021-05-09 05:15:00,552.13967107801,"POKE",2021-05-09,552.13967107801
"275",2021-05-09 05:30:00,552.141332311148,"POKE",2021-05-09,552.141332311148
"276",2021-05-09 05:45:00,552.142993544287,"POKE",2021-05-09,552.142993544287
"277",2021-05-09 06:00:00,552.144654777425,"POKE",2021-05-09,552.144654777425
"278",2021-05-09 06:15:00,552.146316010592,"POKE",2021-05-09,552.146316010592
"279",2021-05-09 06:30:00,552.147977243731,"POKE",2021-05-09,552.147977243731
"280",2021-05-09 06:45:00,552.149638476869,"POKE",2021-05-09,552.149638476869
"281",2021-05-09 07:00:00,552.151299710036,"POKE",2021-05-09,552.151299710036
"282",2021-05-09 07:15:00,552.152960943145,"POKE",2021-05-09,552.152960943145
"283",2021-05-09 07:30:00,552.154622176313,"POKE",2021-05-09,552.154622176313
"284",2021-05-09 07:45:00,552.156283409451,"POKE",2021-05-09,552.156283409451
"285",2021-05-09 08:00:00,552.157944642619,"POKE",2021-05-09,552.157944642619
"286",2021-05-09 08:15:00,552.159605875757,"POKE",2021-05-09,552.159605875757
"287",2021-05-09 08:30:00,552.161267108895,"POKE",2021-05-09,552.161267108895
"288",2021-05-09 08:45:00,552.162928342063,"POKE",2021-05-09,552.162928342063
"289",2021-05-09 09:00:00,552.164589575172,"POKE",2021-05-09,552.164589575172
"290",2021-05-09 09:15:00,552.166250808339,"POKE",2021-05-09,552.166250808339
"291",2021-05-09 09:30:00,552.167912041477,"POKE",2021-05-09,552.167912041477
"292",2021-05-09 09:45:00,552.169573274616,"POKE",2021-05-09,552.169573274616
"293",2021-05-09 10:00:00,552.171234507783,"POKE",2021-05-09,552.171234507783
"294",2021-05-09 10:15:00,552.172895740921,"POKE",2021-05-09,552.172895740921
"295",2021-05-09 10:30:00,552.17455697406,"POKE",2021-05-09,552.17455697406
"296",2021-05-09 10:45:00,552.176218207198,"POKE",2021-05-09,552.176218207198
"297",2021-05-09 11:00:00,552.177879440365,"POKE",2021-05-09,552.177879440365
"298",2021-05-09 11:15:00,552.179540673504,"POKE",2021-05-09,552.179540673504
"299",2021-05-09 11:30:00,552.181201906671,"POKE",2021-05-09,552.181201906671
"300",2021-05-09 11:45:00,552.182863139838,"POKE",2021-05-09,552.182863139838
"301",2021-05-09 12:00:00,552.184524372948,"POKE",2021-05-09,552.184524372948
"302",2021-05-09 12:15:00,552.186185606115,"POKE",2021-05-09,552.186185606115
"303",2021-05-09 12:30:00,552.187846839253,"POKE",2021-05-09,552.187846839253
"304",2021-05-09 12:45:00,552.189508072392,"POKE",2021-05-09,552.189508072392
"305",2021-05-09 13:00:00,552.19116930553,"POKE",2021-05-09,552.19116930553
"306",2021-05-09 13:15:00,552.192830538697,"POKE",2021-05-09,552.192830538697
"307",2021-05-09 13:30:00,552.194491771806,"POKE",2021-05-09,552.194491771806
"308",2021-05-09 13:45:00,552.196153004945,"POKE",2021-05-09,552.196153004945
"309",2021-05-09 14:00:00,552.197814238112,"POKE",2021-05-09,552.197814238112
"310",2021-05-09 14:15:00,552.199475471221,"POKE",2021-05-09,552.199475471221
"311",2021-05-09 14:30:00,552.201136704389,"POKE",2021-05-09,552.201136704389
"312",2021-05-09 14:45:00,552.202797937556,"POKE",2021-05-09,552.202797937556
"313",2021-05-09 15:00:00,552.204459170665,"POKE",2021-05-09,552.204459170665
"314",2021-05-09 15:15:00,552.206120403833,"POKE",2021-05-09,552.206120403833
"315",2021-05-09 15:30:00,552.207781636971,"POKE",2021-05-09,552.207781636971
"316",2021-05-09 15:45:00,552.209442870109,"POKE",2021-05-09,552.209442870109
"317",2021-05-09 16:00:00,552.211104103248,"POKE",2021-05-09,552.211104103248
"318",2021-05-09 16:15:00,552.212765336444,"POKE",2021-05-09,552.212765336444
"319",2021-05-09 16:30:00,552.214426569553,"POKE",2021-05-09,552.214426569553
"320",2021-05-09 16:45:00,552.216087802721,"POKE",2021-05-09,552.216087802721
"321",2021-05-09 17:00:00,552.217749035888,"POKE",2021-05-09,552.217749035888
"322",2021-05-09 17:15:00,552.219410268997,"POKE",2021-05-09,552.219410268997
"323",2021-05-09 17:30:00,552.221071502165,"POKE",2021-05-09,552.221071502165
"324",2021-05-09 17:45:00,552.222732735303,"POKE",2021-05-09,552.222732735303
"325",2021-05-09 18:00:00,552.224393968441,"POKE",2021-05-09,552.224393968441
"326",2021-05-09 18:15:00,552.22605520158,"POKE",2021-05-09,552.22605520158
"327",2021-05-09 18:30:00,552.227716434747,"POKE",2021-05-09,552.227716434747
"328",2021-05-09 18:45:00,552.229377667914,"POKE",2021-05-09,552.229377667914
"329",2021-05-09 19:00:00,552.231038901024,"POKE",2021-05-09,552.231038901024
"330",2021-05-09 19:15:00,552.232700134191,"POKE",2021-05-09,552.232700134191
"331",2021-05-09 19:30:00,552.234361367329,"POKE",2021-05-09,552.234361367329
"332",2021-05-09 19:45:00,552.236022600468,"POKE",2021-05-09,552.236022600468
