"","DateTime","Q","Site","day","MeanDischarge"
"1",2021-05-06 09:00:00,551.686154428899,"POKE",2021-05-06,551.686154428899
"2",2021-05-06 09:15:00,551.687815662328,"POKE",2021-05-06,551.687815662328
"3",2021-05-06 09:30:00,551.689476895466,"POKE",2021-05-06,551.689476895466
"4",2021-05-06 09:45:00,551.691138128605,"POKE",2021-05-06,551.691138128605
"5",2021-05-06 10:00:00,551.692799361772,"POKE",2021-05-06,551.692799361772
"6",2021-05-06 10:15:00,551.694460594939,"POKE",2021-05-06,551.694460594939
"7",2021-05-06 10:30:00,551.696121828078,"POKE",2021-05-06,551.696121828078
"8",2021-05-06 10:45:00,551.697783061216,"POKE",2021-05-06,551.697783061216
"9",2021-05-06 11:00:00,551.699444294383,"POKE",2021-05-06,551.699444294383
"10",2021-05-06 11:15:00,551.701105527492,"POKE",2021-05-06,551.701105527492
"11",2021-05-06 11:30:00,551.70276676066,"POKE",2021-05-06,551.70276676066
"12",2021-05-06 11:45:00,551.704427993769,"POKE",2021-05-06,551.704427993769
"13",2021-05-06 12:00:00,551.706089226907,"POKE",2021-05-06,551.706089226907
"14",2021-05-06 12:15:00,551.707750460075,"POKE",2021-05-06,551.707750460075
"15",2021-05-06 12:30:00,551.709411693213,"POKE",2021-05-06,551.709411693213
"16",2021-05-06 12:45:00,551.711072926351,"POKE",2021-05-06,551.711072926351
"17",2021-05-06 13:00:00,551.71273415949,"POKE",2021-05-06,551.71273415949
"18",2021-05-06 13:15:00,551.714395392657,"POKE",2021-05-06,551.714395392657
"19",2021-05-06 13:30:00,551.716056625795,"POKE",2021-05-06,551.716056625795
"20",2021-05-06 13:45:00,551.717717858934,"POKE",2021-05-06,551.717717858934
"21",2021-05-06 14:00:00,551.719379092101,"POKE",2021-05-06,551.719379092101
"22",2021-05-06 14:15:00,551.72104032521,"POKE",2021-05-06,551.72104032521
"23",2021-05-06 14:30:00,551.722701558378,"POKE",2021-05-06,551.722701558378
"24",2021-05-06 14:45:00,551.724362791516,"POKE",2021-05-06,551.724362791516
"25",2021-05-06 15:00:00,551.726024024683,"POKE",2021-05-06,551.726024024683
"26",2021-05-06 15:15:00,551.727685257822,"POKE",2021-05-06,551.727685257822
"27",2021-05-06 15:30:00,551.729346490989,"POKE",2021-05-06,551.729346490989
"28",2021-05-06 15:45:00,551.731007724127,"POKE",2021-05-06,551.731007724127
"29",2021-05-06 16:00:00,551.732668957266,"POKE",2021-05-06,551.732668957266
"30",2021-05-06 16:15:00,551.734330190433,"POKE",2021-05-06,551.734330190433
"31",2021-05-06 16:30:00,551.735991423542,"POKE",2021-05-06,551.735991423542
"32",2021-05-06 16:45:00,551.73765265671,"POKE",2021-05-06,551.73765265671
"33",2021-05-06 17:00:00,551.739313889877,"POKE",2021-05-06,551.739313889877
"34",2021-05-06 17:15:00,551.740975122986,"POKE",2021-05-06,551.740975122986
"35",2021-05-06 17:30:00,551.742636356154,"POKE",2021-05-06,551.742636356154
"36",2021-05-06 17:45:00,551.744297589292,"POKE",2021-05-06,551.744297589292
"37",2021-05-06 18:00:00,551.74595882243,"POKE",2021-05-06,551.74595882243
"38",2021-05-06 18:15:00,551.747620055568,"POKE",2021-05-06,551.747620055568
"39",2021-05-06 18:30:00,551.749281288707,"POKE",2021-05-06,551.749281288707
"40",2021-05-06 18:45:00,551.750942521845,"POKE",2021-05-06,551.750942521845
"41",2021-05-06 19:00:00,551.752603754983,"POKE",2021-05-06,551.752603754983
"42",2021-05-06 19:15:00,551.754264988151,"POKE",2021-05-06,551.754264988151
"43",2021-05-06 19:30:00,551.75592622126,"POKE",2021-05-06,551.75592622126
"44",2021-05-06 19:45:00,551.757587454456,"POKE",2021-05-06,551.757587454456
"45",2021-05-06 20:00:00,551.759248687595,"POKE",2021-05-06,551.759248687595
"46",2021-05-06 20:15:00,551.760909920733,"POKE",2021-05-06,551.760909920733
"47",2021-05-06 20:30:00,551.762571153871,"POKE",2021-05-06,551.762571153871
"48",2021-05-06 20:45:00,551.764232387039,"POKE",2021-05-06,551.764232387039
"49",2021-05-06 21:00:00,551.765893620177,"POKE",2021-05-06,551.765893620177
"50",2021-05-06 21:15:00,551.767554853315,"POKE",2021-05-06,551.767554853315
"51",2021-05-06 21:30:00,551.769216086483,"POKE",2021-05-06,551.769216086483
"52",2021-05-06 21:45:00,551.770877319621,"POKE",2021-05-06,551.770877319621
"53",2021-05-06 22:00:00,551.772538552759,"POKE",2021-05-06,551.772538552759
"54",2021-05-06 22:15:00,551.774199785927,"POKE",2021-05-06,551.774199785927
"55",2021-05-06 22:30:00,551.775861019065,"POKE",2021-05-06,551.775861019065
"56",2021-05-06 22:45:00,551.777522252203,"POKE",2021-05-06,551.777522252203
"57",2021-05-06 23:00:00,551.779183485341,"POKE",2021-05-06,551.779183485341
"58",2021-05-06 23:15:00,551.780844718509,"POKE",2021-05-06,551.780844718509
"59",2021-05-06 23:30:00,551.782505951618,"POKE",2021-05-06,551.782505951618
"60",2021-05-06 23:45:00,551.784167184785,"POKE",2021-05-06,551.784167184785
"61",2021-05-07 00:00:00,551.785828417953,"POKE",2021-05-07,551.785828417953
"62",2021-05-07 00:15:00,551.787489651062,"POKE",2021-05-07,551.787489651062
"63",2021-05-07 00:30:00,551.789150884229,"POKE",2021-05-07,551.789150884229
"64",2021-05-07 00:45:00,551.790812117397,"POKE",2021-05-07,551.790812117397
"65",2021-05-07 01:00:00,551.792473350535,"POKE",2021-05-07,551.792473350535
"66",2021-05-07 01:15:00,551.794134583644,"POKE",2021-05-07,551.794134583644
"67",2021-05-07 01:30:00,551.795795816812,"POKE",2021-05-07,551.795795816812
"68",2021-05-07 01:45:00,551.79745704995,"POKE",2021-05-07,551.79745704995
"69",2021-05-07 02:00:00,551.799118283088,"POKE",2021-05-07,551.799118283088
"70",2021-05-07 02:15:00,551.800779516256,"POKE",2021-05-07,551.800779516256
"71",2021-05-07 02:30:00,551.802440749365,"POKE",2021-05-07,551.802440749365
"72",2021-05-07 02:45:00,551.804101982532,"POKE",2021-05-07,551.804101982532
"73",2021-05-07 03:00:00,551.805763215671,"POKE",2021-05-07,551.805763215671
"74",2021-05-07 03:15:00,551.807424448809,"POKE",2021-05-07,551.807424448809
"75",2021-05-07 03:30:00,551.809085681976,"POKE",2021-05-07,551.809085681976
"76",2021-05-07 03:45:00,551.810746915115,"POKE",2021-05-07,551.810746915115
"77",2021-05-07 04:00:00,551.812408148253,"POKE",2021-05-07,551.812408148253
"78",2021-05-07 04:15:00,551.814069381391,"POKE",2021-05-07,551.814069381391
"79",2021-05-07 04:30:00,551.815730614559,"POKE",2021-05-07,551.815730614559
"80",2021-05-07 04:45:00,551.817391847697,"POKE",2021-05-07,551.817391847697
"81",2021-05-07 05:00:00,551.819053080835,"POKE",2021-05-07,551.819053080835
"82",2021-05-07 05:15:00,551.820714314003,"POKE",2021-05-07,551.820714314003
"83",2021-05-07 05:30:00,551.822375547141,"POKE",2021-05-07,551.822375547141
"84",2021-05-07 05:45:00,551.824036780308,"POKE",2021-05-07,551.824036780308
"85",2021-05-07 06:00:00,551.825698013447,"POKE",2021-05-07,551.825698013447
"86",2021-05-07 06:15:00,551.827359246585,"POKE",2021-05-07,551.827359246585
"87",2021-05-07 06:30:00,551.829020479723,"POKE",2021-05-07,551.829020479723
"88",2021-05-07 06:45:00,551.830681712891,"POKE",2021-05-07,551.830681712891
"89",2021-05-07 07:00:00,551.832342946029,"POKE",2021-05-07,551.832342946029
"90",2021-05-07 07:15:00,551.834004179167,"POKE",2021-05-07,551.834004179167
"91",2021-05-07 07:30:00,551.835665412334,"POKE",2021-05-07,551.835665412334
"92",2021-05-07 07:45:00,551.837326645444,"POKE",2021-05-07,551.837326645444
"93",2021-05-07 08:00:00,551.838987878582,"POKE",2021-05-07,551.838987878582
"94",2021-05-07 08:15:00,551.84064911172,"POKE",2021-05-07,551.84064911172
"95",2021-05-07 08:30:00,551.842310344859,"POKE",2021-05-07,551.842310344859
"96",2021-05-07 08:45:00,551.843971578026,"POKE",2021-05-07,551.843971578026
"97",2021-05-07 09:00:00,551.845632811164,"POKE",2021-05-07,551.845632811164
"98",2021-05-07 09:15:00,551.847294044332,"POKE",2021-05-07,551.847294044332
"99",2021-05-07 09:30:00,551.848955277441,"POKE",2021-05-07,551.848955277441
"100",2021-05-07 09:45:00,551.850616510608,"POKE",2021-05-07,551.850616510608
"101",2021-05-07 10:00:00,551.852277743776,"POKE",2021-05-07,551.852277743776
"102",2021-05-07 10:15:00,551.853938976885,"POKE",2021-05-07,551.853938976885
"103",2021-05-07 10:30:00,551.855600210081,"POKE",2021-05-07,551.855600210081
"104",2021-05-07 10:45:00,551.85726144322,"POKE",2021-05-07,551.85726144322
"105",2021-05-07 11:00:00,551.858922676358,"POKE",2021-05-07,551.858922676358
"106",2021-05-07 11:15:00,551.860583909496,"POKE",2021-05-07,551.860583909496
"107",2021-05-07 11:30:00,551.862245142664,"POKE",2021-05-07,551.862245142664
"108",2021-05-07 11:45:00,551.863906375773,"POKE",2021-05-07,551.863906375773
"109",2021-05-07 12:00:00,551.86556760894,"POKE",2021-05-07,551.86556760894
