Discharge_Lsec,day
1833.7606974350017,2021-05-04
1834.281042267161,2021-05-05
1834.9214666759945,2021-05-06
1808.229678798108,2021-05-07
1609.4222091369713,2021-05-08
1106.3524757749594,2021-05-09
933.9572901749804,2021-05-10
889.6062836312994,2021-05-11
863.5299560330483,2021-05-12
831.1152278017689,2021-05-13
807.9470039581344,2021-05-14
811.5897971034016,2021-05-15
862.6496143562885,2021-05-16
823.8235107496063,2021-05-17
813.1076275805912,2021-05-18
832.3523163082685,2021-05-19
848.7610696986798,2021-05-20
811.0862032868422,2021-05-21
794.7550866366538,2021-05-22
799.6812797867345,2021-05-23
823.0454596092727,2021-05-24
815.9552380094934,2021-05-25
815.8158605560429,2021-05-26
804.0890689820426,2021-05-27
797.589686115367,2021-05-28
807.3985246235361,2021-05-29
806.5453232751426,2021-05-30
810.1056970074228,2021-05-31
798.3472118855442,2021-06-01
801.5966721940345,2021-06-02
799.748378476709,2021-06-03
795.069089095382,2021-06-04
790.9480052278585,2021-06-05
792.0407291655978,2021-06-06
789.3534112574927,2021-06-07
786.2460762075666,2021-06-08
783.6913059236434,2021-06-09
777.9104818793527,2021-06-10
777.5133074828085,2021-06-11
786.1306352540299,2021-06-12
791.7480251127805,2021-06-13
800.6405370395202,2021-06-14
792.2816777937464,2021-06-15
778.2240166497437,2021-06-16
762.0664293185658,2021-06-17
782.3526295535513,2021-06-18
775.0208029153035,2021-06-19
797.8667212013153,2021-06-20
785.7629918014392,2021-06-21
792.1704729475697,2021-06-22
803.4431783883092,2021-06-23
789.6077790797609,2021-06-24
785.6464232422117,2021-06-25
775.8764314496549,2021-06-26
775.2664312214828,2021-06-27
NA,2021-06-28
968.5739439248916,2021-06-29
1109.9784091967506,2021-06-30
1111.6073034734206,2021-07-01
1074.235221159671,2021-07-02
1036.8631388459212,2021-07-03
999.4910565321726,2021-07-04
962.118974218422,2021-07-05
924.7468919046753,2021-07-06
887.3748095909372,2021-07-07
850.0027272772046,2021-07-08
812.6306449634717,2021-07-09
775.2585626497413,2021-07-10
737.886480336006,2021-07-11
700.5143980222642,2021-07-12
663.1423157085228,2021-07-13
625.7702333947823,2021-07-14
588.3981510810445,2021-07-15
643.4259298663159,2021-07-16
652.7269363040705,2021-07-17
658.5743892745463,2021-07-18
695.1238121482223,2021-07-19
752.9053227449928,2021-07-20
806.7267382237876,2021-07-21
819.9666877769994,2021-07-22
863.5513164298599,2021-07-23
887.9008292487488,2021-07-24
827.9744825648013,2021-07-25
837.0809732737422,2021-07-26
846.1874639826799,2021-07-27
896.1103024376689,2021-07-28
813.1039567517392,2021-07-29
771.5274866516744,2021-07-30
744.9680027943265,2021-07-31
745.5639327379528,2021-08-01
860.0704654774627,2021-08-02
715.8211216601131,2021-08-03
702.0063493189598,2021-08-04
756.4981951988148,2021-08-05
824.366209606909,2021-08-06
840.5845205344194,2021-08-07
862.967551170177,2021-08-08
844.0450607805681,2021-08-09
800.9006405550891,2021-08-10
799.6554486281495,2021-08-11
752.5634961603299,2021-08-12
750.0574441272826,2021-08-13
725.3672197277168,2021-08-14
846.958347847346,2021-08-15
1281.9345961301706,2021-08-16
1286.0443215917528,2021-08-17
1151.4999278956057,2021-08-18
1033.9736764337263,2021-08-19
1085.899658730918,2021-08-20
1208.5760628132236,2021-08-21
1136.1648729859076,2021-08-22
1140.7096069773577,2021-08-23
1057.6626205172975,2021-08-24
1129.9609449590628,2021-08-25
1166.7404915137597,2021-08-26
1107.497295004792,2021-08-27
1134.7716861344923,2021-08-28
1077.3311795574325,2021-08-29
1041.8313363227796,2021-08-30
1027.3168032384383,2021-08-31
1006.3634434413955,2021-09-01
990.480013306748,2021-09-02
968.8344782212218,2021-09-03
958.1582674334026,2021-09-04
930.2418897957541,2021-09-05
931.406392626632,2021-09-06
906.2898705307202,2021-09-07
892.7549537213216,2021-09-08
882.4440922662999,2021-09-09
866.4651150874162,2021-09-10
875.117216114472,2021-09-11
878.4032159222285,2021-09-12
842.1261893215709,2021-09-13
815.5535953429994,2021-09-14
805.6043289485855,2021-09-15
792.2559889346622,2021-09-16
769.7745144236584,2021-09-17
758.7494469787772,2021-09-18
761.3951864446161,2021-09-19
745.2008069596814,2021-09-20
728.3295670642464,2021-09-21
725.2757282519121,2021-09-22
744.3255852871395,2021-09-23
721.6742012315548,2021-09-24
711.2786796802911,2021-09-25
702.3772513242724,2021-09-26
683.2188250596976,2021-09-27
717.4941651195277,2021-09-28
710.0890763629549,2021-09-29
NA,2021-09-30
