"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1",2021-05-04 15:00:00,83.786,324.639109877549,"FRCH",2021-05-04,20.8436363636364,69.06,59.764
"2",2021-05-04 15:15:00,84.26,324.639221030026,"FRCH",2021-05-04,21.1236363636364,68.98,66.996
"3",2021-05-04 15:30:00,83.915,324.639332182531,"FRCH",2021-05-04,20.9927272727273,68.9166666666667,65.05
"4",2021-05-04 15:45:00,88.458,324.639443335036,"FRCH",2021-05-04,21.09,68.84,68.106
"5",2021-05-04 16:00:00,84.1183333333333,324.639554487541,"FRCH",2021-05-04,21.1618181818182,68.75,75.7533333333333
"6",2021-05-04 16:15:00,82.718,324.639665640047,"FRCH",2021-05-04,21.5754545454545,68.9,86.546
"7",2021-05-04 16:30:00,83.6316666666667,324.639776792523,"FRCH",2021-05-04,21.52,69.0833333333333,84.29
"8",2021-05-04 16:45:00,83.166,324.639887945028,"FRCH",2021-05-04,21.4518181818182,69.14,79.694
"9",2021-05-04 17:00:00,80.385,324.639999097533,"FRCH",2021-05-04,21.3872727272727,69.1,102.47
"10",2021-05-04 17:15:00,81.28,324.640110250039,"FRCH",2021-05-04,21.3763636363636,69.26,105.918
"11",2021-05-04 17:30:00,81.8516666666667,324.640221402544,"FRCH",2021-05-04,21.2909090909091,69.35,79.3733333333333
"12",2021-05-04 17:45:00,83.706,324.640332555049,"FRCH",2021-05-04,21.1363636363636,69.46,88.148
"13",2021-05-04 18:00:00,83.085,324.640443707554,"FRCH",2021-05-04,22.3390909090909,69.55,83.91
"14",2021-05-04 18:15:00,79.442,324.64055486006,"FRCH",2021-05-04,21.9690909090909,69.56,106.784
"15",2021-05-04 18:30:00,79.85,324.640666012565,"FRCH",2021-05-04,21.7918181818182,69.55,101.185
"16",2021-05-04 18:45:00,82.178,324.64077716507,"FRCH",2021-05-04,21.4836363636364,69.58,106.566
"17",2021-05-04 19:00:00,82.0366666666667,324.640888317575,"FRCH",2021-05-04,21.8763636363636,69.5666666666667,114.008333333333
"18",2021-05-04 19:15:00,78.698,324.640999470081,"FRCH",2021-05-04,22.0354545454545,69.48,110.432
