Discharge_Lsec,day
NA,2021-05-04
NA,2021-05-05
551.735160806976,2021-05-06
551.8647369923592,2021-05-07
552.0242153743653,2021-05-08
552.183693756369,2021-05-09
558.1801964840712,2021-05-10
649.6377821929258,2021-05-11
618.7767190759472,2021-05-12
562.7306266355772,2021-05-13
521.8729631256705,2021-05-14
609.1284686448871,2021-05-15
680.3242846134726,2021-05-16
742.1706245966789,2021-05-17
646.0913968488212,2021-05-18
573.011360890011,2021-05-19
541.2447078022266,2021-05-20
511.2101160695517,2021-05-21
477.9957427502165,2021-05-22
457.28689129517716,2021-05-23
436.4090898356105,2021-05-24
425.1995901174435,2021-05-25
416.2719547598238,2021-05-26
424.6972217753325,2021-05-27
425.1753273106672,2021-05-28
409.38277596742955,2021-05-29
389.4223255535068,2021-05-30
388.5151642180311,2021-05-31
403.9188424999035,2021-06-01
437.7947606391493,2021-06-02
409.4714346578069,2021-06-03
397.76718802096485,2021-06-04
406.73532363596433,2021-06-05
508.0220780222201,2021-06-06
481.20718905431204,2021-06-07
477.5442809110894,2021-06-08
441.55973805330933,2021-06-09
416.59359745349656,2021-06-10
411.5414725037008,2021-06-11
398.1759677022801,2021-06-12
387.79895499334424,2021-06-13
421.06896212346936,2021-06-14
408.7581311032397,2021-06-15
399.57571392075414,2021-06-16
393.23623715061694,2021-06-17
393.5238511248399,2021-06-18
423.3967868254219,2021-06-19
453.3110597869739,2021-06-20
432.7368167350821,2021-06-21
424.31108916989615,2021-06-22
403.27431598922095,2021-06-23
414.5887467738712,2021-06-24
428.6354442744135,2021-06-25
442.6821417749558,2021-06-26
456.7288392754999,2021-06-27
470.7755367760428,2021-06-28
475.2574909802063,2021-06-29
440.68923872779214,2021-06-30
423.2140684390779,2021-07-01
439.53588311928263,2021-07-02
454.5059730496748,2021-07-03
469.47606298006696,2021-07-04
484.4461529104601,2021-07-05
499.2215995914564,2021-07-06
495.49540184349894,2021-07-07
490.13819802609447,2021-07-08
516.0268371660352,2021-07-09
500.1962168677431,2021-07-10
466.5134291310185,2021-07-11
432.8306413942934,2021-07-12
398.1880842300356,2021-07-13
377.1373640042771,2021-07-14
383.2871970369006,2021-07-15
379.70523751658936,2021-07-16
374.31514931920185,2021-07-17
381.52902513558456,2021-07-18
377.7148154452889,2021-07-19
366.91368507379764,2021-07-20
371.5987363293459,2021-07-21
378.25634444363146,2021-07-22
400.77597841539097,2021-07-23
483.37793736423714,2021-07-24
442.9815786409737,2021-07-25
416.5883772236072,2021-07-26
441.45076948736187,2021-07-27
537.2670890529402,2021-07-28
503.9402561120183,2021-07-29
479.7795694615836,2021-07-30
453.03747884636664,2021-07-31
444.38640426285525,2021-08-01
430.48585910810584,2021-08-02
426.1829724226918,2021-08-03
424.63510778288844,2021-08-04
413.1742302042851,2021-08-05
427.299845914183,2021-08-06
435.9892332255052,2021-08-07
452.13830258440964,2021-08-08
540.3933997137932,2021-08-09
521.1853334630531,2021-08-10
530.4621864974017,2021-08-11
516.5007723700975,2021-08-12
524.6756259983063,2021-08-13
512.6101063022797,2021-08-14
627.4249650241859,2021-08-15
1100.6676773194988,2021-08-16
1139.8563342111845,2021-08-17
976.5252171351736,2021-08-18
896.1381155558763,2021-08-19
988.3134553785382,2021-08-20
951.6715637495278,2021-08-21
900.934783141265,2021-08-22
894.4132125365105,2021-08-23
923.1273831264826,2021-08-24
934.8385962831484,2021-08-25
894.6847005288072,2021-08-26
1038.6532539128357,2021-08-27
969.5970870472845,2021-08-28
940.8200545271728,2021-08-29
942.0052631328675,2021-08-30
958.480237783469,2021-08-31
1014.5002446596133,2021-09-01
1012.1424334983884,2021-09-02
970.6434783379203,2021-09-03
929.1445231774528,2021-09-04
887.6455680169859,2021-09-05
846.1466128565152,2021-09-06
804.6476576960447,2021-09-07
793.2220744466181,2021-09-08
808.3241870342505,2021-09-09
839.9837895594305,2021-09-10
797.4801863348631,2021-09-11
745.50958398703915,2021-09-12
722.2284808530085,2021-09-13
716.3378466474423,2021-09-14
731.3929608641226,2021-09-15
707.8719727622371,2021-09-16
708.0482404678775,2021-09-17
707.4338765843287,2021-09-18
715.2895211613561,2021-09-19
706.025356518883,2021-09-20
652.7199748620847,2021-09-21
633.9503171534998,2021-09-22
653.3050839420307,2021-09-23
622.3979137318195,2021-09-24
612.6268510571007,2021-09-25
NA,2021-09-26
NA,2021-09-27
NA,2021-09-28
NA,2021-09-29
NA,2021-09-30
