Discharge_Lsec,day
620.0739645539046,2021-05-04
619.1388016210173,2021-05-05
617.9878318574605,2021-05-06
616.8368620938987,2021-05-07
615.6858923303334,2021-05-08
614.5349225667742,2021-05-09
613.3839528032125,2021-05-10
612.232983039652,2021-05-11
611.0820132760928,2021-05-12
609.9310435125335,2021-05-13
608.7800737489706,2021-05-14
607.6291039854113,2021-05-15
606.4781342218521,2021-05-16
605.327164458317,2021-05-17
604.1761946948149,2021-05-18
603.0252249313102,2021-05-19
601.8742551678115,2021-05-20
600.7232854043104,2021-05-21
599.5723156408094,2021-05-22
598.4213458773071,2021-05-23
597.2703761138024,2021-05-24
596.1194063501958,2021-05-25
594.9684365865336,2021-05-26
593.8174668228615,2021-05-27
592.6664970591628,2021-05-28
591.5155272954531,2021-05-29
590.3645575317423,2021-05-30
589.2135877680072,2021-05-31
588.0626180042467,2021-06-01
586.9116482404946,2021-06-02
585.7606784767231,2021-06-03
584.6097087129225,2021-06-04
583.4587389491304,2021-06-05
582.3077691852923,2021-06-06
581.1567994214832,2021-06-07
580.0058296576244,2021-06-08
578.8548598937729,2021-06-09
577.7038901298874,2021-06-10
576.5529203660044,2021-06-11
575.4019506020983,2021-06-12
574.2509808381861,2021-06-13
573.100011074251,2021-06-14
571.9490413103025,2021-06-15
570.7980715463527,2021-06-16
569.6471017823751,2021-06-17
568.496132018389,2021-06-18
567.3451622543884,2021-06-19
566.1941924903767,2021-06-20
565.0432227263458,2021-06-21
563.8922529623002,2021-06-22
562.7412831982462,2021-06-23
561.5903134336962,2021-06-24
560.4393436686975,2021-06-25
559.2883739037061,2021-06-26
558.1374041386989,2021-06-27
556.986434373665,2021-06-28
555.8354646086336,2021-06-29
500.3037730405804,2021-06-30
473.4049203450173,2021-07-01
444.0681452373602,2021-07-02
383.6377724987928,2021-07-03
362.42979637498786,2021-07-04
360.76766763912724,2021-07-05
349.59929663985633,2021-07-06
463.6748751419618,2021-07-07
391.13428661311,2021-07-08
380.60499699180684,2021-07-09
365.9993099644823,2021-07-10
311.0860945979184,2021-07-11
321.96850881584317,2021-07-12
281.428991558215,2021-07-13
246.2238578183927,2021-07-14
337.6297879792164,2021-07-15
264.95162940006435,2021-07-16
248.56867682157866,2021-07-17
229.35488017222693,2021-07-18
255.97530752938636,2021-07-19
259.8895100783579,2021-07-20
239.71644046464766,2021-07-21
219.7255692291987,2021-07-22
475.6554315649177,2021-07-23
731.0194000057413,2021-07-24
520.5132873116015,2021-07-25
357.70653842123244,2021-07-26
329.7557209937982,2021-07-27
1264.8174706516463,2021-07-28
969.3733162435464,2021-07-29
641.6292919693408,2021-07-30
483.8243278711064,2021-07-31
367.91761775120057,2021-08-01
313.0916524846398,2021-08-02
293.1372514637634,2021-08-03
232.38336058761848,2021-08-04
209.42336080502233,2021-08-05
602.0044631858325,2021-08-06
647.9193350881542,2021-08-07
626.8983264902262,2021-08-08
1573.1600765112325,2021-08-09
1411.1027722105157,2021-08-10
759.687335954225,2021-08-11
298.5966035882959,2021-08-12
174.18420736929795,2021-08-13
83.40710586516576,2021-08-14
274.6725293724052,2021-08-15
2417.415702970252,2021-08-16
2949.9803963387067,2021-08-17
2213.3701784416853,2021-08-18
1406.5059510972897,2021-08-19
1850.5057668828294,2021-08-20
2151.5206605217854,2021-08-21
1697.605685868692,2021-08-22
1340.8510839965945,2021-08-23
1408.5986320267975,2021-08-24
2020.651421390242,2021-08-25
2411.0093627958627,2021-08-26
2377.5208271997294,2021-08-27
3521.0017255054117,2021-08-28
2431.526148372614,2021-08-29
1949.505309398249,2021-08-30
1730.1476840616676,2021-08-31
1532.2289211092047,2021-09-01
1388.846904733409,2021-09-02
1311.0520095626464,2021-09-03
1193.096964861496,2021-09-04
1294.2724089456424,2021-09-05
1380.309288713781,2021-09-06
1203.4582948626608,2021-09-07
1105.7684493173226,2021-09-08
1035.5090257713507,2021-09-09
969.1511572650749,2021-09-10
909.3407986024158,2021-09-11
875.014953458981,2021-09-12
827.3814259588621,2021-09-13
758.2485514549844,2021-09-14
719.7695240314933,2021-09-15
704.5445834200101,2021-09-16
662.0574777340402,2021-09-17
629.5185935875397,2021-09-18
638.2730495994462,2021-09-19
671.1142554242732,2021-09-20
638.5445833971266,2021-09-21
577.4026071768554,2021-09-22
641.8200978438241,2021-09-23
622.2931741406527,2021-09-24
599.1818842337135,2021-09-25
562.5115343881312,2021-09-26
496.3579947104744,2021-09-27
NA,2021-09-28
NA,2021-09-29
NA,2021-09-30
