"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",-0.160952380952367,2,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 4% discharge...2","1",-0.11333333333334,4,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 6% discharge...3","1",-0.0976190476190561,6,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 8% discharge...4","1",-0.208095238095252,8,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 10% discharge...5","1",-0.149761904761911,10,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 12% discharge...6","1",0.00547619047619385,12,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 14% discharge...7","1",0.0254761904762102,14,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 16% discharge...8","1",0.0692857142857261,16,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 18% discharge...9","1",0.11928571428573,18,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 20% discharge...10","1",0.146190476190471,20,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 22% discharge...11","1",0.0828571428571349,22,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 24% discharge...12","1",-0.0238095238095274,24,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 26% discharge...13","1",-0.11619047619046,26,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 28% discharge...14","1",-0.238333333333336,28,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 30% discharge...15","1",-0.270714285714271,30,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 32% discharge...16","1",-0.316666666666668,32,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 34% discharge...17","1",-0.415714285714308,34,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 36% discharge...18","1",-0.48714285714286,36,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
"Interpolated HI for 38% discharge...19","1",-0.69095238095238,38,"FRCH_storm1_07_23_NO3","FRCH","storm1","07","23","NO3",2021-07-23,204
