,column_label,HI,Q_interval,storm.ID,site.ID,storm.num,month,day,response,
Interpolated HI for 96% discharge...448,9,-0.038579778,96,FRCH_storm3_08_05_turb,FRCH,storm3,8,5,turb,
Interpolated HI for 98% discharge...449,9,-0.00885573,98,FRCH_storm3_08_05_turb,FRCH,storm3,8,5,turb,
Interpolated HI for 100% discharge...450,9,-0.020030346,100,FRCH_storm3_08_05_turb,FRCH,storm3,8,5,turb,
Interpolated HI for 2% discharge...451,10,-0.15163254,2,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 4% discharge...452,10,-0.129219701,4,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 6% discharge...453,10,-0.129219701,6,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 8% discharge...454,10,-0.140841173,8,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 10% discharge...455,10,-0.140841173,10,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 12% discharge...456,10,-0.136967349,12,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 14% discharge...457,10,-0.113171002,14,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 16% discharge...458,10,-0.110957388,16,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 18% discharge...459,10,-0.110127283,18,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 20% discharge...460,10,-0.103763143,20,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 22% discharge...461,10,-0.109573879,22,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 24% discharge...462,10,-0.115661317,24,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 26% discharge...463,10,-0.115661317,26,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 28% discharge...464,10,-0.095738794,28,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 30% discharge...465,10,-0.091311566,30,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 32% discharge...466,10,-0.093248478,32,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 34% discharge...467,10,-0.069728832,34,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 36% discharge...468,10,-0.195904815,36,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 38% discharge...469,10,-0.22412839,38,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 40% discharge...470,10,-0.26618705,40,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 42% discharge...471,10,-0.28223575,42,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 44% discharge...472,10,-0.261483121,44,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 46% discharge...473,10,-0.26452684,46,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 48% discharge...474,10,-0.249861649,48,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 50% discharge...475,10,-0.219147759,50,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 52% discharge...476,10,-0.178749308,52,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 54% discharge...477,10,-0.009131157,54,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 56% discharge...478,10,0.044272274,56,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 58% discharge...479,10,0.105146652,58,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 60% discharge...480,10,0.133370227,60,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 62% discharge...481,10,0.175982291,62,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 64% discharge...482,10,0.236579967,64,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 66% discharge...483,10,0.238240177,66,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 68% discharge...484,10,0.281959048,68,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 70% discharge...485,10,0.306308799,70,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 72% discharge...486,10,0.295517432,72,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 74% discharge...487,10,0.279192031,74,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 76% discharge...488,10,0.244050913,76,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 78% discharge...489,10,0.258992806,78,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 80% discharge...490,10,0.240453791,80,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 82% discharge...491,10,0.236026563,82,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 84% discharge...492,10,0.233536248,84,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 86% discharge...493,10,0.206972883,86,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 88% discharge...494,10,0.189817377,88,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 90% discharge...495,10,0.111510791,90,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 92% discharge...496,10,0.044548976,92,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 94% discharge...497,10,0.029607084,94,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 96% discharge...498,10,0.025456558,96,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 98% discharge...499,10,-0.239900387,98,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 100% discharge...500,10,0.087437742,100,FRCH_storm4_08_08_NO3,FRCH,storm4,8,8,NO3,
Interpolated HI for 2% discharge...501,11,0.146367662,2,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 4% discharge...502,11,0.169209523,4,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 6% discharge...503,11,0.169209523,6,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 8% discharge...504,11,0.294620545,8,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 10% discharge...505,11,0.379060897,10,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 12% discharge...506,11,0.357073962,12,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 14% discharge...507,11,0.178197203,14,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 16% discharge...508,11,0.159016178,16,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 18% discharge...509,11,0.262045684,18,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 20% discharge...510,11,0.149809286,20,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 22% discharge...511,11,0.232561708,22,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 24% discharge...512,11,0.156824061,24,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 26% discharge...513,11,0.156824061,26,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 28% discharge...514,11,0.146301898,28,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 30% discharge...515,11,0.146082687,30,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 32% discharge...516,11,0.146258056,32,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 34% discharge...517,11,0.145622342,34,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 36% discharge...518,11,0.13865141,36,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 38% discharge...519,11,0.137884169,38,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 40% discharge...520,11,0.140470867,40,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 42% discharge...521,11,0.141983428,42,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 44% discharge...522,11,0.137752642,44,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 46% discharge...523,11,0.138234907,46,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 48% discharge...524,11,0.141566925,48,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 50% discharge...525,11,0.13865141,50,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 52% discharge...526,11,0.14763909,52,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 54% discharge...527,11,0.145819633,54,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 56% discharge...528,11,0.144613968,56,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 58% discharge...529,11,0.142706826,58,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 60% discharge...530,11,0.148537858,60,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 62% discharge...531,11,0.148735148,62,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 64% discharge...532,11,0.151168398,64,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 66% discharge...533,11,0.150050419,66,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 68% discharge...534,11,0.143276777,68,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 70% discharge...535,11,0.142728747,70,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 72% discharge...536,11,0.146849928,72,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 74% discharge...537,11,0.146937612,74,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 76% discharge...538,11,0.143649437,76,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 78% discharge...539,11,0.149042045,78,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 80% discharge...540,11,0.142202639,80,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 82% discharge...541,11,0.137204612,82,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 84% discharge...542,11,0.144548205,84,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 86% discharge...543,11,0.143627515,86,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 88% discharge...544,11,0.146849928,88,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 90% discharge...545,11,0.149809286,90,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 92% discharge...546,11,0.136481214,92,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 94% discharge...547,11,0.136020869,94,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 96% discharge...548,11,0.142706826,96,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 98% discharge...549,11,0.140185892,98,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 100% discharge...550,11,0.142356088,100,FRCH_storm4_08_08_fDOM,FRCH,storm4,8,8,fDOM,
Interpolated HI for 2% discharge...551,12,0.446245273,2,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 4% discharge...552,12,0.899513776,4,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 6% discharge...553,12,0.899513776,6,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 8% discharge...554,12,0.901134522,8,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 10% discharge...555,12,0.902485143,10,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 12% discharge...556,12,0.905996759,12,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 14% discharge...557,12,0.907617504,14,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 16% discharge...558,12,0.903835764,16,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 18% discharge...559,12,0.902755267,18,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 20% discharge...560,12,0.910588871,20,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 22% discharge...561,12,0.914100486,22,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 24% discharge...562,12,0.897893031,24,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 26% discharge...563,12,0.897893031,26,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 28% discharge...564,12,0.898433279,28,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 30% discharge...565,12,0.897893031,30,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 32% discharge...566,12,0.903835764,32,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 34% discharge...567,12,0.888438682,34,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 36% discharge...568,12,0.779578606,36,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 38% discharge...569,12,0.723933009,38,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 40% discharge...570,12,0.703403566,40,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 42% discharge...571,12,0.688816856,42,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 44% discharge...572,12,0.724473258,44,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 46% discharge...573,12,0.73095624,46,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 48% discharge...574,12,0.762830902,48,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 50% discharge...575,12,0.803349541,50,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 52% discharge...576,12,0.836034576,52,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 54% discharge...577,12,0.895461912,54,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 56% discharge...578,12,0.911129119,56,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 58% discharge...579,12,0.90923825,58,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 60% discharge...580,12,0.895191788,60,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 62% discharge...581,12,0.889519179,62,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 64% discharge...582,12,0.884656942,64,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 66% discharge...583,12,0.870340357,66,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 68% discharge...584,12,0.841707185,68,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 70% discharge...585,12,0.824689357,70,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 72% discharge...586,12,0.788492707,72,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 74% discharge...587,12,0.759319287,74,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 76% discharge...588,12,0.709886548,76,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 78% discharge...589,12,0.677741761,78,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 80% discharge...590,12,0.631820637,80,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 82% discharge...591,12,0.570772555,82,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 84% discharge...592,12,0.533495408,84,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 86% discharge...593,12,0.460831983,86,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 88% discharge...594,12,0.438951918,88,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 90% discharge...595,12,0.373581848,90,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 92% discharge...596,12,0.285251216,92,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 94% discharge...597,12,0.237169098,94,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 96% discharge...598,12,0.172879525,96,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 98% discharge...599,12,0.021880065,98,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 100% discharge...600,12,0.459481361,100,FRCH_storm4_08_08_SPC,FRCH,storm4,8,8,SPC,
Interpolated HI for 2% discharge...601,13,-0.137016553,2,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 4% discharge...602,13,0.061251716,4,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 6% discharge...603,13,0.061251716,6,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 8% discharge...604,13,-0.06090632,8,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 10% discharge...605,13,-0.007877194,10,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 12% discharge...606,13,-0.119045152,12,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 14% discharge...607,13,0.034699376,14,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 16% discharge...608,13,-0.029302559,16,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 18% discharge...609,13,-0.097958708,18,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 20% discharge...610,13,-0.001357839,20,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 22% discharge...611,13,0.008224749,22,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 24% discharge...612,13,-0.000854856,24,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 26% discharge...613,13,-0.000854856,26,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 28% discharge...614,13,-0.009938779,28,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 30% discharge...615,13,0.02402663,30,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 32% discharge...616,13,0.095083284,32,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 34% discharge...617,13,0.090735608,34,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 36% discharge...618,13,-0.154171956,36,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 38% discharge...619,13,-0.093056239,38,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 40% discharge...620,13,0.012194648,40,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 42% discharge...621,13,-0.366387759,42,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 44% discharge...622,13,-0.328763309,44,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 46% discharge...623,13,-0.134795223,46,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 48% discharge...624,13,-0.183614831,48,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 50% discharge...625,13,-0.518506765,50,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 52% discharge...626,13,-0.12399943,52,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 54% discharge...627,13,-0.0257385,54,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 56% discharge...628,13,-0.175666399,56,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 58% discharge...629,13,-0.262438584,58,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 60% discharge...630,13,-0.175504494,60,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 62% discharge...631,13,-0.279783955,62,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 64% discharge...632,13,0.068962689,64,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 66% discharge...633,13,0.00120457,66,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 68% discharge...634,13,-0.27146638,68,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 70% discharge...635,13,-0.204280324,70,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 72% discharge...636,13,-0.386684109,72,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 74% discharge...637,13,-0.057797753,74,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 76% discharge...638,13,-0.173356561,76,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 78% discharge...639,13,-0.070832146,78,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 80% discharge...640,13,-0.30882099,80,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 82% discharge...641,13,-0.189870822,82,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 84% discharge...642,13,-0.392501878,84,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 86% discharge...643,13,-0.241192394,86,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 88% discharge...644,13,-0.113320208,88,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 90% discharge...645,13,-0.157332332,90,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 92% discharge...646,13,-0.046570215,92,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 94% discharge...647,13,-0.320495385,94,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 96% discharge...648,13,0.032253538,96,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 98% discharge...649,13,-0.214519165,98,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 100% discharge...650,13,0.120325277,100,FRCH_storm4_08_08_turb,FRCH,storm4,8,8,turb,
Interpolated HI for 2% discharge...651,14,0.485719585,2,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 4% discharge...652,14,0.90541543,4,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 6% discharge...653,14,0.883902077,6,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 8% discharge...654,14,0.884087537,8,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 10% discharge...655,14,0.861832344,10,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 12% discharge...656,14,0.833086053,12,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 14% discharge...657,14,0.825111276,14,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 16% discharge...658,14,0.8134273,16,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 18% discharge...659,14,0.793212166,18,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 20% discharge...660,14,0.788575668,20,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 22% discharge...661,14,0.787277448,22,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 24% discharge...662,14,0.803968843,24,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 26% discharge...663,14,0.797663205,26,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 28% discharge...664,14,0.798961424,28,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 30% discharge...665,14,0.789317507,30,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 32% discharge...666,14,0.776149852,32,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 34% discharge...667,14,0.774666172,34,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 36% discharge...668,14,0.767433234,36,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 38% discharge...669,14,0.772811573,38,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
Interpolated HI for 40% discharge...670,14,0.770771513,40,FRCH_storm5a_08_15_NO3,FRCH,storm5a,8,15,NO3,
