"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",-0.204087233521202,0.195747507183767,0.707179612839986,-0.709384954667968,12.4955895272686,16.0075467635475,490.806553774809,0.9111,0.0011,-7.2982,0,-0.2603,-0.1479,88,0,"FRCH_storm2_07_27_NO3","FRCH"
"2","2",-0.478537693446999,0.294913984498853,0.689403297667089,-0.900056932659743,34.3699304008325,49.478242075241,490.806553774809,0.8495,0,-11.3584,0,-0.5632,-0.3939,10,0,"FRCH_storm2_07_27_fDOM","FRCH"
"3","3",0.642051905920506,0.199930909917442,-0.618004866179956,0.890916463909158,98.9363636363636,110.145454545455,490.806553774809,0.9126,0.0013,22.4796,0,0.5847,0.6994,1275,0,"FRCH_storm2_07_27_SPC","FRCH"
"4","4",-0.154137846388828,0.163652918825438,0.721552476543748,-0.562609098843552,9.53181818181818,42.8627272727273,490.806553774809,0.9485,0.0296,-6.593,0,-0.2011,-0.1072,121,0,"FRCH_storm2_07_27_turb","FRCH"
"5","5",-0.327449824243112,0.225423121178531,0.708753826964514,-0.711616963374532,0.322918181818182,0.483263636363636,490.806553774809,0.8864,2e-04,-10.1682,0,-0.3922,-0.2627,0,0,"FRCH_storm2_07_27_abs","FRCH"
"6","6",0.0663615664845003,0.288747997467151,0.691712204007321,-0.535974499089299,14.7778023649583,16.6675985156244,295.532190127099,0.7997,0,1.6088,0.1141,-0.0165,0.1493,796,0.1272,"FRCH_storm3_07_27_NO3","FRCH"
"7","7",0.67848987108653,0.136291138605991,-0.52670349907915,0.859576427255959,106.163636363636,116.036363636364,295.532190127099,0.8928,3e-04,34.8477,0,0.6394,0.7176,1275,0,"FRCH_storm3_07_27_SPC","FRCH"
"8","8",0.0630554847345271,0.134089615762316,0.381509337752565,-0.347018611766205,18.4836363636364,75.5345454545455,295.532190127099,0.9411,0.0149,3.2917,0.0019,0.0246,0.1016,983,9e-04,"FRCH_storm3_07_27_turb","FRCH"
"9","9",-0.12005526134009,0.219763778234292,0.755698825696535,-0.549274694911363,0.285881818181818,0.325363636363636,295.532190127099,0.8574,0,-3.824,4e-04,-0.1831,-0.057,406,0.0257,"FRCH_storm3_07_27_abs","FRCH"
"10","10",-0.0145545102379458,0.176545946932931,0.760929717764266,-0.292750415052513,14.4507884591053,16.0058256377272,440.384245591442,0.899,4e-04,-0.5771,0.5665,-0.0652,0.0361,597,0.6994,"FRCH_storm4_08_08_NO3","FRCH"
"11","11",0.770014727540566,0.106633642075994,-0.68777614138433,0.919734904271072,101.381818181818,107.554545454545,440.384245591442,0.7724,0,50.5479,0,0.7394,0.8006,1275,0,"FRCH_storm4_08_08_SPC","FRCH"
"12","12",-0.0519023788304658,0.152718632782839,0.123877425104546,0.397710289984232,23.8409090909091,90.1454545454545,440.384245591442,0.9748,0.3588,-2.379,0.0213,-0.0957,-0.0081,390,0.0171,"FRCH_storm4_08_08_turb","FRCH"
"13","13",-0.479436118872237,0.188979737971508,0.914211328422658,-0.707867665735333,0.308009090909091,0.451172727272727,440.384245591442,0.8523,0,-17.7588,0,-0.5337,-0.4252,0,0,"FRCH_storm4_08_08_abs","FRCH"
"14","14",0.0111752817246474,0.118992112963421,-0.377511024007867,-0.417564919157277,14.3294490887757,17.8422668879647,706.402356058922,0.8304,0,0.6574,0.514,-0.023,0.0453,821,0.0773,"FRCH_storm5a_08_15_NO3","FRCH"
"15","15",-0.478418598797679,0.212467400844145,0.91820030874614,-0.800581114570278,43.8579304876727,128.040513366699,706.402356058922,0.851,0,-15.7621,0,-0.5394,-0.4174,0,0,"FRCH_storm5a_08_15_fDOM","FRCH"
"16","16",0.656888268156424,0.0857972270219977,-0.841340782122896,0.847206703910611,90.2,106.472727272727,706.402356058922,0.9468,0.0252,53.594,0,0.6323,0.6815,1275,0,"FRCH_storm5a_08_15_SPC","FRCH"
"17","17",0.0219578474898768,0.100616918356921,0.541774406010635,-0.267795287115187,15.8663636363636,90.4009090909091,706.402356058922,0.9029,6e-04,1.5276,0.133,-0.0069,0.0508,853,0.0379,"FRCH_storm5a_08_15_turb","FRCH"
"18","18",-0.371083764590263,0.189791928743639,0.971613089411553,-0.63681601740887,0.3448,0.927575,706.402356058922,0.8476,0,-13.6865,0,-0.4256,-0.3166,0,0,"FRCH_storm5a_08_15_abs","FRCH"
"19","19",-0.0870917225950861,0.289479080551422,-0.0478403028738699,-0.72311134056101,16.2837874577023,21.2845185285223,743.771555521113,0.8685,1e-04,-2.106,0.0404,-0.1702,-0.004,439,0.056,"FRCH_storm6a_08_19_NO3","FRCH"
"20","20",0.0766565893535209,0.134662548471472,0.121261614842865,0.444437704032924,66.7115892760172,114.173631398206,743.771555521113,0.8958,3e-04,3.9847,2e-04,0.038,0.1153,980,0.001,"FRCH_storm6a_08_19_fDOM","FRCH"
"21","21",0.517663043478258,0.130837805802532,-0.585597826086952,0.763586956521737,88.7545454545455,95.4454545454546,743.771555521113,0.9606,0.0946,27.6957,0,0.4801,0.5552,1275,0,"FRCH_storm6a_08_19_SPC","FRCH"
"22","22",-0.147048716497762,0.216754133089813,0.561345748238078,-0.483216729255619,24.5709090909091,59.9145454545455,743.771555521113,0.9022,6e-04,-4.7489,0,-0.2093,-0.0848,263,3e-04,"FRCH_storm6a_08_19_turb","FRCH"
"23","23",0.0135360251839001,0.191167096990852,0.390029231312839,0.436333558189585,0.490509090909091,0.773518181818182,743.771555521113,0.9252,0.0036,0.4957,0.6224,-0.0413,0.0684,641,0.9769,"FRCH_storm6a_08_19_abs","FRCH"
"24","24",0.00788565264293323,0.138068529152788,-0.0679611650485673,0.365695792880199,19.3232956563147,20.1210374740139,666.3171599419,0.9255,0.0037,0.3998,0.691,-0.0318,0.0475,769,0.206,"FRCH_storm7_08_25_NO3","FRCH"
"25","25",-0.51785990899298,0.1590535564933,0.961602864727953,-0.686440342517144,88.9908359052562,104.253978478594,666.3171599419,0.8321,0,-22.7912,0,-0.5635,-0.4722,2,0,"FRCH_storm7_08_25_fDOM","FRCH"
"26","26",0.749812500000005,0.144678266444031,-0.690625000000001,0.940625000000007,85.3545454545455,88.2636363636364,666.3171599419,0.8958,4e-04,36.2783,0,0.7083,0.7913,1275,0,"FRCH_storm7_08_25_SPC","FRCH"
"27","27",0.0948554273446931,0.129407748410015,0.0321011673151753,0.337481551053265,31.7081818181818,58.81,666.3171599419,0.9732,0.3122,5.131,0,0.0577,0.132,1072,0,"FRCH_storm7_08_25_turb","FRCH"
"28","28",-0.479059119010818,0.162177207201196,0.877511591962904,-0.627173493044819,0.560190909090909,0.6543,666.3171599419,0.7654,0,-20.6775,0,-0.5256,-0.4325,2,0,"FRCH_storm7_08_25_abs","FRCH"
"29","29",0.000354234574919587,0.246872374470082,-0.147791363317759,-0.521736193648538,14.6285714285714,26.4780156912137,1155.86183528578,0.8764,1e-04,0.01,0.992,-0.0705,0.0712,666,0.7867,"FRCH_storm8_08_27_NO3","FRCH"
"30","30",-0.230935564282547,0.240109082560878,0.332455997152641,-0.516922003356519,76.5535550791146,140.712428711824,1155.86183528578,0.897,4e-04,-6.7326,0,-0.2999,-0.162,132,0,"FRCH_storm8_08_27_fDOM","FRCH"
"31","31",0.496641483516483,0.107418467059186,-0.859890109890106,0.64354395604396,74.5090909090909,87.7454545454545,1155.86183528578,0.9322,0.0067,32.364,0,0.4658,0.5275,1275,0,"FRCH_storm8_08_27_SPC","FRCH"
"32","32",-0.0572078043088992,0.102671234654903,0.847616655458236,-0.300593911796403,26.5145454545455,138.713636363636,1155.86183528578,0.8688,1e-04,-3.9004,3e-04,-0.0867,-0.0277,369,0.0097,"FRCH_storm8_08_27_turb","FRCH"
"33","33",-0.197289392918181,0.175964057805345,0.830868016272296,-0.434200707700455,0.495772727272727,1.2511,1155.86183528578,0.9066,8e-04,-7.8483,0,-0.2478,-0.1468,97,0,"FRCH_storm8_08_27_abs","FRCH"
