"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","DateTime","MeanDischarge","nitrateuM","fDOM.QSU","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","FRCH",2019-07-30 09:45:00,212.266624968026,2019-07-30,74.9372727272727,106.018181818182,13.9427272727273,10.227265930623,2019-07-30 09:45:00,212.266624968026,10.227265930623,74.9372727272727,74.9372727272727,106.018181818182,13.9427272727273
"2","FRCH",2019-07-30 10:00:00,212.520579324752,2019-07-30,75.6027272727273,105.854545454545,14.0445454545455,10.2224592394885,2019-07-30 10:00:00,212.520579324752,10.2224592394885,75.6027272727273,75.6027272727273,105.854545454545,14.0445454545455
"3","FRCH",2019-07-30 10:15:00,211.758716254572,2019-07-30,76.3454545454545,105.672727272727,14.2054545454545,10.2837445514539,2019-07-30 10:15:00,211.758716254572,10.2837445514539,76.3454545454545,76.3454545454545,105.672727272727,14.2054545454545
"4","FRCH",2019-07-30 10:30:00,212.894352282858,2019-07-30,77.1072727272727,105.527272727273,14.2081818181818,10.2705261508339,2019-07-30 10:30:00,212.894352282858,10.2705261508339,77.1072727272727,77.1072727272727,105.527272727273,14.2081818181818
"5","FRCH",2019-07-30 10:45:00,213.148306639585,2019-07-30,77.8909090909091,105.327272727273,14.8190909090909,10.3185930621793,2019-07-30 10:45:00,213.148306639585,10.3185930621793,77.8909090909091,77.8909090909091,105.327272727273,14.8190909090909
"6","FRCH",2019-07-30 11:00:00,213.776033954418,2019-07-30,78.9063636363636,105.154545454545,15.0381818181818,10.3438281906357,2019-07-30 11:00:00,213.776033954418,10.3438281906357,78.9063636363636,78.9063636363636,105.154545454545,15.0381818181818
"7","FRCH",2019-07-30 11:15:00,216.16712461237,2019-07-30,80.0527272727273,104.954545454545,14.5190909090909,10.3768741921857,2019-07-30 11:15:00,216.16712461237,10.3768741921857,80.0527272727273,80.0527272727273,104.954545454545,14.5190909090909
"8","FRCH",2019-07-30 11:30:00,217.302760640657,2019-07-30,81.0636363636364,104.772727272727,14.72,10.3768741921857,2019-07-30 11:30:00,217.302760640657,10.3768741921857,81.0636363636364,81.0636363636364,104.772727272727,14.72
"9","FRCH",2019-07-30 11:45:00,215.539397297537,2019-07-30,81.92,104.618181818182,13.5954545454545,10.3870884108466,2019-07-30 11:45:00,215.539397297537,10.3870884108466,81.92,81.92,104.618181818182,13.5954545454545
"10","FRCH",2019-07-30 12:00:00,217.556714997384,2019-07-30,82.7390909090909,104.436363636364,14.4681818181818,10.4231385943557,2019-07-30 12:00:00,217.556714997384,10.4231385943557,82.7390909090909,82.7390909090909,104.436363636364,14.4681818181818
"11","FRCH",2019-07-30 12:15:00,218.318578067564,2019-07-30,83.6618181818182,104.263636363636,14.0518181818182,10.4357561585838,2019-07-30 12:15:00,218.318578067564,10.4357561585838,83.6618181818182,83.6618181818182,104.263636363636,14.0518181818182
"12","FRCH",2019-07-30 12:30:00,220.33589576741,2019-07-30,84.4909090909091,104.127272727273,14.1581818181818,10.4700038329175,2019-07-30 12:30:00,220.33589576741,10.4700038329175,84.4909090909091,84.4909090909091,104.127272727273,14.1581818181818
"13","FRCH",2019-07-30 12:45:00,222.353213467256,2019-07-30,85.3872727272727,103.963636363636,14.0736363636364,10.5048523436429,2019-07-30 12:45:00,222.353213467256,10.5048523436429,85.3872727272727,85.3872727272727,103.963636363636,14.0736363636364
"14","FRCH",2019-07-30 13:00:00,223.862622453649,2019-07-30,85.8254545454545,103.772727272727,14.5172727272727,10.5036506708593,2019-07-30 13:00:00,223.862622453649,10.5036506708593,85.8254545454545,85.8254545454545,103.772727272727,14.5172727272727
"15","FRCH",2019-07-30 13:15:00,223.608668096922,2019-07-30,85.9881818181818,103.609090909091,14.9518181818182,10.5306883084912,2019-07-30 13:15:00,223.608668096922,10.5306883084912,85.9881818181818,85.9881818181818,103.609090909091,14.9518181818182
"16","FRCH",2019-07-30 13:30:00,226.387848866949,2019-07-30,86.3718181818182,103.463636363636,14.45,10.5517175822048,2019-07-30 13:30:00,226.387848866949,10.5517175822048,86.3718181818182,86.3718181818182,103.463636363636,14.45
"17","FRCH",2019-07-30 13:45:00,228.659120923522,2019-07-30,86.9454545454545,103.281818181818,14.9972727272727,10.5306883084912,2019-07-30 13:45:00,228.659120923522,10.5306883084912,86.9454545454545,86.9454545454545,103.281818181818,14.9972727272727
"18","FRCH",2019-07-30 14:00:00,229.794756951808,2019-07-30,87.4390909090909,103.163636363636,14.5754545454545,10.5300874720993,2019-07-30 14:00:00,229.794756951808,10.5300874720993,87.4390909090909,87.4390909090909,103.163636363636,14.5754545454545
"19","FRCH",2019-07-30 14:15:00,230.556620021989,2019-07-30,88.0972727272727,103.063636363636,14.4636363636364,10.5060540164266,2019-07-30 14:15:00,230.556620021989,10.5060540164266,88.0972727272727,88.0972727272727,103.063636363636,14.4636363636364
"20","FRCH",2019-07-30 14:30:00,230.930392980095,2019-07-30,88.5936363636364,102.963636363636,14.5654545454545,10.4958397977657,2019-07-30 14:30:00,230.930392980095,10.4958397977657,88.5936363636364,88.5936363636364,102.963636363636,14.5654545454545
"21","FRCH",2019-07-30 14:45:00,234.965028379787,2019-07-30,88.9563636363636,102.863636363636,13.9745454545455,10.4663988145666,2019-07-30 14:45:00,234.965028379787,10.4663988145666,88.9563636363636,88.9563636363636,102.863636363636,13.9745454545455
"22","FRCH",2019-07-30 15:00:00,233.963528106848,2019-07-30,89.1981818181818,102.718181818182,14.3490909090909,10.4627937962156,2019-07-30 15:00:00,233.963528106848,10.4627937962156,89.1981818181818,89.1981818181818,102.718181818182,14.3490909090909
