"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response"
"Interpolated HI for 2% discharge...1","1",0.123152175385824,2,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 4% discharge...2","1",0.104955083126702,4,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 6% discharge...3","1",0.506639296505561,6,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 8% discharge...4","1",0.467751988401555,8,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 10% discharge...5","1",0.525961004295217,10,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 12% discharge...6","1",0.531042098559678,12,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 14% discharge...7","1",0.479391081663347,14,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 16% discharge...8","1",0.475407503760009,16,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 18% discharge...9","1",0.200201888812107,18,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 20% discharge...10","1",0.160616777095782,20,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 22% discharge...11","1",0.137826375621586,22,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 24% discharge...12","1",0.0358928498841511,24,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 26% discharge...13","1",0.0451946397842908,26,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 28% discharge...14","1",-0.0578770510683853,28,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 30% discharge...15","1",-0.135482297467583,30,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 32% discharge...16","1",-0.187390756473314,32,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
"Interpolated HI for 34% discharge...17","1",-0.206563418831214,34,"POKE_storm1_05_16_fDOM","POKE","storm1","05","16","fDOM"
