"","storm.num","TOTAL.TIME","site.ID","year","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","Intensity","doy","burn","pf"
"1","storm1",79,"CARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.739583333333,"burned","medium"
"2","storm10",65.5,"CARI","2018","NO3",0.0800000000000001,8.382,5.21199669312169,1.905,1.905,1.905,6.59636867088607,0.127969465648855,241.71875,"burned","medium"
"3","storm11",53.5,"CARI","2018","NO3",0.181818181818181,2.921,6.65625314465409,10.287,10.287,10.287,5.98217546948357,0.0545981308411215,244.510416666667,"burned","medium"
"4","storm12a",104.5,"CARI","2018","NO3",-0.159090909090909,40.005,4.81214302884615,11.303,13.208,13.208,6.59361897590361,0.382822966507177,263.260416666667,"burned","medium"
"5","storm12b",130.5,"CARI","2018","NO3",-0.258333333333334,1.778,4.37593313953488,47.625,53.213,53.213,5.58735918674699,0.0136245210727969,267.677083333333,"burned","medium"
"6","storm2",45,"CARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.15625,"burned","medium"
"7","storm3",30,"CARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.65625,"burned","medium"
"8","storm4a",69,"CARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.90625,"burned","medium"
"9","storm5a",194,"CARI","2018","NO3",-0.33076923076923,32.766,10.1736786941581,23.497,78.488,78.488,12.6808023952096,0.168896907216495,215.822916666667,"burned","medium"
"10","storm6",165.5,"CARI","2018","NO3",-0.202054794520548,28.321,9.9483387345679,8.509,108.841,111.254,10.0335299401198,0.171123867069486,225.010416666667,"burned","medium"
"11","storm7",38.5,"CARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.635416666667,"burned","medium"
"12","storm8",47.5,"CARI","2018","NO3",0.18,3.556,8.09277836879433,5.588,88.7750000000001,141.988,9.59634680638723,0.0748631578947368,235.802083333333,"burned","medium"
"13","storm9",91.5,"CARI","2018","NO3",-0.0288461538461539,24.13,6.96338186813187,7.62,90.6800000000001,145.544,9.71478539156627,0.263715846994535,237.802083333333,"burned","medium"
"14","storm10",65.5,"CARI","2018","fDOM",-0.379228412493145,8.382,5.21199669312169,1.905,1.905,1.905,6.59636867088607,0.127969465648855,241.71875,"burned","medium"
"15","storm11",53.5,"CARI","2018","fDOM",-0.342208383467209,2.921,6.65625314465409,10.287,10.287,10.287,5.98217546948357,0.0545981308411215,244.510416666667,"burned","medium"
"16","storm12a",104.5,"CARI","2018","fDOM",-0.316350252711479,40.005,4.81214302884615,11.303,13.208,13.208,6.59361897590361,0.382822966507177,263.260416666667,"burned","medium"
"17","storm12b",130.5,"CARI","2018","fDOM",-0.0431393922877771,1.778,4.37593313953488,47.625,53.213,53.213,5.58735918674699,0.0136245210727969,267.677083333333,"burned","medium"
"18","storm5a",194,"CARI","2018","fDOM",-0.278532877574885,32.766,10.1736786941581,23.497,78.488,78.488,12.6808023952096,0.168896907216495,215.822916666667,"burned","medium"
"19","storm6",165.5,"CARI","2018","fDOM",-0.34239937798087,28.321,9.9483387345679,8.509,108.841,111.254,10.0335299401198,0.171123867069486,225.010416666667,"burned","medium"
"20","storm8",47.5,"CARI","2018","fDOM",-0.527672359266288,3.556,8.09277836879433,5.588,88.7750000000001,141.988,9.59634680638723,0.0748631578947368,235.802083333333,"burned","medium"
"21","storm9",91.5,"CARI","2018","fDOM",-0.301479029286915,24.13,6.96338186813187,7.62,90.6800000000001,145.544,9.71478539156627,0.263715846994535,237.802083333333,"burned","medium"
"22","storm10",65.5,"CARI","2018","SPC",0.480454371949724,8.382,5.21199669312169,1.905,1.905,1.905,6.59636867088607,0.127969465648855,241.71875,"burned","medium"
"23","storm11",53.5,"CARI","2018","SPC",0.291341813705377,2.921,6.65625314465409,10.287,10.287,10.287,5.98217546948357,0.0545981308411215,244.510416666667,"burned","medium"
"24","storm12a",104.5,"CARI","2018","SPC",0.497216851531495,40.005,4.81214302884615,11.303,13.208,13.208,6.59361897590361,0.382822966507177,263.260416666667,"burned","medium"
"25","storm12b",130.5,"CARI","2018","SPC",-0.123137867761398,1.778,4.37593313953488,47.625,53.213,53.213,5.58735918674699,0.0136245210727969,267.677083333333,"burned","medium"
"26","storm5a",194,"CARI","2018","SPC",0.654278645360449,32.766,10.1736786941581,23.497,78.488,78.488,12.6808023952096,0.168896907216495,215.822916666667,"burned","medium"
"27","storm6",165.5,"CARI","2018","SPC",0.383317568576692,28.321,9.9483387345679,8.509,108.841,111.254,10.0335299401198,0.171123867069486,225.010416666667,"burned","medium"
"28","storm8",47.5,"CARI","2018","SPC",0.641573729863688,3.556,8.09277836879433,5.588,88.7750000000001,141.988,9.59634680638723,0.0748631578947368,235.802083333333,"burned","medium"
"29","storm9",91.5,"CARI","2018","SPC",0.421571349250421,24.13,6.96338186813187,7.62,90.6800000000001,145.544,9.71478539156627,0.263715846994535,237.802083333333,"burned","medium"
"30","storm10",65.5,"CARI","2018","turb",0.500338068519675,8.382,5.21199669312169,1.905,1.905,1.905,6.59636867088607,0.127969465648855,241.71875,"burned","medium"
"31","storm11",53.5,"CARI","2018","turb",-0.0498968451222974,2.921,6.65625314465409,10.287,10.287,10.287,5.98217546948357,0.0545981308411215,244.510416666667,"burned","medium"
"32","storm12a",104.5,"CARI","2018","turb",-0.00211048974946351,40.005,4.81214302884615,11.303,13.208,13.208,6.59361897590361,0.382822966507177,263.260416666667,"burned","medium"
"33","storm12b",130.5,"CARI","2018","turb",-0.003172983234217,1.778,4.37593313953488,47.625,53.213,53.213,5.58735918674699,0.0136245210727969,267.677083333333,"burned","medium"
"34","storm5a",194,"CARI","2018","turb",0.00590724630080049,32.766,10.1736786941581,23.497,78.488,78.488,12.6808023952096,0.168896907216495,215.822916666667,"burned","medium"
"35","storm6",165.5,"CARI","2018","turb",-0.0266055235516664,28.321,9.9483387345679,8.509,108.841,111.254,10.0335299401198,0.171123867069486,225.010416666667,"burned","medium"
