"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","doy","date","TimeSinceChena"
"1","POKE","2022","storm1","NO3",0.549850873455476,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,63.8229166666679
"2","POKE","2022","storm2","NO3",0.595054671968169,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,113.947916666668
"3","POKE","2022","storm3","NO3",0.661661341853019,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,119.114583333332
"4","POKE","2022","storm4","NO3",0.328629032258091,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,124.15625
"5","POKE","2022","storm1","fDOM",-0.433887787257018,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,63.8229166666679
"6","POKE","2022","storm2","fDOM",-0.082232609301344,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,113.947916666668
"7","POKE","2022","storm3","fDOM",-0.439001391723295,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,119.114583333332
"8","POKE","2022","storm4","fDOM",-0.615768458762281,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,124.15625
"9","POKE","2022","storm1","SPC",0.58157894736842,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,63.8229166666679
"10","POKE","2022","storm2","SPC",0.753067484662492,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,113.947916666668
"11","POKE","2022","storm3","SPC",0.740171990172026,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,119.114583333332
"12","POKE","2022","storm4","SPC",0.775218560860786,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,124.15625
"13","POKE","2022","storm1","turb",-0.0878850634222104,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,63.8229166666679
"14","POKE","2022","storm2","turb",-0.000987491770901713,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,113.947916666668
"15","POKE","2022","storm3","turb",0.0472052606857677,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,119.114583333332
"16","POKE","2022","storm4","turb",-0.0721971066907785,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,124.15625
"17","POKE","2022","storm1","abs",-0.240954485920105,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,63.8229166666679
"18","POKE","2022","storm2","abs",-0.216914662344953,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,113.947916666668
"19","POKE","2022","storm3","abs",-0.252507088012483,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,119.114583333332
"20","POKE","2022","storm4","abs",-0.367912888130468,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,124.15625
