"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","doy","date","TimeSinceChena"
"1","STRT","2022","storm1","NO3",0.520335442649104,3.81,NA,11.431,60.707,111.253,230.072916666667,2022-08-19,100.072916666668
"2","STRT","2022","storm2","NO3",0.749421028253896,6.731,NA,8.763,45.086,128.652,246.072916666667,2022-09-04,116.072916666668
"3","STRT","2022","storm3","NO3",-0.209575688073309,1.524,NA,9.525,56.515,159.513,264.03125,2022-09-22,134.03125
"4","STRT","2022","storm1","fDOM",0.363190187334845,3.81,NA,11.431,60.707,111.253,230.072916666667,2022-08-19,100.072916666668
"5","STRT","2022","storm2","fDOM",-0.687431402213754,6.731,NA,8.763,45.086,128.652,246.072916666667,2022-09-04,116.072916666668
"6","STRT","2022","storm3","fDOM",0.104245355124617,1.524,NA,9.525,56.515,159.513,264.03125,2022-09-22,134.03125
"7","STRT","2022","storm1","SPC",0.636963696369577,3.81,NA,11.431,60.707,111.253,230.072916666667,2022-08-19,100.072916666668
"8","STRT","2022","storm2","SPC",0.62262550881959,6.731,NA,8.763,45.086,128.652,246.072916666667,2022-09-04,116.072916666668
"9","STRT","2022","storm3","SPC",0.249999999999998,1.524,NA,9.525,56.515,159.513,264.03125,2022-09-22,134.03125
"10","STRT","2022","storm1","turb",-0.185658336441625,3.81,NA,11.431,60.707,111.253,230.072916666667,2022-08-19,100.072916666668
"11","STRT","2022","storm2","turb",-0.0696335998594153,6.731,NA,8.763,45.086,128.652,246.072916666667,2022-09-04,116.072916666668
"12","STRT","2022","storm3","turb",-0.131270517029135,1.524,NA,9.525,56.515,159.513,264.03125,2022-09-22,134.03125
"13","STRT","2022","storm1","abs",0.187542545949614,3.81,NA,11.431,60.707,111.253,230.072916666667,2022-08-19,100.072916666668
"14","STRT","2022","storm2","abs",-0.580904627598448,6.731,NA,8.763,45.086,128.652,246.072916666667,2022-09-04,116.072916666668
"15","STRT","2022","storm3","abs",-0.349999999999994,1.524,NA,9.525,56.515,159.513,264.03125,2022-09-22,134.03125
