"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","doy","date","TimeSinceChena"
"1","FRCH","2022","storm1","NO3",0.51645237121632,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,60.65625
"2","FRCH","2022","storm2","NO3",0.872452902729748,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,86.4895833333321
"3","FRCH","2022","storm3","NO3",0.616500369549152,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,126.489583333332
"4","FRCH","2022","storm4","NO3",0.675197889182074,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,131.614583333332
"5","FRCH","2022","storm1","fDOM",-0.680252710804198,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,60.65625
"6","FRCH","2022","storm2","fDOM",-0.47207051025552,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,86.4895833333321
"7","FRCH","2022","storm3","fDOM",-0.537336849256256,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,126.489583333332
"8","FRCH","2022","storm4","fDOM",-0.464553536784393,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,131.614583333332
"9","FRCH","2022","storm1","SPC",0.68515283842795,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,60.65625
"10","FRCH","2022","storm2","SPC",-0.191823899371085,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,86.4895833333321
"11","FRCH","2022","storm3","SPC",0.881400208986417,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,126.489583333332
"12","FRCH","2022","storm4","SPC",0.873200442967918,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,131.614583333332
"13","FRCH","2022","storm1","turb",0.0487927096443384,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,60.65625
"14","FRCH","2022","storm2","turb",-0.165209400757406,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,86.4895833333321
"15","FRCH","2022","storm3","turb",-0.250629614790222,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,126.489583333332
"16","FRCH","2022","storm4","turb",-0.40845866126393,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,131.614583333332
"17","FRCH","2022","storm1","abs",-0.666316593392617,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,60.65625
"18","FRCH","2022","storm2","abs",-0.449428142329018,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,86.4895833333321
"19","FRCH","2022","storm3","abs",-0.616334999528435,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,126.489583333332
"20","FRCH","2022","storm4","abs",-0.494931814619365,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,131.614583333332
"21","MOOS","2022","storm1","NO3",0.569486404833844,5.842,NA,5.461,17.907,41.275,190.197916666667,2022-07-10,60.1979166666679
"22","MOOS","2022","storm2a","NO3",0.576402805611201,12.954,NA,18.288,60.833,76.581,216.90625,2022-08-05,86.90625
"23","MOOS","2022","storm3","NO3",0.489655172413787,1.651,NA,13.59,62.739,113.412,230.197916666667,2022-08-19,100.197916666668
"24","MOOS","2022","storm4","NO3",0.432360742705575,1.27,NA,26.035,55.753,150.369,256.989583333333,2022-09-14,126.989583333332
"25","MOOS","2022","storm1","fDOM",-0.485254460361933,5.842,NA,5.461,17.907,41.275,190.197916666667,2022-07-10,60.1979166666679
"26","MOOS","2022","storm2a","fDOM",-0.398964459491967,12.954,NA,18.288,60.833,76.581,216.90625,2022-08-05,86.90625
"27","MOOS","2022","storm3","fDOM",0.259591962867475,1.651,NA,13.59,62.739,113.412,230.197916666667,2022-08-19,100.197916666668
"28","MOOS","2022","storm4","fDOM",-0.464159431886396,1.27,NA,26.035,55.753,150.369,256.989583333333,2022-09-14,126.989583333332
"29","MOOS","2022","storm1","SPC",0.415655339805815,5.842,NA,5.461,17.907,41.275,190.197916666667,2022-07-10,60.1979166666679
"30","MOOS","2022","storm2a","SPC",0.95098458904112,12.954,NA,18.288,60.833,76.581,216.90625,2022-08-05,86.90625
"31","MOOS","2022","storm3","SPC",0.470021413276282,1.651,NA,13.59,62.739,113.412,230.197916666667,2022-08-19,100.197916666668
"32","MOOS","2022","storm4","SPC",0.869502074688804,1.27,NA,26.035,55.753,150.369,256.989583333333,2022-09-14,126.989583333332
"33","MOOS","2022","storm1","turb",-0.123790879778903,5.842,NA,5.461,17.907,41.275,190.197916666667,2022-07-10,60.1979166666679
"34","MOOS","2022","storm2a","turb",-0.290986263624945,12.954,NA,18.288,60.833,76.581,216.90625,2022-08-05,86.90625
"35","MOOS","2022","storm3","turb",-0.35460965388794,1.651,NA,13.59,62.739,113.412,230.197916666667,2022-08-19,100.197916666668
"36","MOOS","2022","storm4","turb",-0.150162854016641,1.27,NA,26.035,55.753,150.369,256.989583333333,2022-09-14,126.989583333332
"37","MOOS","2022","storm1","abs",-0.483712905452036,5.842,NA,5.461,17.907,41.275,190.197916666667,2022-07-10,60.1979166666679
"38","MOOS","2022","storm2a","abs",-0.492385114554364,12.954,NA,18.288,60.833,76.581,216.90625,2022-08-05,86.90625
"39","MOOS","2022","storm3","abs",-0.414772727272728,1.651,NA,13.59,62.739,113.412,230.197916666667,2022-08-19,100.197916666668
"40","MOOS","2022","storm4","abs",-0.711397888277231,1.27,NA,26.035,55.753,150.369,256.989583333333,2022-09-14,126.989583333332
"41","POKE","2022","storm1","NO3",0.549850873455506,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,65.8229166666679
"42","POKE","2022","storm2","NO3",0.595054671968195,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,115.947916666668
"43","POKE","2022","storm3","NO3",0.661661341853035,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,121.114583333332
"44","POKE","2022","storm4","NO3",0.32862903225807,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,126.15625
"45","POKE","2022","storm1","fDOM",-0.433887787257018,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,65.8229166666679
"46","POKE","2022","storm2","fDOM",-0.082232609301344,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,115.947916666668
"47","POKE","2022","storm3","fDOM",-0.439001391723295,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,121.114583333332
"48","POKE","2022","storm4","fDOM",-0.615768458762281,11.938,NA,15.367,45.593,139.828,256.15625,2022-09-14,126.15625
"49","POKE","2022","storm1","SPC",0.58157894736842,11.303,NA,14.097,24.638,59.817,195.822916666667,2022-07-15,65.8229166666679
"50","POKE","2022","storm2","SPC",0.753067484662492,7.493,NA,8.001,44.451,128.017,245.947916666667,2022-09-03,115.947916666668
"51","POKE","2022","storm3","SPC",0.740171990172026,8.255,NA,10.414,37.212,133.986,251.114583333333,2022-09-09,121.114583333332
