"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime"
"1","FRCH",2020-07-20 18:45:00,702.970843763382,2020-07-20 08:00:00,64.3863636363636,72.8545454545455,14.3218181818182,30.8950117530661,702.970843763382,2020-07-20 18:45:00
"2","FRCH",2020-07-20 19:00:00,713.062255031517,2020-07-20 08:00:00,64.4136363636364,72.8090909090909,14.0990909090909,30.914657668488,713.062255031517,2020-07-20 19:00:00
"3","FRCH",2020-07-20 19:15:00,713.062255031517,2020-07-20 08:00:00,64.3509090909091,72.8,17.9172727272727,30.937110143256,713.062255031517,2020-07-20 19:15:00
"4","FRCH",2020-07-20 19:30:00,732.123809649056,2020-07-20 08:00:00,58.9009090909091,72.3090909090909,35.5336363636364,30.4719229316583,732.123809649056,2020-07-20 19:30:00
"5","FRCH",2020-07-20 19:45:00,745.579024673236,2020-07-20 08:00:00,54.3618181818182,71.9,47.1909090909091,30.0881259410944,745.579024673236,2020-07-20 19:45:00
"6","FRCH",2020-07-20 20:00:00,751.185364266625,2020-07-20 08:00:00,43.0790909090909,71.3,133.634545454545,29.8881585876928,751.185364266625,2020-07-20 20:00:00
"7","FRCH",2020-07-20 20:15:00,770.246918884222,2020-07-20 08:00:00,29.91,70.6,NA,29.4841543698378,770.246918884222,2020-07-20 20:15:00
"8","FRCH",2020-07-20 20:30:00,775.853258477611,2020-07-20 08:00:00,37.2363636363636,71.1,169.459090909091,29.5611944238852,775.853258477611,2020-07-20 20:30:00
"9","FRCH",2020-07-20 20:45:00,792.672277257807,2020-07-20 08:00:00,44.5281818181818,71,116.167272727273,29.3998172614909,792.672277257807,2020-07-20 20:45:00
"10","FRCH",2020-07-20 21:00:00,807.248760200659,2020-07-20 08:00:00,46.8754545454545,70.8909090909091,110.769090909091,29.230722060895,807.248760200659,2020-07-20 21:00:00
"11","FRCH",2020-07-20 21:15:00,825.189046899555,2020-07-20 08:00:00,47.5045454545455,70.4,123.31,28.7136135013967,825.189046899555,2020-07-20 21:15:00
"12","FRCH",2020-07-20 21:30:00,838.644261923706,2020-07-20 08:00:00,39.0763636363636,69.5272727272727,NA,27.8947998122046,838.644261923706,2020-07-20 21:30:00
"13","FRCH",2020-07-20 21:45:00,866.675959890737,2020-07-20 08:00:00,37.0645454545455,69.0181818181818,199.071818181818,27.5234920107304,866.675959890737,2020-07-20 21:45:00
"14","FRCH",2020-07-20 22:00:00,880.131174914888,2020-07-20 08:00:00,34.3118181818182,68.4818181818182,227.87,NA,880.131174914888,2020-07-20 22:00:00
"15","FRCH",2020-07-20 22:15:00,895.828925776441,2020-07-20 08:00:00,33.4681818181818,68.1181818181818,260.229090909091,NA,895.828925776441,2020-07-20 22:15:00
"16","FRCH",2020-07-20 22:30:00,921.618087906099,2020-07-20 08:00:00,37.3990909090909,68.1636363636364,219.848181818182,NA,921.618087906099,2020-07-20 22:30:00
"17","FRCH",2020-07-20 22:45:00,928.34569541816,2020-07-20 08:00:00,41.1027272727273,68.0181818181818,NA,NA,928.34569541816,2020-07-20 22:45:00
"18","FRCH",2020-07-20 23:00:00,936.194570848951,2020-07-20 08:00:00,41.6418181818182,67.7363636363636,226.924545454545,NA,936.194570848951,2020-07-20 23:00:00
"19","FRCH",2020-07-20 23:15:00,965.347536734625,2020-07-20 08:00:00,41.5627272727273,67.5181818181818,244.15,NA,965.347536734625,2020-07-20 23:15:00
"20","FRCH",2020-07-20 23:30:00,977.681483840133,2020-07-20 08:00:00,43.2545454545455,67.4272727272727,204.476363636364,NA,977.681483840133,2020-07-20 23:30:00
"21","FRCH",2020-07-20 23:45:00,976.560215921432,2020-07-20 08:00:00,42.6127272727273,67.3272727272727,NA,NA,976.560215921432,2020-07-20 23:45:00
"22","FRCH",2020-07-21 00:00:00,997.864306376345,2020-07-20 08:00:00,43.3227272727273,67.2727272727273,225.771818181818,NA,997.864306376345,2020-07-21 00:00:00
"23","FRCH",2020-07-21 00:15:00,1004.59191388843,2020-07-20 08:00:00,45.8772727272727,67.1454545454545,NA,NA,1004.59191388843,2020-07-21 00:15:00
"24","FRCH",2020-07-21 00:30:00,1019.16839683129,2020-07-20 08:00:00,47.2418181818182,67.1363636363636,NA,NA,1019.16839683129,2020-07-21 00:30:00
"25","FRCH",2020-07-21 00:45:00,1029.25980809942,2020-07-20 08:00:00,49.7863636363636,67.3818181818182,NA,NA,1029.25980809942,2020-07-21 00:45:00
"26","FRCH",2020-07-21 01:00:00,1037.10868353018,2020-07-20 08:00:00,51.1654545454545,67.4818181818182,NA,25.399768553621,1037.10868353018,2020-07-21 01:00:00
"27","FRCH",2020-07-21 01:15:00,1056.17023814775,2020-07-20 08:00:00,53.0781818181818,67.5,179.921818181818,25.2858222441739,1056.17023814775,2020-07-21 01:15:00
"28","FRCH",2020-07-21 01:30:00,1040.47248728623,2020-07-20 08:00:00,54.3890909090909,67.5545454545454,172.037272727273,25.164017568558,1040.47248728623,2020-07-21 01:30:00
