"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime"
"1","FRCH",2020-08-09 18:45:00,463.13425223036,2020-08-09 08:00:00,62.7890909090909,81.3818181818182,10.7718181818182,31.9755371012716,463.13425223036,2020-08-09 18:45:00
"2","FRCH",2020-08-09 19:00:00,468.002371078619,2020-08-09 08:00:00,62.8154545454545,81.3818181818182,10.3309090909091,31.9403471648565,468.002371078619,2020-08-09 19:00:00
"3","FRCH",2020-08-09 19:15:00,476.112454100934,2020-08-09 08:00:00,61.8963636363636,81.2,12.6509090909091,31.8466512605366,476.112454100934,2020-08-09 19:15:00
"4","FRCH",2020-08-09 19:30:00,481.39149372463,2020-08-09 08:00:00,61.4572727272727,81.1,13.7663636363636,31.7590002532696,481.39149372463,2020-08-09 19:30:00
"5","FRCH",2020-08-09 19:45:00,481.596954112349,2020-08-09 08:00:00,60.8572727272727,81.0818181818182,16.7109090909091,31.7699566291779,481.596954112349,2020-08-09 19:45:00
"6","FRCH",2020-08-09 20:00:00,486.492946562517,2020-08-09 08:00:00,61.8727272727273,81.0636363636364,13.8318181818182,31.6969860861823,486.492946562517,2020-08-09 20:00:00
"7","FRCH",2020-08-09 20:15:00,484.605584296776,2020-08-09 08:00:00,61.6763636363636,81.1,15.6290909090909,31.7376811966991,484.605584296776,2020-08-09 20:15:00
"8","FRCH",2020-08-09 20:30:00,485.371678643845,2020-08-09 08:00:00,62.1954545454545,81.1909090909091,13.4636363636364,31.748907434083,485.371678643845,2020-08-09 20:30:00
"9","FRCH",2020-08-09 20:45:00,490.650718267541,2020-08-09 08:00:00,62.3372727272727,81.1818181818182,12.9590909090909,31.7166320016042,490.650718267541,2020-08-09 20:45:00
"10","FRCH",2020-08-09 21:00:00,489.529450348855,2020-08-09 08:00:00,62.4436363636364,81.2,12.83,31.7131238024217,489.529450348855,2020-08-09 21:00:00
"11","FRCH",2020-08-09 21:15:00,491.799859788138,2020-08-09 08:00:00,62.8745454545455,81.2727272727273,13.4872727272727,31.7376811966991,491.799859788138,2020-08-09 21:15:00
"12","FRCH",2020-08-09 21:30:00,492.360493747459,2020-08-09 08:00:00,62.9554545454545,81.3181818181818,13.8009090909091,31.7524156332656,492.360493747459,2020-08-09 21:30:00
"13","FRCH",2020-08-09 21:45:00,494.603029584832,2020-08-09 08:00:00,63.1527272727273,81.4,12.8263636363636,31.748907434083,494.603029584832,2020-08-09 21:45:00
"14","FRCH",2020-08-09 22:00:00,494.2478560132,2020-08-09 08:00:00,63.34,81.4,12.2945454545455,31.7285598788246,494.2478560132,2020-08-09 22:00:00
"15","FRCH",2020-08-09 22:15:00,501.208797514933,2020-08-09 08:00:00,63.2354545454545,81.3272727272727,12.7672727272727,31.6738319715779,501.208797514933,2020-08-09 22:15:00
"16","FRCH",2020-08-09 22:30:00,505.011395648326,2020-08-09 08:00:00,63.1627272727273,81.2727272727273,12.5109090909091,31.5622712375748,505.011395648326,2020-08-09 22:30:00
"17","FRCH",2020-08-09 22:45:00,511.234116404899,2020-08-09 08:00:00,63.4981818181818,81.3090909090909,12.2218181818182,31.4942121734346,511.234116404899,2020-08-09 22:45:00
"18","FRCH",2020-08-09 23:00:00,518.222931508542,2020-08-09 08:00:00,63.6763636363636,81.3,13.5490909090909,31.408612113382,518.222931508542,2020-08-09 23:00:00
"19","FRCH",2020-08-09 23:15:00,529.547105102989,2020-08-09 08:00:00,63.5754545454545,81.3090909090909,14.2172727272727,31.3882645581236,529.547105102989,2020-08-09 23:15:00
"20","FRCH",2020-08-09 23:30:00,545.384223974092,2020-08-09 08:00:00,63.1018181818182,81.2181818181818,14.9954545454545,31.3166972948008,545.384223974092,2020-08-09 23:30:00
"21","FRCH",2020-08-09 23:45:00,564.996067376676,2020-08-09 08:00:00,62.8927272727273,81.1,17.27,31.2184677176912,564.996067376676,2020-08-09 23:45:00
"22","FRCH",2020-08-10 00:00:00,580.888933451599,2020-08-09 08:00:00,62.4936363636364,80.9181818181818,19.3518181818182,31.031831521183,580.888933451599,2020-08-10 00:00:00
"23","FRCH",2020-08-10 00:15:00,599.940142894833,2020-08-09 08:00:00,62.1718181818182,80.7454545454545,24.2709090909091,30.8886969945376,599.940142894833,2020-08-10 00:15:00
"24","FRCH",2020-08-10 00:30:00,617.8422108175,2020-08-09 08:00:00,61.2581818181818,80.5454545454545,28.8818181818182,30.6725919248965,617.8422108175,2020-08-10 00:30:00
"25","FRCH",2020-08-10 00:45:00,629.605178789294,2020-08-09 08:00:00,60.5281818181818,80.2727272727273,32.2290909090909,30.3603621976553,629.605178789294,2020-08-10 00:45:00
"26","FRCH",2020-08-10 01:00:00,642.405793874073,2020-08-09 08:00:00,60.0736363636364,79.8363636363636,34.3254545454545,29.9190307404987,642.405793874073,2020-08-10 01:00:00
"27","FRCH",2020-08-10 01:15:00,653.851807050509,2020-08-09 08:00:00,58.5754545454545,79.3,42.1109090909091,29.4019221810003,653.851807050509,2020-08-10 01:15:00
"28","FRCH",2020-08-10 01:30:00,664.671093889454,2020-08-09 08:00:00,54.3018181818182,78.5,59.3536363636364,28.8097381589968,664.671093889454,2020-08-10 01:30:00
"29","FRCH",2020-08-10 01:45:00,672.370256136317,2020-08-09 08:00:00,53.7263636363636,77.9,80.3790909090909,28.2112393784648,672.370256136317,2020-08-10 01:45:00
"30","FRCH",2020-08-10 02:00:00,680.09729198509,2020-08-09 08:00:00,53.4190909090909,77.3818181818182,78.7727272727273,27.3271731844785,680.09729198509,2020-08-10 02:00:00
"31","FRCH",2020-08-10 02:15:00,681.751320261188,2020-08-09 08:00:00,49.8054545454545,77.5181818181818,113.128181818182,26.9223269988197,681.751320261188,2020-08-10 02:15:00
"32","FRCH",2020-08-10 02:30:00,692.243307130455,2020-08-09 08:00:00,44.2018181818182,77.7090909090909,NA,NA,692.243307130455,2020-08-10 02:30:00
"33","FRCH",2020-08-10 02:45:00,701.269197683709,2020-08-09 08:00:00,44.8536363636364,77.7909090909091,158.947272727273,NA,701.269197683709,2020-08-10 02:45:00
"34","FRCH",2020-08-10 03:00:00,704.155988286162,2020-08-09 08:00:00,47.8663636363636,77.8,157.227272727273,NA,704.155988286162,2020-08-10 03:00:00
"35","FRCH",2020-08-10 03:15:00,718.022124085765,2020-08-09 08:00:00,50.6354545454545,77.8090909090909,151.682727272727,NA,718.022124085765,2020-08-10 03:15:00
"36","FRCH",2020-08-10 03:30:00,727.309222230586,2020-08-09 08:00:00,53.9190909090909,77.9818181818182,139.333636363636,26.1639946635337,727.309222230586,2020-08-10 03:30:00
"37","FRCH",2020-08-10 03:45:00,733.737403374878,2020-08-09 08:00:00,56.5045454545455,78.1727272727273,118.564545454545,26.1247028326898,733.737403374878,2020-08-10 03:45:00
"38","FRCH",2020-08-10 04:00:00,740.109837315365,2020-08-09 08:00:00,58.5854545454545,78.2,126.865454545455,25.9950397909052,740.109837315365,2020-08-10 04:00:00
"39","FRCH",2020-08-10 04:15:00,743.58513547905,2020-08-09 08:00:00,60.9863636363636,78.1727272727273,118.403636363636,25.8928810307112,743.58513547905,2020-08-10 04:15:00
"40","FRCH",2020-08-10 04:30:00,741.269324010267,2020-08-09 08:00:00,61.9545454545455,78.1,113.166363636364,25.8555537914096,741.269324010267,2020-08-10 04:30:00
"41","FRCH",2020-08-10 04:45:00,758.656160003084,2020-08-09 08:00:00,63.2527272727273,78.0272727272727,115.953636363636,25.9616417346879,758.656160003084,2020-08-10 04:45:00
