"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","FRCH_storm1_06_13_Q.DateTime","FRCH_storm1_06_13_Q.MeanDischarge"
"147","FRCH",2020-06-15 00:15:00,710.6224,2020-06-14 08:00:00,84.57455,38.22727,74.27545,20.88710,710.6224,2020-06-15 00:15:00,2020-06-15 00:15:00,710.6224
"148","FRCH",2020-06-15 00:30:00,711.5661,2020-06-14 08:00:00,84.31727,38.20000,84.88909,20.87728,711.5661,2020-06-15 00:30:00,2020-06-15 00:30:00,711.5661
"149","FRCH",2020-06-15 00:45:00,707.9689,2020-06-14 08:00:00,83.68000,38.11818,77.70545,20.73779,707.9689,2020-06-15 00:45:00,2020-06-15 00:45:00,707.9689
"150","FRCH",2020-06-15 01:00:00,705.5209,2020-06-14 08:00:00,84.46364,38.10000,81.22818,20.73190,705.5209,2020-06-15 01:00:00,2020-06-15 01:00:00,705.5209
"151","FRCH",2020-06-15 01:15:00,707.4083,2020-06-14 08:00:00,84.07000,38.00000,69.50636,20.56491,707.4083,2020-06-15 01:15:00,2020-06-15 01:15:00,707.4083
"152","FRCH",2020-06-15 01:30:00,704.1942,2020-06-14 08:00:00,84.72636,38.00000,74.34273,20.56884,704.1942,2020-06-15 01:30:00,2020-06-15 01:30:00,704.1942
"153","FRCH",2020-06-15 01:45:00,704.1942,2020-06-14 08:00:00,84.02545,37.90000,80.41636,20.53151,704.1942,2020-06-15 01:45:00,2020-06-15 01:45:00,704.1942
"154","FRCH",2020-06-15 02:00:00,700.8304,2020-06-14 08:00:00,84.26273,37.88182,73.08545,20.53151,700.8304,2020-06-15 02:00:00,2020-06-15 02:00:00,700.8304
"155","FRCH",2020-06-15 02:15:00,703.4281,2020-06-14 08:00:00,85.09727,37.80000,89.20545,20.45293,703.4281,2020-06-15 02:15:00,2020-06-15 02:15:00,703.4281
"156","FRCH",2020-06-15 02:30:00,699.8588,2020-06-14 08:00:00,85.38000,37.80000,68.12636,20.45096,699.8588,2020-06-15 02:30:00,2020-06-15 02:30:00,699.8588
"157","FRCH",2020-06-15 02:45:00,702.1014,2020-06-14 08:00:00,85.52364,37.70000,72.48727,20.34880,702.1014,2020-06-15 02:45:00,2020-06-15 02:45:00,702.1014
"158","FRCH",2020-06-15 03:00:00,699.2703,2020-06-14 08:00:00,85.72273,37.70000,72.15545,20.32719,699.2703,2020-06-15 03:00:00,2020-06-15 03:00:00,699.2703
"159","FRCH",2020-06-15 03:15:00,696.4672,2020-06-14 08:00:00,85.64545,37.60909,73.54364,20.19949,696.4672,2020-06-15 03:15:00,2020-06-15 03:15:00,696.4672
"160","FRCH",2020-06-15 03:30:00,696.6169,2020-06-14 08:00:00,85.82818,37.60000,71.38364,20.22896,696.6169,2020-06-15 03:30:00,2020-06-15 03:30:00,696.6169
"161","FRCH",2020-06-15 03:45:00,691.9264,2020-06-14 08:00:00,86.09636,37.60000,73.82545,20.16413,691.9264,2020-06-15 03:45:00,2020-06-15 03:45:00,691.9264
"162","FRCH",2020-06-15 04:00:00,689.8614,2020-06-14 08:00:00,86.36182,37.50000,68.20636,NA,689.8614,2020-06-15 04:00:00,2020-06-15 04:00:00,689.8614
"163","FRCH",2020-06-15 04:15:00,687.5910,2020-06-14 08:00:00,85.98545,37.50000,66.79364,20.06787,687.5910,2020-06-15 04:15:00,2020-06-15 04:15:00,687.5910
"164","FRCH",2020-06-15 04:30:00,687.9740,2020-06-14 08:00:00,86.27818,37.50000,69.09273,20.04233,687.9740,2020-06-15 04:30:00,2020-06-15 04:30:00,687.9740
"165","FRCH",2020-06-15 04:45:00,687.0304,2020-06-14 08:00:00,86.44727,37.47273,60.67545,20.01286,687.0304,2020-06-15 04:45:00,2020-06-15 04:45:00,687.0304
"166","FRCH",2020-06-15 05:00:00,685.4982,2020-06-14 08:00:00,86.84091,37.40000,62.91455,19.99911,685.4982,2020-06-15 05:00:00,2020-06-15 05:00:00,685.4982
"167","FRCH",2020-06-15 05:15:00,683.8163,2020-06-14 08:00:00,87.21091,37.40000,65.93182,19.93231,683.8163,2020-06-15 05:15:00,2020-06-15 05:15:00,683.8163
"168","FRCH",2020-06-15 05:30:00,679.6585,2020-06-14 08:00:00,87.61545,37.40000,59.51818,19.86944,679.6585,2020-06-15 05:30:00,2020-06-15 05:30:00,679.6585
"169","FRCH",2020-06-15 05:45:00,679.2755,2020-06-14 08:00:00,87.67818,37.40000,68.77364,19.85766,679.2755,2020-06-15 05:45:00,2020-06-15 05:45:00,679.2755
"170","FRCH",2020-06-15 06:00:00,672.3145,2020-06-14 08:00:00,88.31455,37.40000,61.03364,19.86551,672.3145,2020-06-15 06:00:00,2020-06-15 06:00:00,672.3145
"171","FRCH",2020-06-15 06:15:00,674.7068,2020-06-14 08:00:00,88.74636,37.40000,64.82455,19.85176,674.7068,2020-06-15 06:15:00,2020-06-15 06:15:00,674.7068
"172","FRCH",2020-06-15 06:30:00,670.0441,2020-06-14 08:00:00,89.13000,37.40000,60.16000,19.75943,670.0441,2020-06-15 06:30:00,2020-06-15 06:30:00,670.0441
"173","FRCH",2020-06-15 06:45:00,671.3430,2020-06-14 08:00:00,89.52909,37.37273,60.07727,19.69459,671.3430,2020-06-15 06:45:00,2020-06-15 06:45:00,671.3430
"174","FRCH",2020-06-15 07:00:00,669.6332,2020-06-14 08:00:00,89.85091,37.37273,54.01273,19.69067,669.6332,2020-06-15 07:00:00,2020-06-15 07:00:00,669.6332
"175","FRCH",2020-06-15 07:15:00,662.8777,2020-06-14 08:00:00,90.30273,37.30000,63.50909,19.64548,662.8777,2020-06-15 07:15:00,2020-06-15 07:15:00,662.8777
"176","FRCH",2020-06-15 07:30:00,665.1202,2020-06-14 08:00:00,90.82091,37.30000,55.87000,19.63566,665.1202,2020-06-15 07:30:00,2020-06-15 07:30:00,665.1202
"177","FRCH",2020-06-15 07:45:00,665.4754,2020-06-14 08:00:00,91.07909,37.30000,59.05000,19.59244,665.4754,2020-06-15 07:45:00,2020-06-15 07:45:00,665.4754
"178","FRCH",2020-06-15 08:00:00,658.3369,2020-06-15 08:00:00,91.48364,37.30000,55.95455,19.58261,658.3369,2020-06-15 08:00:00,2020-06-15 08:00:00,658.3369
"179","FRCH",2020-06-15 08:15:00,655.8889,2020-06-15 08:00:00,91.93182,37.30000,44.00545,19.56297,655.8889,2020-06-15 08:15:00,2020-06-15 08:15:00,655.8889
"180","FRCH",2020-06-15 08:30:00,657.0102,2020-06-15 08:00:00,92.52909,37.30000,54.99727,19.55314,657.0102,2020-06-15 08:30:00,2020-06-15 08:30:00,657.0102
"181","FRCH",2020-06-15 08:45:00,654.1512,2020-06-15 08:00:00,92.48455,37.30000,50.68000,19.49814,654.1512,2020-06-15 08:45:00,2020-06-15 08:45:00,654.1512
"182","FRCH",2020-06-15 09:00:00,644.7702,2020-06-15 08:00:00,92.92182,37.39091,51.10545,19.52760,644.7702,2020-06-15 09:00:00,2020-06-15 09:00:00,644.7702
"183","FRCH",2020-06-15 09:15:00,647.1903,2020-06-15 08:00:00,93.35727,37.40000,44.23091,19.49028,647.1903,2020-06-15 09:15:00,2020-06-15 09:15:00,647.1903
"184","FRCH",2020-06-15 09:30:00,645.3029,2020-06-15 08:00:00,94.08273,37.40000,50.27545,19.46277,645.3029,2020-06-15 09:30:00,2020-06-15 09:30:00,645.3029
"185","FRCH",2020-06-15 09:45:00,641.7058,2020-06-15 08:00:00,94.18545,37.40000,44.08000,19.49617,641.7058,2020-06-15 09:45:00,2020-06-15 09:45:00,641.7058
"186","FRCH",2020-06-15 10:00:00,634.0066,2020-06-15 08:00:00,94.27909,37.40000,48.98545,19.55314,634.0066,2020-06-15 10:00:00,2020-06-15 10:00:00,634.0066
"187","FRCH",2020-06-15 10:15:00,636.2492,2020-06-15 08:00:00,94.81000,37.40000,44.29273,19.50992,636.2492,2020-06-15 10:15:00,2020-06-15 10:15:00,636.2492
"188","FRCH",2020-06-15 10:30:00,632.5302,2020-06-15 08:00:00,94.98182,37.40000,44.74636,19.59244,632.5302,2020-06-15 10:30:00,2020-06-15 10:30:00,632.5302
"189","FRCH",2020-06-15 10:45:00,631.9417,2020-06-15 08:00:00,95.31818,37.40000,45.15364,19.50796,631.9417,2020-06-15 10:45:00,2020-06-15 10:45:00,631.9417
"190","FRCH",2020-06-15 11:00:00,627.2511,2020-06-15 08:00:00,95.37000,37.40000,44.03545,19.64941,627.2511,2020-06-15 11:00:00,2020-06-15 11:00:00,627.2511
"191","FRCH",2020-06-15 11:15:00,624.0092,2020-06-15 08:00:00,NA,NA,NA,NA,624.0092,2020-06-15 11:15:00,2020-06-15 11:15:00,624.0092
"192","FRCH",2020-06-15 11:30:00,628.8494,2020-06-15 08:00:00,NA,NA,NA,20.47857,628.8494,2020-06-15 11:30:00,2020-06-15 11:30:00,628.8494
"193","FRCH",2020-06-15 11:45:00,624.7195,2020-06-15 08:00:00,NA,NA,NA,20.47857,624.7195,2020-06-15 11:45:00,2020-06-15 11:45:00,624.7195
"194","FRCH",2020-06-15 12:00:00,624.8692,2020-06-15 08:00:00,NA,NA,NA,NA,624.8692,2020-06-15 12:00:00,2020-06-15 12:00:00,624.8692
"195","FRCH",2020-06-15 12:15:00,615.4882,2020-06-15 08:00:00,NA,NA,NA,NA,615.4882,2020-06-15 12:15:00,2020-06-15 12:15:00,615.4882
"196","FRCH",2020-06-15 12:30:00,611.3583,2020-06-15 08:00:00,NA,NA,NA,NA,611.3583,2020-06-15 12:30:00,2020-06-15 12:30:00,611.3583
"197","FRCH",2020-06-15 12:45:00,608.7327,2020-06-15 08:00:00,NA,NA,NA,NA,608.7327,2020-06-15 12:45:00,2020-06-15 12:45:00,608.7327
"198","FRCH",2020-06-15 13:00:00,607.5557,2020-06-15 08:00:00,NA,NA,NA,19.91856,607.5557,2020-06-15 13:00:00,2020-06-15 13:00:00,607.5557
"199","FRCH",2020-06-15 13:15:00,605.6683,2020-06-15 08:00:00,NA,NA,NA,19.86551,605.6683,2020-06-15 13:15:00,2020-06-15 13:15:00,605.6683
"200","FRCH",2020-06-15 13:30:00,604.5192,2020-06-15 08:00:00,96.94545,55.56364,39.57091,19.94999,604.5192,2020-06-15 13:30:00,2020-06-15 13:30:00,604.5192
"201","FRCH",2020-06-15 13:45:00,596.4648,2020-06-15 08:00:00,97.37455,55.72727,39.93000,20.03152,596.4648,2020-06-15 13:45:00,2020-06-15 13:45:00,596.4648
"202","FRCH",2020-06-15 14:00:00,594.5496,2020-06-15 08:00:00,97.19818,55.82727,43.55909,20.18658,594.5496,2020-06-15 14:00:00,2020-06-15 14:00:00,594.5496
"203","FRCH",2020-06-15 14:15:00,593.9611,2020-06-15 08:00:00,97.28818,55.88182,36.89818,20.33253,593.9611,2020-06-15 14:15:00,2020-06-15 14:15:00,593.9611
"204","FRCH",2020-06-15 14:30:00,588.6821,2020-06-15 08:00:00,97.21364,55.97273,42.53545,20.39427,588.6821,2020-06-15 14:30:00,2020-06-15 14:30:00,588.6821
"205","FRCH",2020-06-15 14:45:00,590.9246,2020-06-15 08:00:00,97.27818,56.07273,33.99364,20.48127,590.9246,2020-06-15 14:45:00,2020-06-15 14:45:00,590.9246
"206","FRCH",2020-06-15 15:00:00,586.5892,2020-06-15 08:00:00,97.25545,56.16364,36.23000,20.47706,586.5892,2020-06-15 15:00:00,2020-06-15 15:00:00,586.5892
"207","FRCH",2020-06-15 15:15:00,579.4507,2020-06-15 08:00:00,97.26364,56.23636,36.76091,20.57319,579.4507,2020-06-15 15:15:00,2020-06-15 15:15:00,579.4507
"208","FRCH",2020-06-15 15:30:00,584.1134,2020-06-15 08:00:00,97.26909,56.28182,47.59091,20.67142,584.1134,2020-06-15 15:30:00,2020-06-15 15:30:00,584.1134
"209","FRCH",2020-06-15 15:45:00,582.3757,2020-06-15 08:00:00,96.89273,56.34545,38.56545,20.71352,582.3757,2020-06-15 15:45:00,2020-06-15 15:45:00,582.3757
"210","FRCH",2020-06-15 16:00:00,574.9378,2020-06-15 08:00:00,96.58273,56.42727,36.23182,20.70229,574.9378,2020-06-15 16:00:00,2020-06-15 16:00:00,574.9378
"211","FRCH",2020-06-15 16:15:00,579.9277,2020-06-15 08:00:00,96.67273,56.48182,37.06727,20.75632,579.9277,2020-06-15 16:15:00,2020-06-15 16:15:00,579.9277
"212","FRCH",2020-06-15 16:30:00,568.3599,2020-06-15 08:00:00,97.10545,56.54545,33.05000,20.93804,568.3599,2020-06-15 16:30:00,2020-06-15 16:30:00,568.3599
"213","FRCH",2020-06-15 16:45:00,573.0225,2020-06-15 08:00:00,97.02455,56.60909,36.04364,20.93102,573.0225,2020-06-15 16:45:00,2020-06-15 16:45:00,573.0225
"214","FRCH",2020-06-15 17:00:00,569.6309,2020-06-15 08:00:00,96.62818,56.68182,33.71364,20.99487,569.6309,2020-06-15 17:00:00,2020-06-15 17:00:00,569.6309
"215","FRCH",2020-06-15 17:15:00,570.0139,2020-06-15 08:00:00,96.72273,56.76364,37.57909,21.04469,570.0139,2020-06-15 17:15:00,2020-06-15 17:15:00,570.0139
"216","FRCH",2020-06-15 17:30:00,571.1073,2020-06-15 08:00:00,96.65545,56.87273,39.78273,21.11485,571.1073,2020-06-15 17:30:00,2020-06-15 17:30:00,571.1073
"217","FRCH",2020-06-15 17:45:00,565.7064,2020-06-15 08:00:00,96.54455,56.93636,34.83909,21.07416,565.7064,2020-06-15 17:45:00,2020-06-15 17:45:00,565.7064
"218","FRCH",2020-06-15 18:00:00,574.7044,2020-06-15 08:00:00,96.78818,57.04545,32.67455,21.15555,574.7044,2020-06-15 18:00:00,2020-06-15 18:00:00,574.7044
"219","FRCH",2020-06-15 18:15:00,566.6501,2020-06-15 08:00:00,96.19545,57.13636,30.66818,21.19554,566.6501,2020-06-15 18:15:00,2020-06-15 18:15:00,566.6501
"220","FRCH",2020-06-15 18:30:00,570.5467,2020-06-15 08:00:00,96.43364,57.24545,30.89273,21.26781,570.5467,2020-06-15 18:30:00,2020-06-15 18:30:00,570.5467
"221","FRCH",2020-06-15 18:45:00,563.8191,2020-06-15 08:00:00,95.68818,57.33636,33.84091,21.29097,563.8191,2020-06-15 18:45:00,2020-06-15 18:45:00,563.8191
"222","FRCH",2020-06-15 19:00:00,563.4081,2020-06-15 08:00:00,95.36909,57.44545,33.74636,21.27413,563.4081,2020-06-15 19:00:00,2020-06-15 19:00:00,563.4081
"223","FRCH",2020-06-15 19:15:00,562.4366,2020-06-15 08:00:00,95.40909,57.58182,33.66545,21.36183,562.4366,2020-06-15 19:15:00,2020-06-15 19:15:00,562.4366
"224","FRCH",2020-06-15 19:30:00,558.6619,2020-06-15 08:00:00,94.91273,57.70000,39.43182,21.38148,558.6619,2020-06-15 19:30:00,2020-06-15 19:30:00,558.6619
"225","FRCH",2020-06-15 19:45:00,556.3914,2020-06-15 08:00:00,95.22909,57.78182,37.98727,21.37446,556.3914,2020-06-15 19:45:00,2020-06-15 19:45:00,556.3914
"226","FRCH",2020-06-15 20:00:00,551.9064,2020-06-15 08:00:00,94.80000,57.85455,33.83182,21.49163,551.9064,2020-06-15 20:00:00,2020-06-15 20:00:00,551.9064
"227","FRCH",2020-06-15 20:15:00,551.3179,2020-06-15 08:00:00,94.87273,57.95455,37.87091,21.49514,551.3179,2020-06-15 20:15:00,2020-06-15 20:15:00,551.3179
"228","FRCH",2020-06-15 20:30:00,552.9998,2020-06-15 08:00:00,94.58182,58.07273,35.37455,21.57162,552.9998,2020-06-15 20:30:00,2020-06-15 20:30:00,552.9998
"229","FRCH",2020-06-15 20:45:00,549.9911,2020-06-15 08:00:00,94.45091,58.19091,34.44000,21.69160,549.9911,2020-06-15 20:45:00,2020-06-15 20:45:00,549.9911
"230","FRCH",2020-06-15 21:00:00,544.3569,2020-06-15 08:00:00,94.00000,58.30909,37.11273,21.68248,544.3569,2020-06-15 21:00:00,2020-06-15 21:00:00,544.3569
"231","FRCH",2020-06-15 21:15:00,549.2250,2020-06-15 08:00:00,93.50182,58.40909,32.45545,21.67827,549.2250,2020-06-15 21:15:00,2020-06-15 21:15:00,549.2250
"232","FRCH",2020-06-15 21:30:00,545.8334,2020-06-15 08:00:00,93.43273,58.50000,34.40273,21.73510,545.8334,2020-06-15 21:30:00,2020-06-15 21:30:00,545.8334
"233","FRCH",2020-06-15 21:45:00,549.6081,2020-06-15 08:00:00,93.50273,58.60909,38.92818,21.76036,549.6081,2020-06-15 21:45:00,2020-06-15 21:45:00,549.6081
"234","FRCH",2020-06-15 22:00:00,545.6837,2020-06-15 08:00:00,93.36909,58.71818,33.69182,21.76106,545.6837,2020-06-15 22:00:00,2020-06-15 22:00:00,545.6837
"235","FRCH",2020-06-15 22:15:00,555.8029,2020-06-15 08:00:00,93.07545,58.85455,34.44091,21.82281,555.8029,2020-06-15 22:15:00,2020-06-15 22:15:00,555.8029
"236","FRCH",2020-06-15 22:30:00,556.9521,2020-06-15 08:00:00,93.00636,58.99091,31.60364,21.84666,556.9521,2020-06-15 22:30:00,2020-06-15 22:30:00,556.9521
"237","FRCH",2020-06-15 22:45:00,556.3914,2020-06-15 08:00:00,92.95545,59.06364,32.12727,21.84877,556.3914,2020-06-15 22:45:00,2020-06-15 22:45:00,556.3914
"238","FRCH",2020-06-15 23:00:00,558.8673,2020-06-15 08:00:00,92.57727,59.17273,32.13273,21.86771,558.8673,2020-06-15 23:00:00,2020-06-15 23:00:00,558.8673
"239","FRCH",2020-06-15 23:15:00,564.1185,2020-06-15 08:00:00,92.15364,59.27273,36.94455,21.88525,564.1185,2020-06-15 23:15:00,2020-06-15 23:15:00,564.1185
"240","FRCH",2020-06-15 23:30:00,566.3889,2020-06-15 08:00:00,92.26273,59.38182,30.49091,21.93367,566.3889,2020-06-15 23:30:00,2020-06-15 23:30:00,566.3889
"241","FRCH",2020-06-15 23:45:00,567.1550,2020-06-15 08:00:00,91.78182,59.52727,NA,21.90981,567.1550,2020-06-15 23:45:00,2020-06-15 23:45:00,567.1550
"242","FRCH",2020-06-16 00:00:00,566.2392,2020-06-15 08:00:00,91.48636,59.61818,29.44364,21.92946,566.2392,2020-06-16 00:00:00,2020-06-16 00:00:00,566.2392
"243","FRCH",2020-06-16 00:15:00,569.8363,2020-06-15 08:00:00,91.10455,59.74545,29.65000,21.94279,569.8363,2020-06-16 00:15:00,2020-06-16 00:15:00,569.8363
"244","FRCH",2020-06-16 00:30:00,577.6852,2020-06-15 08:00:00,90.43182,59.93636,33.51273,22.00944,577.6852,2020-06-16 00:30:00,2020-06-16 00:30:00,577.6852
"245","FRCH",2020-06-16 00:45:00,577.5355,2020-06-15 08:00:00,90.19000,60.06364,34.94182,21.97366,577.5355,2020-06-16 00:45:00,2020-06-16 00:45:00,577.5355
"246","FRCH",2020-06-16 01:00:00,581.4878,2020-06-15 08:00:00,89.91000,60.21818,34.09182,22.02137,581.4878,2020-06-16 01:00:00,2020-06-16 01:00:00,581.4878
"247","FRCH",2020-06-16 01:15:00,578.8622,2020-06-15 08:00:00,89.29545,60.30909,32.55545,21.98910,578.8622,2020-06-16 01:15:00,2020-06-16 01:15:00,578.8622
"248","FRCH",2020-06-16 01:30:00,582.0484,2020-06-15 08:00:00,88.92364,60.47273,36.42364,21.93156,582.0484,2020-06-16 01:30:00,2020-06-16 01:30:00,582.0484
"249","FRCH",2020-06-16 01:45:00,586.5335,2020-06-15 08:00:00,88.40455,60.63636,42.05091,21.97787,586.5335,2020-06-16 01:45:00,2020-06-16 01:45:00,586.5335
"250","FRCH",2020-06-16 02:00:00,581.6932,2020-06-15 08:00:00,87.83364,60.72727,38.77364,21.96524,581.6932,2020-06-16 02:00:00,2020-06-16 02:00:00,581.6932
"251","FRCH",2020-06-16 02:15:00,584.1134,2020-06-15 08:00:00,88.08727,60.71818,33.62455,22.01365,584.1134,2020-06-16 02:15:00,2020-06-16 02:15:00,584.1134
"252","FRCH",2020-06-16 02:30:00,580.5720,2020-06-15 08:00:00,87.45273,60.76364,36.23091,22.06768,580.5720,2020-06-16 02:30:00,2020-06-16 02:30:00,580.5720
"253","FRCH",2020-06-16 02:45:00,583.9358,2020-06-15 08:00:00,87.81000,60.77273,34.11727,22.07189,583.9358,2020-06-16 02:45:00,2020-06-16 02:45:00,583.9358
"254","FRCH",2020-06-16 03:00:00,584.1412,2020-06-15 08:00:00,88.00545,60.77273,35.15636,22.10066,584.1412,2020-06-16 03:00:00,2020-06-16 03:00:00,584.1412
"255","FRCH",2020-06-16 03:15:00,584.3188,2020-06-15 08:00:00,87.87818,60.77273,34.95727,22.18836,584.3188,2020-06-16 03:15:00,2020-06-16 03:15:00,584.3188
"256","FRCH",2020-06-16 03:30:00,584.8795,2020-06-15 08:00:00,87.36545,60.76364,36.71727,22.25642,584.8795,2020-06-16 03:30:00,2020-06-16 03:30:00,584.8795
"257","FRCH",2020-06-16 03:45:00,581.3102,2020-06-15 08:00:00,87.33545,60.73636,35.67909,22.19678,581.3102,2020-06-16 03:45:00,2020-06-16 03:45:00,581.3102
"258","FRCH",2020-06-16 04:00:00,582.4872,2020-06-15 08:00:00,87.38909,60.75455,42.49727,22.23678,582.4872,2020-06-16 04:00:00,2020-06-16 04:00:00,582.4872
"259","FRCH",2020-06-16 04:15:00,584.9073,2020-06-15 08:00:00,87.22091,60.78182,38.18273,22.13925,584.9073,2020-06-16 04:15:00,2020-06-16 04:15:00,584.9073
"260","FRCH",2020-06-16 04:30:00,586.0286,2020-06-15 08:00:00,87.21000,60.78182,38.37727,22.15047,586.0286,2020-06-16 04:30:00,2020-06-16 04:30:00,586.0286
"261","FRCH",2020-06-16 04:45:00,583.4030,2020-06-15 08:00:00,87.18091,60.80000,38.09455,22.14697,583.4030,2020-06-16 04:45:00,2020-06-16 04:45:00,583.4030
"262","FRCH",2020-06-16 05:00:00,586.7668,2020-06-15 08:00:00,87.21636,60.82727,43.19545,22.14697,586.7668,2020-06-16 05:00:00,2020-06-16 05:00:00,586.7668
"263","FRCH",2020-06-16 05:15:00,583.9637,2020-06-15 08:00:00,87.12545,60.87273,34.27182,22.12522,583.9637,2020-06-16 05:15:00,2020-06-16 05:15:00,583.9637
"264","FRCH",2020-06-16 05:30:00,586.9444,2020-06-15 08:00:00,87.54273,60.93636,36.54818,22.12030,586.9444,2020-06-16 05:30:00,2020-06-16 05:30:00,586.9444
"265","FRCH",2020-06-16 05:45:00,584.5243,2020-06-15 08:00:00,87.66364,61.02727,34.32909,22.11329,584.5243,2020-06-16 05:45:00,2020-06-16 05:45:00,584.5243
"266","FRCH",2020-06-16 06:00:00,585.0849,2020-06-15 08:00:00,87.34455,61.13636,35.39273,22.16661,585.0849,2020-06-16 06:00:00,2020-06-16 06:00:00,585.0849
"267","FRCH",2020-06-16 06:15:00,582.9921,2020-06-15 08:00:00,87.85727,61.26364,38.70636,22.19959,582.9921,2020-06-16 06:15:00,2020-06-16 06:15:00,582.9921
"268","FRCH",2020-06-16 06:30:00,580.3944,2020-06-15 08:00:00,88.13545,61.36364,35.76636,22.22906,580.3944,2020-06-16 06:30:00,2020-06-16 06:30:00,580.3944
"269","FRCH",2020-06-16 06:45:00,582.2539,2020-06-15 08:00:00,88.24182,61.44545,33.13636,22.24870,582.2539,2020-06-16 06:45:00,2020-06-16 06:45:00,582.2539
"270","FRCH",2020-06-16 07:00:00,578.8901,2020-06-15 08:00:00,88.68273,61.55455,31.54909,22.25712,578.8901,2020-06-16 07:00:00,2020-06-16 07:00:00,578.8901
"271","FRCH",2020-06-16 07:15:00,580.5441,2020-06-15 08:00:00,88.98727,61.63636,33.23273,22.24660,580.5441,2020-06-16 07:15:00,2020-06-16 07:15:00,580.5441
"272","FRCH",2020-06-16 07:30:00,579.7780,2020-06-15 08:00:00,89.31909,61.73636,34.18727,22.20590,579.7780,2020-06-16 07:30:00,2020-06-16 07:30:00,579.7780
"273","FRCH",2020-06-16 07:45:00,576.9470,2020-06-15 08:00:00,89.48364,61.83636,33.23091,22.22485,576.9470,2020-06-16 07:45:00,2020-06-16 07:45:00,576.9470
"274","FRCH",2020-06-16 08:00:00,575.6481,2020-06-16 08:00:00,89.73182,61.92727,30.64000,22.25642,575.6481,2020-06-16 08:00:00,2020-06-16 08:00:00,575.6481
"275","FRCH",2020-06-16 08:15:00,576.1809,2020-06-16 08:00:00,90.01455,62.01818,36.32000,22.19678,576.1809,2020-06-16 08:15:00,2020-06-16 08:15:00,576.1809
"276","FRCH",2020-06-16 08:30:00,568.8926,2020-06-16 08:00:00,NA,62.10000,30.33455,22.25081,568.8926,2020-06-16 08:30:00,2020-06-16 08:30:00,568.8926
"277","FRCH",2020-06-16 08:45:00,570.9297,2020-06-16 08:00:00,89.88545,62.17273,32.71909,22.18135,570.9297,2020-06-16 08:45:00,2020-06-16 08:45:00,570.9297
"278","FRCH",2020-06-16 09:00:00,569.0423,2020-06-16 08:00:00,90.54364,62.23636,33.31000,22.16521,569.0423,2020-06-16 09:00:00,2020-06-16 09:00:00,569.0423
"279","FRCH",2020-06-16 09:15:00,569.0702,2020-06-16 08:00:00,90.43636,62.33636,32.64909,22.15609,569.0702,2020-06-16 09:15:00,2020-06-16 09:15:00,569.0702
"280","FRCH",2020-06-16 09:30:00,568.8648,2020-06-16 08:00:00,90.38818,62.45455,29.86909,22.15819,568.8648,2020-06-16 09:30:00,2020-06-16 09:30:00,568.8648
"281","FRCH",2020-06-16 09:45:00,566.5943,2020-06-16 08:00:00,90.38182,62.54545,36.66000,22.13364,566.5943,2020-06-16 09:45:00,2020-06-16 09:45:00,566.5943
"282","FRCH",2020-06-16 10:00:00,566.3889,2020-06-16 08:00:00,90.21636,62.65455,30.06636,22.10908,566.3889,2020-06-16 10:00:00,2020-06-16 10:00:00,566.3889
"283","FRCH",2020-06-16 10:15:00,567.5102,2020-06-16 08:00:00,90.48636,62.73636,31.05000,22.15889,567.5102,2020-06-16 10:15:00,2020-06-16 10:15:00,567.5102
"284","FRCH",2020-06-16 10:30:00,565.8283,2020-06-16 08:00:00,90.37455,62.84545,32.35727,22.16942,565.8283,2020-06-16 10:30:00,2020-06-16 10:30:00,565.8283
"285","FRCH",2020-06-16 10:45:00,561.3153,2020-06-16 08:00:00,90.60091,62.93636,30.72455,22.18556,561.3153,2020-06-16 10:45:00,2020-06-16 10:45:00,561.3153
"286","FRCH",2020-06-16 11:00:00,563.5578,2020-06-16 08:00:00,90.59818,63.03636,30.55091,22.18977,563.5578,2020-06-16 11:00:00,2020-06-16 11:00:00,563.5578
"287","FRCH",2020-06-16 11:15:00,562.2590,2020-06-16 08:00:00,90.63455,63.12727,29.07364,22.18977,562.2590,2020-06-16 11:15:00,2020-06-16 11:15:00,562.2590
"288","FRCH",2020-06-16 11:30:00,558.6897,2020-06-16 08:00:00,90.59091,63.20909,30.46636,22.21573,558.6897,2020-06-16 11:30:00,2020-06-16 11:30:00,558.6897
"289","FRCH",2020-06-16 11:45:00,555.8866,2020-06-16 08:00:00,90.79636,63.26364,27.95000,22.15398,555.8866,2020-06-16 11:45:00,2020-06-16 11:45:00,555.8866
"290","FRCH",2020-06-16 12:00:00,559.4279,2020-06-16 08:00:00,90.85455,63.37273,25.70000,22.19468,559.4279,2020-06-16 12:00:00,2020-06-16 12:00:00,559.4279
"291","FRCH",2020-06-16 12:15:00,557.7182,2020-06-16 08:00:00,91.03545,63.44545,25.46364,22.15398,557.7182,2020-06-16 12:15:00,2020-06-16 12:15:00,557.7182
"292","FRCH",2020-06-16 12:30:00,550.9627,2020-06-16 08:00:00,90.84545,63.47273,26.65273,22.15749,550.9627,2020-06-16 12:30:00,2020-06-16 12:30:00,550.9627
