"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","FRCH_storm1_06_13_Q.DateTime","FRCH_storm1_06_13_Q.MeanDischarge"
"35","FRCH",2020-06-13 20:15:00,374.2889,2020-06-13 08:00:00,44.09818,42.17273,18.82909,26.61080,374.2889,2020-06-13 20:15:00,2020-06-13 20:15:00,374.2889
"36","FRCH",2020-06-13 20:30:00,377.5029,2020-06-13 08:00:00,44.48455,42.13636,21.80091,26.55467,377.5029,2020-06-13 20:30:00,2020-06-13 20:30:00,377.5029
"37","FRCH",2020-06-13 20:45:00,380.6892,2020-06-13 08:00:00,44.79636,42.13636,21.25000,26.49783,380.6892,2020-06-13 20:45:00,2020-06-13 20:45:00,380.6892
"38","FRCH",2020-06-13 21:00:00,384.4918,2020-06-13 08:00:00,45.01818,42.13636,22.81818,26.45574,384.4918,2020-06-13 21:00:00,2020-06-13 21:00:00,384.4918
"39","FRCH",2020-06-13 21:15:00,394.1062,2020-06-13 08:00:00,45.19636,42.07273,23.58455,26.34839,394.1062,2020-06-13 21:15:00,2020-06-13 21:15:00,394.1062
"40","FRCH",2020-06-13 21:30:00,400.3568,2020-06-13 08:00:00,45.65273,41.99091,25.06455,26.17508,400.3568,2020-06-13 21:30:00,2020-06-13 21:30:00,400.3568
"41","FRCH",2020-06-13 21:45:00,404.8697,2020-06-13 08:00:00,46.04000,41.94545,26.94364,26.11755,404.8697,2020-06-13 21:45:00,2020-06-13 21:45:00,404.8697
"42","FRCH",2020-06-13 22:00:00,410.7094,2020-06-13 08:00:00,46.54545,41.84545,30.86455,26.01160,410.7094,2020-06-13 22:00:00,2020-06-13 22:00:00,410.7094
"43","FRCH",2020-06-13 22:15:00,417.3151,2020-06-13 08:00:00,47.56909,41.70909,30.18636,25.84180,417.3151,2020-06-13 22:15:00,2020-06-13 22:15:00,417.3151
"44","FRCH",2020-06-13 22:30:00,422.4166,2020-06-13 08:00:00,48.82545,41.73636,37.32909,25.80532,422.4166,2020-06-13 22:30:00,2020-06-13 22:30:00,422.4166
"45","FRCH",2020-06-13 22:45:00,429.7606,2020-06-13 08:00:00,49.19000,41.77273,28.31091,25.91968,429.7606,2020-06-13 22:45:00,2020-06-13 22:45:00,429.7606
"46","FRCH",2020-06-13 23:00:00,433.9184,2020-06-13 08:00:00,49.28727,41.77273,31.52818,25.94424,433.9184,2020-06-13 23:00:00,2020-06-13 23:00:00,433.9184
"47","FRCH",2020-06-13 23:15:00,436.7494,2020-06-13 08:00:00,49.90636,41.76364,29.55909,25.96319,436.7494,2020-06-13 23:15:00,2020-06-13 23:15:00,436.7494
"48","FRCH",2020-06-13 23:30:00,435.6281,2020-06-13 08:00:00,50.29545,41.74545,29.91364,25.93933,435.6281,2020-06-13 23:30:00,2020-06-13 23:30:00,435.6281
"49","FRCH",2020-06-13 23:45:00,436.5718,2020-06-13 08:00:00,50.42273,41.77273,36.28545,25.86706,436.5718,2020-06-13 23:45:00,2020-06-13 23:45:00,436.5718
"50","FRCH",2020-06-14 00:00:00,439.4029,2020-06-13 08:00:00,50.51545,41.76364,31.17636,25.78988,439.4029,2020-06-14 00:00:00,2020-06-14 00:00:00,439.4029
"51","FRCH",2020-06-14 00:15:00,441.8509,2020-06-13 08:00:00,50.80818,41.72727,28.53545,25.72673,441.8509,2020-06-14 00:15:00,2020-06-14 00:15:00,441.8509
"52","FRCH",2020-06-14 00:30:00,445.2425,2020-06-13 08:00:00,50.93273,41.66364,31.52818,25.62149,445.2425,2020-06-14 00:30:00,2020-06-14 00:30:00,445.2425
"53","FRCH",2020-06-14 00:45:00,446.7468,2020-06-13 08:00:00,51.27818,41.65455,30.88455,25.50712,446.7468,2020-06-14 00:45:00,2020-06-14 00:45:00,446.7468
"54","FRCH",2020-06-14 01:00:00,450.5216,2020-06-13 08:00:00,51.89909,41.57273,30.88182,25.39907,450.5216,2020-06-14 01:00:00,2020-06-14 01:00:00,450.5216
"55","FRCH",2020-06-14 01:15:00,451.6707,2020-06-13 08:00:00,52.81091,41.55455,33.24818,25.33732,451.6707,2020-06-14 01:15:00,2020-06-14 01:15:00,451.6707
"56","FRCH",2020-06-14 01:30:00,453.1750,2020-06-13 08:00:00,53.82818,41.55455,36.84909,25.30715,453.1750,2020-06-14 01:30:00,2020-06-14 01:30:00,453.1750
"57","FRCH",2020-06-14 01:45:00,457.1273,2020-06-13 08:00:00,54.00636,41.54545,38.86364,25.29943,457.1273,2020-06-14 01:45:00,2020-06-14 01:45:00,457.1273
"58","FRCH",2020-06-14 02:00:00,461.2851,2020-06-13 08:00:00,54.24818,41.55455,40.40364,25.36118,461.2851,2020-06-14 02:00:00,2020-06-14 02:00:00,461.2851
"59","FRCH",2020-06-14 02:15:00,463.1725,2020-06-13 08:00:00,54.43364,41.55455,39.95091,25.33732,463.1725,2020-06-14 02:15:00,2020-06-14 02:15:00,463.1725
"60","FRCH",2020-06-14 02:30:00,468.2739,2020-06-13 08:00:00,54.96273,41.54545,40.03455,25.34574,468.2739,2020-06-14 02:30:00,2020-06-14 02:30:00,468.2739
"61","FRCH",2020-06-14 02:45:00,470.7219,2020-06-13 08:00:00,55.93909,41.55455,43.61273,25.41310,470.7219,2020-06-14 02:45:00,2020-06-14 02:45:00,470.7219
"62","FRCH",2020-06-14 03:00:00,475.2349,2020-06-13 08:00:00,56.34636,41.55455,39.10727,25.45099,475.2349,2020-06-14 03:00:00,2020-06-14 03:00:00,475.2349
"63","FRCH",2020-06-14 03:15:00,475.2627,2020-06-13 08:00:00,57.34636,41.54545,41.27818,25.33452,475.2627,2020-06-14 03:15:00,2020-06-14 03:15:00,475.2627
"64","FRCH",2020-06-14 03:30:00,478.6544,2020-06-13 08:00:00,57.49455,41.50000,39.06273,25.22997,478.6544,2020-06-14 03:30:00,2020-06-14 03:30:00,478.6544
"65","FRCH",2020-06-14 03:45:00,477.7107,2020-06-13 08:00:00,57.76545,41.49091,42.42909,25.11069,477.7107,2020-06-14 03:45:00,2020-06-14 03:45:00,477.7107
"66","FRCH",2020-06-14 04:00:00,478.6544,2020-06-13 08:00:00,58.18091,41.47273,40.74818,24.93388,478.6544,2020-06-14 04:00:00,2020-06-14 04:00:00,478.6544
"67","FRCH",2020-06-14 04:15:00,476.9446,2020-06-13 08:00:00,58.85182,41.45455,41.11000,24.75777,476.9446,2020-06-14 04:15:00,2020-06-14 04:15:00,476.9446
"68","FRCH",2020-06-14 04:30:00,479.7757,2020-06-13 08:00:00,59.29273,41.45455,44.51455,24.72058,479.7757,2020-06-14 04:30:00,2020-06-14 04:30:00,479.7757
"69","FRCH",2020-06-14 04:45:00,479.3926,2020-06-13 08:00:00,58.99818,41.43636,47.32455,24.63498,479.3926,2020-06-14 04:45:00,2020-06-14 04:45:00,479.3926
"70","FRCH",2020-06-14 05:00:00,477.8883,2020-06-13 08:00:00,59.05000,41.38182,43.69182,24.61955,477.8883,2020-06-14 05:00:00,2020-06-14 05:00:00,477.8883
"71","FRCH",2020-06-14 05:15:00,477.8883,2020-06-13 08:00:00,58.18545,41.34545,47.09727,24.60762,477.8883,2020-06-14 05:15:00,2020-06-14 05:15:00,477.8883
"72","FRCH",2020-06-14 05:30:00,479.2151,2020-06-13 08:00:00,57.23182,41.33636,54.28182,24.53254,479.2151,2020-06-14 05:30:00,2020-06-14 05:30:00,479.2151
"73","FRCH",2020-06-14 05:45:00,480.9248,2020-06-13 08:00:00,56.76818,41.30000,55.96909,24.55780,480.9248,2020-06-14 05:45:00,2020-06-14 05:45:00,480.9248
"74","FRCH",2020-06-14 06:00:00,482.6067,2020-06-13 08:00:00,56.91909,41.27273,57.63455,24.55710,482.6067,2020-06-14 06:00:00,2020-06-14 06:00:00,482.6067
"75","FRCH",2020-06-14 06:15:00,483.1674,2020-06-13 08:00:00,56.87091,41.27273,55.31818,24.55710,483.1674,2020-06-14 06:15:00,2020-06-14 06:15:00,483.1674
"76","FRCH",2020-06-14 06:30:00,482.9898,2020-06-13 08:00:00,56.83636,41.25455,47.31364,24.55850,482.9898,2020-06-14 06:30:00,2020-06-14 06:30:00,482.9898
"77","FRCH",2020-06-14 06:45:00,484.3165,2020-06-13 08:00:00,57.55091,41.23636,54.28818,24.45255,484.3165,2020-06-14 06:45:00,2020-06-14 06:45:00,484.3165
"78","FRCH",2020-06-14 07:00:00,484.8771,2020-06-13 08:00:00,57.90545,41.18182,47.87636,24.33889,484.8771,2020-06-14 07:00:00,2020-06-14 07:00:00,484.8771
"79","FRCH",2020-06-14 07:15:00,482.8122,2020-06-13 08:00:00,58.44636,41.17273,48.02455,24.26662,482.8122,2020-06-14 07:15:00,2020-06-14 07:15:00,482.8122
"80","FRCH",2020-06-14 07:30:00,484.1389,2020-06-13 08:00:00,58.86091,41.18182,57.87818,24.24627,484.1389,2020-06-14 07:30:00,2020-06-14 07:30:00,484.1389
"81","FRCH",2020-06-14 07:45:00,483.7280,2020-06-13 08:00:00,59.32000,41.18182,52.43273,24.11577,483.7280,2020-06-14 07:45:00,2020-06-14 07:45:00,483.7280
"82","FRCH",2020-06-14 08:00:00,482.9898,2020-06-14 08:00:00,60.00455,41.17273,45.52818,24.02245,482.9898,2020-06-14 08:00:00,2020-06-14 08:00:00,482.9898
"83","FRCH",2020-06-14 08:15:00,484.8493,2020-06-14 08:00:00,60.56182,41.16364,45.59455,23.93685,484.8493,2020-06-14 08:15:00,2020-06-14 08:15:00,484.8493
"84","FRCH",2020-06-14 08:30:00,479.4205,2020-06-14 08:00:00,60.64364,41.18182,46.08091,23.82389,479.4205,2020-06-14 08:30:00,2020-06-14 08:30:00,479.4205
"85","FRCH",2020-06-14 08:45:00,482.9619,2020-06-14 08:00:00,61.28273,41.17273,51.44727,23.74530,482.9619,2020-06-14 08:45:00,2020-06-14 08:45:00,482.9619
"86","FRCH",2020-06-14 09:00:00,483.5504,2020-06-14 08:00:00,61.71818,41.19091,43.34364,23.69759,483.5504,2020-06-14 09:00:00,2020-06-14 09:00:00,483.5504
"87","FRCH",2020-06-14 09:15:00,483.3728,2020-06-14 08:00:00,61.61273,41.20000,44.22727,23.67233,483.3728,2020-06-14 09:15:00,2020-06-14 09:15:00,483.3728
"88","FRCH",2020-06-14 09:30:00,482.2516,2020-06-14 08:00:00,62.54091,41.17273,44.72000,23.65760,482.2516,2020-06-14 09:30:00,2020-06-14 09:30:00,482.2516
"89","FRCH",2020-06-14 09:45:00,484.3165,2020-06-14 08:00:00,62.93818,41.16364,42.60000,23.70811,484.3165,2020-06-14 09:45:00,2020-06-14 09:45:00,484.3165
"90","FRCH",2020-06-14 10:00:00,483.1952,2020-06-14 08:00:00,63.18000,41.15455,42.21364,23.65269,483.1952,2020-06-14 10:00:00,2020-06-14 10:00:00,483.1952
"91","FRCH",2020-06-14 10:15:00,486.7645,2020-06-14 08:00:00,63.77455,41.13636,41.86455,23.65549,486.7645,2020-06-14 10:15:00,2020-06-14 10:15:00,486.7645
"92","FRCH",2020-06-14 10:30:00,488.6797,2020-06-14 08:00:00,63.81455,41.10909,42.61727,23.61690,488.6797,2020-06-14 10:30:00,2020-06-14 10:30:00,488.6797
"93","FRCH",2020-06-14 10:45:00,490.3616,2020-06-14 08:00:00,63.87000,41.10000,41.48000,23.56568,490.3616,2020-06-14 10:45:00,2020-06-14 10:45:00,490.3616
"94","FRCH",2020-06-14 11:00:00,492.4266,2020-06-14 08:00:00,64.07000,41.08000,40.46000,23.48570,492.4266,2020-06-14 11:00:00,2020-06-14 11:00:00,492.4266
"95","FRCH",2020-06-14 11:15:00,494.4915,2020-06-14 08:00:00,64.07111,41.07778,41.69889,23.43237,494.4915,2020-06-14 11:15:00,2020-06-14 11:15:00,494.4915
"96","FRCH",2020-06-14 11:30:00,496.5844,2020-06-14 08:00:00,NA,41.06250,35.17000,23.36992,496.5844,2020-06-14 11:30:00,2020-06-14 11:30:00,496.5844
"97","FRCH",2020-06-14 11:45:00,497.1450,2020-06-14 08:00:00,65.03429,41.02857,39.24714,23.32642,497.1450,2020-06-14 11:45:00,2020-06-14 11:45:00,497.1450
"98","FRCH",2020-06-14 12:00:00,502.6295,2020-06-14 08:00:00,65.72500,41.01667,41.00000,23.28432,502.6295,2020-06-14 12:00:00,2020-06-14 12:00:00,502.6295
"99","FRCH",2020-06-14 12:15:00,507.1424,2020-06-14 08:00:00,66.16000,41.02000,33.36000,23.17276,507.1424,2020-06-14 12:15:00,2020-06-14 12:15:00,507.1424
"100","FRCH",2020-06-14 12:30:00,510.1789,2020-06-14 08:00:00,NA,41.02500,30.97000,23.13558,510.1789,2020-06-14 12:30:00,2020-06-14 12:30:00,510.1789
"101","FRCH",2020-06-14 12:45:00,515.4580,2020-06-14 08:00:00,67.94000,41.03333,43.12333,23.01349,515.4580,2020-06-14 12:45:00,2020-06-14 12:45:00,515.4580
"102","FRCH",2020-06-14 13:00:00,520.7370,2020-06-14 08:00:00,NA,41.05000,32.76500,22.94122,520.7370,2020-06-14 13:00:00,2020-06-14 13:00:00,520.7370
"103","FRCH",2020-06-14 13:15:00,526.7822,2020-06-14 08:00:00,NA,NA,NA,22.89702,526.7822,2020-06-14 13:15:00,2020-06-14 13:15:00,526.7822
"104","FRCH",2020-06-14 13:30:00,530.5569,2020-06-14 08:00:00,NA,NA,NA,22.85492,530.5569,2020-06-14 13:30:00,2020-06-14 13:30:00,530.5569
"105","FRCH",2020-06-14 13:45:00,538.8445,2020-06-14 08:00:00,NA,NA,NA,22.76301,538.8445,2020-06-14 13:45:00,2020-06-14 13:45:00,538.8445
"106","FRCH",2020-06-14 14:00:00,546.2164,2020-06-14 08:00:00,NA,NA,NA,22.68162,546.2164,2020-06-14 14:00:00,2020-06-14 14:00:00,546.2164
"107","FRCH",2020-06-14 14:15:00,554.1489,2020-06-14 08:00:00,NA,NA,NA,22.61075,554.1489,2020-06-14 14:15:00,2020-06-14 14:15:00,554.1489
"108","FRCH",2020-06-14 14:30:00,562.0535,2020-06-14 08:00:00,NA,NA,NA,22.49147,562.0535,2020-06-14 14:30:00,2020-06-14 14:30:00,562.0535
"109","FRCH",2020-06-14 14:45:00,568.8648,2020-06-14 08:00:00,NA,NA,NA,22.38482,568.8648,2020-06-14 14:45:00,2020-06-14 14:45:00,568.8648
"110","FRCH",2020-06-14 15:00:00,577.9185,2020-06-14 08:00:00,NA,NA,NA,22.27045,577.9185,2020-06-14 15:00:00,2020-06-14 15:00:00,577.9185
"111","FRCH",2020-06-14 15:15:00,586.2341,2020-06-14 08:00:00,NA,NA,NA,22.16310,586.2341,2020-06-14 15:15:00,2020-06-14 15:15:00,586.2341
"112","FRCH",2020-06-14 15:30:00,593.4005,2020-06-14 08:00:00,NA,NA,NA,22.06628,593.4005,2020-06-14 15:30:00,2020-06-14 15:30:00,593.4005
"113","FRCH",2020-06-14 15:45:00,602.4542,2020-06-14 08:00:00,NA,NA,NA,21.92034,602.4542,2020-06-14 15:45:00,2020-06-14 15:45:00,602.4542
"114","FRCH",2020-06-14 16:00:00,611.1528,2020-06-14 08:00:00,NA,NA,NA,21.74984,611.1528,2020-06-14 16:00:00,2020-06-14 16:00:00,611.1528
"115","FRCH",2020-06-14 16:15:00,619.8235,2020-06-14 08:00:00,NA,NA,NA,21.68669,619.8235,2020-06-14 16:15:00,2020-06-14 16:15:00,619.8235
"116","FRCH",2020-06-14 16:30:00,623.9813,2020-06-14 08:00:00,NA,NA,NA,21.61653,623.9813,2020-06-14 16:30:00,2020-06-14 16:30:00,623.9813
"117","FRCH",2020-06-14 16:45:00,631.5308,2020-06-14 08:00:00,NA,NA,NA,21.52882,631.5308,2020-06-14 16:45:00,2020-06-14 16:45:00,631.5308
"118","FRCH",2020-06-14 17:00:00,637.4262,2020-06-14 08:00:00,NA,NA,NA,21.51830,637.4262,2020-06-14 17:00:00,2020-06-14 17:00:00,637.4262
"119","FRCH",2020-06-14 17:15:00,645.1532,2020-06-14 08:00:00,NA,NA,NA,21.42849,645.1532,2020-06-14 17:15:00,2020-06-14 17:15:00,645.1532
"120","FRCH",2020-06-14 17:30:00,649.8437,2020-06-14 08:00:00,NA,NA,NA,21.41024,649.8437,2020-06-14 17:30:00,2020-06-14 17:30:00,649.8437
"121","FRCH",2020-06-14 17:45:00,658.8975,2020-06-14 08:00:00,NA,NA,NA,21.31061,658.8975,2020-06-14 17:45:00,2020-06-14 17:45:00,658.8975
"122","FRCH",2020-06-14 18:00:00,662.6722,2020-06-14 08:00:00,NA,NA,NA,21.32464,662.6722,2020-06-14 18:00:00,2020-06-14 18:00:00,662.6722
"123","FRCH",2020-06-14 18:15:00,666.6524,2020-06-14 08:00:00,85.90000,40.60000,58.79500,21.25729,666.6524,2020-06-14 18:15:00,2020-06-14 18:15:00,666.6524
"124","FRCH",2020-06-14 18:30:00,674.2019,2020-06-14 08:00:00,85.77500,40.50000,58.48250,21.25167,674.2019,2020-06-14 18:30:00,2020-06-14 18:30:00,674.2019
"125","FRCH",2020-06-14 18:45:00,679.2755,2020-06-14 08:00:00,86.20800,40.50000,71.51000,20.85370,679.2755,2020-06-14 18:45:00,2020-06-14 18:45:00,679.2755
"126","FRCH",2020-06-14 19:00:00,684.1993,2020-06-14 08:00:00,86.70400,40.40000,61.97800,20.90478,684.1993,2020-06-14 19:00:00,2020-06-14 19:00:00,684.1993
"127","FRCH",2020-06-14 19:15:00,687.5910,2020-06-14 08:00:00,86.62333,40.40000,68.29333,20.91264,687.5910,2020-06-14 19:15:00,2020-06-14 19:15:00,687.5910
"128","FRCH",2020-06-14 19:30:00,693.0476,2020-06-14 08:00:00,86.67778,40.30000,70.16222,20.95193,693.0476,2020-06-14 19:30:00,2020-06-14 19:30:00,693.0476
"129","FRCH",2020-06-14 19:45:00,695.3180,2020-06-14 08:00:00,86.47250,40.20000,73.91125,20.98337,695.3180,2020-06-14 19:45:00,2020-06-14 19:45:00,695.3180
"130","FRCH",2020-06-14 20:00:00,697.9715,2020-06-14 08:00:00,86.07182,40.10000,70.38364,20.93818,697.9715,2020-06-14 20:00:00,2020-06-14 20:00:00,697.9715
"131","FRCH",2020-06-14 20:15:00,698.7097,2020-06-14 08:00:00,85.06182,40.00000,80.09273,20.98337,698.7097,2020-06-14 20:15:00,2020-06-14 20:15:00,698.7097
"132","FRCH",2020-06-14 20:30:00,701.7462,2020-06-14 08:00:00,85.04818,39.87273,80.69455,NA,701.7462,2020-06-14 20:30:00,2020-06-14 20:30:00,701.7462
"133","FRCH",2020-06-14 20:45:00,703.9887,2020-06-14 08:00:00,84.57091,39.78182,76.68727,21.08749,703.9887,2020-06-14 20:45:00,2020-06-14 20:45:00,703.9887
"134","FRCH",2020-06-14 21:00:00,706.8477,2020-06-14 08:00:00,84.31545,39.62727,76.66273,21.12089,706.8477,2020-06-14 21:00:00,2020-06-14 21:00:00,706.8477
"135","FRCH",2020-06-14 21:15:00,709.4732,2020-06-14 08:00:00,84.27182,39.50000,77.39455,21.13268,709.4732,2020-06-14 21:15:00,2020-06-14 21:15:00,709.4732
"136","FRCH",2020-06-14 21:30:00,710.8000,2020-06-14 08:00:00,84.08545,39.39091,80.73455,21.17983,710.8000,2020-06-14 21:30:00,2020-06-14 21:30:00,710.8000
"137","FRCH",2020-06-14 21:45:00,712.5098,2020-06-14 08:00:00,83.83909,39.20000,NA,NA,712.5098,2020-06-14 21:45:00,2020-06-14 21:45:00,712.5098
"138","FRCH",2020-06-14 22:00:00,713.0704,2020-06-14 08:00:00,83.59636,39.10000,82.93273,21.21519,713.0704,2020-06-14 22:00:00,2020-06-14 22:00:00,713.0704
"139","FRCH",2020-06-14 22:15:00,717.5833,2020-06-14 08:00:00,84.25364,39.00000,74.90455,NA,717.5833,2020-06-14 22:15:00,2020-06-14 22:15:00,717.5833
"140","FRCH",2020-06-14 22:30:00,717.2282,2020-06-14 08:00:00,84.64000,38.90000,78.56909,NA,717.2282,2020-06-14 22:30:00,2020-06-14 22:30:00,717.2282
"141","FRCH",2020-06-14 22:45:00,714.1917,2020-06-14 08:00:00,84.40273,38.80000,80.68273,21.22894,714.1917,2020-06-14 22:45:00,2020-06-14 22:45:00,714.1917
"142","FRCH",2020-06-14 23:00:00,714.9577,2020-06-14 08:00:00,84.84818,38.70000,80.02455,21.20733,714.9577,2020-06-14 23:00:00,2020-06-14 23:00:00,714.9577
"143","FRCH",2020-06-14 23:15:00,713.4534,2020-06-14 08:00:00,84.91091,38.60909,71.37909,21.17590,713.4534,2020-06-14 23:15:00,2020-06-14 23:15:00,713.4534
"144","FRCH",2020-06-14 23:30:00,711.3885,2020-06-14 08:00:00,85.11182,38.57273,77.84182,NA,711.3885,2020-06-14 23:30:00,2020-06-14 23:30:00,711.3885
"145","FRCH",2020-06-14 23:45:00,714.0141,2020-06-14 08:00:00,84.83000,38.40909,79.69727,21.03052,714.0141,2020-06-14 23:45:00,2020-06-14 23:45:00,714.0141
"146","FRCH",2020-06-15 00:00:00,713.2758,2020-06-14 08:00:00,84.90455,38.30000,78.24818,21.00105,713.2758,2020-06-15 00:00:00,2020-06-15 00:00:00,713.2758
