"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2019",47.7296161076179,12.4496499567275,131.854545454545,6.31
"2","2020",61.9293425653385,28.1627411987015,114.74090909091,9.97181818181818
"3","2021",51.7123349348701,24.9431433488911,139.245454545455,6.99136363636364
"4","2022",51.4175782648904,18.1236515154366,140.0545,2.64318181818181
