"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2015",102.060094286025,17.5989780130548,75.9,13.79
"2","2018",92.0383333333333,28.6085714285714,79.5333333333333,13.7225
"3","2019",69.7656452495496,17.3653333333333,87.25,23.0377272727272
"4","2020",70.5223182612477,30.9213232469348,77.2,15.3290909090909
"5","2021",46.4513180749778,17.6955409117859,97.1681818181818,17.1572727272727
"6","2022",55.6870576453113,26.4290972754219,97.5090872727273,5.0159090909091
